T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(LI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(LI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(LI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(LI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
798.8804989	75	18	7	0	0		95.44197069	0.2019626832	4.356066625				75	18	7	0.001058208479	-0.0009213489256	-0.0001368595532				0.001058208479	-0.0009213489256	-0.0001368595532	-798.8804989	0			
798.8704989	75	18	7	5.311615524E-05	5.186859584E-05		95.44179998	0.2019657875	4.356234233				74.99894251	18.0009204	7.000137091	0.00211638645	-0.001842686362	-0.0002737000883				0	0	0	-798.8704989	5.186859584E-05			
798.8504989	75	18	7	0.0001591015441	0.0001035335867		95.44145901	0.2019720297	4.356568959				74.99682604	18.00276318	7.000410771	0.003174539424	-0.002764039601	-0.0004104998226				0	0	0	-798.8504989	0.0001035335867			
798.8104989	75	18	7	0.000370981647	0.0002069960668		95.440777	0.2019845188	4.357238478				74.99259388	18.00644821	7.000957918	0.00529007834	-0.004606168509	-0.0006839098303				0	0	0	-798.8104989	0.0002069960668			
798.7304989	75	18	7	0.0007944333255	0.0004137605911		95.43941315	0.2020094561	4.358577399				74.98413148	18.01381701	7.002051504	0.009520007018	-0.008289786495	-0.001230220523				0	0	0	-798.7304989	0.0004137605911			
798.5704989	75	18	7	0.001640078468	0.000826496035		95.436686	0.202059154	4.361254847				74.96721471	18.02854933	7.004235965	0.01797419125	-0.01565352403	-0.002320667223				0	0	0	-798.5704989	0.000826496035			
798.2504989	75	18	7	0.003326462324	0.001649309215		95.43123423	0.2021578949	4.366607872				74.93341209	18.0579943	7.008593607	0.03485991751	-0.03036703454	-0.004492882967				0	0	0	-798.2504989	0.001649309215			
797.6104989	75	18	7	0.006679749031	0.00328398628		95.42034076	0.2023527592	4.377306483				74.86593004	18.11680601	7.017263947	0.06854128998	-0.05973850836	-0.008802781626				0	0	0	-797.6104989	0.00328398628			
796.3304989	75	18	7	0.013309614	0.006510300202		95.39859371	0.2027320334	4.398674252				74.73145281	18.23412072	7.034426469	0.1355475557	-0.118261706	-0.01728584969				0	0	0	-796.3304989	0.006510300202			
