T	w(AL)	w(CU)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI					
897.8317001	87	13	0	0		98.61237668	1.387623322			87	13	0.003378070965	-0.003378070965			0.003378070965	-0.003378070965	-897.8317001	0			
897.8217001	87	13	0.0003120489218	0.0002910223955		98.61196364	1.388036363			86.99662148	13.00337852	0.006756391422	-0.006756391422			0	0	-897.8217001	0.0002910223955			
897.8017001	87	13	0.0009353017825	0.0005814472649		98.61113715	1.388862848			86.98986538	13.01013462	0.01013309687	-0.01013309687			0	0	-897.8017001	0.0005814472649			
897.7617001	87	13	0.002179497147	0.001161324681		98.6094842	1.390515798			86.97635732	13.02364268	0.01688526927	-0.01688526927			0	0	-897.7617001	0.001161324681			
897.6817001	87	13	0.004659611003	0.002317641844		98.60617744	1.393822558			86.94934803	13.05065197	0.03038496925	-0.03038496925			0	0	-897.6817001	0.002317641844			
897.5217001	87	13	0.009586276751	0.004614721962		98.59956048	1.400439519			86.89536446	13.10463554	0.05735608838	-0.05735608838			0	0	-897.5217001	0.004614721962			
897.2017001	87	13	0.01929586393	0.009138683145		98.5863129	1.413687096			86.78753891	13.21246109	0.1111925413	-0.1111925413			0	0	-897.2017001	0.009138683145			
896.5617001	87	13	0.03818228933	0.0179426584		98.55976207	1.440237931			86.57245263	13.42754737	0.2184416126	-0.2184416126			0	0	-896.5617001	0.0179426584			
895.2817001	87	13	0.0739508596	0.03461279307		98.50643349	1.493566507			86.14455884	13.85544116	0.4312248813	-0.4312248813			0	0	-895.2817001	0.03461279307			
892.7217001	87	13	0.1383664573	0.06460963243		98.39883316	1.601166842			85.29802282	14.70197718	0.8498159708	-0.8498159708			0	0	-892.7217001	0.06460963243			
890.1617001	87	13	0.1945833794	0.06031878765		98.28990505	1.710094951			84.46406559	15.53593441	0.8371906088	-0.8371906088			0	0	-890.1617001	0.06031878765			
887.6017001	87	13	0.2440224497	0.05648769713		98.17955729	1.820442705			83.6429252	16.3570748	0.8243233028	-0.8243233028			0	0	-887.6017001	0.05648769713			
885.0417001	87	13	0.2878021525	0.05305073485		98.06769357	1.932306429			82.8348099	17.1651901	0.8112470395	-0.8112470395			0	0	-885.0417001	0.05305073485			
882.4817001	87	13	0.3268107335	0.04995039208		97.9542105	2.0457895			82.03988331	17.96011669	0.7980065777	-0.7980065777			0	0	-882.4817001	0.04995039208			
879.9217001	87	13	0.3617622263	0.0471400056		97.83899753	2.161002471			81.25826784	18.74173216	0.7846433113	-0.7846433113			0	0	-879.9217001	0.0471400056			
877.3617001	87	13	0.3932370211	0.04458143297		97.7219363	2.278063702			80.49004564	19.50995436	0.7711976642	-0.7711976642			0	0	-877.3617001	0.04458143297			
874.8017001	87	13	0.4217116203	0.04224317714		97.60289991	2.397100086			79.7352599	20.2647401	0.7577087244	-0.7577087244			0	0	-874.8017001	0.04224317714			
872.2417001	87	13	0.4475807957	0.04009898365		97.48175211	2.518247886			78.9939166	21.0060834	0.7442138484	-0.7442138484			0	0	-872.2417001	0.04009898365			
869.6817001	87	13	0.4711743162	0.03812677776		97.35834631	2.641653686			78.26598653	21.73401347	0.7307483556	-0.7307483556			0	0	-869.6817001	0.03812677776			
867.1217001	87	13	0.4927697346	0.03630784981		97.2325245	2.767475503			77.55140757	22.44859243	0.7173452937	-0.7173452937			0	0	-867.1217001	0.03630784981			
864.5617001	87	13	0.5126022754	0.03462622431		97.10411594	2.895884056			76.85008708	23.14991292	0.7040352728	-0.7040352728			0	0	-864.5617001	0.03462622431			
862.0017001	87	13	0.5308725614	0.0330681667		96.97293575	3.027064246			76.16190448	23.83809552	0.6908463751	-0.6908463751			0	0	-862.0017001	0.0330681667			
859.4417001	87	13	0.5477527107	0.03162179438		96.83878313	3.16121687			75.48671377	24.51328623	0.6778040603	-0.6778040603			0	0	-859.4417001	0.03162179438			
856.8817001	87	13	0.5633911921	0.0302767675		96.70143938	3.298560621			74.82434613	25.17565387	0.6649312658	-0.6649312658			0	0	-856.8817001	0.0302767675			
854.3217001	87	13	0.5779167233	0.02902404143		96.56066557	3.439334429			74.17461243	25.82538757	0.6522483924	-0.6522483924			0	0	-854.3217001	0.02902404143			
851.7617001	87	13	0.5914414261	0.02785566719		96.41619979	3.583800208			73.53730558	26.46269442	0.6397734324	-0.6397734324			0	0	-851.7617001	0.02785566719			
849.2017001	87	13	0.6040633985	0.02676462974		96.26775389	3.732246106			72.91220293	27.08779707	0.627522039	-0.627522039			0	0	-849.2017001	0.02676462974			
846.6417001	87	13	0.6158688263	0.02574471611		96.11500964	3.884990357			72.29906829	27.70093171	0.6155077522	-0.6155077522			0	0	-846.6417001	0.02574471611			
844.0817001	87	13	0.6269337281	0.02479040754		95.95761411	4.042385888			71.697654	28.302346	0.603742124	-0.603742124			0	0	-844.0817001	0.02479040754			
841.5217001	87	13	0.6373254056	0.02389679096		95.79517416	4.204825845			71.10770267	28.89229733	0.5922349138	-0.5922349138			0	0	-841.5217001	0.02389679096			
838.9617001	87	13	0.647103657	0.02305948627		95.62724971	4.372750289			70.52894875	29.47105125	0.5809942862	-0.5809942862			0	0	-838.9617001	0.02305948627			
836.4017001	87	13	0.6563217977	0.02227458686		95.45334563	4.546654366			69.96111996	30.03888004	0.5700270191	-0.5700270191			0	0	-836.4017001	0.02227458686			
833.8417001	87	13	0.6650275239	0.02153861114		95.27290166	4.727098344			69.40393842	30.59606158	0.5593387212	-0.5593387212			0	0	-833.8417001	0.02153861114			
831.2817001	87	13	0.6732636471	0.02084846389		95.08527992	4.914720083			68.85712161	31.14287839	0.5489340479	-0.5489340479			0	0	-831.2817001	0.02084846389			
828.7217001	87	13	0.6810687236	0.02020140628		94.88974932	5.110250682			68.32038305	31.67961695	0.5388169901	-0.5388169901			0	0	-828.7217001	0.02020140628			
826.1617001	87	13	0.6884775963	0.01959503429		94.68546568	5.314534322			67.79343274	32.20656726	0.5289910641	-0.5289910641			0	0	-826.1617001	0.01959503429			
823.6017001	87	13	0.6955218655	0.01902726549		94.47144624	5.528553762			67.27597733	32.72402267	0.519459644	-0.519459644			0	0	-823.6017001	0.01902726549			
821.0417001	87	13	0.7022303019	0.01849633496		94.24653643	5.753463572			66.76771994	33.23228006	0.5102262777	-0.5102262777			0	0	-821.0417001	0.01849633496			
818.4817001	87	13	0.708629212	0.01800080197		94.00936588	5.990634115			66.26835958	33.73164042	0.5012950752	-0.5012950752			0	0	-818.4817001	0.01800080197			
815.9217001	87	13	0.7147427686	0.01753957021		93.75828916	6.241710836			65.77759014	34.22240986	0.492671187	-0.492671187			0	0	-815.9217001	0.01753957021			
813.3617001	87	13	0.7205933145	0.01711192649		93.4913042	6.508695797			65.29509875	34.70490125	0.4843614227	-0.4843614227			0	0	-813.3617001	0.01711192649			
810.8017001	87	13	0.726201652	0.01671760588		93.20593751	6.794062488			64.82056324	35.17943676	0.4763750833	-0.4763750833			0	0	-810.8017001	0.01671760588			
808.2417001	87	13	0.7315873315	0.01635689718		92.89907805	7.100921948			64.35364859	35.64635141	0.4687251344	-0.4687251344			0	0	-808.2417001	0.01635689718			
805.6817001	87	13	0.7367689559	0.01603081292		92.56672906	7.433270944			63.89400145	36.10599855	0.4614299331	-0.4614299331			0	0	-805.6817001	0.01603081292			
803.1217001	87	13	0.7417645301	0.01574136813		92.20362273	7.796377272			63.44124223	36.55875777	0.4545158906	-0.4545158906			0	0	-803.1217001	0.01574136813			
800.5617001	87	13	0.7465919013	0.0154920539		91.80259344	8.197406559			62.99495271	37.00504729	0.4480217957	-0.4480217957			0	0	-800.5617001	0.0154920539			
798.0017001	87	13	0.7512693779	0.0152886841		91.35349674	8.646503259			62.55465633	37.44534367	0.4420062618	-0.4420062618			0	0	-798.0017001	0.0152886841			
795.4417001	87	13	0.7558167288	0.01514108892		90.84120121	9.158798787			62.11978578	37.88021422	0.4365615191	-0.4365615191			0	0	-795.4417001	0.01514108892			
792.8817001	87	13	0.7602568628	0.01506626282		90.24144531	9.75855469			61.68961854	38.31038146	0.4318424655	-0.4318424655			0	0	-792.8817001	0.01506626282			
790.3217001	87	13	0.7646195863	0.01509725642		89.51102795	10.48897205			61.26315421	38.73684579	0.4281285469	-0.4281285469			0	0	-790.3217001	0.01509725642			
787.7617001	87	13	0.768951179	0.01530857428		88.55846721	11.44153279			60.83880525	39.16119475	0.426009998	-0.426009998			0	0	-787.7617001	0.01530857428			
