T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
922.777284	95	3	2	0	0	98.50620154	0.1102300427	1.383568421	95	3	2										0.003703265552	-0.003052372277	-0.0006508932757	-922.777284	0	4.69395532143474	
922.767284	95	3	2	0.001054102906	0.001055281136	98.50588089	0.1103196077	1.383799503	94.99629672	3.003052351	2.00065093										0	0	0	-922.767284	0.001055281136	14.2583402495739	
922.747284	95	3	2	0.003156375932	0.002106650699	98.50524011	0.1104986721	1.384261215	94.98889056	3.009157322	2.001952121										0	0	0	-922.747284	0.002106650699	19.058328182445	
922.707284	95	3	2	0.007336665421	0.004197719158	98.50396065	0.1108565629	1.385182791	94.9740793	3.021368913	2.004551787										0	0	0	-922.707284	0.004197719158	19.2007497151907	
922.627284	95	3	2	0.01560133485	0.00833364439	98.50141001	0.1115713885	1.387018605	94.94446138	3.045798336	2.009740285										0	0	0	-922.627284	0.00833364439	19.5094283123508	
922.467284	95	3	2	0.03173030888	0.01640035732	98.49634699	0.1129984665	1.390654539	94.88523754	3.094699625	2.02006283										0	0	0	-922.467284	0.01640035732	20.146851155559	
922.147284	95	3	2	0.06252247343	0.03182651804	98.48635822	0.1158398956	1.397801885	94.76685628	3.192625289	2.040518434										0	0	0	-922.147284	0.03182651804	21.4233343382702	
921.507284	95	3	2	0.1188025423	0.06006166906	98.46689796	0.1214720424	1.411629999	94.53040752	3.388887096	2.080705383										0	0	0	-921.507284	0.06006166906	24.2016845716736	
920.227284	95	3	2	0.2138340555	0.1078260297	98.42981801	0.1325349335	1.437647058	94.0591338	3.782442253	2.15842395										0	0	0	-920.227284	0.1078260297	30.6581522877831	
917.667284	95	3	2	0.3541620404	0.1782533698	98.36162952	0.1538824688	1.484488009	93.12583289	4.569551763	2.304615344										0	0	0	-917.667284	0.1782533698	-175.737606770245	
915.107284	95	3	2	0.4514381548	0.1502089262	98.29873089	0.1740091325	1.52725998	92.21147211	5.34650728	2.442020606										0	0	0	-915.107284	0.1502089262	-107.235748588975	
912.547284	95	3	2	0.5223765906	0.1287735088	98.23991017	0.1930489169	1.567040913	91.32046799	6.108187672	2.571344334										0	0	0	-912.547284	0.1287735088	-137.254732407166	
909.987284	95	3	2	0.5761110677	0.1118561261	98.18432037	0.2111196768	1.604559953	90.45603056	6.850866936	2.693102507										0	0	0	-909.987284	0.1118561261	-171.366160583651	
907.427284	95	3	2	0.6180483769	0.09820558508	98.13134819	0.2283249564	1.640326853	89.62019873	7.57205246	2.807748806										0	0	0	-907.427284	0.09820558508	-210.076855096778	
904.867284	95	3	2	0.651582831	0.08700548636	98.08053727	0.2447565633	1.674706166	88.81396199	8.270314478	2.91572353										0	0	0	-904.867284	0.08700548636	-253.901936931149	
902.307284	95	3	2	0.6789460228	0.07769505435	98.03154017	0.2604954412	1.707964389	88.03747636	8.94505874	3.017464895										0	0	0	-902.307284	0.07769505435	-303.386745981289	
899.747284	95	3	2	0.7016606995	0.06987275672	97.98408721	0.275612821	1.740299964	87.29027234	9.596320165	3.113407493										0	0	0	-899.747284	0.06987275672	-359.057410535376	
897.187284	95	3	2	0.7207980055	0.06324077186	97.93796514	0.290171122	1.771863738	86.57144639	10.22457841	3.203975196										0	0	0	-897.187284	0.06324077186	-421.398979391326	
894.627284	95	3	2	0.7371309066	0.05757262139	97.89300246	0.3042248767	1.80277266	85.87981676	10.83060906	3.289574173										0	0	0	-894.627284	0.05757262139	-490.85434944947	
892.067284	95	3	2	0.7512295171	0.05269279857	97.84905921	0.3178216254	1.833119165	85.21404305	11.41536932	3.370587635										0	0	0	-892.067284	0.05269279857	-567.823014191983	
889.507284	95	3	2	0.763522405	0.04846333359	97.80601957	0.3310027605	1.862977666	84.57271335	11.97991399	3.447372661										0	0	0	-889.507284	0.04846333359	-652.66387302171	
886.947284	95	3	2	0.7743371817	0.04477453398	97.76378658	0.3438043056	1.892409113	83.95440504	12.52533611	3.52025885										0	0	0	-886.947284	0.04477453398	-745.699110109053	
884.387284	95	3	2	0.7839280581	0.0415383732	97.72227815	0.356257617	1.92146423	83.35772509	13.05272658	3.589548332										0	0	0	-884.387284	0.0415383732	-847.218300631794	
881.827284	95	3	2	0.7924949618	0.03868364156	97.68142415	0.368390007	1.950185843	82.78133556	13.56314771	3.655516729										0	0	0	-881.827284	0.03868364156	-957.48232907887	
879.267284	95	3	2	0.8001970582	0.03615231735	97.64116413	0.3802252881	1.978610585	82.22396832	14.05761702	3.71841467										0	0	0	-879.267284	0.03615231735	-1076.7269507416	
876.707284	95	3	2	0.8071624776	0.03389680995	97.6014456	0.3917842454	2.006770152	81.68443243	14.53709795	3.778469623										0	0	0	-876.707284	0.03389680995	-1205.16594255146	
874.147284	95	3	2	0.8134954219	0.03187784085	97.5622227	0.4030850436	2.034692258	81.16161658	15.00249557	3.835887845										0	0	0	-874.147284	0.03187784085	-1342.9938624125	
871.587284	95	3	2	0.8192814293	0.03006279979	97.52345507	0.4141435759	2.062401353	80.65448826	15.45465542	3.890856317										0	0	0	-871.587284	0.03006279979	-1490.38842179405	
869.027284	95	3	2	0.8245913262	0.02842445937	97.48510705	0.4249737626	2.089919185	80.16209093	15.89436446	3.943544615										0	0	0	-869.027284	0.02842445937	-1647.51260088945	
866.467284	95	3	2	0.829484227	0.02693996321	97.44714696	0.4355878063	2.117265238	79.68354004	16.32235331	3.994106652										0	0	0	-866.467284	0.02693996321	-1814.51641381206	
863.907284	95	3	2	0.8340098375	0.02559002418	97.40954651	0.4459964103	2.144457081	79.21801842	16.7392993	4.042682279										0	0	0	-863.907284	0.02559002418	-1991.53846068641	
861.347284	95	3	2	0.8382102404	0.0243582856	97.37228039	0.456208965	2.171510648	78.76477142	17.14582984	4.089398744										0	0	0	-861.347284	0.0243582856	-2178.70731905339	
858.787284	95	3	2	0.8421212938	0.02323080933	97.33532583	0.4662337079	2.198440464	78.32310209	17.54252591	4.134371999										0	0	0	-858.787284	0.02323080933	-2376.14232356339	
856.227284	95	3	2	0.845773735	0.02219566307	97.29866242	0.476077827	2.22525975	77.8923665	17.92992562	4.177707879										0	0	0	-856.227284	0.02219566307	-2583.95618018	
853.667284	95	3	2	0.8491940592	0.02124258759	97.26227136	0.4857477141	2.251980924	77.47196928	18.30852758	4.219503142										0	0	0	-853.667284	0.02124258759	-2802.25363174711	
851.107284	95	3	2	0.8524052251	0.02036272316	97.22613593	0.4952488627	2.278615203	77.06135953	18.67879407	4.259846403										0	0	0	-851.107284	0.02036272316	-3031.13295364993	
848.547284	95	3	2	0.8554272247	0.01954838853	97.19024084	0.5045860927	2.305173069	76.66002694	19.04115409	4.298818968										0	0	0	-848.547284	0.01954838853	-3270.68784742022	
