T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
874.955253	84	11	5	0	0	97.04283168	0.1904282498	2.766740073	84	11	5													0.001778452791	-0.001473956701	-0.00030449609	-874.955253	0	36.5054582633965	
874.945253	84	11	5	0.0001361419375	0.0001364175033	97.04263678	0.1904455837	2.766917638	83.99822201	11.00147338	5.000304614													0	0	0	-874.945253	0.0001364175033	110.103294397904	
874.925253	84	11	5	0.0004081484687	0.0002726170119	97.04224736	0.1904802564	2.767272382	83.99466546	11.00442109	5.00091345													0	0	0	-874.925253	0.0002726170119	146.88073142962	
874.885253	84	11	5	0.0009516007749	0.0005448085839	97.04146854	0.1905495992	2.767981858	83.98755464	11.01031491	5.002130443													0	0	0	-874.885253	0.0005448085839	147.075341360685	
874.805253	84	11	5	0.002036305972	0.001087863339	97.03991146	0.1906881891	2.769400348	83.9733414	11.02209666	5.004561947													0	0	0	-874.805253	0.001087863339	147.530369608972	
874.645253	84	11	5	0.00419708317	0.002169239318	97.03679968	0.1909650284	2.772235287	83.94494758	11.04563768	5.009414741													0	0	0	-874.645253	0.002169239318	148.40517860516	
874.325253	84	11	5	0.008484428048	0.004312742486	97.0305856	0.1915173519	2.777897047	83.88829013	11.0926302	5.019079668													0	0	0	-874.325253	0.004312742486	150.18982704718	
873.685253	84	11	5	0.01692494547	0.008524346182	97.01819497	0.1926166378	2.789188395	83.77548994	11.18626134	5.038248714													0	0	0	-873.685253	0.008524346182	153.938485751422	
872.405253	84	11	5	0.03326605461	0.01663854626	96.99357665	0.1947983529	2.811624996	83.55183784	11.37223877	5.075923388													0	0	0	-872.405253	0.01663854626	161.696517541399	
869.845253	84	11	5	0.06399494116	0.03178067939	96.94493213	0.1990880439	2.855979827	83.11221742	11.73899186	5.14879072													0	0	0	-869.845253	0.03178067939	-1821.54943476553	
867.285253	84	11	5	0.09229386829	0.03019346789	96.89689621	0.2032463358	2.899857451	82.68305219	12.09813993	5.218807873													0	0	0	-867.285253	0.03019346789	-1694.95231140809	
864.725253	84	11	5	0.1184532252	0.02874692788	96.84942697	0.2072791409	2.943293892	82.26375907	12.45008291	5.286158018													0	0	0	-864.725253	0.02874692788	-1856.47373328389	
862.165253	84	11	5	0.1427190238	0.02742445553	96.80248625	0.2111915525	2.9863222	81.85379948	12.79519227	5.351008244													0	0	0	-862.165253	0.02742445553	-2026.90013790679	
859.605253	84	11	5	0.1653006452	0.02621146567	96.75603969	0.2149880183	3.028972289	81.4526759	13.13381362	5.413510485													0	0	0	-859.605253	0.02621146567	-2206.07130631487	
857.045253	84	11	5	0.18637742	0.02509551507	96.71005619	0.2186724319	3.071271383	81.05992788	13.46626886	5.473803259													0	0	0	-857.045253	0.02509551507	-2394.07645515156	
854.485253	84	11	5	0.2061038281	0.02406591465	96.66450744	0.2222482055	3.11324435	80.67512886	13.79285799	5.532013142													0	0	0	-854.485253	0.02406591465	-2590.98453337409	
851.925253	84	11	5	0.2246136596	0.02311343927	96.61936768	0.2257183319	3.154913989	80.29788323	14.11386072	5.588256046													0	0	0	-851.925253	0.02311343927	-2796.86060877389	
849.365253	84	11	5	0.2420233694	0.02223009202	96.57461329	0.2290854366	3.196301269	79.92782357	14.42953809	5.642638344													0	0	0	-849.365253	0.02223009202	-3011.76631126333	
846.805253	84	11	5	0.2584348012	0.02140891156	96.53022264	0.2323518233	3.237425535	79.56460823	14.74013391	5.695257858													0	0	0	-846.805253	0.02140891156	-3235.76038071411	
844.245253	84	11	5	0.2739374156	0.02064381394	96.4861758	0.2355195125	3.278304692	79.20791912	15.04587615	5.746204727													0	0	0	-844.245253	0.02064381394	-3468.89898737399	
841.685253	84	11	5	0.2886101221	0.01992946184	96.44245438	0.2385902748	3.318955349	78.85745964	15.34697819	5.795562168													0	0	0	-841.685253	0.01992946184	-3711.2360863937	
839.125253	84	11	5	0.3025227964	0.01926115613	96.39904138	0.24156566	3.359392964	78.5129529	15.64363995	5.843407153													0	0	0	-839.125253	0.01926115613	-3962.82386655376	
836.565253	84	11	5	0.3157375431	0.0186347454	96.35592103	0.2444470224	3.39963195	78.17414004	15.93604895	5.889811006													0	0	0	-836.565253	0.0186347454	-4225.7385732863	
834.005253	84	11	5	0.3283100901	0.01804706507	96.31307772	0.247235546	3.439686733	77.84077556	16.22438355	5.934840892													0	0	0	-834.005253	0.01804706507	-4494.57364335104	
