T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
919.8363282	95	2	3	0	0	98.02877952	0.04970722423	1.921513258	95	2	3													0.002707753063	-0.001743797504	-0.0009639555589	-919.8363282	0	5.55342178776782	
919.8263282	95	2	3	0.0008768430274	0.0008933817777	98.02835286	0.04973603062	1.921911112	94.99729228	2.001743739	3.000963978													0	0	0	-919.8263282	0.0008933817777	16.8334239026285	
919.8063282	95	2	3	0.002626441299	0.001784010558	98.02750006	0.04979361517	1.922706322	94.99187752	2.005231551	3.002890929													0	0	0	-919.8063282	0.001784010558	22.491022024857	
919.7663282	95	2	3	0.006108779773	0.00355700899	98.0257966	0.04990867615	1.924294726	94.98105059	2.012208644	3.006740763													0	0	0	-919.7663282	0.00355700899	22.6310446396468	
919.6863282	95	2	3	0.01300670819	0.007070321574	98.02239812	0.05013836695	1.927463513	94.95940715	2.02616863	3.014424215													0	0	0	-919.6863282	0.007070321574	22.9279272551264	
919.5263282	95	2	3	0.02652718729	0.01395606844	98.01563815	0.05059664813	1.933765204	94.91615038	2.054130178	3.029719443													0	0	0	-919.5263282	0.01395606844	23.5376717478933	
919.2063282	95	2	3	0.05254221014	0.02722406951	98.00225562	0.05150761867	1.946236764	94.82978194	2.110176199	3.060041865													0	0	0	-919.2063282	0.02722406951	24.7641197546845	
918.5663282	95	2	3	0.1007941364	0.05187343651	97.97601623	0.05330750255	1.970676267	94.65764096	2.222715515	3.119643523													0	0	0	-918.5663282	0.05187343651	27.4018429208284	
917.2863282	95	2	3	0.1844053917	0.09468449029	97.9254624	0.05682126786	2.017716335	94.31586836	2.449240538	3.234891106													0	0	0	-917.2863282	0.09468449029	33.4099764369533	
914.7263282	95	2	3	0.3131243444	0.1606321169	97.83090598	0.06352614583	2.105567872	93.64318548	2.905801564	3.451012953													0	0	0	-914.7263282	0.1606321169	-191.157935672737	
912.1663282	95	2	3	0.4057173566	0.1373592687	97.74247236	0.06966011178	2.187867529	92.99047669	3.357383382	3.652139927													0	0	0	-912.1663282	0.1373592687	-127.855623861151	
909.6063282	95	2	3	0.4752320758	0.1192949172	97.65894283	0.07530936809	2.265747803	92.35812707	3.801943161	3.839929771													0	0	0	-909.6063282	0.1192949172	-162.05821928464	
907.0463282	95	2	3	0.5291897634	0.1049316917	97.57943785	0.0805440668	2.340018084	91.74602261	4.238209378	4.01576801													0	0	0	-907.0463282	0.1049316917	-201.255405941717	
904.4863282	95	2	3	0.5722094047	0.09329079411	97.50329966	0.08542168234	2.411278657	91.15366314	4.66548446	4.180852402													0	0	0	-904.4863282	0.09329079411	-245.770694242533	
901.9263282	95	2	3	0.6072718299	0.08370501619	97.43002384	0.0899892212	2.479986941	90.58030954	5.083461607	4.336228855													0	0	0	-901.9263282	0.08370501619	-295.907165399209	
899.3663282	95	2	3	0.636380058	0.07570455598	97.3592148	0.09428524536	2.546499955	90.0250835	5.49209982	4.482816675													0	0	0	-899.3663282	0.07570455598	-351.950314719587	
896.8063282	95	2	3	0.6609258549	0.06894895388	97.29055633	0.09834151702	2.61110215	89.48703991	5.891533769	4.621426317													0	0	0	-896.8063282	0.06894895388	-414.156309006167	
894.2463282	95	2	3	0.6819039698	0.06318572464	97.22379147	0.102184323	2.674024205	88.96521631	6.282010153	4.752773533													0	0	0	-894.2463282	0.06318572464	-482.754150354391	
891.6863282	95	2	3	0.7000428109	0.05822400731	97.15870838	0.1058355318	2.735456091	88.45866524	6.66384339	4.877491368													0	0	0	-891.6863282	0.05822400731	-557.947933428892	
889.1263282	95	2	3	0.7158870841	0.05391716093	97.0951302	0.1093134346	2.795556362	87.96647424	7.03738517	4.996140595													0	0	0	-889.1263282	0.05391716093	-639.919429327895	
886.5663282	95	2	3	0.7298517008	0.05015092091	97.03290767	0.112633413	2.854458916	87.4877773	7.403003835	5.109218864													0	0	0	-886.5663282	0.05015092091	-728.830665582324	
884.0063282	95	2	3	0.7422579041	0.04683513732	96.97191351	0.1158084705	2.912278016	87.02176063	7.76107065	5.217168724													0	0	0	-884.0063282	0.04683513732	-824.826354028389	
881.4463282	95	2	3	0.7533580597	0.04389789051	96.91203827	0.118849656	2.969112075	86.56766451	8.111950867	5.32038462													0	0	0	-881.4463282	0.04389789051	-928.036085652308	
878.8863282	95	2	3	0.7633530296	0.04128122449	96.85318704	0.1217664042	3.02504656	86.12478291	8.455998109	5.419218983													0	0	0	-878.8863282	0.04128122449	-1038.57626188022	
876.3263282	95	2	3	0.7724045786	0.03893800502	96.79527694	0.1245668078	3.080156256	85.69246146	8.793551024	5.513987512													0	0	0	-876.3263282	0.03893800502	-1156.55181610373	
873.7663282	95	2	3	0.7806443843	0.03682957423	96.73823512	0.1272578394	3.134507043	85.27009477	9.124931486	5.604973746													0	0	0	-873.7663282	0.03682957423	-1282.05770509759	
871.2063282	95	2	3	0.7881806827	0.03492397816	96.68199715	0.1298455302	3.188157316	84.85712315	9.450443837	5.692433013													0	0	0	-871.2063282	0.03492397816	-1415.18018311237	
868.6463282	95	2	3	0.7951032375	0.03319461243	96.62650575	0.1323351173	3.24115913	84.45302934	9.770374813	5.776595851													0	0	0	-868.6463282	0.03319461243	-1555.99796897878	
866.0863282	95	2	3	0.801487104	0.03161917701	96.57170971	0.1347311643	3.293559129	84.05733513	10.08499392	5.857670955													0	0	0	-866.0863282	0.03161917701	-1704.58319877982	
863.5263282	95	2	3	0.807395514	0.03017886179	96.51756303	0.1370376606	3.345399311	83.66959818	10.39455408	5.93584774													0	0	0	-863.5263282	0.03017886179	-1861.00230165389	
860.9663282	95	2	3	0.8128821106	0.02885770674	96.46402424	0.1392581043	3.396717657	83.28940901	10.69929245	6.011298547													0	0	0	-860.9663282	0.02885770674	-2025.31672792329	
858.4063282	95	2	3	0.8179926963	0.02764209496	96.41105577	0.1413955715	3.44754866	82.91638813	10.99943129	6.084180577													0	0	0	-858.4063282	0.02764209496	-2197.58365607301	
855.8463282	95	2	3	0.8227666144	0.02652034823	96.35862346	0.1434527741	3.497923764	82.5501835	11.29517895	6.154637551													0	0	0	-855.8463282	0.02652034823	-2377.85649938662	
853.2863282	95	2	3	0.8272378485	0.02548240177	96.30669615	0.1454321085	3.547871741	82.19046811	11.58673071	6.222801177													0	0	0	-853.2863282	0.02548240177	-2566.18545877459	
850.7263282	95	2	3	0.8314359062	0.02451954127	96.2552453	0.1473356973	3.597419002	81.83693783	11.87426975	6.288792419													0	0	0	-850.7263282	0.02451954127	-2762.6180167995	
848.1663282	95	2	3	0.8353865331	0.02362418869	96.2042447	0.1491654248	3.646589875	81.48930942	12.15796797	6.352722609													0	0	0	-848.1663282	0.02362418869	-2967.19922554361	
845.6063282	95	2	3	0.8391122958	0.02278972684	96.1536702	0.1509229667	3.695406831	81.14731878	12.43798679	6.41469443													0	0	0	-845.6063282	0.02278972684	-3179.97221431283	
843.0463282	95	2	3	0.8426330586	0.02201035499	96.10349949	0.1526098162	3.74389069	80.81071926	12.71447797	6.474802775													0	0	0	-843.0463282	0.02201035499	-3400.97835671654	
840.4863282	95	2	3	0.845966378	0.02128096918	96.0537119	0.1542273067	3.79206079	80.47928026	12.98758424	6.533135501													0	0	0	-840.4863282	0.02128096918	-3630.25767563022	
837.9263282	95	2	3	0.8491278296	0.02059706278	96.00428823	0.1557766308	3.839935143	80.15278587	13.25744002	6.589774107													0	0	0	-837.9263282	0.02059706278	-3867.84909987429	
835.3663282	95	2	3	0.8521312813	0.01995464321	95.95521058	0.1572588573	3.887530562	79.83103368	13.524172	6.644794321													0	0	0	-835.3663282	0.01995464321	-4115.62916671447	
832.8063282	95	2	3	0.8549891899	0.01935065664	95.9064613	0.158674932	3.934863765	79.51383127	13.78790105	6.698267677													0	0	0	-832.8063282	0.01935065664	-4001.42128505332	
831.5263282	95	2	3	0.8563641123	0.009487370894	95.88217173	0.1593518144	3.958476459	79.35705296	13.91843697	6.724510069													0	0	0	-831.5263282	0.009487370894	-66.2735317118575	
831.4463282	95	2	3	0.8564488069	0.0005899840844	95.88065401	0.1593931975	3.959952793	79.34729969	13.92655823	6.726142081													0	0	0	-831.4463282	0.0005899840844	-43.4810020840964	
831.4263282	95	2	3	0.8564699559	0.0001474704771	95.88027454	0.1594035188	3.96032194	79.34486228	13.92858769	6.726550027													0	0	0	-831.4263282	0.0001474704771	-122.612027464901	
831.4163282	95	2	3	0.8564805256	7.368123437E-05	95.88008475	0.1594086901	3.960506557	79.34364363	13.92960246	6.726753913													0	0	0	-831.4163282	7.368123437E-05	-300.370056395586	
831.3963282	95	2	3	0.8565367685	0.0002569738884	95.88013667	0.1595005716	3.960362759	79.33914251	13.93451992	6.726337563	81.85804188	0	18.14195812										0	0	0	-831.3963282	0.0002569738884	593.306332894247	
831.3763282	95	2	3	0.8566025419	0.0002867387177	95.88030623	0.1596148249	3.960078942	79.33407645	13.94022762	6.725695937	81.85803387	0	18.14196613										0	0	0	-831.3763282	0.0002867387177	621.967780254557	
831.3363282	95	2	3	0.856734237	0.0005744155708	95.88064524	0.1598438606	3.959510895	79.32393006	13.95165903	6.724410907	81.85801796	0	18.14198204										0	0	0	-831.3363282	0.0005744155708	139.422437982437	
831.2563282	95	2	3	0.8569966139	0.001145145241	95.88132275	0.16030191	3.958375336	79.30366883	13.97448709	6.72184408	81.85798598	0	18.14201402										0	0	0	-831.2563282	0.001145145241	140.443043728153	
831.0963282	95	2	3	0.8575182725	0.002280032856	95.88267573	0.1612196804	3.956104593	79.2631995	14.02008563	6.716714868	81.85792183	0	18.14207817										0	0	0	-831.0963282	0.002280032856	141.623835461172	
830.7763282	95	2	3	0.8585493817	0.004519546359	95.88537346	0.1630619328	3.951564608	79.18247177	14.11105412	6.706474111	81.85779276	0	18.14220724										0	0	0	-830.7763282	0.004519546359	144.380139296795	
830.1363282	95	2	3	0.8605604093	0.008865152972	95.89073603	0.1667733232	3.942490642	79.0218532	14.29208372	6.686063074	81.85753154	0	18.14246846										0	0	0	-830.1363282	0.008865152972	150.09647844869	
828.8563282	95	2	3	0.8643966823	0.01709970413	95.90132873	0.1743046236	3.924366647	78.70389516	14.65058646	6.645518382	81.8569968	0	18.1430032										0	0	0	-828.8563282	0.01709970413	161.667928010074	
826.2963282	95	2	3	0.8714033828	0.0319090498	95.92197873	0.1898077321	3.888213539	78.08060544	15.35388409	6.565510473	81.85587793	0	18.14412207										0	0	0	-826.2963282	0.0319090498	-1388.68633767141	
823.7363282	95	2	3	0.8776464952	0.02969254168	95.94190283	0.2059110138	3.852186156	77.47327917	16.03982773	6.486893103	81.8546941	0	18.1453059										0	0	0	-823.7363282	0.02969254168	-1234.74463547928	
821.1763282	95	2	3	0.883247259	0.02773135212	95.96108634	0.2226305119	3.81628315	76.88095037	16.70944171	6.409607919	81.85344611	0	18.14655389										0	0	0	-821.1763282	0.02773135212	-1391.18223330436	
818.6163282	95	2	3	0.8883027013	0.0259869418	95.97951394	0.2399828141	3.780503249	76.30274494	17.36365408	6.333600976	81.85213475	0	18.14786525										0	0	0	-818.6163282	0.0259869418	-1558.92379961401	
816.0563282	95	2	3	0.8928911084	0.02442659507	95.99716962	0.2579851989	3.744845179	75.73786514	18.00331294	6.258821918	81.85076078	0	18.14923922										0	0	0	-816.0563282	0.02442659507	-1471.51095884362	
814.7763282	95	2	3	0.895030541	0.01178658734	96.00570275	0.2672357698	3.727061483	75.46019209	18.31792987	6.221878033	81.85005055	0	18.14994945										0	0	0	-814.7763282	0.01178658734	-104.976439825899	
814.1363282	95	2	3	0.8960645241	0.005790523096	96.00989479	0.2719243902	3.718180817	75.32250914	18.47397585	6.203515015	81.84968958	0	18.15031042										0	0	0	-814.1363282	0.005790523096	-66.1930519583112	
