T	w(AL)	w(CU)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
879.066032	81	19	0	0	97.8000821	2.199917902	81	19			0.003009448984	-0.003009448984	-879.066032	0	27.6649090592803	
879.056032	81	19	0.000198787948	0.0001793126123	97.79962625	2.200373753	80.99698965	19.00301035			0	0	-879.056032	0.0001793126123	83.8721420351553	
879.036032	81	19	0.0005956372694	0.0003580632913	97.7987139	2.201286104	80.99097223	19.00902777			0	0	-879.036032	0.0003580632913	111.882719303589	
878.996032	81	19	0.001388544195	0.0007156122767	97.79688924	2.203110762	80.97893806	19.02106194			0	0	-878.996032	0.0007156122767	111.961215749035	
878.916032	81	19	0.002970762087	0.001429021111	97.79323853	2.206761467	80.95487954	19.04512046			0	0	-878.916032	0.001429021111	112.311259873999	
878.756032	81	19	0.006120883893	0.002849263175	97.78593155	2.214068446	80.90680175	19.09319825			0	0	-878.756032	0.002849263175	113.006721390873	
878.436032	81	19	0.01236442541	0.005663686104	97.77129521	2.228704789	80.81080327	19.18919673			0	0	-878.436032	0.005663686104	114.510839850721	
877.796032	81	19	0.02461126224	0.011176226	97.74193259	2.25806741	80.61943761	19.38056239			0	0	-877.796032	0.011176226	117.611225021631	
876.516032	81	19	0.04822058342	0.02179645194	97.68283885	2.317161146	80.23922307	19.76077693			0	0	-876.516032	0.02179645194	123.787170553151	
873.956032	81	19	0.09217485148	0.0415124595	97.56312043	2.436879567	79.48887843	20.51112157			0	0	-873.956032	0.0415124595	-1389.48718649141	
871.396032	81	19	0.132162143	0.03942940675	97.44124361	2.55875639	78.75197162	21.24802838			0	0	-871.396032	0.03942940675	-1283.42073796697	
868.836032	81	19	0.1686762471	0.03750979538	97.31705778	2.682942222	78.02846037	21.97153963			0	0	-868.836032	0.03750979538	-1391.40394560096	
866.276032	81	19	0.2021357415	0.0357378719	97.19040101	2.809598993	77.31827287	22.68172713			0	0	-866.276032	0.0357378719	-1505.42848724142	
863.716032	81	19	0.2328961682	0.0340984869	97.06109807	2.938901933	76.62130697	23.37869303			0	0	-863.716032	0.0340984869	-1625.24444598477	
861.156032	81	19	0.2612613725	0.03257855627	96.92895901	3.07104099	75.93743342	24.06256658			0	0	-861.156032	0.03257855627	-1751.15399585862	
858.596032	81	19	0.2874925098	0.03116673789	96.79377736	3.206222638	75.26649839	24.73350161			0	0	-858.596032	0.03116673789	-1883.50191500899	
856.036032	81	19	0.3118152376	0.02985314456	96.65532802	3.344671977	74.60832609	25.39167391			0	0	-856.036032	0.02985314456	-2022.6679729229	
853.476032	81	19	0.3344255058	0.0286291136	96.5133648	3.486635202	73.96272117	26.03727883			0	0	-853.476032	0.0286291136	-2169.07287517356	
850.916032	81	19	0.3554942544	0.02748702086	96.36761749	3.632382509	73.32947118	26.67052882			0	0	-850.916032	0.02748702086	-2323.18627606414	
848.356032	81	19	0.3751712528	0.02642012953	96.21778848	3.782211522	72.70834876	27.29165124			0	0	-848.356032	0.02642012953	-2485.53771615792	
845.796032	81	19	0.3935882575	0.02542246688	96.06354861	3.936451388	72.09911372	27.90088628			0	0	-845.796032	0.02542246688	-2656.73125867915	
843.236032	81	19	0.4108616276	0.02448872318	95.90453235	4.095467653	71.50151499	28.49848501			0	0	-843.236032	0.02448872318	-2837.46507549329	
840.676032	81	19	0.4270945035	0.02361416876	95.74033184	4.259668157	70.91529232	29.08470768			0	0	-840.676032	0.02361416876	-3028.55798873931	
838.116032	81	19	0.442378632	0.02279458594	95.57048983	4.429510174	70.34017781	29.65982219			0	0	-838.116032	0.02279458594	-3230.98546357576	
835.556032	81	19	0.4567959055	0.02202621337	95.39449086	4.605509142	69.77589721	30.22410279			0	0	-835.556032	0.02202621337	-3445.92891852634	
832.996032	81	19	0.470419666	0.02130570093	95.21175056	4.788249444	69.222171	30.777829			0	0	-832.996032	0.02130570093	-3674.8445493151	
830.436032	81	19	0.4833158173	0.02063007402	95.02160217	4.978397831	68.6787153	31.3212847			0	0	-830.436032	0.02063007402	-3919.56087196202	
827.876032	81	19	0.4955437788	0.01999670641	94.82327968	5.176720317	68.14524242	31.85475758			0	0	-827.876032	0.01999670641	-4182.41927386168	
825.316032	81	19	0.5071573098	0.01940330133	94.61589629	5.384103713	67.62146126	32.37853874			0	0	-825.316032	0.01940330133	-4466.48200129991	
822.756032	81	19	0.5182052273	0.01884788122	94.3984166	5.601583403	67.10707734	32.89292266			0	0	-822.756032	0.01884788122	-4364.26826945153	
