T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
918.0648831	93	6	1	0	0	98.92529486	0.3562248092	0.7184803258	93	6	1							0.003945760278	-0.003758297804	-0.0001874624741	-918.0648831	0	7.46000988609314	
918.0548831	93	6	1	0.0006819571976	0.0006656548457	98.92506401	0.356434878	0.7185011135	92.99605417	6.003758333	1.000187497							0	0	0	-918.0548831	0.0006656548457	22.5855912676848	
918.0348831	93	6	1	0.002043207397	0.001329494474	98.92460241	0.3568549726	0.7185426174	92.98816287	6.011274695	1.000562433							0	0	0	-918.0348831	0.001329494474	30.1626191309109	
917.9948831	93	6	1	0.004755551934	0.002652591457	98.92367958	0.3576950054	0.7186254145	92.97238115	6.026306591	1.001312258							0	0	0	-917.9948831	0.002652591457	30.3056118238247	
917.9148831	93	6	1	0.01013989784	0.005279713262	98.92183504	0.3593744373	0.7187905177	92.94082152	6.056366782	1.002811703							0	0	0	-917.9148831	0.005279713262	30.6255157840268	
917.7548831	93	6	1	0.0207359435	0.01044640394	98.91815213	0.3627313202	0.7191165469	92.87772051	6.116472907	1.005806587							0	0	0	-917.7548831	0.01044640394	31.2836723447573	
917.4348831	93	6	1	0.04129046359	0.02047857142	98.91080762	0.3694361358	0.7197562478	92.7515869	6.236626112	1.011786993							0	0	0	-917.4348831	0.02047857142	32.5712653383649	
916.7948831	93	6	1	0.08001552659	0.03939021772	98.89620098	0.3828101967	0.7209888283	92.49961293	6.476675539	1.023711532							0	0	0	-916.7948831	0.03939021772	35.2997040559501	
915.5148831	93	6	1	0.1491014076	0.07316024263	98.86729454	0.4094180359	0.723287426	91.99697886	6.955595565	1.047425573							0	0	0	-915.5148831	0.07316024263	41.3020367927801	
912.9548831	93	6	1	0.2609815111	0.1278536665	98.81055998	0.4620918299	0.7273481919	90.99812941	7.907522458	1.094348128							0	0	0	-912.9548831	0.1278536665	-253.919030275097	
910.3948831	93	6	1	0.3471920616	0.1129835624	98.7550243	0.5140658436	0.7309098585	90.0101168	8.849243171	1.140640033							0	0	0	-910.3948831	0.1129835624	-193.247034882898	
907.8348831	93	6	1	0.4154172733	0.1008217814	98.70048703	0.5653825132	0.7341304584	89.03570728	9.77807273	1.18621999							0	0	0	-907.8348831	0.1008217814	-233.011113549948	
905.2748831	93	6	1	0.4705674029	0.09065623494	98.64678694	0.6160775515	0.7371355048	88.07754651	10.69146276	1.230990724							0	0	0	-905.2748831	0.09065623494	-275.792595183899	
