T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(LI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(LI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(LI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(LI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
847.3055821	78	17	5	0	0		96.87412077	0.3474204992	2.778458727				78	17	5	0.001470224503	-0.00129718348	-0.0001730410229				0.001470224503	-0.00129718348	-0.0001730410229	-847.3055821	0			
847.2955821	78	17	5	8.036214684E-05	7.798499727E-05		96.87396723	0.3474420077	2.778590758				77.99853039	17.00129637	5.000173238	0.002940349916	-0.002594297294	-0.0003460526221				0	0	0	-847.2955821	7.798499727E-05			
847.2755821	78	17	5	0.0002408329731	0.0001557685477		96.87366052	0.347485077	2.778854406				77.99559012	17.00389063	5.000519249	0.004410153163	-0.003891171106	-0.0005189820564				0	0	0	-847.2755821	0.0001557685477			
847.2355821	78	17	5	0.0005615588823	0.0003113710559		96.87304705	0.3475712159	2.779381735				77.98971117	17.00907788	5.001210953	0.007348403041	-0.006483828067	-0.0008645749736				0	0	0	-847.2355821	0.0003113710559			
847.1555821	78	17	5	0.001202185837	0.0006220587895		96.87182033	0.3477434038	2.780436267				77.97795874	17.019448	5.002593264	0.01322119426	-0.01166629439	-0.001554899873				0	0	0	-847.1555821	0.0006220587895			
846.9955821	78	17	5	0.002480213774	0.001241676345		96.86936786	0.3480874675	2.782544669				77.95447521	17.04017153	5.005353265	0.02495100981	-0.02201900939	-0.00293200042				0	0	0	-846.9955821	0.001241676345			
846.6755821	78	17	5	0.005023445563	0.002473642254		96.86446681	0.3487743488	2.786758837				77.90759315	17.08155199	5.010854857	0.04834782805	-0.04267576021	-0.005672067843				0	0	0	-846.6755821	0.002473642254			
846.0355821	78	17	5	0.01005924242	0.004908872502		96.85468013	0.3501431458	2.795176724				77.81416681	17.16404828	5.021784907	0.09489231834	-0.08379613825	-0.01109618009				0	0	0	-846.0355821	0.004908872502			
844.7555821	78	17	5	0.01992418179	0.009661142511		96.8351746	0.3528639478	2.81196145				77.62860905	17.32804835	5.043342604	0.1870012599	-0.1652769318	-0.02172432812				0	0	0	-844.7555821	0.009661142511			
842.1955821	78	17	5	0.03888781642	0.01873685236		96.7964125	0.3582331905	2.845354306				77.2626043	17.65208331	5.085312395	0.367422373	-0.3252918948	-0.04213047811				0	0	0	-842.1955821	0.01873685236			
839.6355821	78	17	5	0.05686707536	0.01808785597		96.75790061	0.3634776219	2.878621772				76.90348041	17.97055763	5.12596196	0.3605155736	-0.3197105585	-0.0408050151				0	0	0	-839.6355821	0.01808785597			
837.0755821	78	17	5	0.07394289236	0.01748040929		96.71962604	0.3685990365	2.911774922				76.55092323	18.2837213	5.16535547	0.3539237326	-0.314379532	-0.03954420063				0	0	0	-837.0755821	0.01748040929			
834.5155821	78	17	5	0.09018799383	0.01691144436		96.68157587	0.3735989703	2.944825164				76.20463541	18.5918111	5.203553491	0.3476263894	-0.3092830612	-0.03834332823				0	0	0	-834.5155821	0.01691144436			
831.9555821	78	17	5	0.1056662153	0.01637632537		96.64374062	0.3784785093	2.977780867				75.86435169	18.8950383	5.240610009	0.3415995733	-0.3044020087	-0.0371975646				0	0	0	-831.9555821	0.01637632537			
829.3955821	78	17	5	0.1204357209	0.01587315191		96.60610919	0.3832388093	3.010652				75.52981023	19.19361266	5.276577103	0.3358355455	-0.2997314808	-0.03610406474				0	0	0	-829.3955821	0.01587315191			
