T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
928.3464832	97	2	1	0	0	99.0592977	0.1128308441	0.8278714523	97	2	1							0.004000667595	-0.003666446294	-0.0003342213019	-928.3464832	0	2.53663703754787	
928.3364832	97	2	1	0.001950585506	0.001939354261	99.05898649	0.1130240646	0.8279894445	96.99599929	2.003666469	1.000334237							0	0	0	-928.3364832	0.001939354261	7.77607395196938	
928.3164832	97	2	1	0.005832082725	0.003866313169	99.05836464	0.1134104238	0.8282249385	96.98799793	2.010999841	1.001002227							0	0	0	-928.3164832	0.003866313169	10.4148751374609	
928.2764832	97	2	1	0.01351352304	0.007680996279	99.05712343	0.1141828718	0.8286936943	96.97199519	2.025668908	1.002335898							0	0	0	-928.2764832	0.007680996279	10.5697970761574	
928.1964832	97	2	1	0.02853111649	0.01513401185	99.05465344	0.1157270496	0.8296195123	96.93999167	2.055018362	1.004989964							0	0	0	-928.1964832	0.01513401185	10.8872235154883	
928.0364832	97	2	1	0.05730669379	0.02944326735	99.04975653	0.1188118241	0.8314316485	96.87598736	2.113757478	1.010255165							0	0	0	-928.0364832	0.02944326735	11.5126056225541	
927.7164832	97	2	1	0.110275821	0.05583884437	99.04012518	0.1249669262	0.8349078965	96.74798712	2.231387091	1.020625785							0	0	0	-927.7164832	0.05583884437	12.8534818086994	
927.0764832	97	2	1	0.2009261818	0.1012017163	99.0214415	0.1372186899	0.8413398103	96.49200355	2.467183613	1.040812832							0	0	0	-927.0764832	0.1012017163	15.8556589997122	
925.7964832	97	2	1	0.3380766075	0.170323742	98.98596904	0.1614893753	0.8525415805	95.98001685	2.940519453	1.079463701							0	0	0	-925.7964832	0.170323742	-92.2364512779027	
924.5164832	97	2	1	0.4362854491	0.1469800286	98.95224524	0.185398886	0.8623558723	95.46791964	3.415209965	1.116870393							0	0	0	-924.5164832	0.1469800286	-64.4975781909574	
