T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
907.7811536	92	4	4	0	0	97.58548041	0.0759021616	2.338617427	92	4	4													0.002327368955	-0.001635185215	-0.0006921837404	-907.7811536	0	11.9440256047165	
907.7711536	92	4	4	0.0004069179539	0.0004165914908	97.58516561	0.07592077956	2.338913613	91.99767278	4.001635002	4.000692219													0	0	0	-907.7711536	0.0004165914908	36.0646362178639	
907.7511536	92	4	4	0.001219698507	0.0008323778025	97.5845362	0.07595801038	2.339505792	91.99301886	4.004905069	4.002076069													0	0	0	-907.7511536	0.0008323778025	48.1415741600194	
907.7111536	92	4	4	0.00284116641	0.001661887424	97.58327811	0.07603241942	2.340689469	91.98371437	4.011444077	4.004841556													0	0	0	-907.7111536	0.001661887424	48.3043200277699	
907.6311536	92	4	4	0.006067871061	0.003312406958	97.58076482	0.07618103042	2.343054145	91.96511842	4.024517795	4.010363788													0	0	0	-907.6311536	0.003312406958	48.6373575172072	
907.4711536	92	4	4	0.01245706307	0.006579748602	97.57574971	0.07647742911	2.347772859	91.92797862	4.050647969	4.021373407													0	0	0	-907.4711536	0.006579748602	49.3393286939844	
907.1511536	92	4	4	0.02497192643	0.01297170965	97.56576944	0.07706783107	2.357162726	91.85388555	4.102869661	4.04324479													0	0	0	-907.1511536	0.01297170965	50.7802526090915	
906.5111536	92	4	4	0.0490212262	0.02524226555	97.5459945	0.07823755501	2.375767941	91.70648178	4.207092425	4.086425795													0	0	0	-906.5111536	0.02524226555	53.7010362123011	
905.2311536	92	4	4	0.09352806335	0.04787765718	97.50715164	0.08053434817	2.412314011	91.41478531	4.414604993	4.170609698													0	0	0	-905.2311536	0.04787765718	60.0110940868374	
902.6711536	92	4	4	0.1704060121	0.08669554752	97.4320391	0.0849692509	2.482991651	90.84359662	4.825596296	4.330807088													0	0	0	-902.6711536	0.08669554752	-405.976068535754	
900.1111536	92	4	4	0.2339006467	0.07825764866	97.3595292	0.08913171824	2.55133908	90.29038312	5.227729857	4.481887025													0	0	0	-900.1111536	0.07825764866	-334.380540225044	
897.5511536	92	4	4	0.2872088884	0.07115565228	97.28928161	0.09305431298	2.617664074	89.7542218	5.621079433	4.624698765													0	0	0	-897.5511536	0.07115565228	-394.635764165344	
