T	w(AL)	w(CU)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI					
920.2892611	95	5	0	0		99.50297219	0.4970278097			95	5	0.003722602391	-0.003722602391			0.003722602391	-0.003722602391	-920.2892611	0			
920.2792611	95	5	0.0008482684859	0.0008262254709		99.50258933	0.4974106687			94.99627738	5.003722622	0.007445126229	-0.007445126229			0	0	-920.2792611	0.0008262254709			
920.2592611	95	5	0.002540975585	0.001649961582		99.50182344	0.4981765557			94.98883251	5.011167493	0.01116719164	-0.01116719164			0	0	-920.2592611	0.001649961582			
920.2192611	95	5	0.005911112694	0.003290478956		99.50029164	0.4997083596			94.97394419	5.02605581	0.01861025362	-0.01861025362			0	0	-920.2192611	0.003290478956			
920.1392611	95	5	0.01259101278	0.006543614023		99.49722754	0.5027724573			94.94417267	5.055827327	0.03349202854	-0.03349202854			0	0	-920.1392611	0.006543614023			
919.9792611	95	5	0.02569279388	0.0129206815		99.49109751	0.5089024947			94.884654	5.115346004	0.06323754168	-0.06323754168			0	0	-919.9792611	0.0129206815			
919.6592611	95	5	0.05095061075	0.02523653253		99.47882966	0.5211703414			94.76570909	5.234290909	0.1226598494	-0.1226598494			0	0	-919.6592611	0.02523653253			
919.0192611	95	5	0.09797965059	0.04821283121		99.45426282	0.5457371817			94.52819488	5.47180512	0.2412209654	-0.2412209654			0	0	-919.0192611	0.04821283121			
917.7392611	95	5	0.1801201331	0.08849870168		99.40500224	0.594997756			94.0547	5.945300004	0.4771858242	-0.4771858242			0	0	-917.7392611	0.08849870168			
915.1792611	95	5	0.3085674289	0.1519132512		99.3059532	0.6940467964			93.11406966	6.885930335	0.9442849353	-0.9442849353			0	0	-915.1792611	0.1519132512			
912.6192611	95	5	0.4036362207	0.1326536097		99.2061616	0.7938384046			92.1823663	7.817633696	0.9353254313	-0.9353254313			0	0	-912.6192611	0.1326536097			
910.0592611	95	5	0.4766668439	0.1175563604		99.10557574	0.8944242575			91.26009527	8.739904726	0.9258549759	-0.9258549759			0	0	-910.0592611	0.1175563604			
907.4992611	95	5	0.5344117329	0.1053956216		99.00414162	0.9958583772			90.34775912	9.652240875	0.9158803369	-0.9158803369			0	0	-907.4992611	0.1053956216			
904.9392611	95	5	0.5811347757	0.09538199765		98.90180106	1.098198939			89.44583553	10.55416447	0.9054262083	-0.9054262083			0	0	-904.9392611	0.09538199765			
902.3792611	95	5	0.619657791	0.08698617324		98.79849186	1.201508143			88.55477741	11.44522259	0.8945174673	-0.8945174673			0	0	-902.3792611	0.08698617324			
899.8192611	95	5	0.65192094	0.07984026948		98.69414756	1.305852438			87.67500866	12.32499134	0.8831832339	-0.8831832339			0	0	-899.8192611	0.07984026948			
897.2592611	95	5	0.6793011098	0.07368069996		98.58869723	1.411302766			86.80692068	13.19307932	0.8714561452	-0.8714561452			0	0	-897.2592611	0.07368069996			
894.6992611	95	5	0.7028018865	0.06831370482		98.48206517	1.517934828			85.95086939	14.04913061	0.8593718405	-0.8593718405			0	0	-894.6992611	0.06831370482			
892.1392611	95	5	0.7231716544	0.06359369711		98.3741706	1.625829397			85.10717276	14.89282724	0.84696839	-0.84696839			0	0	-892.1392611	0.06359369711			
