T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
887.249546	85	11	4	0	0	97.56185415	0.2518688747	2.186276977	85	11	4										0.002225319703	-0.001904042087	-0.000321277616	-887.249546	0	28.0819238708242	
887.239546	85	11	4	0.0001788299892	0.0001772215346	97.56167212	0.2519026001	2.186425278	84.99777504	11.00190357	4.000321389										0	0	0	-887.239546	0.0001772215346	84.7711785759132	
887.219546	85	11	4	0.0005360725916	0.0003541138319	97.56130841	0.2519700514	2.186721543	84.99332513	11.00571113	4.000963739										0	0	0	-887.219546	0.0003541138319	113.11336264854	
887.179546	85	11	4	0.001249573524	0.0007074280927	97.56058102	0.2521049243	2.187314056	84.98442901	11.01332334	4.002247654										0	0	0	-887.179546	0.0007074280927	113.322357436859	
887.099546	85	11	4	0.002672773175	0.001412030975	97.55912698	0.2523744945	2.18849853	84.96665044	11.0285373	4.004812262										0	0	0	-887.099546	0.001412030975	113.76739945729	
886.939546	85	11	4	0.005504057331	0.002812821633	97.55622179	0.2529129356	2.190865279	84.93114786	11.0589235	4.009928635										0	0	0	-886.939546	0.002812821633	114.682141732287	
886.619546	85	11	4	0.0111068988	0.005581153679	97.55042292	0.2539870404	2.195590038	84.86036	11.1195297	4.020110297										0	0	0	-886.619546	0.005581153679	116.60131550521	
885.979546	85	11	4	0.02206810609	0.01097893542	97.53887626	0.2561263357	2.204997406	84.71961783	11.24012264	4.040259532										0	0	0	-885.979546	0.01097893542	120.547218092238	
884.699546	85	11	4	0.04308535223	0.02127462736	97.51596979	0.2603661197	2.223664091	84.44146004	11.47879288	4.079747084										0	0	0	-884.699546	0.02127462736	128.605049990875	
882.139546	85	11	4	0.08183797707	0.0400417338	97.47086202	0.2686977395	2.260440245	83.89796181	11.94640377	4.155634418										0	0	0	-882.139546	0.0400417338	-1174.08854801514	
879.579546	85	11	4	0.1166797098	0.03746705899	97.42648121	0.2767897822	2.29672901	83.37135777	12.40064903	4.227993199										0	0	0	-879.579546	0.03746705899	-1058.23799284597	
877.019546	85	11	4	0.1481906464	0.03517159304	97.38276478	0.2846587782	2.332576445	82.86058981	12.84232199	4.297088201										0	0	0	-877.019546	0.03517159304	-1183.94947981989	
874.459546	85	11	4	0.1768428558	0.03311614854	97.33965727	0.2923188832	2.368023845	82.36467617	13.27216443	4.363159402										0	0	0	-874.459546	0.03311614854	-1318.76223397945	
871.899546	85	11	4	0.2030233868	0.03126735063	97.29710997	0.2997823739	2.403107659	81.88270872	13.69086816	4.426423112										0	0	0	-871.899546	0.03126735063	-1462.63197927714	
869.339546	85	11	4	0.2270524448	0.02959746299	97.25507977	0.3070599273	2.437860307	81.4138485	14.09907685	4.487074656										0	0	0	-869.339546	0.02959746299	-1615.70423956342	
866.779546	85	11	4	0.2491971169	0.0280832649	97.21352836	0.3141608445	2.4723108	80.95732115	14.49738815	4.545290698										0	0	0	-866.779546	0.0280832649	-1778.10424043484	
864.219546	85	11	4	0.2696818784	0.02670520423	97.17242152	0.3210932386	2.506485242	80.51241222	14.88635646	4.601231318										0	0	0	-864.219546	0.02670520423	-1949.9476702936	
861.659546	85	11	4	0.2886967205	0.02544672782	97.13172857	0.3278641933	2.540407234	80.07846241	15.26649574	4.655041848										0	0	0	-861.659546	0.02544672782	-2131.34184833065	
859.099546	85	11	4	0.3064035006	0.02429374868	97.09142189	0.3344798963	2.574098212	79.65486305	15.63828246	4.706854493										0	0	0	-859.099546	0.02429374868	-2322.38674280424	
856.539546	85	11	4	0.3229409481	0.0232342193	97.05147651	0.3409457538	2.607577732	79.24105174	16.0021585	4.756789755										0	0	0	-856.539546	0.0232342193	-2523.17582135463	
853.979546	85	11	4	0.3384286446	0.0222577879	97.01186981	0.3472664862	2.640863699	78.83650841	16.35853389	4.8049577										0	0	0	-853.979546	0.0222577879	-2733.79687935035	
851.419546	85	11	4	0.352970214	0.02135551995	96.97258122	0.3534462115	2.673972568	78.44075156	16.70778938	4.851459056										0	0	0	-851.419546	0.02135551995	-2954.3327605036	
848.859546	85	11	4	0.3666558989	0.02051967126	96.93359197	0.359488516	2.706919516	78.0533349	17.05027891	4.896386192										0	0	0	-848.859546	0.02051967126	-3184.86182296534	
846.299546	85	11	4	0.3795646543	0.01974350207	96.8948849	0.3653965151	2.739718581	77.67384425	17.38633178	4.939823977										0	0	0	-846.299546	0.01974350207	-3425.45860642417	
843.739546	85	11	4	0.3917658627	0.01902112412	96.8564443	0.3711729068	2.77238279	77.30189474	17.71625473	4.981850537										0	0	0	-843.739546	0.01902112412	-3676.19432766126	
841.179546	85	11	4	0.4033207456	0.01834737405	96.81825572	0.3768200165	2.804924265	76.93712826	18.04033382	5.022537924										0	0	0	-841.179546	0.01834737405	-3937.13718089445	
838.619546	85	11	4	0.4142835338	0.0177177082	96.78030584	0.3823398376	2.837354318	76.57921116	18.35883613	5.061952709										0	0	0	-838.619546	0.0177177082	-4210.53113291251	
836.059546	85	11	4	0.4247027614	0.0171286697	96.74258148	0.3877341196	2.869684402	76.22782794	18.67201468	5.100157383										0	0	0	-836.059546	0.0171286697	-4490.53943994454	
833.499546	85	11	4	0.4346209401	0.01657530729	96.70507301	0.3930041074	2.901922882	75.88269732	18.98009509	5.137207585										0	0	0	-833.499546	0.01657530729	-4780.60929217959	
830.939546	85	11	4	0.4440767347	0.01605557117	96.66776911	0.3981511252	2.93407976	75.54354194	19.28330111	5.17315695										0	0	0	-830.939546	0.01605557117	-5084.04820268452	
828.379546	85	11	4	0.4531047155	0.01556638714	96.63066003	0.4031761458	2.966163829	75.21010703	19.58183815	5.208054821										0	0	0	-828.379546	0.01556638714	-5396.97793615737	
825.819546	85	11	4	0.4617360121	0.01510523932	96.59373667	0.4080799467	2.998183385	74.88215367	19.87589917	5.241947161										0	0	0	-825.819546	0.01510523932	-5720.47645020064	
823.259546	85	11	4	0.469998735	0.01466987497	96.55699059	0.412863129	3.030146281	74.55945756	20.16566559	5.274876849										0	0	0	-823.259546	0.01466987497	-6054.60668498381	
820.699546	85	11	4	0.4779183362	0.01425827024	96.52041391	0.4175261342	3.062059958	74.2418078	20.45130826	5.306883945										0	0	0	-820.699546	0.01425827024	-6399.42359611828	
818.139546	85	11	4	0.4855179188	0.01386860263	96.48399925	0.4220692594	3.093931487	73.92900589	20.73298818	5.338005926										0	0	0	-818.139546	0.01386860263	-6754.98296072308	
815.579546	85	11	4	0.4928185049	0.01349922707	96.44773973	0.4264926704	3.125767595	73.6208648	21.0108573	5.368277902										0	0	0	-815.579546	0.01349922707	-7121.34014169821	
813.019546	85	11	4	0.4998392667	0.01314865526	96.41162889	0.4307964143	3.157574697	73.31720806	21.28505914	5.3977328										0	0	0	-813.019546	0.01314865526	-7498.55033978028	
810.459546	85	11	4	0.506597728	0.0128155378	96.37566065	0.4349804303	3.189358917	73.01786901	21.55572944	5.426401548										0	0	0	-810.459546	0.0128155378	-7464.40436427864	
810.139546	85	11	4	0.5074232681	0.00158553267	96.37116669	0.4354909203	3.193342393	72.98078781	21.58926432	5.429947869										0	0	0	-810.139546	0.00158553267	-28.8001727964371	
810.099546	85	11	4	0.5075264157	0.0001984669512	96.37060413	0.4355541947	3.193841672	72.97616054	21.59344731	5.430392153										0	0	0	-810.099546	0.0001984669512	-189.387603484567	
810.079546	85	11	4	0.5075778304	9.891986816E-05	96.37032325	0.4355859952	3.194090754	72.97384575	21.59554078	5.430613468										0	0	0	-810.079546	9.891986816E-05	-225.128660236363	
810.059546	85	11	4	0.5089622259	0.001105910987	96.37166004	0.4364115562	3.191928405	72.96408684	21.60840344	5.42750972	62.54235303	28.42537001	9.032276954							0	0	0	-810.059546	0.001105910987	-203.391489420619	
810.039546	85	11	4	0.5101954141	0.000993903235	96.37282078	0.4371524471	3.190026775	72.95513424	21.62009973	5.424766033	62.54235303	28.42537001	9.032276954							0	0	0	-810.039546	0.000993903235	-206.781462099169	
809.999546	85	11	4	0.512641572	0.001976182277	96.37513096	0.4386343091	3.186234735	72.93725767	21.6434474	5.41929493	62.54235303	28.42537001	9.032276954							0	0	0	-809.999546	0.001976182277	41.0597131626993	
809.919546	85	11	4	0.5174394181	0.003893741123	96.37970465	0.4415916099	3.178703745	72.90171802	21.68984726	5.408434719	62.54235303	28.42537001	9.032276954							0	0	0	-809.919546	0.003893741123	42.3326062426783	
809.759546	85	11	4	0.5266842639	0.00757122453	96.38867346	0.4474882226	3.163838316	72.83137458	21.78161095	5.387014464	62.54235303	28.42537001	9.032276954							0	0	0	-809.759546	0.00757122453	44.843096436296	
809.439546	85	11	4	0.5438845422	0.0143366614	96.40593124	0.4592151429	3.134853613	72.69348338	21.96120396	5.345312661	62.54235303	28.42537001	9.032276954							0	0	0	-809.439546	0.0143366614	50.2098888024396	
808.799546	85	11	4	0.5739601364	0.0259312513	96.4379692	0.4824480183	3.079582784	72.42780123	22.30617938	5.266019391	62.54235303	28.42537001	9.032276954							0	0	0	-808.799546	0.0259312513	62.160212820935	
807.519546	85	11	4	0.6213874424	0.0435310427	96.49364309	0.5282935812	2.978063329	71.93019387	22.94867925	5.121126877	62.54235303	28.42537001	9.032276954							0	0	0	-807.519546	0.0435310427	91.1683451913552	
804.959546	85	11	4	0.6857608156	0.06587388276	96.57933859	0.6188799528	2.801781457	71.03501179	24.09331842	4.87166979	62.54235303	28.42537001	9.032276954							0	0	0	-804.959546	0.06587388276	-716.768517207537	
802.399546	85	11	4	0.7278320328	0.05134628169	96.6398589	0.7095357752	2.650605327	70.23360563	25.10673623	4.659658141	62.54235303	28.42537001	9.032276954							0	0	0	-802.399546	0.05134628169	-237.431858827719	
799.839546	85	11	4	0.7579294082	0.04208608293	96.68141555	0.801323079	2.517261373	69.49877021	26.02733047	4.473899319	62.54235303	28.42537001	9.032276954							0	0	0	-799.839546	0.04208608293	-349.291110098608	
797.279546	85	11	4	0.7807590296	0.03568085544	96.70765794	0.8948842362	2.397457828	68.81450428	26.87767331	4.307822414	62.54235303	28.42537001	9.032276954							0	0	0	-797.279546	0.03568085544	-484.17222240053	
794.719546	85	11	4	0.7988015753	0.03099240737	96.72093028	0.9906649616	2.288404756	68.17043457	27.6723864	4.157179032	62.54235303	28.42537001	9.032276954							0	0	0	-794.719546	0.03099240737	-642.274444035212	
792.159546	85	11	4	0.8135011265	0.02741552056	96.7228271	1.089007826	2.188165079	67.55938429	28.42157846	4.019037248	62.54235303	28.42537001	9.032276954							0	0	0	-792.159546	0.02741552056	-823.798757826452	
789.599546	85	11	4	0.8257611983	0.02459897274	96.7144732	1.190200102	2.095326699	66.97614195	29.13258415	3.891273905	62.54235303	28.42537001	9.032276954							0	0	0	-789.599546	0.02459897274	-1028.92365249692	
787.039546	85	11	4	0.8361789781	0.02232505897	96.69667912	1.294499689	2.008821186	66.41678011	29.81092597	3.772293923	62.54235303	28.42537001	9.032276954							0	0	0	-787.039546	0.02232505897	-1016.40106393594	
786.879546	85	11	4	0.8367768894	0.001359610714	96.69526794	1.301127216	2.003604842	66.38253959	29.85234082	3.765119595	62.54235303	28.42537001	9.032276954							0	0	0	-786.879546	0.001359610714	-113.888784897944	
786.799546	85	11	4	0.8370738405	0.0006778548758	96.69454944	1.30444591	2.001004648	66.36544949	29.87300714	3.761543376	62.54235303	28.42537001	9.032276954							0	0	0	-786.799546	0.0006778548758	-72.6600177641214	
786.779546	85	11	4	0.8371478631	0.0001693754234	96.69436833	1.305276112	2.000355561	66.36117957	29.87816991	3.760650511	62.54235303	28.42537001	9.032276954							0	0	0	-786.779546	0.0001693754234	-40.5963022457239	
786.759546	85	11	4	0.8434883483	0.01698746436	96.69483895	1.312013439	1.993147609	66.33915148	29.90956139	3.751287125				43.36164434	51.06106018	5.577295482				0	0	0	-786.759546	0.01698746436	9.52742479724145	
786.739546	85	11	4	0.850273163	0.01889693285	96.69537198	1.319772081	1.984855936	66.31418363	29.94529781	3.740518552				43.36164434	51.06106018	5.577295482				0	0	0	-786.739546	0.01889693285	9.59795250065772	
786.699546	85	11	4	0.8619839305	0.03406819925	96.6962276	1.33471222	1.969060177	66.26636833	30.01364906	3.719982614				43.36164434	51.06106018	5.577295482				0	0	0	-786.699546	0.03406819925	2.98205871428637	
786.619546	85	11	4	0.8800427069	0.05691065378	96.6972399	1.362683576	1.940076524	66.17775774	30.14001678	3.682225478				43.36164434	51.06106018	5.577295482				0	0	0	-786.619546	0.05691065378	4.42607838558841	
786.459546	85	11	4	0.9037008893	0.08556005411	96.69720685	1.413072624	1.889720523	66.0210201	30.36259808	3.616381817				43.36164434	51.06106018	5.577295482				0	0	0	-786.459546	0.08556005411	-37.3363300239434	
786.299546	85	11	4	0.9184370382	0.06613694896	96.69525332	1.4583635	1.84638318	65.88316637	30.55738141	3.559452229				43.36164434	51.06106018	5.577295482				0	0	0	-786.299546	0.06613694896	-11.1423606688436	
786.139546	85	11	4	0.9286256089	0.05381513646	96.69193668	1.500114076	1.807949246	65.75850122	30.73275174	3.508747046				43.36164434	51.06106018	5.577295482				0	0	0	-786.139546	0.05381513646	-16.4302605511485	
785.979546	85	11	4	0.9361533872	0.04530844278	96.68758193	1.539226521	1.773191552	65.64372228	30.89357118	3.462706536				43.36164434	51.06106018	5.577295482				0	0	0	-785.979546	0.04530844278	-22.7957569412428	
785.819546	85	11	4	0.9419771367	0.03908574058	96.68239837	1.57627963	1.741322004	65.53670912	31.04296153	3.420329353				43.36164434	51.06106018	5.577295482				0	0	0	-785.819546	0.03908574058	-30.2442268713616	
785.659546	85	11	4	0.9466375314	0.03433821883	96.67653031	1.611670676	1.711799016	65.43600509	31.18306718	3.380927723				43.36164434	51.06106018	5.577295482				0	0	0	-785.659546	0.03433821883	-38.894981833358	
785.499546	85	11	4	0.9504667794	0.03061453645	96.6700807	1.645691527	1.684227772	65.34054288	31.3154575	3.343999623				43.36164434	51.06106018	5.577295482				0	0	0	-785.499546	0.03061453645	-55.6205037229633	
