T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
890.2095371	83	15	2	0	0	98.2595481	0.7076945296	1.032757371	83	15	2							0.002997269524	-0.002807289078	-0.0001899804457	-890.2095371	0	25.2786535121591	
890.1995371	83	15	2	0.0002075458085	0.0001965438029	98.25937945	0.7078287618	1.032791787	82.99700277	15.00280716	2.000190066							0	0	0	-890.1995371	0.0001965438029	76.4798334250132	
890.1795371	83	15	2	0.0006220037254	0.0003925917871	98.25904223	0.7080972598	1.03286051	82.99100948	15.00842059	2.000569923							0	0	0	-890.1795371	0.0003925917871	102.055373049623	
890.1395371	83	15	2	0.001449666883	0.0007842328154	98.25836787	0.7086341408	1.032997994	82.97902792	15.01964278	2.001329302							0	0	0	-890.1395371	0.0007842328154	102.245553597986	
890.0595371	83	15	2	0.003100027205	0.001564970093	98.25701959	0.7097075117	1.033272895	82.95508483	15.04206859	2.002846583							0	0	0	-890.0595371	0.001564970093	102.697572342551	
889.8995371	83	15	2	0.006381010738	0.003116031774	98.25432424	0.7118526387	1.033823122	82.90727869	15.08684607	2.00587524							0	0	0	-889.8995371	0.003116031774	103.621423941488	
889.5795371	83	15	2	0.01286503274	0.006177014061	98.24893876	0.716136502	1.034924739	82.81198608	15.17610494	2.011908979							0	0	0	-889.5795371	0.006177014061	105.589202580295	
888.9395371	83	15	2	0.02551081334	0.01212362185	98.23819068	0.7246825277	1.037126793	82.62266856	15.35345952	2.023871922							0	0	0	-888.9395371	0.01212362185	109.668348062612	
887.6595371	83	15	2	0.04962017992	0.02339686608	98.21677798	0.7416830593	1.041538961	82.24906847	15.70352533	2.047406197							0	0	0	-887.6595371	0.02339686608	118.064949734878	
