T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
889.2006618	88	7	5	0	0	97.09339009	0.1085067549	2.798103158	88	7	5													0.00188637531	-0.001429639759	-0.0004567355511	-889.2006618	0	24.02209906198	
889.1906618	88	7	5	0.0002029849234	0.0002074704111	97.09314237	0.1085196488	2.798337981	87.99811394	7.001429259	5.0004568													0	0	0	-889.1906618	0.0002074704111	72.377189366392	
889.1706618	88	7	5	0.0006085961539	0.0004146736295	97.09264706	0.1085454516	2.798807493	87.99434163	7.00428836	5.001370005													0	0	0	-889.1706618	0.0004146736295	96.5755819559466	
889.1306618	88	7	5	0.00141865957	0.0008284123027	97.09165671	0.108597029	2.799746258	87.9867996	7.010005065	5.003195331													0	0	0	-889.1306618	0.0008284123027	96.7705509396333	
889.0506618	88	7	5	0.003034345798	0.001653559729	97.08967715	0.1087000945	2.801622757	87.9717247	7.021433665	5.006841639													0	0	0	-889.0506618	0.001653559729	97.1446674498505	
888.8906618	88	7	5	0.006248068249	0.003294131177	97.08572249	0.1089058695	2.805371643	87.9416114	7.044271663	5.014116934													0	0	0	-888.8906618	0.003294131177	97.915090926307	
888.5706618	88	7	5	0.01260579311	0.006536863892	97.07783092	0.1093160068	2.812853078	87.88153029	7.089871095	5.028598617													0	0	0	-888.5706618	0.006536863892	99.5274237339231	
887.9306618	88	7	5	0.02503718839	0.01286246217	97.06212486	0.1101320655	2.827743074	87.76190627	7.180817809	5.057275921													0	0	0	-887.9306618	0.01286246217	102.837389130303	
886.6506618	88	7	5	0.04884698459	0.02493698567	97.03099845	0.1117450493	2.857256502	87.52484946	7.361609536	5.113541004													0	0	0	-886.6506618	0.02493698567	109.585506300137	
