T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
930.90018	98	1	1	0	0	99.08617044	0.05574880139	0.8580807544	98	1	1							0.00400825365	-0.003485268449	-0.0005229852011	-930.90018	0	1.31906476837623	
930.89018	98	1	1	0.003683046988	0.003678222398	99.08573239	0.05593078459	0.8583368287	97.99599172	1.003485289	1.000522993							0	0	0	-930.89018	0.003678222398	4.11834434828203	
930.87018	98	1	1	0.0109798892	0.007313500192	99.08485832	0.05629467515	0.8588470019	97.98797566	1.010457634	1.00156671							0	0	0	-930.87018	0.007313500192	5.54320646112693	
930.83018	98	1	1	0.02526616659	0.01442522107	99.08312111	0.05702245666	0.8598564317	97.97194663	1.02441253	1.003640837							0	0	0	-930.83018	0.01442522107	5.69911626310692	
930.75018	98	1	1	0.05271237782	0.02811742491	99.07968526	0.05847761176	0.8618371294	97.93989814	1.052358479	1.00774338							0	0	0	-930.75018	0.02811742491	6.00329903659461	
930.59018	98	1	1	0.103480961	0.05350998464	99.07295924	0.06138602771	0.8656547287	97.87583588	1.108387491	1.015776634							0	0	0	-930.59018	0.05350998464	6.65366391891911	
930.27018	98	1	1	0.1911001524	0.09755507552	99.06002794	0.06719351144	0.8727785474	97.74782365	1.220941484	1.03123487							0	0	0	-930.27018	0.09755507552	8.10273145111501	
929.63018	98	1	1	0.3254098213	0.1656575983	99.03587091	0.07876200952	0.8853670806	97.49208283	1.447720103	1.060197071							0	0	0	-929.63018	0.1656575983	-47.6200152317647	
928.99018	98	1	1	0.4227618293	0.1438782734	99.01318322	0.09021195766	0.8966048242	97.23646281	1.675848152	1.087689033							0	0	0	-928.99018	0.1438782734	-34.3559075398035	
928.35018	98	1	1	0.4964134674	0.1271160927	98.99168457	0.1015467104	0.9067687178	96.98086063	1.905103865	1.114035509							0	0	0	-928.35018	0.1271160927	-43.739120234439	
927.71018	98	1	1	0.553991393	0.1138233746	98.97117446	0.1127697969	0.9160557385	96.72522205	2.13531358	1.139464366							0	0	0	-927.71018	0.1138233746	-54.2783372737555	
927.07018	98	1	1	0.6001825422	0.1030235277	98.95150358	0.1238848561	0.9246115651	96.4695215	2.366337092	1.164141412							0	0	0	-927.07018	0.1030235277	-65.9606901867367	
