T	w(AL)	w(CU)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI					
894.8471825	86	14	0	0		98.48826012	1.511739881			86	14	0.003322689455	-0.003322689455			0.003322689455	-0.003322689455	-894.8471825	0			
894.8371825	86	14	0.0002870148399	0.0002662006104		98.48784158	1.512158424			85.99667678	14.00332322	0.006645715913	-0.006645715913			0	0	-894.8371825	0.0002662006104			
894.8171825	86	14	0.0008602671091	0.0005318444622		98.48700405	1.512995946			85.99003135	14.00996865	0.009966972142	-0.009966972142			0	0	-894.8171825	0.0005318444622			
894.7771825	86	14	0.002004760323	0.001062305542		98.48532903	1.514670967			85.976745	14.023255	0.01660822333	-0.01660822333			0	0	-894.7771825	0.001062305542			
894.6971825	86	14	0.004286740914	0.002120385607		98.48197807	1.518021935			85.95017911	14.04982089	0.02988620778	-0.02988620778			0	0	-894.6971825	0.002120385607			
894.5371825	86	14	0.008822106076	0.004223254397		98.47527241	1.524727586			85.89708345	14.10291655	0.05641275741	-0.05641275741			0	0	-894.5371825	0.004223254397			
894.2171825	86	14	0.01777998918	0.008377202561		98.46184618	1.538153819			85.7910368	14.2089632	0.1093568388	-0.1093568388			0	0	-894.2171825	0.008377202561			
893.5771825	86	14	0.03522051682	0.01645269544		98.43493408	1.565065917			85.57952899	14.42047101	0.2148071944	-0.2148071944			0	0	-893.5771825	0.01645269544			
892.2971825	86	14	0.06838061903	0.03181521557		98.38086449	1.619135514			85.15885548	14.84114452	0.4239479869	-0.4239479869			0	0	-892.2971825	0.03181521557			
889.7371825	86	14	0.1285334668	0.05964770294		98.27170673	1.728293271			84.32700319	15.67299681	0.8350750643	-0.8350750643			0	0	-889.7371825	0.05964770294			
887.1771825	86	14	0.181503004	0.05589203352		98.16111479	1.838885206			83.50801194	16.49198806	0.8221657297	-0.8221657297			0	0	-887.1771825	0.05589203352			
884.6171825	86	14	0.2284594908	0.0525147067		98.04898987	1.951010126			82.70207348	17.29792652	0.8090616505	-0.8090616505			0	0	-884.6171825	0.0525147067			
882.0571825	86	14	0.2703389637	0.04946541777		97.93522779	2.064772214			81.90934686	18.09065314	0.7957979791	-0.7957979791			0	0	-882.0571825	0.04946541777			
879.4971825	86	14	0.307895448	0.04669922817		97.81971673	2.18028327			81.12994775	18.87005225	0.7824182859	-0.7824182859			0	0	-879.4971825	0.04669922817			
876.9371825	86	14	0.3417429009	0.04417921242		97.70233698	2.297663018			80.36395172	19.63604828	0.7689627984	-0.7689627984			0	0	-876.9371825	0.04417921242			
874.3771825	86	14	0.3723861726	0.04187482934		97.58296016	2.417039843			79.61139566	20.38860434	0.7554703419	-0.7554703419			0	0	-874.3771825	0.04187482934			
871.8171825	86	14	0.4002441154	0.03976058349		97.46144835	2.538551649			78.87227957	21.12772043	0.7419779541	-0.7419779541			0	0	-871.8171825	0.03976058349			
869.2571825	86	14	0.4256670674	0.03781500886		97.33765316	2.662346837			78.14656862	21.85343138	0.7285205921	-0.7285205921			0	0	-869.2571825	0.03781500886			
866.6971825	86	14	0.448950244	0.03601988864		97.21141456	2.788585435			77.43419546	22.56580454	0.7151309092	-0.7151309092			0	0	-866.6971825	0.03601988864			
864.1371825	86	14	0.4703441113	0.0343596499		97.08255959	2.917440408			76.73506265	23.26493735	0.7018390997	-0.7018390997			0	0	-864.1371825	0.0343596499			
861.5771825	86	14	0.4900625068	0.03282088969		96.95090083	3.049099165			76.0490452	23.9509548	0.6886728176	-0.6886728176			0	0	-861.5771825	0.03282088969			
859.0171825	86	14	0.5082890566	0.03139200077		96.81623467	3.183765326			75.37599316	24.62400684	0.6756570974	-0.6756570974			0	0	-859.0171825	0.03139200077			
856.4571825	86	14	0.5251822928	0.03006287376		96.67833923	3.321660767			74.71573417	25.28426583	0.6628144524	-0.6628144524			0	0	-856.4571825	0.03006287376			
853.8971825	86	14	0.5408797684	0.02882465838		96.53697197	3.463028027			74.06807594	25.93192406	0.6501648743	-0.6501648743			0	0	-853.8971825	0.02882465838			
851.3371825	86	14	0.5555013915	0.02766957083		96.39186687	3.60813313			73.43280867	26.56719133	0.6377259656	-0.6377259656			0	0	-851.3371825	0.02766957083			
848.7771825	86	14	0.5691521467	0.02659073748		96.24273107	3.75726893			72.8097073	27.1902927	0.6255130104	-0.6255130104			0	0	-848.7771825	0.02659073748			
846.2171825	86	14	0.5819243316	0.02558206738		96.08924093	3.910759073			72.19853363	27.80146637	0.6135392096	-0.6135392096			0	0	-846.2171825	0.02558206738			
843.6571825	86	14	0.5938994071	0.02463814785		95.93103726	4.068962744			71.59903825	28.40096175	0.6018158045	-0.6018158045			0	0	-843.6571825	0.02463814785			
841.0971825	86	14	0.6051495367	0.02375415886		95.76771963	4.23228037			71.01096232	28.98903768	0.5903522761	-0.5903522761			0	0	-841.0971825	0.02375415886			
838.5371825	86	14	0.6157388756	0.02292580263		95.59883946	4.401160539			70.43403907	29.56596093	0.5791565445	-0.5791565445			0	0	-838.5371825	0.02292580263			
835.9771825	86	14	0.6257246563	0.02214924608		95.42389156	4.576108442			69.86799524	30.13200476	0.5682351783	-0.5682351783			0	0	-835.9771825	0.02214924608			
833.4171825	86	14	0.6351581074	0.02142107414		95.24230372	4.757696276			69.31255211	30.68744789	0.5575936141	-0.5575936141			0	0	-833.4171825	0.02142107414			
830.8571825	86	14	0.6440852367	0.02073825253		95.05342382	4.946576184			68.76742647	31.23257353	0.547236374	-0.547236374			0	0	-830.8571825	0.02073825253			
828.2971825	86	14	0.6525475022	0.02009809922		94.85650349	5.143496514			68.23233121	31.76766879	0.5371673577	-0.5371673577			0	0	-828.2971825	0.02009809922			
825.7371825	86	14	0.6605823909	0.01949826419		94.65067752	5.349322482			67.7069758	32.2930242	0.527390035	-0.527390035			0	0	-825.7371825	0.01949826419			
823.1771825	86	14	0.6682239221	0.01893671768		94.4349372	5.565062796			67.1910663	32.8089337	0.517907785	-0.517907785			0	0	-823.1771825	0.01893671768			
820.6171825	86	14	0.6755030897	0.01841174774		94.20809558	5.791904424			66.68430522	33.31569478	0.5087242199	-0.5087242199			0	0	-820.6171825	0.01841174774			
818.0571825	86	14	0.6824482551	0.01792196894		93.96874125	6.031258747			66.1863908	33.8136092	0.4998435862	-0.4998435862			0	0	-818.0571825	0.01792196894			
815.4971825	86	14	0.6890855024	0.01746634525		93.71517602	6.284823977			65.69701594	34.30298406	0.491271262	-0.491271262			0	0	-815.4971825	0.01746634525			
