T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(LI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(LI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(LI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(LI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
860.344018	89	3	8	0	0		95.48966574	0.01919179674	4.491142467				89	3	8	0.0009423437492	-0.0004328544977	-0.0005094892516				0.0009423437492	-0.0004328544977	-0.0005094892516	-860.344018	0			
860.334018	89	3	8	0.0001351600228	0.0001452234796		95.48935311	0.01919224596	4.491454646				88.99905779	3.000432713	8.000509497	0.001884668694	-0.0008657419281	-0.001018926766				0	0	0	-860.334018	0.0001452234796			
860.314018	89	3	8	0.0004053532478	0.0002903607905		95.48872787	0.01919314627	4.492078987				88.99717315	3.001298496	8.001528351	0.002826884419	-0.001298683059	-0.00152820136				0	0	0	-860.314018	0.0002903607905			
860.274018	89	3	8	0.0009453255552	0.0005804252059		95.48747755	0.01919494482	4.4933275				88.9934044	3.003030133	8.003565464	0.004710879709	-0.002164614304	-0.002546265405				0	0	0	-860.274018	0.0005804252059			
860.194018	89	3	8	0.002023608832	0.001159560853		95.48497747	0.01919853282	4.495824001				88.98586881	3.006493678	8.007637514	0.008477684509	-0.00389692861	-0.004580755899				0	0	0	-860.194018	0.001159560853			
860.034018	89	3	8	0.004173765084	0.00231459691		95.47997949	0.01920567739	4.500814832				88.97080475	3.013422468	8.01577278	0.0160062497	-0.007363220502	-0.008643029195				0	0	0	-860.034018	0.00231459691			
859.714018	89	3	8	0.008448616209	0.004611205584		95.46999231	0.01921984116	4.510787848				88.94070505	3.027286864	8.032008091	0.03104332201	-0.01430247011	-0.0167408519				0	0	0	-859.714018	0.004611205584			
859.074018	89	3	8	0.01689788929	0.009151331578		95.45005278	0.01924767082	4.530699553				88.8806182	3.055043086	8.064338712	0.06103818816	-0.02820773474	-0.03283045342				0	0	0	-859.074018	0.009151331578			
857.794018	89	3	8	0.03339184197	0.01801392059		95.41031766	0.01930186893	4.570380476				88.7608346	3.110732083	8.128433313	0.120718281	-0.05612613386	-0.0645921471				0	0	0	-857.794018	0.01801392059			
