T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
883.731384	84	12	4	0	0	97.5469016	0.2825340017	2.170564402	84	12	4										0.002157232856	-0.001865928491	-0.0002913043656	-883.731384	0	31.2289421644214	
883.721384	84	12	4	0.0001615590803	0.0001593230623	97.54672828	0.2825692023	2.170702522	83.99784315	12.00186543	4.000291426										0	0	0	-883.721384	0.0001593230623	94.302162444589	
883.701384	84	12	4	0.0004842857362	0.0003183345268	97.54638196	0.2826396118	2.170978429	83.99352936	12.00559678	4.000873856										0	0	0	-883.701384	0.0003183345268	125.824981823773	
883.661384	84	12	4	0.001128917736	0.0006359949016	97.54568935	0.2827804031	2.171530244	83.9849053	12.01305667	4.002038034										0	0	0	-883.661384	0.0006359949016	126.032471733728	
883.581384	84	12	4	0.00241501828	0.001269630526	97.54430475	0.2830618195	2.172633431	83.96767008	12.02796633	4.004363591										0	0	0	-883.581384	0.001269630526	126.491177488431	
883.421384	84	12	4	0.004974638093	0.002529871333	97.54153798	0.2836239904	2.174838034	83.93325118	12.05774528	4.009003543										0	0	0	-883.421384	0.002529871333	127.435353719668	
883.101384	84	12	4	0.01004411983	0.005022552079	97.53601409	0.2847457011	2.179240208	83.86461855	12.11714241	4.018239041										0	0	0	-883.101384	0.005022552079	129.412760782299	
882.461384	84	12	4	0.01997901631	0.009891757938	97.5250092	0.286980605	2.188010199	83.72814299	12.23533291	4.036524101										0	0	0	-882.461384	0.009891757938	133.471523133516	
881.181384	84	12	4	0.03909068446	0.01921015768	97.50315664	0.2914134221	2.205429935	83.45833777	12.4692735	4.072388731										0	0	0	-881.181384	0.01921015768	141.734979911798	
878.621384	84	12	4	0.07454674263	0.03630463417	97.46004706	0.3001375158	2.239815426	82.93084738	12.92772625	4.141426373										0	0	0	-878.621384	0.03630463417	-1359.73673842591	
876.061384	84	12	4	0.1066771493	0.03410878677	97.41755367	0.3086325675	2.273813761	82.41927434	13.37334777	4.207377895										0	0	0	-876.061384	0.03410878677	-1236.32136760441	
873.501384	84	12	4	0.1359446654	0.03213887921	97.37562621	0.3169129892	2.307460805	81.92263249	13.80690081	4.2704667										0	0	0	-873.501384	0.03213887921	-1374.98070628236	
870.941384	84	12	4	0.1627308234	0.03036469166	97.33421978	0.3249911757	2.340789046	81.44000974	14.22909459	4.330895671										0	0	0	-870.941384	0.03036469166	-1523.07513676811	
868.381384	84	12	4	0.1873522189	0.02876024637	97.29329467	0.332877916	2.373827415	80.97056402	14.64058782	4.388848162										0	0	0	-868.381384	0.02876024637	-1680.53433079421	
865.821384	84	12	4	0.2100736778	0.02730376912	97.25281552	0.3405826225	2.406601857	80.51351813	15.04199168	4.444490193										0	0	0	-865.821384	0.02730376912	-1847.49468885409	
863.261384	84	12	4	0.2311183554	0.02597688435	97.21275072	0.3481135148	2.439135768	80.06815497	15.43387268	4.497972351										0	0	0	-863.261384	0.02597688435	-2024.0734385871	
860.701384	84	12	4	0.2506755793	0.02476400265	97.17307188	0.3554777753	2.471450348	79.63381272	15.8167558	4.549431481										0	0	0	-860.701384	0.02476400265	-2210.37949839624	
858.141384	84	12	4	0.2689069987	0.0236518317	97.13375343	0.3626816815	2.503564891	79.2098803	16.19112752	4.598992173										0	0	0	-858.141384	0.0236518317	-2406.51442504149	
855.581384	84	12	4	0.2859514492	0.02262898334	97.09477224	0.3697307184	2.535497037	78.79579302	16.55743889	4.64676809										0	0	0	-855.581384	0.02262898334	-2612.57335957796	
853.021384	84	12	4	0.301928832	0.02168565621	97.05610736	0.3766296743	2.567262968	78.39102854	16.91610833	4.692863124										0	0	0	-853.021384	0.02168565621	-2828.64576837314	
850.461384	84	12	4	0.3169432324	0.02081337781	97.01773969	0.383382723	2.598877587	77.99510323	17.26752435	4.737372425										0	0	0	-850.461384	0.02081337781	-3054.81605522389	
847.901384	84	12	4	0.3310854447	0.02000479387	96.97965184	0.389993495	2.630354665	77.60756871	17.61204799	4.780383304										0	0	0	-847.901384	0.02000479387	-3291.16431308783	
845.341384	84	12	4	0.3444350295	0.01925349548	96.9418279	0.396465138	2.661706964	77.22800878	17.95001518	4.821976035										0	0	0	-845.341384	0.01925349548	-3537.7667216026	
842.781384	84	12	4	0.3570620031	0.01855387637	96.90425328	0.4028003704	2.692946351	76.85603665	18.28173879	4.862224554										0	0	0	-842.781384	0.01855387637	-3794.696036696	
840.221384	84	12	4	0.3690282301	0.0179010147	96.86691459	0.4090015267	2.724083887	76.49129234	18.60751057	4.901197089										0	0	0	-840.221384	0.0179010147	-4062.02218557004	
837.661384	84	12	4	0.3803885812	0.01729057461	96.82979949	0.4150705981	2.755129914	76.13344041	18.92760288	4.938956709										0	0	0	-837.661384	0.01729057461	-4342.05078916868	
835.101384	84	12	4	0.3911922272	0.01671926044	96.79289572	0.4210093329	2.786094949	75.78216358	19.24227379	4.975562637										0	0	0	-835.101384	0.01671926044	-4628.78621347933	
832.541384	84	12	4	0.4014822757	0.01618232255	96.75619446	0.4268189282	2.816986615	75.43717893	19.55175343	5.011067643										0	0	0	-832.541384	0.01618232255	-4925.76427141218	
829.981384	84	12	4	0.4112979838	0.0156778106	96.71968518	0.4325006858	2.84781413	75.09820754	19.85626986	5.045522608										0	0	0	-829.981384	0.0156778106	-5236.39062332272	
827.421384	84	12	4	0.4206744852	0.01520277716	96.68335888	0.4380555344	2.878585589	74.76499311	20.15603253	5.078974361										0	0	0	-827.421384	0.01520277716	-5556.67602199299	
824.861384	84	12	4	0.4296434474	0.01475481036	96.64720729	0.4434841706	2.909308538	74.43729528	20.45123818	5.111466538										0	0	0	-824.861384	0.01475481036	-5887.72877924019	
822.301384	84	12	4	0.438233493	0.01433174882	96.61122237	0.4487871861	2.939990445	74.11488833	20.7420718	5.143039861										0	0	0	-822.301384	0.01433174882	-6229.61360395511	
819.741384	84	12	4	0.4464705601	0.01393164946	96.57539698	0.4539649233	2.970638093	73.79756004	21.02870757	5.173732388										0	0	0	-819.741384	0.01393164946	-6582.38750508988	
