T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(LI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(LI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(LI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(LI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
896.4325869	85	13	2	0	0		98.33541115	0.5853602645	1.079228586				85	13	2	0.0032175906	-0.002995432238	-0.0002221583621				0.0032175906	-0.002995432238	-0.0002221583621	-896.4325869	0			
896.4225869	85	13	2	0.0002524111332	0.0002413856039		98.33524143	0.5854895428	1.079269031				84.99678244	13.00299532	2.00022224	0.00643474542	-0.005990472612	-0.0004442728083				0	0	0	-896.4225869	0.0002413856039			
896.4025869	85	13	2	0.0007564939839	0.0004822037925		98.33490205	0.5857481179	1.079349828				84.99034858	13.00898499	2.000666434	0.00965013457	-0.008983903765	-0.0006662308052				0	0	0	-896.4025869	0.0004822037925			
896.3625869	85	13	2	0.001762891926	0.0009630925942		98.33422342	0.5862651327	1.079511446				84.97748612	13.02095946	2.001554421	0.01607699967	-0.01496720592	-0.001109793756				0	0	0	-896.3625869	0.0009630925942			
896.2825869	85	13	2	0.003768676124	0.001921300543		98.33286682	0.5872986561	1.079834525				84.95178229	13.04488908	2.003328629	0.02891492966	-0.02691943128	-0.001995498384				0	0	0	-896.2825869	0.001921300543			
896.1225869	85	13	2	0.007752403165	0.003823178722		98.33015535	0.5893637902	1.080480865				84.90045895	13.09267107	2.006869982	0.05452768869	-0.05076645244	-0.003761236248				0	0	0	-896.1225869	0.003823178722			
895.8025869	85	13	2	0.01561011341	0.007569587552		98.32473999	0.5934863546	1.081773652				84.79814946	13.18792607	2.013924463	0.1055009569	-0.09823086562	-0.007270091298				0	0	0	-895.8025869	0.007569587552			
895.1625869	85	13	2	0.03087272831	0.01481708569		98.31394324	0.6017054547	1.084351303				84.59487152	13.37722327	2.027905213	0.2064400161	-0.192242168	-0.01419784809				0	0	0	-895.1625869	0.01481708569			
893.8825869	85	13	2	0.0597512945	0.02845573951		98.29247176	0.6180333915	1.089494851				84.19367098	13.75093831	2.055390712	0.4043067992	-0.3766089501	-0.02769784907				0	0	0	-893.8825869	0.02845573951			
891.3225869	85	13	2	0.1116647473	0.05264604013		98.24998082	0.6502680134	1.099751167				83.41248226	14.47901917	2.108498569	0.7841840398	-0.7308717594	-0.05331228035				0	0	0	-891.3225869	0.05264604013			
888.7625869	85	13	2	0.1569329267	0.04845249594		98.20800271	0.6819343167	1.110062969				82.6590997	15.18156174	2.159338554	0.7562728534	-0.7052393144	-0.05103353898				0	0	0	-888.7625869	0.04845249594			
886.2025869	85	13	2	0.196719903	0.04474893132		98.16648116	0.7130748463	1.120443997				81.93265371	15.85934053	2.208005755	0.7292330112	-0.6803804919	-0.04885251927				0	0	0	-886.2025869	0.04474893132			
883.6425869	85	13	2	0.2319446242	0.04146853717		98.12536753	0.7437291143	1.130903351				81.23211558	16.51328046	2.254603957	0.7032261258	-0.6564504333	-0.04677569248				0	0	0	-883.6425869	0.04146853717			
881.0825869	85	13	2	0.263338379	0.03855253046		98.08461964	0.7739342588	1.141446102				80.55635694	17.14440324	2.299239821	0.6783521435	-0.6335462045	-0.04480593901				0	0	0	-881.0825869	0.03855253046			
878.5225869	85	13	2	0.2914890446	0.03595137763		98.04420045	0.8037249522	1.152074595				79.90419907	17.75378094	2.342019987	0.6546615022	-0.6117182682	-0.04294323403				0	0	0	-878.5225869	0.03595137763			
875.9625869	85	13	2	0.3168736204	0.03362317115		98.00407721	0.8331334012	1.162789388				79.27444973	18.34250129	2.383048977	0.6321677557	-0.5909823074	-0.04118544836				0	0	0	-875.9625869	0.03362317115			
873.4025869	85	13	2	0.3398824678	0.03153232932		97.96422068	0.8621894014	1.173589916				78.66592976	18.9116425	2.422427736	0.6108577106	-0.5713287185	-0.03952899216				0	0	0	-873.4025869	0.03153232932			
870.8425869	85	13	2	0.3608375939	0.02964855048		97.92460462	0.8909204294	1.184474951				78.07749171	19.4622556	2.460252693	0.590699527	-0.5527302004	-0.03796932653				0	0	0	-870.8425869	0.02964855048			
868.2825869	85	13	2	0.3800065952	0.02794595878		97.88520532	0.919351762	1.195442921				77.50803213	19.99535268	2.496615196	0.5716489975	-0.5351476422	-0.03650135526				0	0	0	-868.2825869	0.02794595878			
865.7225869	85	13	2	0.3976133994	0.02640239955		97.84600127	0.9475066086	1.206492119				76.95649919	20.51189955	2.531601254	0.5536542894	-0.5185345744	-0.03511971509				0	0	0	-865.7225869	0.02640239955			
863.1625869	85	13	2	0.4138466156	0.02499885445		97.8069729	0.9754062519	1.217620849				76.42189683	21.0128117	2.565291474	0.5366594427	-0.5028404585	-0.0338189842				0	0	0	-863.1625869	0.02499885445			
860.6025869	85	13	2	0.4288660807	0.02371895421		97.76810231	1.003070188	1.228827506				75.90328629	21.49895257	2.597761146	0.5206068907	-0.4880130637	-0.03259382707				0	0	0	-860.6025869	0.02371895421			
