T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
886.9256819	82	16	2	0	0	98.21544601	0.7734183578	1.011135633	82	16	2							0.002884608044	-0.002708700274	-0.0001759077702	-886.9256819	0	27.9006218233147	
886.9156819	82	16	2	0.000188926407	0.0001780236682	98.21527709	0.7735550785	1.011167833	81.99711545	16.00270856	2.000175995							0	0	0	-886.9156819	0.0001780236682	84.4439905656003	
886.8956819	82	16	2	0.0005661838607	0.000355578551	98.21493931	0.7738285646	1.011232123	81.99134745	16.00812483	2.000527714							0	0	0	-886.8956819	0.000355578551	112.677688831726	
886.8556819	82	16	2	0.001319637508	0.0007103440353	98.21426382	0.7743754316	1.011360744	81.97981628	16.01895287	2.001230847							0	0	0	-886.8556819	0.0007103440353	112.865514211456	
886.7756819	82	16	2	0.002822339121	0.001417715432	98.21291322	0.7754688323	1.011617943	81.95677316	16.04059108	2.002635766							0	0	0	-886.7756819	0.001417715432	113.333298665908	
886.6156819	82	16	2	0.005811020333	0.002823599605	98.21021301	0.777654163	1.012132823	81.91076374	16.08379604	2.005440223							0	0	0	-886.6156819	0.002823599605	114.289875426542	
886.2956819	82	16	2	0.01172229266	0.005600344818	98.20481693	0.7820190752	1.01316399	81.81905154	16.16992081	2.011027656							0	0	0	-886.2956819	0.005600344818	116.321336336438	
885.6556819	82	16	2	0.0232713616	0.01100481664	98.19404354	0.79072938	1.015227078	81.63684189	16.3410499	2.022108213							0	0	0	-885.6556819	0.01100481664	120.523823274356	
884.3756819	82	16	2	0.04536250974	0.02128392996	98.17256564	0.8080677665	1.019366589	81.27723828	16.67884699	2.04391473							0	0	0	-884.3756819	0.02128392996	129.147035645971	
881.8156819	82	16	2	0.08589551921	0.03989956963	98.12986699	0.8424321109	1.027700896	80.57685129	17.33700178	2.086146934							0	0	0	-881.8156819	0.03989956963	-1124.76834675274	
879.2556819	82	16	2	0.1221572038	0.03717652612	98.08746795	0.8763780811	1.036153972	79.90073182	17.97257895	2.126689236							0	0	0	-879.2556819	0.03717652612	-997.492117347677	
876.6956819	82	16	2	0.154780466	0.03473589716	98.04533646	0.9099393424	1.0447242	79.24778205	18.58659323	2.165624712							0	0	0	-876.6956819	0.03473589716	-1111.32639941577	
874.1356819	82	16	2	0.1842842654	0.03254300353	98.00344363	0.9431471331	1.053409236	78.61688533	19.18007762	2.203037048							0	0	0	-874.1356819	0.03254300353	-1234.72992140617	
871.5756819	82	16	2	0.2110962608	0.030566781	97.96176331	0.9760307179	1.062205975	78.00693042	19.75406149	2.239008096							0	0	0	-871.5756819	0.030566781	-1367.77950044088	
869.0156819	82	16	2	0.2355714564	0.02878056743	97.92027166	1.008617408	1.071110928	77.41682979	20.30955331	2.273616896							0	0	0	-869.0156819	0.02878056743	-1510.77311551577	
866.4556819	82	16	2	0.2580065704	0.02716143216	97.8789469	1.04093262	1.080120484	76.84553218	20.84752878	2.306939042							0	0	0	-866.4556819	0.02716143216	-1663.98705584068	
863.8956819	82	16	2	0.2786512041	0.02568961045	97.83776896	1.072999963	1.089231078	76.29203059	21.3689231	2.339046306							0	0	0	-863.8956819	0.02568961045	-1827.67688814824	
861.3356819	82	16	2	0.2977165998	0.02434802912	97.79671936	1.10484133	1.098439309	75.75536714	21.8746264	2.370006458							0	0	0	-861.3356819	0.02434802912	-2002.07963592267	
858.7756819	82	16	2	0.3153825602	0.02312190709	97.755781	1.136477005	1.107741998	75.23463533	22.36548144	2.399883226							0	0	0	-858.7756819	0.02312190709	-2187.41573916607	
856.2156819	82	16	2	0.3318029576	0.02199841836	97.714938	1.167925769	1.117136232	74.72898065	22.842283	2.428736353							0	0	0	-856.2156819	0.02199841836	-2383.89076886041	
853.6556819	82	16	2	0.3471101491	0.02096640718	97.67417562	1.199205004	1.126619378	74.23759987	23.3057784	2.456621723							0	0	0	-853.6556819	0.02096640718	-2591.69704773241	
851.0956819	82	16	2	0.3614185382	0.02001614723	97.63348012	1.2303308	1.136189081	73.75973958	23.75666889	2.483591528							0	0	0	-851.0956819	0.02001614723	-2811.01490370005	
848.5356819	82	16	2	0.3748274665	0.01913913758	97.59283869	1.261318047	1.145843262	73.29469406	24.19561148	2.509694463							0	0	0	-848.5356819	0.01913913758	-3042.01395362375	
845.9756819	82	16	2	0.3874235741	0.01832792995	97.55223937	1.292180531	1.155580103	72.84180292	24.62322115	2.534975933							0	0	0	-845.9756819	0.01832792995	-3284.85416736351	
843.4156819	82	16	2	0.3992827383	0.01757598203	97.51167095	1.322931016	1.16539803	72.40044854	25.0400732	2.559478261							0	0	0	-843.4156819	0.01757598203	-3539.68682339833	
840.8556819	82	16	2	0.4104716727	0.01687753298	97.47112297	1.353581328	1.1752957	71.9700534	25.4467057	2.583240902							0	0	0	-840.8556819	0.01687753298	-3806.65535195966	
838.2956819	82	16	2	0.4210492552	0.01622749745	97.4305856	1.384142423	1.185271977	71.55007753	25.84362183	2.606300641							0	0	0	-838.2956819	0.01622749745	-4085.89613681428	
835.7356819	82	16	2	0.4310676337	0.01562137535	97.39004962	1.414624456	1.19532592	71.1400159	26.23129231	2.628691787							0	0	0	-835.7356819	0.01562137535	-4380.11895615356	
833.1756819	82	16	2	0.44057352	0.01505577942	97.34950534	1.4450376	1.205457059	70.73938928	26.61016396	2.650446761							0	0	0	-833.1756819	0.01505577942	-4682.46171312688	
830.6156819	82	16	2	0.4496076664	0.01452564103	97.30894679	1.475389009	1.2156642	70.34776951	26.98063584	2.671594651							0	0	0	-830.6156819	0.01452564103	-4997.04640637659	
828.0556819	82	16	2	0.4582072113	0.01402899194	97.26836523	1.505687603	1.225947171	69.96473497	27.34310124	2.692163794							0	0	0	-828.0556819	0.01402899194	-5327.81032635849	
825.4956819	82	16	2	0.4664053101	0.01356272989	97.22775346	1.535940892	1.236305644	69.58989741	27.69792227	2.712180316							0	0	0	-825.4956819	0.01356272989	-5670.26411759912	
822.9356819	82	16	2	0.4742317866	0.01312432215	97.18710476	1.566155834	1.246739407	69.22289272	28.04543861	2.731668666							0	0	0	-822.9356819	0.01312432215	-6025.6876778369	
820.3756819	82	16	2	0.4817135412	0.01271149792	97.14641276	1.596338879	1.257248359	68.86337912	28.38596913	2.750651745							0	0	0	-820.3756819	0.01271149792	-6394.19277090244	
817.8156819	82	16	2	0.4888749002	0.01232221494	97.10567151	1.626495999	1.267832494	68.51103554	28.71981344	2.76915102							0	0	0	-817.8156819	0.01232221494	-6775.87814071964	
815.2556819	82	16	2	0.4957379163	0.0119546329	97.06487538	1.656632722	1.278491895	68.16556009	29.04725328	2.787186638							0	0	0	-815.2556819	0.0119546329	-7170.84137229228	
812.6956819	82	16	2	0.5023226283	0.01160709006	97.02401912	1.686754156	1.289226723	67.82666869	29.36855379	2.804777516							0	0	0	-812.6956819	0.01160709006	-7579.17730969585	
