T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(LI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(LI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(LI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(LI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
904.6783329	88	11	1	0	0		98.69189821	0.7030237566	0.6050780368				88	11	1	0.003700328615	-0.003563649203	-0.0001366794115				0.003700328615	-0.003563649203	-0.0001366794115	-904.6783329	0			
904.6683329	88	11	1	0.0003633005527	0.0003461401086		98.69166954	0.7032498212	0.6050806406				87.99629961	11.00356366	1.000136723	0.007400404782	-0.007127051136	-0.0002733536454				0	0	0	-904.6683329	0.0003461401086			
904.6483329	88	11	1	0.001088853376	0.0006914822115		98.69121224	0.7037019562	0.6050858007				87.98889972	11.0106902	1.000410078	0.01109946951	-0.01068946885	-0.0004100006535				0	0	0	-904.6483329	0.0006914822115			
904.6083329	88	11	1	0.002536912506	0.001381016016		98.69029769	0.7046062101	0.6050960956				87.97410276	11.02494049	1.000956748	0.01849550884	-0.01781226704	-0.0006832418081				0	0	0	-904.6083329	0.001381016016			
904.5283329	88	11	1	0.005420870116	0.002754238672		98.68846891	0.7064143124	0.6051167765				87.94452042	11.05342966	1.00204992	0.03327870462	-0.0320492113	-0.001229493321				0	0	0	-904.5283329	0.002754238672			
904.3683329	88	11	1	0.01114056817	0.005477518238		98.6848125	0.7100291435	0.6051583542				87.88540225	11.11036217	1.004235577	0.06280965859	-0.06048858313	-0.002321075459				0	0	0	-904.3683329	0.005477518238			
904.0483329	88	11	1	0.02237484626	0.01081955806		98.67750533	0.7172545965	0.6052400716				87.76735883	11.22404142	1.008599759	0.121728348	-0.1172278558	-0.004500492128				0	0	0	-904.0483329	0.01081955806			
903.4083329	88	11	1	0.04408642569	0.02114043765		98.66291068	0.7316864061	0.6054029139				87.53204417	11.45064817	1.017307662	0.2389831626	-0.2301393105	-0.008843852043				0	0	0	-903.4083329	0.02114043765			
902.1283329	88	11	1	0.08469561451	0.04040116999		98.63379639	0.7604749403	0.6057286663				87.06461329	11.90075028	1.034636425	0.4710653439	-0.4536011439	-0.0174642				0	0	0	-902.1283329	0.04040116999			
899.5683329	88	11	1	0.1561489649	0.07410281287		98.57583677	0.8177616297	0.6064015964				86.14332924	12.78776117	1.06890959	0.9248461525	-0.890440036	-0.0344061164				0	0	0	-899.5683329	0.07410281287			
897.0083329	88	11	1	0.2167736669	0.06792515551		98.51818833	0.8746966197	0.6071150479				85.24151071	13.6559264	1.102562888	0.905301887	-0.8715182033	-0.03378368372				0	0	0	-897.0083329	0.06792515551			
894.4483329	88	11	1	0.268736475	0.06248169514		98.46079127	0.9313041741	0.6079045566				84.36050208	14.50396817	1.135529753	0.8844080804	-0.8513136721	-0.03309440834				0	0	0	-894.4483329	0.06248169514			
891.8883329	88	11	1	0.3136744785	0.05765303413		98.4035939	0.987608478	0.608797625				83.50134308	15.3309016	1.167755322	0.8624712779	-0.8301211881	-0.03235008973				0	0	0	-891.8883329	0.05765303413			
889.3283329	88	11	1	0.3528474353	0.05334696102		98.34655102	1.043634247	0.6098147351				82.66476835	16.1360346	1.19919705	0.8397977262	-0.8082346351	-0.03156309107				0	0	0	-889.3283329	0.05334696102			
886.7683329	88	11	1	0.3872401522	0.04949056911		98.28962262	1.099407023	0.6109703526				81.85122314	16.91895239	1.229824473	0.8166777935	-0.7859322558	-0.03074553772				0	0	0	-886.7683329	0.04949056911			
884.2083329	88	11	1	0.4176330605	0.04602490473		98.23277276	1.154953321	0.6122739217				81.06088924	17.67949233	1.259618427	0.793375848	-0.7634670771	-0.02990877089				0	0	0	-884.2083329	0.04602490473			
881.6483329	88	11	1	0.444651999	0.04290131752		98.17596858	1.210300626	0.6137307988				80.29371742	18.41771268	1.288569902	0.7701237439	-0.7410607646	-0.02906297928				0	0	0	-881.6483329	0.04290131752			
879.0883329	88	11	1	0.4688040643	0.04007894977		98.11917959	1.265477312	0.6153430934				79.54946291	19.13385841	1.316678687	0.7471176357	-0.7189006438	-0.02821699192				0	0	0	-879.0883329	0.04007894977			
876.5283329	88	11	1	0.4905039148	0.03752299268		98.0623771	1.320512497	0.6171104038				78.82772124	19.82832681	1.34395195	0.7245178609	-0.6971396455	-0.02737821544				0	0	0	-876.5283329	0.03752299268			
873.9683329	88	11	1	0.5100933947	0.03520345666		98.00553369	1.375435869	0.6190304432				78.12796215	20.501635	1.370402851	0.7024506	-0.6758979388	-0.0265526612				0	0	0	-873.9683329	0.03520345666			
871.4083329	88	11	1	0.5278563949	0.03309428517		97.94862293	1.430277508	0.6210995606				77.44956044	21.15439031	1.396049253	0.681011124	-0.6552660744	-0.02574504957				0	0	0	-871.4083329	0.03309428517			
868.8483329	88	11	1	0.5440302565	0.03117269876		97.89161912	1.485067719	0.6233131616				76.79182293	21.78726449	1.420912576	0.6602676203	-0.6353086721	-0.02495894826				0	0	0	-868.8483329	0.03117269876			
866.2883329	88	11	1	0.558814623	0.02941869449		97.83449707	1.539836887	0.6256660432				76.15401141	22.40097178	1.445016803	0.6402652738	-0.6160683451	-0.02419692872				0	0	0	-866.2883329	0.02941869449			
863.7283329	88	11	1	0.5723783837	0.02781465195		97.777232	1.594615351	0.6281526538				75.53536158	22.99625077	1.468387645	0.6210302414	-0.5975695177	-0.0234607237				0	0	0	-863.7283329	0.02781465195			
861.1683329	88	11	1	0.5848651709	0.02634501405		97.7197994	1.649433314	0.6307672896				74.93509835	23.57384979	1.491051852	0.6025733198	-0.5798219436	-0.02275137618				0	0	0	-861.1683329	0.02634501405			
858.6083329	88	11	1	0.5963977464	0.02499602197		97.66217498	1.704320779	0.6335042412				74.35244794	24.1345154	1.513036662	0.5848931968	-0.5628238228	-0.02206937396				0	0	0	-858.6083329	0.02499602197			
856.0483329	88	11	1	0.6070815285	0.0237554908		97.6043346	1.759307502	0.6363578991				73.78664711	24.67898353	1.534369364	0.5679792489	-0.5465644817	-0.02141476719				0	0	0	-856.0483329	0.0237554908			
853.4883329	88	11	1	0.6170074471	0.02261261698		97.5462542	1.814422977	0.6393228263				73.23695015	25.20797289	1.555076961	0.5518138897	-0.5310266211	-0.0207872686				0	0	0	-853.4883329	0.02261261698			
850.9283329	88	11	1	0.6262542679	0.02155781133		97.48790976	1.869696437	0.6423938072				72.70263387	25.72218022	1.575185916	0.5363745006	-0.5161881636	-0.02018633705				0	0	0	-850.9283329	0.02155781133			
848.3683329	88	11	1	0.6348904967	0.02058255358		97.42927725	1.925156869	0.6455658767				72.18300105	26.22227698	1.594721972	0.5216349921	-0.5020237461	-0.019611246				0	0	0	-848.3683329	0.02058255358			
845.8083329	88	11	1	0.6429759463	0.0196792649		97.37033262	1.980833044	0.6488343356				71.67738269	26.70890729	1.613710016	0.5075670435	-0.4885059047	-0.01906113883				0	0	0	-845.8083329	0.0196792649			
843.2483329	88	11	1	0.6505630332	0.01884119621		97.31105168	2.036753562	0.6521947552				71.18513926	27.18268674	1.632173996	0.4941410744	-0.4756060016	-0.0185350728				0	0	0	-843.2483329	0.01884119621			
840.6883329	88	11	1	0.6576978555	0.01806233008		97.25141013	2.0929469	0.6556429745				70.70566119	27.64420194	1.650136873	0.4813269915	-0.4632949378	-0.01803205364				0	0	0	-840.6883329	0.01806233008			
838.1283329	88	11	1	0.6644210923	0.01733729467		97.19138344	2.149441471	0.6591750918				70.23836884	28.09401057	1.667620589	0.4690947545	-0.4515436923	-0.01755106227				0	0	0	-838.1283329	0.01733729467			
835.5683329	88	11	1	0.670768758	0.01666128804		97.13094686	2.206265688	0.6627874533				69.78271203	28.5326419	1.68464607	0.4574147954	-0.4403237203	-0.01709107519				0	0	0	-835.5683329	0.01666128804			
833.0083329	88	11	1	0.6767728375	0.01603001179		97.07007532	2.263448037	0.6664766381				69.33816925	28.96059752	1.70123323	0.4462583211	-0.4296072413	-0.01665107979				0	0	0	-833.0083329	0.01603001179			
830.4483329	88	11	1	0.6824618221	0.01543961276		97.00874341	2.321017148	0.6702394432				68.90424671	29.37835229	1.717400999	0.4355975248	-0.4193674392	-0.01623008555				0	0	0	-830.4483329	0.01543961276			
827.8883329	88	11	1	0.6878613761	0.01488723778		96.9469237	2.379003357	0.6740729476				68.48047019	29.78636227	1.733167534	0.4254057261	-0.4095785941	-0.01582713203				0	0	0	-827.8883329	0.01488723778			
825.3283329	88	11	1	0.6929939783	0.01436826868		96.88459299	2.437432879	0.6779741303				68.0664123	30.18503828	1.748549425	0.4156505595	-0.4002095219	-0.01544103762				0	0	0	-825.3283329	0.01436826868			
822.7683329	88	11	1	0.6978802091	0.01388107388		96.8217228	2.496336737	0.6819404644				67.66164779	30.57478909	1.763563119	0.406322172	-0.391250721	-0.01507145097				0	0	0	-822.7683329	0.01388107388			
820.2083329	88	11	1	0.7025385155	0.0134228664		96.75828557	2.555744974	0.6859694515				67.26578179	30.95599427	1.778223944	0.3973901146	-0.3826728663	-0.0147172483				0	0	0	-820.2083329	0.0134228664			
817.6483329	88	11	1	0.7069855503	0.01299136321		96.69425307	2.615688201	0.690058728				66.87844104	31.32901253	1.792546428	0.388832675	-0.3744550489	-0.01437762615				0	0	0	-817.6483329	0.01299136321			
815.0883329	88	11	1	0.7112363832	0.012584501		96.62959624	2.67619771	0.6942060499				66.49927267	31.69418299	1.806544338	0.3806294064	-0.3665775819	-0.0140518245				0	0	0	-815.0883329	0.012584501			
812.5283329	88	11	1	0.7153046823	0.01220041029		96.56428515	2.73730557	0.6984092781				66.12794301	32.05182626	1.820230729	0.3727610423	-0.3590219178	-0.0137391245				0	0	0	-812.5283329	0.01220041029			
809.9683329	88	11	1	0.7192028719	0.01183739494		96.49828889	2.799044744	0.7026663636				65.76413645	32.40224557	1.833617979	0.3652094578	-0.35177061	-0.01343884773				0	0	0	-809.9683329	0.01183739494			
807.4083329	88	11	1	0.7229422698	0.01149391368		96.43157547	2.861449197	0.7069753338				65.40755434	32.74572783	1.846717826	0.3579576165	-0.3448072616	-0.01315035485				0	0	0	-807.4083329	0.01149391368			
804.8483329	88	11	1	0.7265332069	0.01116856402		96.36411169	2.924554028	0.7113342785				65.05791401	33.08254458	1.859541411	0.3509895165	-0.3381164724	-0.0128730441				0	0	0	-804.8483329	0.01116856402			
802.2883329	88	11	1	0.7299851322	0.01086006782		96.29586307	2.988395593	0.715741337				64.71494773	33.41295296	1.872099312	0.3442901337	-0.3316837842	-0.01260634956				0	0	0	-802.2883329	0.01086006782			
799.7283329	88	11	1	0.733306704	0.01056725864		96.22679366	3.053011654	0.720194685				64.37840182	33.73719661	1.884401575	0.3378453666	-0.3254956271	-0.01234973949				0	0	0	-799.7283329	0.01056725864			
797.1683329	88	11	1	0.7365058716	0.01028907052		96.15686595	3.118441527	0.7246925221				64.0480358	34.05550645	1.896457749	0.3316419807	-0.3195392661	-0.01210271455				0	0	0	-797.1683329	0.01028907052			
794.6083329	88	11	1	0.7395899453	0.01002452796		96.08604069	3.184726248	0.7292330589				63.72362157	34.36810151	1.908276918	0.3256675558	-0.3138027498	-0.01186480603				0	0	0	-794.6083329	0.01002452796			
792.0483329	88	11	1	0.7425656604	0.009772737105		96.01427675	3.25190875	0.7338145044				63.40494263	34.67518964	1.919867724	0.3199104351	-0.3082748609	-0.01163557422				0	0	0	-792.0483329	0.009772737105			
789.4883329	88	11	1	0.7454392319	0.009532877854		95.94153088	3.320034062	0.7384350532				63.09179339	34.97696821	1.931238401	0.3143596758	-0.3029450691	-0.01141460671				0	0	0	-789.4883329	0.009532877854			
