T	w(AL)	w(CU)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
888.7198823	84	16	0	0	98.22793669	1.772063307	84	16			0.003204319676	-0.003204319676	-888.7198823	0	22.0362209619515	
888.7098823	84	16	0.0002457048241	0.000225371796	98.22750544	1.77249456	83.996795	16.003205			0	0	-888.7098823	0.000225371796	66.7060278684293	
888.6898823	84	16	0.000736316898	0.0004501388751	98.22664241	1.773357588	83.99038763	16.00961237			0	0	-888.6898823	0.0004501388751	88.994520048053	
888.6498823	84	16	0.001716293987	0.000899468314	98.22491639	1.775083611	83.9775739	16.0224261			0	0	-888.6498823	0.000899468314	89.1033870106723	
888.5698823	84	16	0.003670894384	0.001795659915	98.22146326	1.778536741	83.95195589	16.04804411			0	0	-888.5698823	0.001795659915	89.4302717426483	
888.4098823	84	16	0.007558805383	0.003578274906	98.21455265	1.785447347	83.90075777	16.09924223			0	0	-888.4098823	0.003578274906	90.086007993077	
888.0898823	84	16	0.01525045998	0.007104861351	98.20071397	1.799286026	83.79851322	16.20148678			0	0	-888.0898823	0.007104861351	91.5132790911201	
887.4498823	84	16	0.03027818859	0.01398486374	98.17296665	1.827033347	83.594636	16.405364			0	0	-887.4498823	0.01398486374	94.4642621526904	
886.1698823	84	16	0.05903609236	0.02715062528	98.11718475	1.882815251	83.18932636	16.81067364			0	0	-886.1698823	0.02715062528	100.362957414952	
883.6098823	84	16	0.1118367339	0.05127461082	98.00442831	1.99557169	82.38856887	17.61143113			0	0	-883.6098823	0.05127461082	-1009.3852849625	
881.0498823	84	16	0.1590370142	0.04834532762	97.88999204	2.110007964	81.60107614	18.39892386			0	0	-881.0498823	0.04834532762	-919.270422223632	
878.4898823	84	16	0.2014503494	0.04568010475	97.77376044	2.226239559	80.82694399	19.17305601			0	0	-878.4898823	0.04568010475	-1008.72304661026	
875.9298823	84	16	0.2397450708	0.04324827421	97.65561072	2.344389282	80.06623395	19.93376605			0	0	-875.9298823	0.04324827421	-1103.3098563753	
873.3698823	84	16	0.2744728005	0.04102150486	97.53541084	2.464589158	79.31896819	20.68103181			0	0	-873.3698823	0.04102150486	-1202.74518107896	
870.8098823	84	16	0.3060927017	0.03897599329	97.4130189	2.586981096	78.58513272	21.41486728			0	0	-870.8098823	0.03897599329	-1307.23092885176	
868.2498823	84	16	0.3349899834	0.03709163426	97.28828207	2.711717927	77.86467964	22.13532036			0	0	-868.2498823	0.03709163426	-1417.0076255566	
865.6898823	84	16	0.361490139	0.03535131537	97.1610354	2.838964604	77.15752946	22.84247054			0	0	-865.6898823	0.03535131537	-1532.34106049051	
863.1298823	84	16	0.3858700223	0.03374036797	97.03110042	2.968899581	76.46357359	23.53642641			0	0	-863.1298823	0.03374036797	-1653.52345962982	
860.5698823	84	16	0.4083665518	0.03224613564	96.89828358	3.101716422	75.78267692	24.21732308			0	0	-860.5698823	0.03224613564	-1780.87554800629	
858.0098823	84	16	0.4291836136	0.03085763246	96.76237433	3.237625666	75.11468037	24.88531963			0	0	-858.0098823	0.03085763246	-1914.74967925388	
855.4498823	84	16	0.4484975851	0.02956527014	96.62314299	3.376857011	74.45940345	25.54059655			0	0	-855.4498823	0.02956527014	-2055.53442021801	
852.8898823	84	16	0.4664617898	0.02836063884	96.48033813	3.519661875	73.81664671	26.18335329			0	0	-852.8898823	0.02836063884	-2203.66088189464	
850.3298823	84	16	0.4832101178	0.0272363298	96.33368359	3.666316407	73.18619407	26.81380593			0	0	-850.3298823	0.0272363298	-2359.61133267523	
847.7698823	84	16	0.4988599889	0.02618579116	96.18287494	3.817125065	72.56781505	27.43218495			0	0	-847.7698823	0.02618579116	-2523.93092399071	
845.2098823	84	16	0.5135147945	0.02520321019	96.02757514	3.972424863	71.96126684	28.03873316			0	0	-845.2098823	0.02520321019	-2697.24333171715	
842.6498823	84	16	0.5272659213	0.02428341672	95.86740953	4.132590473	71.3662961	28.6337039			0	0	-842.6498823	0.02428341672	-2880.27174059548	
840.0898823	84	16	0.5401944409	0.02342180384	95.70195963	4.298040371	70.78264071	29.21735929			0	0	-840.0898823	0.02342180384	-3073.86724617111	
837.5298823	84	16	0.5523725266	0.02261426286	95.53075569	4.46924431	70.21003119	29.78996881			0	0	-837.5298823	0.02261426286	-3279.04749054818	
834.9698823	84	16	0.5638646494	0.0218571302	95.35326752	4.646732481	69.64819202	30.35180798			0	0	-834.9698823	0.0218571302	-3497.04985558437	
832.4098823	84	16	0.5747285928	0.02114714455	95.16889317	4.831106829	69.0968426	30.9031574			0	0	-832.4098823	0.02114714455	-3729.40597253744	
829.8498823	84	16	0.5850163199	0.02048141319	94.97694481	5.023055195	68.55569813	31.44430187			0	0	-829.8498823	0.02048141319	-3978.04739348644	
827.2898823	84	16	0.5947747178	0.01985738668	94.77663084	5.223369156	68.02447013	31.97552987			0	0	-827.2898823	0.01985738668	-4245.4591136064	
824.7298823	84	16	0.6040462418	0.01927284193	94.56703318	5.432966819	67.50286673	32.49713327			0	0	-824.7298823	0.01927284193	-4534.90765865015	
822.1698823	84	16	0.6128694781	0.01872587395	94.34707766	5.65292234	66.99059264	33.00940736			0	0	-822.1698823	0.01872587395	-4433.68141234678	
820.8898823	84	16	0.6171166396	0.009192136919	94.23282806	5.767171941	66.73786079	33.26213921			0	0	-820.8898823	0.009192136919	-68.6261877519885	
820.8098823	84	16	0.6173783938	0.0005717759586	94.22558705	5.774412954	66.72213915	33.27786085			0	0	-820.8098823	0.0005717759586	-135.621808080098	
820.7698823	84	16	0.6175090776	0.0002856832752	94.22196201	5.778037994	66.71428157	33.28571843			0	0	-820.7698823	0.0002856832752	-139.916512601158	
820.7498823	84	16	0.6175743769	0.0001427927555	94.22014835	5.779851646	66.7103536	33.2896464			0	0	-820.7498823	0.0001427927555	-140.049857087198	
820.7398823	84	16	0.6176070339	7.141063343E-05	94.21924124	5.780758756	66.70838867	33.29161133			0	0	-820.7398823	7.141063343E-05	-140.115600474514	
820.7198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-820.7198823	0.4084405787	0.0489752938368783	
820.6998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-820.6998823	0.4084405787	NaN	
820.6598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-820.6598823	0.4084405787	NaN	
820.5798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-820.5798823	0.4084405787	NaN	
820.4198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-820.4198823	0.4084405787	NaN	
820.0998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-820.0998823	0.4084405787	NaN	
819.4598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-819.4598823	0.4084405787	NaN	
818.1798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-818.1798823	0.4084405787	NaN	
815.6198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-815.6198823	0.4084405787	NaN	
810.4998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-810.4998823	0.4084405787	NaN	
805.3798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-805.3798823	0.4084405787	NaN	
800.2598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-800.2598823	0.4084405787	NaN	
795.1398823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-795.1398823	0.4084405787	NaN	
790.0198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-790.0198823	0.4084405787	NaN	
784.8998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-784.8998823	0.4084405787	NaN	
779.7798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-779.7798823	0.4084405787	NaN	
774.6598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-774.6598823	0.4084405787	NaN	
769.5398823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-769.5398823	0.4084405787	NaN	
764.4198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-764.4198823	0.4084405787	NaN	
759.2998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-759.2998823	0.4084405787	NaN	
754.1798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-754.1798823	0.4084405787	NaN	
749.0598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-749.0598823	0.4084405787	NaN	
743.9398823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-743.9398823	0.4084405787	NaN	
738.8198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-738.8198823	0.4084405787	NaN	
733.6998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-733.6998823	0.4084405787	NaN	
728.5798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-728.5798823	0.4084405787	NaN	
723.4598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-723.4598823	0.4084405787	NaN	
718.3398823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-718.3398823	0.4084405787	NaN	
713.2198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-713.2198823	0.4084405787	NaN	
708.0998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-708.0998823	0.4084405787	NaN	
702.9798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-702.9798823	0.4084405787	NaN	
697.8598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-697.8598823	0.4084405787	NaN	
692.7398823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-692.7398823	0.4084405787	NaN	
687.6198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-687.6198823	0.4084405787	NaN	
682.4998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-682.4998823	0.4084405787	NaN	
677.3798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-677.3798823	0.4084405787	NaN	
672.2598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-672.2598823	0.4084405787	NaN	
667.1398823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-667.1398823	0.4084405787	NaN	
662.0198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-662.0198823	0.4084405787	NaN	
656.8998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-656.8998823	0.4084405787	NaN	
651.7798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-651.7798823	0.4084405787	NaN	
646.6598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-646.6598823	0.4084405787	NaN	
641.5398823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-641.5398823	0.4084405787	NaN	
636.4198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-636.4198823	0.4084405787	NaN	
631.2998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-631.2998823	0.4084405787	NaN	
626.1798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-626.1798823	0.4084405787	NaN	
621.0598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-621.0598823	0.4084405787	NaN	
615.9398823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-615.9398823	0.4084405787	NaN	
610.8198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-610.8198823	0.4084405787	NaN	
605.6998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-605.6998823	0.4084405787	NaN	
600.5798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-600.5798823	0.4084405787	NaN	
595.4598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-595.4598823	0.4084405787	NaN	
590.3398823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-590.3398823	0.4084405787	NaN	
585.2198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-585.2198823	0.4084405787	NaN	
580.0998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-580.0998823	0.4084405787	NaN	
574.9798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-574.9798823	0.4084405787	NaN	
569.8598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-569.8598823	0.4084405787	NaN	
564.7398823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-564.7398823	0.4084405787	NaN	
559.6198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-559.6198823	0.4084405787	NaN	
554.4998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-554.4998823	0.4084405787	NaN	
549.3798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-549.3798823	0.4084405787	NaN	
544.2598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-544.2598823	0.4084405787	NaN	
539.1398823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-539.1398823	0.4084405787	NaN	
534.0198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-534.0198823	0.4084405787	NaN	
528.8998823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-528.8998823	0.4084405787	NaN	
523.7798823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-523.7798823	0.4084405787	NaN	
518.6598823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-518.6598823	0.4084405787	NaN	
513.5398823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-513.5398823	0.4084405787	NaN	
508.4198823	84	16	1	0.4084405787	94.21994083	5.780059172			47.71311282	52.28688718			-508.4198823	0.4084405787	NaN	
