T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(LI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(LI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(LI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(LI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
899.3892488	86	12	2	0	0		98.36754425	0.528324161	1.104131593				86	12	2	0.003322719148	-0.003082039812	-0.0002406793357				0.003322719148	-0.003082039812	-0.0002406793357	-899.3892488	0			
899.3792488	86	12	2	0.0002796761445	0.0002687535652		98.36737292	0.528450911	1.104176172				85.9966773	12.00308194	2.000240758	0.006645000017	-0.006163690345	-0.0004813096723				0	0	0	-899.3792488	0.0002687535652			
899.3592488	86	12	2	0.0008382157062	0.000536891675		98.36703036	0.5287044177	1.104265224				85.9900332	12.00924482	2.000721983	0.009965500441	-0.009243732459	-0.0007217679822				0	0	0	-899.3592488	0.000536891675			
899.3192488	86	12	2	0.00195317701	0.00107222484		98.36634537	0.5292112851	1.104443342				85.97675029	12.02156572	2.001683997	0.01660256869	-0.01540027222	-0.001202296473				0	0	0	-899.3192488	0.00107222484			
899.2392488	86	12	2	0.004174698059	0.00213863285		98.3649762	0.5302244559	1.104799342				85.95020569	12.04618821	2.003606094	0.02986078467	-0.02769899604	-0.002161788631				0	0	0	-899.2392488	0.00213863285			
899.0792488	86	12	2	0.008584398919	0.004254146293		98.36223998	0.5322487301	1.105511294				85.89720148	12.09535594	2.007442573	0.05631361491	-0.05223908572	-0.004074529188				0	0	0	-899.0792488	0.004254146293			
898.7592488	86	12	2	0.01727252549	0.008416984384		98.35677676	0.5362888992	1.106934345				85.79153327	12.19338205	2.01508468	0.1089647052	-0.1010896047	-0.007875100412				0	0	0	-898.7592488	0.008416984384			
898.1192488	86	12	2	0.0341078806	0.01645047387		98.34589196	0.5443410655	1.109766974				85.58155223	12.38822105	2.030226719	0.2132476715	-0.1978705349	-0.0153771366				0	0	0	-898.1192488	0.01645047387			
896.8392488	86	12	2	0.06582162687	0.03150488749		98.32427084	0.5603256684	1.11540349				85.16702381	12.77299022	2.059985966	0.4177382558	-0.3877491039	-0.02998915185				0	0	0	-896.8392488	0.03150488749			
894.2792488	86	12	2	0.1223636701	0.05798899961		98.28157557	0.5918369253	1.126587506				84.35963951	13.52291394	2.117446542	0.8104798833	-0.7527978552	-0.05768202807				0	0	0	-894.2792488	0.05798899961			
891.7192488	86	12	2	0.1711658104	0.05312438602		98.23949236	0.6227277917	1.137779846				83.58091234	14.24667705	2.172410613	0.7817145997	-0.7265414721	-0.05517312762				0	0	0	-891.7192488	0.05312438602			
889.1592488	86	12	2	0.2136656112	0.04885239662		98.19795081	0.653044339	1.149004849				82.83015953	14.94486621	2.224974259	0.7536326649	-0.7008690552	-0.0527636097				0	0	0	-889.1592488	0.04885239662			
