T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(LI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(LI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(LI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(LI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
917.5455638	94	3	3	0	0		98.03850336	0.0762687144	1.885227923				94	3	3	0.002932197182	-0.002122964536	-0.0008092326465				0.002932197182	-0.002122964536	-0.0008092326465	-917.5455638	0			
917.5355638	94	3	3	0.0007152474919	0.0007256638053		98.03815011	0.07630537887	1.885544513				93.99706786	3.002122876	3.000809266	0.005864276602	-0.004246161813	-0.001618114789				0	0	0	-917.5355638	0.0007256638053			
917.5155638	94	3	3	0.002142862457	0.00144931895		98.03744398	0.0763786788	1.886177337				93.99120434	3.006368665	3.002426995	0.008795328143	-0.006369408317	-0.002425919826				0	0	0	-917.5155638	0.00144931895			
917.4755638	94	3	3	0.004986408995	0.002890855358		98.03603324	0.07652515507	1.887441601				93.97948051	3.014860179	3.005659309	0.01465524841	-0.01061621793	-0.00403903048				0	0	0	-917.4755638	0.002890855358			
917.3955638	94	3	3	0.0106271748	0.005750796323		98.03321776	0.07681761492	1.889964625				93.95604571	3.031842883	3.012111404	0.02636633218	-0.0191110399	-0.007255292277				0	0	0	-917.3955638	0.005750796323			
917.2355638	94	3	3	0.02171617879	0.01137029886		98.02761351	0.07740116114	1.894985331				93.90921823	3.065822212	3.024959557	0.04975318129	-0.03610492692	-0.01364825437				0	0	0	-917.2355638	0.01137029886			
916.9155638	94	3	3	0.04317428124	0.02224956315		98.01650373	0.07856164585	1.904934624				93.81575266	3.133800573	3.050446768	0.09638433456	-0.07010610496	-0.0262782296				0	0	0	-916.9155638	0.02224956315			
916.2755638	94	3	3	0.08340859157	0.04264538252		97.99466357	0.0808566152	1.924479813				93.62959795	3.26979856	3.100603487	0.18905804	-0.1381276973	-0.05093034275				0	0	0	-916.2755638	0.04264538252			
914.9955638	94	3	3	0.1545231046	0.07865443422		97.95238634	0.08534611216	1.962267549				93.26053293	3.54168184	3.197785234	0.3719331042	-0.274008093	-0.09792501111				0	0	0	-914.9955638	0.07865443422			
912.4355638	94	3	3	0.2677919757	0.1357152843		97.87266706	0.09394872798	2.033384213				92.53630691	4.083066345	3.380626741	0.7270313268	-0.5435112786	-0.1835200482				0	0	0	-912.4355638	0.1357152843			
909.8755638	94	3	3	0.3527823615	0.1176128047		97.79751002	0.1019310305	2.100558946				91.83506037	4.613696024	3.551243605	0.7039624496	-0.5327104532	-0.1712519964				0	0	0	-909.8755638	0.1176128047			
907.3155638	94	3	3	0.418700198	0.1032024283		97.72607862	0.1093794329	2.164541945				91.15713699	5.13204063	3.710822376	0.680543645	-0.5203691856	-0.1601744593				0	0	0	-907.3155638	0.1032024283			
904.7555638	94	3	3	0.4712062789	0.09151553227		97.65775129	0.116365291	2.225883421				90.50230679	5.637287235	3.860405978	0.6573583206	-0.5072150216	-0.150143299				0	0	0	-904.7555638	0.09151553227			
