T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(LI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(LI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(LI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(LI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
899.0113021	86	13	1	0	0		98.5748731	0.8589714878	0.566155408				86	13	1	0.00355055092	-0.0034280516	-0.0001224993192				0.00355055092	-0.0034280516	-0.0001224993192	-899.0113021	0			
899.0013021	86	13	1	0.0002994286484	0.0002824452545		98.57463972	0.8592042426	0.5661560351				85.99644939	13.00342806	1.000122544	0.007100802492	-0.006855809887	-0.0002449926049				0	0	0	-899.0013021	0.0002824452545			
898.9813021	86	13	1	0.0008974387313	0.000564273162		98.57417298	0.8596697806	0.5661572384				85.98934921	13.01028327	1.000367519	0.01064986902	-0.01028241354	-0.0003674554799				0	0	0	-898.9813021	0.000564273162			
898.9413021	86	13	1	0.002091310625	0.001127060949		98.57323947	0.8606008831	0.5661596506				85.97515218	13.02399039	1.000857433	0.01774552104	-0.01713320025	-0.0006123207899				0	0	0	-898.9413021	0.001127060949			
898.8613021	86	13	1	0.00447049946	0.002248582071		98.57137264	0.8624627463	0.5661646137				85.94677181	13.05139118	1.001837012	0.03192638902	-0.03082459721	-0.001101791813				0	0	0	-898.8613021	0.002248582071			
898.7013021	86	13	1	0.009194909786	0.004475132862		98.56763957	0.8661854655	0.5661749637				85.89006602	13.10613881	1.003795164	0.06024652576	-0.0581668277	-0.002079698065				0	0	0	-898.7013021	0.004475132862			
898.3813021	86	13	1	0.01849904719	0.008854251555		98.56017625	0.8736279187	0.5661958308				85.77687918	13.21541642	1.007704397	0.1167193622	-0.1126880498	-0.00403131241				0	0	0	-898.3813021	0.008854251555			
897.7413021	86	13	1	0.03657003379	0.0173522737		98.54525934	0.8884990864	0.566241575				85.55140407	13.43309584	1.01550009	0.2289885859	-0.2210712459	-0.007917339975				0	0	0	-897.7413021	0.0173522737			
896.4613021	86	13	1	0.0706926622	0.03334967443		98.51546201	0.9181877376	0.5663502559				85.10412539	13.86487848	1.030996129	0.4507534555	-0.435136512	-0.01561694348				0	0	0	-896.4613021	0.03334967443			
893.9013021	86	13	1	0.1317800861	0.06178388923		98.45599259	0.977361609	0.5666458023				84.22477081	14.7136527	1.061576482	0.8827473565	-0.852046851	-0.03070050547				0	0	0	-893.9013021	0.06178388923			
891.3413021	86	13	1	0.1847320119	0.05710063898		98.39665652	1.036299166	0.5670443124				83.36654261	15.54193278	1.091524609	0.8615383432	-0.8314743291	-0.03006401405				0	0	0	-891.3413021	0.05710063898			
888.7813021	86	13	1	0.2309817931	0.05291056181		98.33741033	1.095026387	0.5675632868				82.5301735	16.34903003	1.120796463	0.8395927022	-0.8102077047	-0.02938499754				0	0	0	-888.7813021	0.05291056181			
886.2213021	86	13	1	0.2716589063	0.04915057157		98.27821568	1.153568437	0.5682158874				81.71613844	17.13450154	1.149360011	0.8171708675	-0.7884970171	-0.02867385039				0	0	0	-886.2213021	0.04915057157			
883.6613021	86	13	1	0.3076613073	0.04576492919		98.21903747	1.211951661	0.5690108677				80.924663	17.89814357	1.177193429	0.794523053	-0.766582236	-0.02794081701				0	0	0	-883.6613021	0.04576492919			
881.1013021	86	13	1	0.3397111373	0.04270750516		98.15984326	1.270203416	0.5699533242				80.15575354	18.63996236	1.204284104	0.7718692502	-0.7446741102	-0.02719514003				0	0	0	-881.1013021	0.04270750516			
878.5413021	86	13	1	0.3683951094	0.03993958514		98.10060256	1.328352039	0.5710453989				79.40922802	19.36014445	1.230627533	0.7493984749	-0.7229535164	-0.02644495847				0	0	0	-878.5413021	0.03993958514			
