T	w(AL)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@FCC_A1)	dwdT_L(LI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
919.1550902	97	3	0.4592523765	0.1231523038	97.6642317	2.335768295	96.26933177	3.730668229	0.1731015475	-0.1731015475	0	0	-919.1550902	0.1231523038	-101.095028287428	
917.8750902	97	3	0.5174694066	0.1114947113	97.58874433	2.411255669	96.10376463	3.896235373	0.1668377891	-0.1668377891	0	0	-917.8750902	0.1114947113	-121.436218571214	
916.5950902	97	3	0.5647614027	0.1017368615	97.51586811	2.484131894	95.94383061	4.056169386	0.1611626991	-0.1611626991	0	0	-916.5950902	0.1017368615	-143.917597030106	
915.3150902	97	3	0.603861849	0.09346384955	97.44527626	2.554723744	95.78903172	4.210968281	0.1559892297	-0.1559892297	0	0	-915.3150902	0.09346384955	-168.59182291702	
914.0350902	97	3	0.6366785705	0.0863717893	97.37670053	2.623299472	95.63893813	4.361061866	0.1512486956	-0.1512486956	0	0	-914.0350902	0.0863717893	-195.510519906303	
912.7550902	97	3	0.6645798871	0.0802332082	97.30991793	2.690082067	95.49317507	4.506824932	0.1468856939	-0.1468856939	0	0	-912.7550902	0.0802332082	-224.722088007775	
911.4750902	97	3	0.6885704531	0.07487459869	97.24474106	2.755258939	95.35141291	4.648587089	0.1428547194	-0.1428547194	0	0	-911.4750902	0.07487459869	-256.271697744899	
910.1950902	97	3	0.7094031079	0.07016142485	97.18101086	2.818989142	95.21335972	4.786640276	0.1391178347	-0.1391178347	0	0	-910.1950902	0.07016142485	-290.20135524898	
908.9150902	97	3	0.727652187	0.06598784985	97.11859117	2.881408834	95.07875536	4.921244641	0.1356430176	-0.1356430176	0	0	-908.9150902	0.06598784985	-326.550019770969	
907.6350902	97	3	0.743762848	0.06226953884	97.05736451	2.942635492	94.94736678	5.052633215	0.1324029576	-0.1324029576	0	0	-907.6350902	0.06226953884	-365.353747365531	
906.3550902	97	3	0.7580850368	0.05893851534	96.99722881	3.002771193	94.81898429	5.181015706	0.1293741578	-0.1293741578	0	0	-906.3550902	0.05893851534	-416.373976392464	
903.7950902	97	3	0.7827662696	0.107593918	96.87988386	3.120116145	94.57049709	5.429502907	0.2494373574	-0.2494373574	0	0	-903.7950902	0.107593918	-345.188366809395	
901.2350902	97	3	0.802887646	0.09799558829	96.76596179	3.234038208	94.33197749	5.668022506	0.2394333207	-0.2394333207	0	0	-901.2350902	0.09799558829	-295.049240933228	
898.6750902	97	3	0.8195986093	0.08996443718	96.65499291	3.345007088	94.10232855	5.897671447	0.2305299078	-0.2305299078	0	0	-898.6750902	0.08996443718	-349.851384356851	
896.1150902	97	3	0.8336959923	0.08315948725	96.54660033	3.453399671	93.88062768	6.119372325	0.222552406	-0.222552406	0	0	-896.1150902	0.08315948725	-410.006538680123	
893.5550902	97	3	0.8457481423	0.07732779685	96.44047644	3.559523555	93.66609055	6.333909449	0.2153620465	-0.2153620465	0	0	-893.5550902	0.07732779685	-475.533095680279	
890.9950902	97	3	0.8561707841	0.07228018846	96.33636687	3.663633134	93.45804491	6.541955088	0.2088463912	-0.2088463912	0	0	-890.9950902	0.07228018846	-546.489155180278	
888.4350902	97	3	0.8652747105	0.06787263959	96.23405865	3.765941348	93.25591012	6.744089881	0.2029134881	-0.2029134881	0	0	-888.4350902	0.06787263959	-622.925901796075	
885.8750902	97	3	0.8732967346	0.06399373479	96.13337164	3.866628356	93.0591812	6.940818804	0.1974874026	-0.1974874026	0	0	-885.8750902	0.06399373479	-704.887434629722	
883.3150902	97	3	0.8804203515	0.06055604727	96.03415194	3.965848058	92.8674162	7.1325838	0.1925053215	-0.1925053215	0	0	-883.3150902	0.06055604727	-792.412042293436	
880.7550902	97	3	0.8867898737	0.05749009331	95.93626693	4.063733071	92.68022611	7.319773888	0.1879132235	-0.1879132235	0	0	-880.7550902	0.05749009331	-885.533315694949	
878.1950902	97	3	0.8925203161	0.05474001132	95.83960142	4.160398583	92.49726667	7.502733329	0.1836666529	-0.1836666529	0	0	-878.1950902	0.05474001132	-984.281096748562	
875.6350902	97	3	0.8977044446	0.05226042092	95.74405463	4.255945368	92.31823172	7.681768276	0.1797273659	-0.1797273659	0	0	-875.6350902	0.05226042092	-1088.68231903293	
873.0750902	97	3	0.9024178911	0.05001410506	95.64953782	4.350462182	92.14284776	7.857152241	0.1760626031	-0.1760626031	0	0	-873.0750902	0.05001410506	-1198.76173831247	
870.5150902	97	3	0.9067229246	0.04797027557	95.55597232	4.444027681	91.97086938	8.029130617	0.1726441428	-0.1726441428	0	0	-870.5150902	0.04797027557	-1314.54256866525	
867.9550902	97	3	0.9106712715	0.04610325895	95.46328804	4.536711964	91.80207556	8.197924444	0.1694475439	-0.1694475439	0	0	-867.9550902	0.04610325895	-1436.04706713727	
865.3950902	97	3	0.914306252	0.04439148901	95.37142216	4.628577843	91.63626643	8.363733569	0.1664515396	-0.1664515396	0	0	-865.3950902	0.04439148901	-1563.29705331163	
862.8350902	97	3	0.9176644199	0.04281672646	95.28031812	4.719681879	91.47326069	8.526739306	0.163637517	-0.163637517	0	0	-862.8350902	0.04281672646	-1696.31434710133	
860.2750902	97	3	0.9207768327	0.04136344832	95.18992476	4.81007524	91.3128933	8.687106697	0.1609891562	-0.1609891562	0	0	-860.2750902	0.04136344832	-1835.1212202715	
857.7150902	97	3	0.9236700471	0.04001836596	95.10019558	4.899804423	91.15501357	8.844986434	0.1584920522	-0.1584920522	0	0	-857.7150902	0.04001836596	-1979.74077085861	
855.1550902	97	3	0.926366906	0.03877004129	95.01108815	4.98891185	90.99948349	9.000516513	0.1561334586	-0.1561334586	0	0	-855.1550902	0.03877004129	-2130.19730908523	
852.5950902	97	3	0.9288871664	0.03760857886	94.92256362	5.077436381	90.84617635	9.153823645	0.1539020527	-0.1539020527	0	0	-852.5950902	0.03760857886	-2286.51665621932	
850.0350902	97	3	0.9312480034	0.03652537685	94.83458626	5.165413742	90.69497551	9.305024488	0.1517877419	-0.1517877419	0	0	-850.0350902	0.03652537685	-2448.72650652269	
847.4750902	97	3	0.9334644199	0.03551292451	94.74712311	5.252876894	90.54577329	9.454226707	0.1497815013	-0.1497815013	0	0	-847.4750902	0.03551292451	-2616.85670885842	
844.9150902	97	3	0.9355495797	0.0345646361	94.66014365	5.339856349	90.3984701	9.601529903	0.1478752362	-0.1478752362	0	0	-844.9150902	0.0345646361	-2791.60049792596	
842.3550902	97	3	0.9375150989	0.03367509875	94.57361935	5.426380648	90.25297329	9.747026707	0.1460616647	-0.1460616647	0	0	-842.3550902	0.03367509875	-2971.38662508255	
839.7950902	97	3	0.9393712138	0.03283831387	94.48752426	5.512475738	90.10919769	9.890802307	0.1443339333	-0.1443339333	0	0	-839.7950902	0.03283831387	-3156.86718446492	
837.2350902	97	3	0.9411270395	0.03205031108	94.40183349	5.598166511	89.96706308	10.03293692	0.1426867159	-0.1426867159	0	0	-837.2350902	0.03205031108	-3349.1649533465	
834.6750902	97	3	0.9427906935	0.03130697151	94.31652394	5.68347606	89.82649494	10.17350506	0.141114293	-0.141114293	0	0	-834.6750902	0.03130697151	-3547.44223081191	
832.1150902	97	3	0.9443694322	0.03060468759	94.23157393	5.768426072	89.68742362	10.31257638	0.1396117709	-0.1396117709	0	0	-832.1150902	0.03060468759	-3751.88004686812	
829.5550902	97	3	0.9458697628	0.02994023014	94.14696303	5.853036969	89.54978393	10.45021607	0.1381746929	-0.1381746929	0	0	-829.5550902	0.02994023014	-3962.53181036319	
826.9950902	97	3	0.9472975379	0.02931070023	94.06267197	5.937328025	89.41351472	10.58648528	0.1367989906	-0.1367989906	0	0	-826.9950902	0.02931070023	-4179.45497186103	
824.4350902	97	3	0.9486580362	0.02871348839	93.97868253	6.021317474	89.27855855	10.72144145	0.1354809432	-0.1354809432	0	0	-824.4350902	0.02871348839	-4402.71177196742	
821.8750902	97	3	0.9499560315	0.02814623963	93.89497739	6.105022607	89.14486138	10.85513862	0.1342171407	-0.1342171407	0	0	-821.8750902	0.02814623963	-4632.36939909126	
819.3150902	97	3	0.9511958516	0.02760682339	93.81154015	6.188459852	89.01237229	10.98762771	0.1330044523	-0.1330044523	0	0	-819.3150902	0.02760682339	-4868.50064697889	
816.7550902	97	3	0.9523814302	0.02709330769	93.72835515	6.271644853	88.88104321	11.11895679	0.1318399983	-0.1318399983	0	0	-816.7550902	0.02709330769	-5111.1838559137	
814.1950902	97	3	0.95351635	0.02660393662	93.64540746	6.354592538	88.75082875	11.24917125	0.1307211255	-0.1307211255	0	0	-814.1950902	0.02660393662	-5360.50355477346	
811.6350902	97	3	0.9546038823	0.02613711097	93.56268283	6.437317174	88.62168593	11.37831407	0.1296453857	-0.1296453857	0	0	-811.6350902	0.02613711097	-5616.55062177318	
809.0750902	97	3	0.9556470193	0.02569137118	93.48016757	6.519832428	88.49357404	11.50642596	0.1286105156	-0.1286105156	0	0	-809.0750902	0.02569137118	-5879.42282018342	
806.5150902	97	3	0.9566485042	0.02526538262	93.39784859	6.60215141	88.36645444	11.63354556	0.1276144205	-0.1276144205	0	0	-806.5150902	0.02526538262	-6149.2253054088	
803.9550902	97	3	0.9576108562	0.02485792256	93.31571328	6.684286721	88.24029044	11.75970956	0.1266551585	-0.1266551585	0	0	-803.9550902	0.02485792256	-6426.07079175806	
801.3950902	97	3	0.9585363933	0.0244678688	93.23374951	6.766250495	88.11504715	11.88495285	0.1257309268	-0.1257309268	0	0	-801.3950902	0.0244678688	-6710.08023596813	
798.8350902	97	3	0.9594272523	0.02409418962	93.15194557	6.848054428	87.99069133	12.00930867	0.1248400502	-0.1248400502	0	0	-798.8350902	0.02409418962	-7001.38319698481	
796.2750902	97	3	0.9602854058	0.02373593492	93.07029018	6.929709819	87.86719131	12.13280869	0.1239809691	-0.1239809691	0	0	-796.2750902	0.02373593492	-7300.11884701405	
793.7150902	97	3	0.9611126781	0.02339222841	92.9887724	7.011227596	87.74451687	12.25548313	0.1231522308	-0.1231522308	0	0	-793.7150902	0.02339222841	-7606.43564994446	
791.1550902	97	3	0.9619107591	0.02306226057	92.90738166	7.092618344	87.62263912	12.37736088	0.1223524798	-0.1223524798	0	0	-791.1550902	0.02306226057	-7920.49282472937	
788.5950902	97	3	0.9626812161	0.02274528256	92.82610767	7.173892333	87.50153045	12.49846955	0.1215804505	-0.1215804505	0	0	-788.5950902	0.02274528256	-8242.46085587796	
786.0350902	97	3	0.9634255052	0.02244060063	92.74494046	7.255059537	87.38116441	12.61883559	0.1208349595	-0.1208349595	0	0	-786.0350902	0.02244060063	-8572.52169167705	
783.4750902	97	3	0.9641449811	0.02214757123	92.66387034	7.33612966	87.26151569	12.73848431	0.1201148995	-0.1201148995	0	0	-783.4750902	0.02214757123	-8910.86995537578	
780.9150902	97	3	0.9648409053	0.02186559658	92.58288785	7.41711215	87.14255997	12.85744003	0.1194192333	-0.1194192333	0	0	-780.9150902	0.02186559658	-9257.71426990753	
778.3550902	97	3	0.9655144548	0.02159412077	92.50198378	7.498016225	87.02427392	12.97572608	0.1187469884	-0.1187469884	0	0	-778.3550902	0.02159412077	-9613.27744824605	
775.7950902	97	3	0.9661667284	0.02133262615	92.42114912	7.578850882	86.90663513	13.09336487	0.1180972523	-0.1180972523	0	0	-775.7950902	0.02133262615	-9977.79693364771	
773.2350902	97	3	0.9667987536	0.02108063015	92.34037508	7.659624916	86.78962201	13.21037799	0.1174691678	-0.1174691678	0	0	-773.2350902	0.02108063015	-10351.5278156781	
770.6750902	97	3	0.9674114923	0.02083768245	92.25965306	7.740346938	86.67321381	13.32678619	0.1168619294	-0.1168619294	0	0	-770.6750902	0.02083768245	-10734.7421025214	
768.1150902	97	3	0.9680058458	0.0206033623	92.17897462	7.82102538	86.55739051	13.44260949	0.1162747794	-0.1162747794	0	0	-768.1150902	0.0206033623	-11127.7312477927	
765.5550902	97	3	0.9685826596	0.02037727626	92.09833148	7.901668518	86.44213282	13.55786718	0.1157070045	-0.1157070045	0	0	-765.5550902	0.02037727626	-11530.8065552326	
762.9950902	97	3	0.9691427278	0.02015905597	92.01771553	7.982284474	86.32742209	13.67257791	0.1151579329	-0.1151579329	0	0	-762.9950902	0.02015905597	-11944.3013124503	
760.4350902	97	3	0.9696867968	0.01994835631	91.93711877	8.062881233	86.21324033	13.78675967	0.1146269313	-0.1146269313	0	0	-760.4350902	0.01994835631	-12368.5728468652	
757.8750902	97	3	0.9702155691	0.01974485358	91.85653335	8.143466653	86.09957014	13.90042986	0.1141134027	-0.1141134027	0	0	-757.8750902	0.01974485358	-12804.0037143538	
755.3150902	97	3	0.9707297063	0.01954824395	91.77595153	8.224048472	85.98639466	14.01360534	0.1136167834	-0.1136167834	0	0	-755.3150902	0.01954824395	-13251.0027278465	
752.7550902	97	3	0.9712298321	0.01935824193	91.69536568	8.304634319	85.87369758	14.12630242	0.1131365415	-0.1131365415	0	0	-752.7550902	0.01935824193	-13710.0097491896	
750.1950902	97	3	0.9717165351	0.01917457915	91.61476828	8.385231721	85.7614631	14.2385369	0.1126721746	-0.1126721746	0	0	-750.1950902	0.01917457915	-14181.49675803	
747.6350902	97	3	0.9721903711	0.01899700305	91.53415188	8.465848116	85.64967586	14.35032414	0.1122232078	-0.1122232078	0	0	-747.6350902	0.01899700305	-14665.9686389113	
745.0750902	97	3	0.9726518656	0.01882527581	91.45350915	8.546490853	85.53832098	14.46167902	0.1117891923	-0.1117891923	0	0	-745.0750902	0.01882527581	-15163.9695927753	
742.5150902	97	3	0.9731015156	0.01865917334	91.37283279	8.627167206	85.42738398	14.57261602	0.1113697037	-0.1113697037	0	0	-742.5150902	0.01865917334	-15676.083774491	
739.9550902	97	3	0.9735397918	0.01849848432	91.29211562	8.707884377	85.31685079	14.68314921	0.1109643405	-0.1109643405	0	0	-739.9550902	0.01849848432	-16202.9403742874	
737.3950902	97	3	0.9739671398	0.01834300938	91.21135049	8.788649507	85.20670772	14.79329228	0.1105727229	-0.1105727229	0	0	-737.3950902	0.01834300938	-16745.2176017724	
734.8350902	97	3	0.9743839827	0.01819256029	91.13053032	8.869469676	85.09694143	14.90305857	0.1101944915	-0.1101944915	0	0	-734.8350902	0.01819256029	-17303.6444958411	
732.2750902	97	3	0.9747907215	0.01804695922	91.04964809	8.950351914	84.98753893	15.01246107	0.1098293061	-0.1098293061	0	0	-732.2750902	0.01804695922	-17879.0097096183	
729.7150902	97	3	0.9751877373	0.01790603812	90.96869679	9.031303207	84.87848754	15.12151246	0.1094768446	-0.1094768446	0	0	-729.7150902	0.01790603812	-18472.165044724	
727.1550902	97	3	0.9755753919	0.01776963806	90.8876695	9.112330497	84.7697749	15.2302251	0.1091368021	-0.1091368021	0	0	-727.1550902	0.01776963806	-19084.0308814309	
724.5950902	97	3	0.9759540297	0.01763760869	90.8065593	9.193440697	84.66138891	15.33861109	0.1088088903	-0.1088088903	0	0	-724.5950902	0.01763760869	-19715.6051907343	
722.0350902	97	3	0.9763239782	0.01750980771	90.72535931	9.274640686	84.55331777	15.44668223	0.1084928359	-0.1084928359	0	0	-722.0350902	0.01750980771	-20367.9683385305	
719.4750902	97	3	0.9766855493	0.01738610037	90.64406268	9.355937321	84.44554992	15.55445008	0.1081883804	-0.1081883804	0	0	-719.4750902	0.01738610037	-21042.2953443849	
716.9150902	97	3	0.97703904	0.01726635906	90.56266256	9.43733744	84.33807406	15.66192594	0.1078952794	-0.1078952794	0	0	-716.9150902	0.01726635906	-21739.8628074816	
714.3550902	97	3	0.9773847337	0.01715046285	90.48115214	9.518847865	84.23087909	15.76912091	0.1076133014	-0.1076133014	0	0	-714.3550902	0.01715046285	-22462.0592271176	
711.7950902	97	3	0.9777229006	0.01703829713	90.39952459	9.600475408	84.12395416	15.87604584	0.1073422278	-0.1073422278	0	0	-711.7950902	0.01703829713	-23210.4029057944	
709.2350902	97	3	0.9780537984	0.01692975327	90.31777312	9.682226878	84.01728862	15.98271138	0.1070818518	-0.1070818518	0	0	-709.2350902	0.01692975327	-23986.8543833025	
706.6750902	97	3	0.9783776737	0.01682473079	90.23589092	9.76410908	83.91087199	16.08912801	0.1068319782	-0.1068319782	0	0	-706.6750902	0.01682473079	-24792.5853383827	
704.1150902	97	3	0.9786947615	0.01672312683	90.15387117	9.846128825	83.80469401	16.19530599	0.1065924227	-0.1065924227	0	0	-704.1150902	0.01672312683	-25629.6541794523	
701.5550902	97	3	0.979005287	0.01662485137	90.07170707	9.92829293	83.69874456	16.30125544	0.1063630114	-0.1063630114	0	0	-701.5550902	0.01662485137	-26500.8076626198	
698.9950902	97	3	0.9793094653	0.01652981655	89.98939178	10.01060822	83.59301371	16.40698629	0.1061435805	-0.1061435805	0	0	-698.9950902	0.01652981655	-27398.792586498	
696.4350902	97	3	0.9796075013	0.01643787922	89.90691845	10.09308155	83.48749202	16.51250798	0.1059339759	-0.1059339759	0	0	-696.4350902	0.01643787922	-28355.2234598868	
693.8750902	97	3	0.9798995944	0.01634913719	89.82428022	10.17571978	83.38216912	16.61783088	0.1057344026	-0.1057344026	0	0	-693.8750902	0.01634913719	-29351.3169713447	
691.3150902	97	3	0.9801859324	0.01626334128	89.7414702	10.2585298	83.27703588	16.72296412	0.1055440086	-0.1055440086	0	0	-691.3150902	0.01626334128	-30375.3519397927	
688.7550902	97	3	0.9804666965	0.01618047755	89.65848148	10.34151852	83.17208291	16.82791709	0.1053630331	-0.1053630331	0	0	-688.7550902	0.01618047755	-31457.0190807859	
686.1950902	97	3	0.9807420604	0.01610047875	89.57530745	10.42469255	83.06730095	16.93269905	0.1051913567	-0.1051913567	0	0	-686.1950902	0.01610047875	-32591.7791754086	
683.6350902	97	3	0.9810121906	0.0160232828	89.49194041	10.50805959	82.96268086	17.03731914	0.1050288683	-0.1050288683	0	0	-683.6350902	0.0160232828	-33783.1790122884	
681.0750902	97	3	0.981277247	0.01594882518	89.40837371	10.59162629	82.85821357	17.14178643	0.1048754641	-0.1048754641	0	0	-681.0750902	0.01594882518	-35036.4413974332	
678.5150902	97	3	0.9815373833	0.0158770508	89.32460027	10.67539973	82.75389015	17.24610985	0.1047310481	-0.1047310481	0	0	-678.5150902	0.0158770508	-36358.0465510246	
675.9550902	97	3	0.981792747	0.01580790547	89.24061297	10.75938703	82.64970171	17.35029829	0.1045955312	-0.1045955312	0	0	-675.9550902	0.01580790547	-37753.9568956054	
673.3950902	97	3	0.9820434798	0.01574133798	89.15640463	10.84359537	82.54563949	17.45436051	0.1044688316	-0.1044688316	0	0	-673.3950902	0.01574133798	-39231.4280982231	
670.8350902	97	3	0.9822897181	0.01567729992	89.07196804	10.92803196	82.44169478	17.55830522	0.1043508743	-0.1043508743	0	0	-670.8350902	0.01567729992	-40798.7151284276	
668.2750902	97	3	0.9825315931	0.01561574563	88.98729591	11.01270409	82.33785892	17.66214108	0.1042415907	-0.1042415907	0	0	-668.2750902	0.01561574563	-42465.2408979496	
665.7150902	97	3	0.982769231	0.01555663203	88.90238088	11.09761912	82.23412336	17.76587664	0.104140919	-0.104140919	0	0	-665.7150902	0.01555663203	-44241.8230567025	
663.1550902	97	3	0.9830027532	0.0154999186	88.81721552	11.18278448	82.13047955	17.86952045	0.1040488036	-0.1040488036	0	0	-663.1550902	0.0154999186	-46140.9300854919	
660.5950902	97	3	0.9832322769	0.01544556722	88.73179236	11.26820764	82.02691904	17.97308096	0.1039651951	-0.1039651951	0	0	-660.5950902	0.01544556722	-48176.9922020224	
658.0350902	97	3	0.9834579147	0.01539354211	88.64610381	11.35389619	81.92343339	18.07656661	0.1038900503	-0.1038900503	0	0	-658.0350902	0.01539354211	-50366.8406172196	
655.4750902	97	3	0.9836797753	0.01534380977	88.56014223	11.43985777	81.8200142	18.1799858	0.1038233319	-0.1038233319	0	0	-655.4750902	0.01534380977	-52730.2517274107	
652.9150902	97	3	0.9838979635	0.01529633897	88.47389988	11.52610012	81.71665312	18.28334688	0.1037650086	-0.1037650086	0	0	-652.9150902	0.01529633897	-55290.4259028669	
650.3550902	97	3	0.9841125804	0.01525110041	88.38736892	11.61263108	81.6133418	18.3866582	0.1037150548	-0.1037150548	0	0	-650.3550902	0.01525110041	-58075.0409155325	
647.7950902	97	3	0.9843237235	0.01520806706	88.30054144	11.69945856	81.51007194	18.48992806	0.1036734506	-0.1036734506	0	0	-647.7950902	0.01520806706	-61117.2967800948	
645.2350902	97	3	0.984531487	0.01516721383	88.21340941	11.78659059	81.40683522	18.59316478	0.103640182	-0.103640182	0	0	-645.2350902	0.01516721383	-64457.1950097208	
642.6750902	97	3	0.9847359616	0.01512851761	88.12596471	11.87403529	81.30362336	18.69637664	0.1036152405	-0.1036152405	0	0	-642.6750902	0.01512851761	-68143.5562769192	
640.1150902	97	3	0.9849372354	0.0150919572	88.03819909	11.96180091	81.20042806	18.79957194	0.1035986232	-0.1035986232	0	0	-640.1150902	0.0150919572	-72236.5418299142	
637.5550902	97	3	0.985135393	0.01505751329	87.95010421	12.04989579	81.09724103	18.90275897	0.1035903327	-0.1035903327	0	0	-637.5550902	0.01505751329	-76811.1429853721	
634.9950902	97	3	0.9853305165	0.0150251684	87.8616716	12.1383284	80.99405396	19.00594604	0.1035903747	-0.1035903747	0	0	-634.9950902	0.0150251684	-81962.0882907875	
632.4350902	97	3	0.9855226852	0.01499490688	87.77289266	12.22710734	80.89085855	19.10914145	0.1035987683	-0.1035987683	0	0	-632.4350902	0.01499490688	-87810.7723723326	
629.8750902	97	3	0.9857119759	0.01496671485	87.68375867	12.31624133	80.78764644	19.21235356	0.10361553	-0.10361553	0	0	-629.8750902	0.01496671485	-94515.3646300946	
627.3150902	97	3	0.9858984628	0.01494058019	87.59426077	12.40573923	80.68440929	19.31559071	0.1036406849	-0.1036406849	0	0	-627.3150902	0.01494058019	-102285.91985816	
624.7550902	97	3	0.9860822176	0.0149164925	87.50438995	12.49561005	80.58113871	19.41886129	0.1036742633	-0.1036742633	0	0	-624.7550902	0.0149164925	-111407.748145322	
622.1950902	97	3	0.9862633101	0.01489444313	87.41413707	12.58586293	80.47782626	19.52217374	0.1037163013	-0.1037163013	0	0	-622.1950902	0.01489444313	-122278.425091172	
619.6350902	97	3	0.9864418075	0.01487442512	87.32349282	12.67650718	80.37446348	19.62553652	0.1037668408	-0.1037668408	0	0	-619.6350902	0.01487442512	-135469.290130975	
617.0750902	97	3	0.9866177751	0.0148564332	87.23244775	12.76755225	80.27104186	19.72895814	0.1038259291	-0.1038259291	0	0	-617.0750902	0.0148564332	-151832.932538231	
614.5150902	97	3	0.9867912763	0.0148404638	87.14099221	12.85900779	80.16755282	19.83244718	0.1038936196	-0.1038936196	0	0	-614.5150902	0.0148404638	-172701.85154634	
611.9550902	97	3	0.9869623723	0.01482651503	87.04911643	12.95088357	80.06398774	19.93601226	0.103969974	-0.103969974	0	0	-611.9550902	0.01482651503	-200285.614448638	
609.3950902	97	3	0.9871311227	0.01481458671	86.9568104	13.0431896	79.96033792	20.03966208	0.104055052	-0.104055052	0	0	-609.3950902	0.01481458671	-238545.177976526	
606.8350902	97	3	0.9872975851	0.01480468031	86.86406397	13.13593603	79.85659461	20.14340539	0.1041489274	-0.1041489274	0	0	-606.8350902	0.01480468031	-295400.21138828	
604.2750902	97	3	0.9874618156	0.01479679906	86.77086678	13.22913322	79.75274896	20.24725104	0.1042516774	-0.1042516774	0	0	-604.2750902	0.01479679906	-389498.669295255	
601.7150902	97	3	0.9876238685	0.01479094785	86.67720825	13.32279175	79.64879206	20.35120794	0.1043633857	-0.1043633857	0	0	-601.7150902	0.01479094785	-578930.88133508	
599.1550902	97	3	0.9877837966	0.01478713334	86.58307762	13.41692238	79.54471488	20.45528512	0.1044841422	-0.1044841422	0	0	-599.1550902	0.01478713334	-1200999.8895659	
596.5950902	97	3	0.9879416512	0.01478536391	86.4884639	13.5115361	79.44050832	20.55949168	0.1046140438	-0.1046140438	0	0	-596.5950902	0.01478536391	10961224.2598532	
594.0350902	97	3	0.9880974821	0.01478564972	86.39335585	13.60664415	79.33616317	20.66383683	0.1047531932	-0.1047531932	0	0	-594.0350902	0.01478564972	8104711.8628062	
591.4750902	97	3	0.9882513377	0.01478800275	86.29774204	13.70225796	79.2316701	20.7683299	0.1049017005	-0.1049017005	0	0	-591.4750902	0.01478800275	910934.719515542	
588.9150902	97	3	0.9884032651	0.0147924368	86.20161076	13.79838924	79.12701969	20.87298031	0.1050596829	-0.1050596829	0	0	-588.9150902	0.0147924368	502393.576559638	
586.3550902	97	3	0.9885533101	0.01479896753	86.10495005	13.89504995	79.02220236	20.97779764	0.1052272647	-0.1052272647	0	0	-586.3550902	0.01479896753	350737.295282675	
583.7950902	97	3	0.9887015172	0.01480761251	86.00774769	13.99225231	78.91720842	21.08279158	0.1054045779	-0.1054045779	0	0	-583.7950902	0.01480761251	270034.86428077	
581.2350902	97	3	0.9888479297	0.01481839126	85.90999119	14.09000881	78.81202805	21.18797195	0.105591762	-0.105591762	0	0	-581.2350902	0.01481839126	219514.259807933	
578.6750902	97	3	0.9889925899	0.01483132533	85.81166777	14.18833223	78.70665126	21.29334874	0.1057889647	-0.1057889647	0	0	-578.6750902	0.01483132533	184767.433695443	
576.1150902	97	3	0.9891355388	0.01484643828	85.71276433	14.28723567	78.60106792	21.39893208	0.1059963418	-0.1059963418	0	0	-576.1150902	0.01484643828	159341.993318166	
