T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(LI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(LI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(LI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(LI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
879.4261441	81	16	3	0	0		97.89581019	0.5642817272	1.53990808				81	16	3	0.002329704698	-0.002128386017	-0.0002013186805				0.002329704698	-0.002128386017	-0.0002013186805	-879.4261441	0			
879.4161441	81	16	3	0.0001444982817	0.0001380079701		97.89566214	0.5643564235	1.539981441				80.99767055	16.002128	3.000201446	0.00465910527	-0.004256510913	-0.0004025943567				0	0	0	-879.4161441	0.0001380079701			
879.3961441	81	16	3	0.0004330396534	0.0002756494354		97.89536615	0.5645058795	1.540127974				80.99301201	16.00638403	3.000603964	0.006987307945	-0.006383583016	-0.000603724929				0	0	0	-879.3961441	0.0002756494354			
879.3561441	81	16	3	0.001009448517	0.0005508011041		97.89477426	0.5648047272	1.540421017				80.98369879	16.01489265	3.001408552	0.01164075012	-0.01063511999	-0.00100563013				0	0	0	-879.3561441	0.0005508011041			
879.2761441	81	16	3	0.002159586353	0.001099527334		97.89359108	0.5654020785	1.541006838				80.9650875	16.03189647	3.003016029	0.02093653893	-0.01912845572	-0.001808083214				0	0	0	-879.2761441	0.001099527334			
879.1161441	81	16	3	0.004449268176	0.002191244726		97.89122572	0.5665959025	1.542178374				80.92792493	16.06585113	3.006223944	0.03948343623	-0.03607589494	-0.003407541289				0	0	0	-879.1161441	0.002191244726			
878.7961441	81	16	3	0.008986701374	0.004351535217		97.88650012	0.5689797291	1.54452015				80.85383883	16.13354942	3.012611754	0.07639945946	-0.06981465795	-0.00658480151				0	0	0	-878.7961441	0.004351535217			
878.1561441	81	16	3	0.01788875467	0.008574999853		97.87707145	0.5737344897	1.549194056				80.70660175	16.26812915	3.025269103	0.1495280062	-0.1366742242	-0.01285378196				0	0	0	-878.1561441	0.008574999853			
876.8761441	81	16	3	0.03505019482	0.01667049286		97.85829697	0.5831893768	1.558513653				80.41582507	16.53403971	3.050135216	0.2930296207	-0.2679717369	-0.02505788386				0	0	0	-876.8761441	0.01667049286			
874.3161441	81	16	3	0.06701481087	0.03156366556		97.82106158	0.6018907631	1.577047658				79.84853281	17.05332021	3.098146978	0.5694721641	-0.5212770034	-0.04819516074				0	0	0	-874.3161441	0.03156366556			
871.7561441	81	16	3	0.09615513916	0.02970038531		97.78417133	0.6202855847	1.595543084				79.29953196	17.55632711	3.144140927	0.5511124612	-0.5049434429	-0.04616901828				0	0	0	-871.7561441	0.02970038531			
869.1961441	81	16	3	0.1228407486	0.02801949174		97.74759796	0.6383941532	1.614007888				78.76772564	18.04402396	3.188250399	0.5338527686	-0.4895752921	-0.04427747652				0	0	0	-869.1961441	0.02801949174			
866.6361441	81	16	3	0.1473805454	0.02649827394		97.71131613	0.6562343441	1.632449522				78.25208977	18.51731165	3.230598588	0.5176210077	-0.4751114243	-0.04250958342				0	0	0	-866.6361441	0.02649827394			
864.0761441	81	16	3	0.1700339966	0.0251168395		97.67530294	0.6738222331	1.650874831				77.75167113	18.97703036	3.271298507	0.5023460508	-0.4614909284	-0.04085512232				0	0	0	-864.0761441	0.0251168395			
861.5161441	81	16	3	0.1910205114	0.02385825711		97.63953808	0.6911720026	1.669289917				77.26558413	19.42396206	3.310453816	0.4879600451	-0.448655341	-0.03930470408				0	0	0	-861.5161441	0.02385825711			
858.9561441	81	16	3	0.2105267902	0.02270805134		97.60400322	0.7082963319	1.687700451				76.79300698	19.85883342	3.348159606	0.4743989013	-0.4365491705	-0.03784973076				0	0	0	-858.9561441	0.02270805134			
856.3961441	81	16	3	0.2287126348	0.02165379813		97.56868179	0.7252065071	1.706111702				76.33317767	20.28231917	3.384503155	0.4616026332	-0.4251202757	-0.03648235747				0	0	0	-856.3961441	0.02165379813			
853.8361441	81	16	3	0.2457155792	0.02068479343		97.53355883	0.7419125648	1.724528607				75.88538978	20.6950456	3.419564624	0.4495154605	-0.4143200167	-0.03519544386				0	0	0	-853.8361441	0.02068479343			
851.2761441	81	16	3	0.2616546069	0.01979178085		97.49862076	0.7584234183	1.742955817				75.4489883	21.09759399	3.453417711	0.4380857562	-0.4041032553	-0.0339825009				0	0	0	-851.2761441	0.01979178085			
848.7161441	81	16	3	0.2766331557	0.01896672691		97.46385529	0.7747469683	1.761397739				75.02336567	21.49050409	3.48613024	0.4272658952	-0.3944282588	-0.03283763641				0	0	0	-848.7161441	0.01896672691			
846.1561441	81	16	3	0.2907415628	0.01820263496		97.42925123	0.790890201	1.779858567				74.607958	21.87427728	3.517764711	0.4170120445	-0.3852565426	-0.0317555019				0	0	0	-846.1561441	0.01820263496			
843.5961441	81	16	3	0.3040590664	0.0174933906		97.39479842	0.8068592743	1.798342304				74.20224155	22.24937966	3.548378782	0.4072839221	-0.3765526802	-0.03073124188				0	0	0	-843.5961441	0.0174933906			
841.0361441	81	16	3	0.3166554551	0.01683363278		97.36048762	0.8226595937	1.81685279				73.80572941	22.61624487	3.578025721	0.3980445425	-0.3682840959	-0.0297604466				0	0	0	-841.0361441	0.01683363278			
838.4761441	81	16	3	0.3285924329	0.016218646		97.32631041	0.8382958794	1.835393714				73.41796848	22.97527672	3.606754799	0.3892599624	-0.3604208539	-0.02883910848				0	0	0	-838.4761441	0.016218646			
835.9161441	81	16	3	0.3399247561	0.01564426973		97.29225914	0.8537722252	1.85396863				73.03853671	23.32685163	3.634611658	0.3808990325	-0.3529354502	-0.02796358229				0	0	0	-835.9161441	0.01564426973			
833.3561441	81	16	3	0.350701549	0.01510735613		97.25832605	0.8690924572	1.872581495				72.66703507	23.67132574	3.661639192	0.3729331621	-0.345802613	-0.02713054909				0	0	0	-833.3561441	0.01510735613			
830.7961441	81	16	3	0.3609658067	0.01460329193		97.22450647	0.8842588758	1.891234652				72.30310773	24.00901657	3.6878757	0.3653303506	-0.3389937803	-0.02633657035				0	0	0	-830.7961441	0.01460329193			
828.2361441	81	16	3	0.3707567583	0.01413023544		97.19079385	0.8992743776	1.909931771				71.94640513	24.34023667	3.713358205	0.3580783913	-0.3324986447	-0.02557974652				0	0	0	-828.2361441	0.01413023544			
825.6761441	81	16	3	0.3801095044	0.01368534157		97.157183	0.9141410196	1.928675985				71.59660595	24.66527329	3.738120765	0.3511489095	-0.3262918051	-0.02485710437				0	0	0	-825.6761441	0.01368534157			
