T	w(AL)	w(CU)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
909.3323325	91	9	0	0	99.07686152	0.9231384751	91	9			0.003572359719	-0.003572359719	-909.3323325	0	11.2414363017552	
909.3223325	91	9	0.0004639777599	0.0004422944811	99.07646611	0.9235338861	90.99642747	9.003572533			0	0	-909.3223325	0.0004422944811	33.977305632897	
909.3023325	91	9	0.001390547155	0.0008836019858	99.07567502	0.9243249848	90.98928303	9.01071697			0	0	-909.3023325	0.0008836019858	45.3528592003321	
909.2623325	91	9	0.003238992573	0.001764296727	99.07409282	0.9259071841	90.97499668	9.025003324			0	0	-909.2623325	0.001764296727	45.4901453128267	
909.1823325	91	9	0.006917653401	0.003517437427	99.07092778	0.9290722231	90.94643062	9.05356938			0	0	-909.1823325	0.003517437427	45.7796830642058	
909.0223325	91	9	0.01420248553	0.006990303133	99.06459513	0.935404869	90.88932791	9.110672092			0	0	-909.0223325	0.006990303133	46.420569638655	
908.7023325	91	9	0.02846407253	0.01378385532	99.05191979	0.948080215	90.77524274	9.224757256			0	0	-908.7023325	0.01378385532	47.741658098817	
908.0623325	91	9	0.05586101561	0.02685325031	99.02652769	0.9734723126	90.54754998	9.452450024			0	0	-908.0623325	0.02685325031	50.3464729639475	
906.7823325	91	9	0.1065325467	0.0510515765	98.97557498	1.024425024	90.09410481	9.905895195			0	0	-906.7823325	0.0510515765	55.9372803060575	
904.2223325	91	9	0.1939680213	0.09288531707	98.87296968	1.127030323	89.19517997	10.80482003			0	0	-904.2223325	0.09288531707	-409.655431751986	
901.6623325	91	9	0.2663958889	0.08487183154	98.76937753	1.23062247	88.30724243	11.69275757			0	0	-901.6623325	0.08487183154	-348.823257511836	
899.1023325	91	9	0.3272928735	0.07802525368	98.66473084	1.335269159	87.4307069	12.5692931			0	0	-899.1023325	0.07802525368	-405.275123906307	
896.5423325	91	9	0.3791462757	0.07210478383	98.55895741	1.441042587	86.56595551	13.43404449			0	0	-896.5423325	0.07210478383	-465.7529175242	
893.9823325	91	9	0.4237813342	0.06693197504	98.45198015	1.548019846	85.71333377	14.28666623			0	0	-893.9823325	0.06693197504	-530.242760249491	
891.4223325	91	9	0.4625670812	0.0623719672	98.34371681	1.656283185	84.87314868	15.12685132			0	0	-891.4223325	0.0623719672	-598.758579450689	
