T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
904.6783329	88	11	1	0	0	98.69189821	0.7030237566	0.6050780368	88	11	1							0.003700328615	-0.003563649203	-0.0001366794115	-904.6783329	0	14.3615121968059	
904.6683329	88	11	1	0.0003633005527	0.0003461401086	98.69166954	0.7032498212	0.6050806406	87.99629961	11.00356366	1.000136723							0	0	0	-904.6683329	0.0003461401086	43.4185586562193	
904.6483329	88	11	1	0.001088853376	0.0006914822115	98.69121224	0.7037019562	0.6050858007	87.98889972	11.0106902	1.000410078							0	0	0	-904.6483329	0.0006914822115	57.9458302342737	
904.6083329	88	11	1	0.002536912506	0.001381016016	98.69029769	0.7046062101	0.6050960956	87.97410276	11.02494049	1.000956748							0	0	0	-904.6083329	0.001381016016	58.0927464879411	
904.5283329	88	11	1	0.005420870116	0.002754238672	98.68846891	0.7064143124	0.6051167765	87.94452042	11.05342966	1.00204992							0	0	0	-904.5283329	0.002754238672	58.4232455597482	
904.3683329	88	11	1	0.01114056817	0.005477518238	98.6848125	0.7100291435	0.6051583542	87.88540225	11.11036217	1.004235577							0	0	0	-904.3683329	0.005477518238	59.140829439311	
904.0483329	88	11	1	0.02237484626	0.01081955806	98.67750533	0.7172545965	0.6052400716	87.76735883	11.22404142	1.008599759							0	0	0	-904.0483329	0.01081955806	60.6211745015559	
903.4083329	88	11	1	0.04408642569	0.02114043765	98.66291068	0.7316864061	0.6054029139	87.53204417	11.45064817	1.017307662							0	0	0	-903.4083329	0.02114043765	63.5614888888881	
902.1283329	88	11	1	0.08469561451	0.04040116999	98.63379639	0.7604749403	0.6057286663	87.06461329	11.90075028	1.034636425							0	0	0	-902.1283329	0.04040116999	69.9128429093848	
899.5683329	88	11	1	0.1561489649	0.07410281287	98.57583677	0.8177616297	0.6064015964	86.14332924	12.78776117	1.06890959							0	0	0	-899.5683329	0.07410281287	-524.455449841748	
897.0083329	88	11	1	0.2167736669	0.06792515551	98.51818833	0.8746966197	0.6071150479	85.24151071	13.6559264	1.102562888							0	0	0	-897.0083329	0.06792515551	-444.108410145168	
894.4483329	88	11	1	0.268736475	0.06248169514	98.46079127	0.9313041741	0.6079045566	84.36050208	14.50396817	1.135529753							0	0	0	-894.4483329	0.06248169514	-502.020286762326	
891.8883329	88	11	1	0.3136744785	0.05765303413	98.4035939	0.987608478	0.608797625	83.50134308	15.3309016	1.167755322							0	0	0	-891.8883329	0.05765303413	-564.178882822195	
889.3283329	88	11	1	0.3528474353	0.05334696102	98.34655102	1.043634247	0.6098147351	82.66476835	16.1360346	1.19919705							0	0	0	-889.3283329	0.05334696102	-631.080633203497	
886.7683329	88	11	1	0.3872401522	0.04949056911	98.28962262	1.099407023	0.6109703526	81.85122314	16.91895239	1.229824473							0	0	0	-886.7683329	0.04949056911	-703.250929556489	
884.2083329	88	11	1	0.4176330605	0.04602490473	98.23277276	1.154953321	0.6122739217	81.06088924	17.67949233	1.259618427							0	0	0	-884.2083329	0.04602490473	-781.222632792122	
881.6483329	88	11	1	0.444651999	0.04290131752	98.17596858	1.210300626	0.6137307988	80.29371742	18.41771268	1.288569902							0	0	0	-881.6483329	0.04290131752	-865.520760952439	
879.0883329	88	11	1	0.4688040643	0.04007894977	98.11917959	1.265477312	0.6153430934	79.54946291	19.13385841	1.316678687							0	0	0	-879.0883329	0.04007894977	-956.652327179651	
876.5283329	88	11	1	0.4905039148	0.03752299268	98.0623771	1.320512497	0.6171104038	78.82772124	19.82832681	1.34395195							0	0	0	-876.5283329	0.03752299268	-1055.10057312184	
873.9683329	88	11	1	0.5100933947	0.03520345666	98.00553369	1.375435869	0.6190304432	78.12796215	20.501635	1.370402851							0	0	0	-873.9683329	0.03520345666	-1161.32222288121	
871.4083329	88	11	1	0.5278563949	0.03309428517	97.94862293	1.430277508	0.6210995606	77.44956044	21.15439031	1.396049253							0	0	0	-871.4083329	0.03309428517	-1275.74672136533	
868.8483329	88	11	1	0.5440302565	0.03117269876	97.89161912	1.485067719	0.6233131616	76.79182293	21.78726449	1.420912576							0	0	0	-868.8483329	0.03117269876	-1398.77672343231	
866.2883329	88	11	1	0.558814623	0.02941869449	97.83449707	1.539836887	0.6256660432	76.15401141	22.40097178	1.445016803							0	0	0	-866.2883329	0.02941869449	-1530.78935014515	
863.7283329	88	11	1	0.5723783837	0.02781465195	97.777232	1.594615351	0.6281526538	75.53536158	22.99625077	1.468387645							0	0	0	-863.7283329	0.02781465195	-1672.13786117871	
861.1683329	88	11	1	0.5848651709	0.02634501405	97.7197994	1.649433314	0.6307672896	74.93509835	23.57384979	1.491051852							0	0	0	-861.1683329	0.02634501405	-1823.15349745873	
858.6083329	88	11	1	0.5963977464	0.02499602197	97.66217498	1.704320779	0.6335042412	74.35244794	24.1345154	1.513036662							0	0	0	-858.6083329	0.02499602197	-1984.14736226336	
856.0483329	88	11	1	0.6070815285	0.0237554908	97.6043346	1.759307502	0.6363578991	73.78664711	24.67898353	1.534369364							0	0	0	-856.0483329	0.0237554908	-2155.41229742477	
853.4883329	88	11	1	0.6170074471	0.02261261698	97.5462542	1.814422977	0.6393228263	73.23695015	25.20797289	1.555076961							0	0	0	-853.4883329	0.02261261698	-2337.22459761351	
850.9283329	88	11	1	0.6262542679	0.02155781133	97.48790976	1.869696437	0.6423938072	72.70263387	25.72218022	1.575185916							0	0	0	-850.9283329	0.02155781133	-2529.84575746027	
848.3683329	88	11	1	0.6348904967	0.02058255358	97.42927725	1.925156869	0.6455658767	72.18300105	26.22227698	1.594721972							0	0	0	-848.3683329	0.02058255358	-2733.52397654373	
845.8083329	88	11	1	0.6429759463	0.0196792649	97.37033262	1.980833044	0.6488343356	71.67738269	26.70890729	1.613710016							0	0	0	-845.8083329	0.0196792649	-2948.49558391715	
843.2483329	88	11	1	0.6505630332	0.01884119621	97.31105168	2.036753562	0.6521947552	71.18513926	27.18268674	1.632173996							0	0	0	-843.2483329	0.01884119621	-3174.98640329673	
