T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
883.5148195	81	17	2	0	0	98.16694318	0.8425009018	0.9905559197	81	17	2							0.002771648599	-0.002608674466	-0.000162974133	-883.5148195	0	30.7280955282988	
883.5048195	81	17	2	0.0001723500996	0.0001615906164	98.16677355	0.8426401623	0.990586292	80.99722839	17.00260854	2.000163064							0	0	0	-883.5048195	0.0001615906164	93.041467615603	
883.4848195	81	17	2	0.0005164862615	0.0003227351922	98.16643433	0.842918739	0.9906469267	80.99168622	17.00782486	2.000488927							0	0	0	-883.4848195	0.0003227351922	124.144449307086	
883.4448195	81	17	2	0.001203856544	0.0006447730617	98.16575597	0.8434757971	0.9907682372	80.98060645	17.01825318	2.001140374							0	0	0	-883.4448195	0.0006447730617	124.327649064132	
883.3648195	81	17	2	0.002575023825	0.001287011746	98.16439953	0.8445896384	0.9910108298	80.95846522	17.03909274	2.002442045							0	0	0	-883.3648195	0.001287011746	124.810921214308	
883.2048195	81	17	2	0.005303145604	0.002563933853	98.16168749	0.846815991	0.9914965236	80.91425587	17.08070364	2.005040495							0	0	0	-883.2048195	0.002563933853	125.79979599549	
882.8848195	81	17	2	0.01070317514	0.00508788935	98.15626697	0.8512635801	0.9924694505	80.82612885	17.16365327	2.010217877							0	0	0	-882.8848195	0.00508788935	127.894010678603	
882.2448195	81	17	2	0.02127045394	0.01000884589	98.14544121	0.8601414288	0.9944173648	80.65102943	17.3284829	2.020487669							0	0	0	-882.2448195	0.01000884589	132.217808987794	
880.9648195	81	17	2	0.04154492536	0.0193969982	98.12384603	0.877824155	0.9983298111	80.30540131	17.65389196	2.040706736							0	0	0	-880.9648195	0.0193969982	141.063799778466	
878.4048195	81	17	2	0.07895869937	0.03650168843	98.08086571	0.9129131154	1.006221173	79.63196114	18.28814056	2.079898299							0	0	0	-878.4048195	0.03650168843	-1280.28807076022	
875.8448195	81	17	2	0.112672644	0.0341370126	98.0381308	0.9476322136	1.014236987	78.98142218	18.90101529	2.117562529							0	0	0	-875.8448195	0.0341370126	-1145.68485815495	
873.2848195	81	17	2	0.1432060273	0.03200807879	97.99561372	0.9820125786	1.022373699	78.35269004	19.49353341	2.153776555							0	0	0	-873.2848195	0.03200807879	-1270.81203806485	
870.7248195	81	17	2	0.1709891877	0.03008684585	97.95328933	1.016083098	1.030627575	77.74467671	20.0667065	2.188616794							0	0	0	-870.7248195	0.03008684585	-1405.88842930713	
868.1648195	81	17	2	0.196380305	0.02834810082	97.91113458	1.049870829	1.038994595	77.15631711	20.62152568	2.222157203							0	0	0	-868.1648195	0.02834810082	-1550.95250218268	
865.6048195	81	17	2	0.2196794814	0.02677010371	97.86912828	1.08340104	1.047470683	76.58658117	21.15895017	2.254468661							0	0	0	-865.6048195	0.02677010371	-1706.27871305799	
863.0448195	81	17	2	0.2411397338	0.0253340743	97.82725086	1.116697281	1.056051863	76.03448157	21.67989983	2.285618594							0	0	0	-863.0448195	0.0253340743	-1872.12249866948	
860.4848195	81	17	2	0.2609756402	0.02402375551	97.78548417	1.149781473	1.06473436	75.49907844	22.18525078	2.315670783							0	0	0	-860.4848195	0.02402375551	-2048.72101605302	
