T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
917.5455638	94	3	3	0	0	98.03850336	0.0762687144	1.885227923	94	3	3													0.002932197182	-0.002122964536	-0.0008092326465	-917.5455638	0	6.84238992117023	
917.5355638	94	3	3	0.0007152474919	0.0007256638053	98.03815011	0.07630537887	1.885544513	93.99706786	3.002122876	3.000809266													0	0	0	-917.5355638	0.0007256638053	20.7185823278363	
917.5155638	94	3	3	0.002142862457	0.00144931895	98.03744398	0.0763786788	1.886177337	93.99120434	3.006368665	3.002426995													0	0	0	-917.5155638	0.00144931895	27.674471460426	
917.4755638	94	3	3	0.004986408995	0.002890855358	98.03603324	0.07652515507	1.887441601	93.97948051	3.014860179	3.005659309													0	0	0	-917.4755638	0.002890855358	27.8233853428653	
917.3955638	94	3	3	0.0106271748	0.005750796323	98.03321776	0.07681761492	1.889964625	93.95604571	3.031842883	3.012111404													0	0	0	-917.3955638	0.005750796323	28.141132309447	
917.2355638	94	3	3	0.02171617879	0.01137029886	98.02761351	0.07740116114	1.894985331	93.90921823	3.065822212	3.024959557													0	0	0	-917.2355638	0.01137029886	28.7929413899099	
916.9155638	94	3	3	0.04317428124	0.02224956315	98.01650373	0.07856164585	1.904934624	93.81575266	3.133800573	3.050446768													0	0	0	-916.9155638	0.02224956315	30.0973717433114	
916.2755638	94	3	3	0.08340859157	0.04264538252	97.99466357	0.0808566152	1.924479813	93.62959795	3.26979856	3.100603487													0	0	0	-916.2755638	0.04264538252	32.885984145723	
914.9955638	94	3	3	0.1545231046	0.07865443422	97.95238634	0.08534611216	1.962267549	93.26053293	3.54168184	3.197785234													0	0	0	-914.9955638	0.07865443422	39.1516930306553	
912.4355638	94	3	3	0.2677919757	0.1357152843	97.87266706	0.09394872798	2.033384213	92.53630691	4.083066345	3.380626741													0	0	0	-912.4355638	0.1357152843	-227.975039371417	
909.8755638	94	3	3	0.3527823615	0.1176128047	97.79751002	0.1019310305	2.100558946	91.83506037	4.613696024	3.551243605													0	0	0	-909.8755638	0.1176128047	-161.590688233778	
907.3155638	94	3	3	0.418700198	0.1032024283	97.72607862	0.1093794329	2.164541945	91.15713699	5.13204063	3.710822376													0	0	0	-907.3155638	0.1032024283	-200.509434125056	
904.7555638	94	3	3	0.4712062789	0.09151553227	97.65775129	0.116365291	2.225883421	90.50230679	5.637287235	3.860405978													0	0	0	-904.7555638	0.09151553227	-244.803241839595	
902.1955638	94	3	3	0.5139580423	0.08189186905	97.59205255	0.1229477737	2.28499968	89.86993015	6.12914379	4.000926061													0	0	0	-902.1955638	0.08189186905	-294.84204611413	
899.6355638	94	3	3	0.5494147748	0.07386407606	97.52861078	0.1291759372	2.342213285	89.25911278	6.607670548	4.133216677													0	0	0	-899.6355638	0.07386407606	-350.968050856186	
897.0755638	94	3	3	0.5792857962	0.06709206175	97.46712986	0.1350905463	2.397779599	88.66881672	7.073159075	4.258024205													0	0	0	-897.0755638	0.06709206175	-413.495317421801	
894.5155638	94	3	3	0.6047928137	0.06132257259	97.40736982	0.1407255849	2.451904592	88.09793907	7.526045366	4.376015566													0	0	0	-894.5155638	0.06132257259	-482.70556716035	
891.9555638	94	3	3	0.6268301803	0.05636345541	97.34913339	0.1461094936	2.504757121	87.54536521	7.96684892	4.487785872													0	0	0	-891.9555638	0.05636345541	-558.850543797934	
889.3955638	94	3	3	0.6460663705	0.05206661831	97.29225623	0.1512661737	2.556477593	87.01000334	8.39613091	4.593865753													0	0	0	-889.3955638	0.05206661831	-642.154997412378	
886.8355638	94	3	3	0.6630102418	0.04831638618	97.23659998	0.1562158003	2.607184224	86.49080557	8.814466111	4.69472832													0	0	0	-886.8355638	0.04831638618	-732.819761153347	
884.2755638	94	3	3	0.6780554733	0.04502133506	97.18204688	0.1609754784	2.656977642	85.98677983	9.222424529	4.790795641													0	0	0	-884.2755638	0.04502133506	-831.024675246935	
881.7155638	94	3	3	0.6915110749	0.04210844385	97.12849588	0.1655597726	2.705944345	85.49699555	9.620559781	4.882444673													0	0	0	-881.7155638	0.04210844385	-936.93123817967	
