T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
890.0151249	83	16	1	0	0	98.3692771	1.116821939	0.5139009638	83	16	1							0.003285085265	-0.00318118298	-0.000103902285	-890.0151249	0	23.2386503085278	
890.0051249	83	16	1	0.0002302286136	0.000213868932	98.36903365	1.11706571	0.5139006428	82.99671486	16.00318119	1.000103948							0	0	0	-890.0051249	0.000213868932	70.2765686293112	
889.9851249	83	16	1	0.0006900075954	0.0004272266049	98.36854674	1.11755331	0.5138999545	82.99014572	16.00954255	1.000311724							0	0	0	-889.9851249	0.0004272266049	93.7721104234384	
889.9451249	83	16	1	0.00160821939	0.000853494729	98.36757279	1.118528618	0.5138985907	82.9770112	16.02226158	1.000727217							0	0	0	-889.9451249	0.000853494729	93.9324366423844	
889.8651249	83	16	1	0.003439279037	0.001703460531	98.365625	1.120478983	0.5138960211	82.95075752	16.0476846	1.001557879							0	0	0	-889.8651249	0.001703460531	94.3176113508404	
889.7051249	83	16	1	0.007080070924	0.003392871986	98.36172935	1.124379252	0.5138913994	82.89831171	16.09847039	1.003217899							0	0	0	-889.7051249	0.003392871986	95.1044801367566	
889.3851249	83	16	1	0.01427736374	0.006730078365	98.3539378	1.132177974	0.513884226	82.7936668	16.19980052	1.006532686							0	0	0	-889.3851249	0.006730078365	96.8020637509464	
888.7451249	83	16	1	0.02831898971	0.01322232305	98.33835388	1.147771291	0.5138748302	82.5853746	16.40149133	1.013134073							0	0	0	-888.7451249	0.01322232305	100.3271212081	
887.4651249	83	16	1	0.05511098011	0.02557134198	98.30717971	1.178937421	0.5138828716	82.17278812	16.80097612	1.026235761							0	0	0	-887.4651249	0.02557134198	107.526699389272	
