T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
907.7642364	95	3	2	0	0	98.95381924	0.8554007638	0.1907799958	95	3	2	0.002009931766	-0.001090172154	-0.0009197596116	-907.7642364	0	19.6714684996704	
907.7442364	95	3	2	0.001014289066	0.001015961624	98.95314468	0.8559202702	0.1909350492	94.99598006	3.002180336	2.001839607	0	0	0	-907.7442364	0.001015961624	19.7000973695967	
907.7242364	95	3	2	0.002027107304	0.002030448958	98.95247032	0.8564395736	0.1910901042	94.99195993	3.004360507	2.003679563	0	0	0	-907.7242364	0.002030448958	19.7286124567573	
907.6842364	95	3	2	0.004048378908	0.004055048452	98.95112218	0.8574775992	0.1914002242	94.98391896	3.008720454	2.007360582	0	0	0	-907.6842364	0.004055048452	19.7855924446171	
907.6042364	95	3	2	0.00807350554	0.008086789789	98.9484282	0.8595513002	0.1920204988	94.96783433	3.017438676	2.014726991	0	0	0	-907.6042364	0.008086789789	19.9210962912325	
907.4442364	95	3	2	0.0160300457	0.01605635662	98.94305114	0.8636870063	0.1932618564	94.93565546	3.034861324	2.029483212	0	0	0	-907.4442364	0.01605635662	20.2037702908977	
907.1242364	95	3	2	0.03164963221	0.03170132413	98.93233561	0.8719186063	0.195745784	94.87125567	3.069673026	2.0590713	0	0	0	-907.1242364	0.03170132413	20.7272005992761	
906.4842364	95	3	2	0.06171446569	0.06181427347	98.91106172	0.8882185205	0.2007197548	94.74229004	3.13914935	2.118560614	0	0	0	-906.4842364	0.06181427347	21.8264115521628	
905.2042364	95	3	2	0.1175459519	0.1177323735	98.86913606	0.9201735654	0.2106903705	94.48369095	3.277538236	2.238770813	0	0	0	-905.2042364	0.1177323735	24.163279535675	
902.6442364	95	3	2	0.2144756954	0.2148030251	98.78773672	0.9815474448	0.230715832	93.96380004	3.55218199	2.484017967	0	0	0	-902.6442364	0.2148030251	29.1789401891805	
900.0842364	95	3	2	0.2955699299	0.2960044422	98.70952399	1.039639947	0.2508360655	93.44027651	3.824261925	2.735461568	0	0	0	-900.0842364	0.2960044422	34.6158349558895	
897.5242364	95	3	2	0.3642466638	0.3647629805	98.63439422	1.094576656	0.2710291221	92.91307118	4.094125307	2.992803509	0	0	0	-897.5242364	0.3647629805	40.6169182742811	
894.9642364	95	3	2	0.423016627	0.4235954228	98.56223894	1.146489364	0.2912716921	92.38213473	4.362132372	3.255732898	0	0	0	-894.9642364	0.4235954228	47.207901222022	
892.4042364	95	3	2	0.4737649417	0.4743913632	98.49294675	1.19551381	0.3115394361	91.84741709	4.62865129	3.523931625	0	0	0	-892.4042364	0.4743913632	54.4151768480829	
889.8442364	95	3	2	0.5179342831	0.518596833	98.42640493	1.241787767	0.3318073043	91.30886616	4.894054191	3.79707965	0	0	0	-889.8442364	0.518596833	62.2655670060717	
887.2842364	95	3	2	0.5566471909	0.5573369231	98.36250091	1.285449259	0.3520498265	90.76642687	5.158713439	4.074859687	0	0	0	-887.2842364	0.5573369231	70.7862126118697	
884.7242364	95	3	2	0.5907898765	0.5914998052	98.30112362	1.326635003	0.3722413732	90.22004037	5.422998362	4.35696127	0	0	0	-884.7242364	0.5914998052	80.0045147531723	
882.1642364	95	3	2	0.6210709784	0.6217956369	98.24216454	1.365479076	0.3923563854	89.66964339	5.687272445	4.643084163	0	0	0	-882.1642364	0.6217956369	89.9481195053044	
