T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
896.7358082	93	3	4	0	0	98.84592576	0.7593409231	0.3947333171	93	3	4	0.001962247471	-0.0007520881387	-0.001210159332	-896.7358082	0	29.7845312008555	
896.7158082	93	3	4	0.0006703581623	0.0006710619278	98.84544387	0.7596031765	0.394952949	92.99607544	3.001504213	4.002420349	0	0	0	-896.7158082	0.0006710619278	29.8224861888794	
896.6958082	93	3	4	0.001339864517	0.001341270882	98.84496213	0.7598652855	0.39517258	92.99215082	3.003008322	4.00484086	0	0	0	-896.6958082	0.001341270882	29.8553202097181	
896.6558082	93	3	4	0.002677013858	0.002679822655	98.843999	0.7603891622	0.3956118332	92.98430114	3.006016524	4.009682341	0	0	0	-896.6558082	0.002679822655	29.913437703092	
896.5758082	93	3	4	0.005343196713	0.005348798623	98.84207421	0.7614354755	0.3964903135	92.96860027	3.012032572	4.019367161	0	0	0	-896.5758082	0.005348798623	30.0565748721683	
896.4158082	93	3	4	0.01063212423	0.01064325408	98.83823116	0.7635213059	0.3982475389	92.93719358	3.024059544	4.038746877	0	0	0	-896.4158082	0.01064325408	30.3544566899405	
896.0958082	93	3	4	0.0210721922	0.02109418368	98.83056906	0.7676690156	0.4017619258	92.87435725	3.048104369	4.077538378	0	0	0	-896.0958082	0.02109418368	30.9041852510635	
895.4558082	93	3	4	0.04139532467	0.04143826643	98.81534162	0.7758672955	0.4087910844	92.74859458	3.096151918	4.155253501	0	0	0	-895.4558082	0.04143826643	32.0478425394612	
894.1758082	93	3	4	0.07995079729	0.08003276601	98.78526796	0.7918822969	0.4228497434	92.49670917	3.19209575	4.311195078	0	0	0	-894.1758082	0.08003276601	34.4341845176875	
891.6158082	93	3	4	0.1495884802	0.1497384627	98.72660455	0.8224334716	0.4509619803	91.99149347	3.383489026	4.625017499	0	0	0	-891.6158082	0.1497384627	39.4457386890089	
889.0558082	93	3	4	0.2107264099	0.2109333626	98.66984219	0.8511042391	0.4790535725	91.48433586	3.574443543	4.941220597	0	0	0	-889.0558082	0.2109333626	44.7442548667563	
886.4958082	93	3	4	0.2647807262	0.2650358406	98.61489243	0.8779994097	0.507108163	90.97520929	3.765216275	5.259574437	0	0	0	-886.4958082	0.2650358406	50.4224802514551	
883.9358082	93	3	4	0.3128736648	0.3131698684	98.5616718	0.9032186758	0.535109523	90.46407645	3.956057336	5.579866217	0	0	0	-883.9358082	0.3131698684	56.4871296322838	
881.3758082	93	3	4	0.3559056049	0.3562371885	98.51010189	0.9268565262	0.5630415862	89.95088981	4.147209796	5.90190039	0	0	0	-881.3758082	0.3562371885	62.9446756632321	
878.8158082	93	3	4	0.3946070226	0.3949693564	98.46010927	0.9490022583	0.5908884735	89.43559165	4.338909737	6.225498615	0	0	0	-878.8158082	0.3949693564	69.8013131727803	
876.2558082	93	3	4	0.4295765192	0.4299658351	98.41162545	0.969740047	0.6186345076	88.91811412	4.531386365	6.550499515	0	0	0	-876.2558082	0.4299658351	77.0629744027385	
873.6958082	93	3	4	0.4613090857	0.4617223084	98.36458672	0.989149062	0.6462642215	88.39837951	4.724862202	6.876758285	0	0	0	-873.6958082	0.4617223084	84.7353583526049	
871.1358082	93	3	4	0.4902174098	0.4906520236	98.31893402	1.007303623	0.6737623613	87.87630048	4.919553321	7.204146196	0	0	0	-871.1358082	0.4906520236	92.823967071625	
868.5758082	93	3	4	0.5166481427	0.5171020872	98.27461275	1.024273373	0.7011138812	87.35178039	5.115669607	7.532550007	0	0	0	-868.5758082	0.5171020872	101.334146117862	
866.0158082	93	3	4	0.5408944676	0.5413660539	98.23157253	1.040123516	0.7283039535	86.82471365	5.313415025	7.861871327	0	0	0	-866.0158082	0.5413660539	110.271139949863	
863.4558082	93	3	4	0.5632059082	0.563693752	98.18976708	1.054914977	0.7553179404	86.29498618	5.512987916	8.192025909	0	0	0	-863.4558082	0.563693752	119.64014604572	
