T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1694.933879	9	7	84	0	0	3.956959976	2.801448777	93.24159125	9	7	84				-0.0002755650709	-0.0002294191476	0.0005049842185	-1694.933879	0	90.9773413785047	
1694.923879	9	7	84	5.573258539E-05	5.468541903E-05	3.957096293	2.801577273	93.24132643	9.000275454	7.000229301	83.99949524				0	0	0	-1694.923879	5.468541903E-05	274.750861033366	
1694.903879	9	7	84	0.0001670680377	0.0001092623341	3.957368954	2.801834293	93.24079675	9.000826444	7.000688021	83.99848553				0	0	0	-1694.903879	0.0001092623341	366.257325122227	
1694.863879	9	7	84	0.0003897844943	0.000218593556	3.957914245	2.802348364	93.23973739	9.001928886	7.001605831	83.99646528				0	0	0	-1694.863879	0.000218593556	366.02739287439	
1694.783879	9	7	84	0.0008348852767	0.0004369578417	3.959005286	2.803376689	93.23761803	9.00413307	7.003440814	83.99242612				0	0	0	-1694.783879	0.0004369578417	-375458.212066197	
1694.703879	9	7	84	0.00127957306	0.0004367445602	3.960095923	2.804405054	93.23549902	9.006336988	7.005275521	83.98838749				0	0	0	-1694.703879	0.0004367445602	-469731.293945651	
1694.623879	9	7	84	0.001723912854	0.0004365952966	3.961186429	2.80543352	93.23338005	9.008540639	7.007109952	83.98434941				0	0	0	-1694.623879	0.0004365952966	-536242.55682765	
1694.543879	9	7	84	0.002167905093	0.0004364461876	3.962276803	2.806462087	93.23126111	9.010744023	7.008944109	83.98031187				0	0	0	-1694.543879	0.0004364461876	-536703.95906667	
1694.463879	9	7	84	0.002611550167	0.0004362971806	3.963367045	2.807490757	93.2291422	9.01294714	7.010777991	83.97627487				0	0	0	-1694.463879	0.0004362971806	-537071.114796309	
1694.383879	9	7	84	0.003054848465	0.0004361482754	3.964457155	2.808519528	93.22702332	9.015149991	7.012611598	83.97223841				0	0	0	-1694.383879	0.0004361482754	-537446.547758706	
1694.303879	9	7	84	0.003497800381	0.0004359994765	3.965547134	2.8095484	93.22490447	9.017352575	7.01444493	83.9682025				0	0	0	-1694.303879	0.0004359994765	-537820.491912066	
1694.223879	9	7	84	0.003940406302	0.0004358507783	3.966636981	2.810577375	93.22278564	9.019554893	7.016277987	83.96416712				0	0	0	-1694.223879	0.0004358507783	-538190.815374549	
1694.143879	9	7	84	0.004382666618	0.0004357021841	3.967726696	2.811606451	93.22066685	9.021756945	7.018110769	83.96013229				0	0	0	-1694.143879	0.0004357021841	-538562.358801682	
1694.063879	9	7	84	0.004824581717	0.000435553691	3.96881628	2.812635629	93.21854809	9.02395873	7.019943277	83.95609799				0	0	0	-1694.063879	0.000435553691	-538931.15803126	
1693.983879	9	7	84	0.005266151985	0.0004354053001	3.969905732	2.813664909	93.21642936	9.02616025	7.02177551	83.95206424				0	0	0	-1693.983879	0.0004354053001	-539303.551719372	
1693.903879	9	7	84	0.00570737781	0.000435257012	3.970995051	2.814694291	93.21431066	9.028361504	7.023607468	83.94803103				0	0	0	-1693.903879	0.000435257012	-539676.821947524	
1693.823879	9	7	84	0.00614825958	0.0004351088263	3.972084239	2.815723775	93.21219199	9.030562492	7.025439152	83.94399836				0	0	0	-1693.823879	0.0004351088263	-540051.8890285	
1693.743879	9	7	84	0.006588797681	0.0004349607441	3.973173295	2.816753361	93.21007334	9.032763215	7.027270561	83.93996622				0	0	0	-1693.743879	0.0004349607441	-540422.902557381	
1693.663879	9	7	84	0.007028992496	0.0004348127618	3.974262219	2.817783049	93.20795473	9.034963672	7.029101696	83.93593463				0	0	0	-1693.663879	0.0004348127618	-540793.895163086	
1693.583879	9	7	84	0.007468844412	0.0004346648827	3.975351012	2.818812839	93.20583615	9.037163864	7.030932556	83.93190358				0	0	0	-1693.583879	0.0004346648827	-541166.847185785	
