T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1441.503944	12	14	74	0	0	5.033538666	8.746445165	86.22001617	12	14	74										-0.000216463218	-0.000163231053	0.000379694271	-1441.503944	0	160.131824462676	
1441.493944	12	14	74	3.190609655E-05	3.109284634E-05	5.033568348	8.746737682	86.21969397	12.00021621	14.00016322	73.99962057										0	0	0	-1441.493944	3.109284634E-05	483.102949905742	
1441.473944	12	14	74	9.564985985E-05	6.21334571E-05	5.033627917	8.747322657	86.21904943	12.00064904	14.00048957	73.99886139										0	0	0	-1441.473944	6.21334571E-05	644.147625593386	
1441.433944	12	14	74	0.0002231260525	0.0001242637652	5.033747001	8.748492701	86.2177603	12.00151477	14.00114219	73.99734304										0	0	0	-1441.433944	0.0001242637652	643.561568062282	
1441.353944	12	14	74	0.0004781895185	0.0002486674449	5.033985683	8.750833427	86.21518089	12.00324756	14.0024479	73.99430454										0	0	0	-1441.353944	0.0002486674449	-689590.302540451	
1441.273944	12	14	74	0.0007330702675	0.0002485513255	5.03422362	8.753174753	86.21260163	12.00498016	14.00375294	73.99126691										0	0	0	-1441.273944	0.0002485513255	-688946.033134461	
1441.193944	12	14	74	0.0009878785629	0.0002485434487	5.034461196	8.75551676	86.21002204	12.00671306	14.00505768	73.98822926										0	0	0	-1441.193944	0.0002485434487	-344284.863633484	
1441.113944	12	14	74	0.001242614437	0.0002485355805	5.034698411	8.757859448	86.20744214	12.00844629	14.00636212	73.9851916										0	0	0	-1441.113944	0.0002485355805	0	
1441.033944	12	14	74	0.00149727794	0.0002485277394	5.034935265	8.760202818	86.20486192	12.01017983	14.00766625	73.98215392										0	0	0	-1441.033944	0.0002485277394	0	
1440.953944	12	14	74	0.001751869121	0.0002485199245	5.035171758	8.76254687	86.20228137	12.01191369	14.00897009	73.97911622										0	0	0	-1440.953944	0.0002485199245	0	
1440.873944	12	14	74	0.002006388031	0.0002485121382	5.03540789	8.764891604	86.19970051	12.01364787	14.01027364	73.9760785										0	0	0	-1440.873944	0.0002485121382	0	
1440.793944	12	14	74	0.002260834719	0.0002485043777	5.03564366	8.76723702	86.19711932	12.01538236	14.01157688	73.97304076										0	0	0	-1440.793944	0.0002485043777	0	
1440.713944	12	14	74	0.002515209236	0.0002484966445	5.035879068	8.769583119	86.19453781	12.01711718	14.01287982	73.97000301										0	0	0	-1440.713944	0.0002484966445	0	
1440.633944	12	14	74	0.002769511631	0.0002484889391	5.036114115	8.771929902	86.19195598	12.01885231	14.01418246	73.96696523										0	0	0	-1440.633944	0.0002484889391	0	
1440.553944	12	14	74	0.003023741954	0.0002484812599	5.036348799	8.774277368	86.18937383	12.02058776	14.0154848	73.96392744										0	0	0	-1440.553944	0.0002484812599	0	
1440.473944	12	14	74	0.003277900255	0.0002484736082	5.036583121	8.776625519	86.18679136	12.02232354	14.01678684	73.96088962										0	0	0	-1440.473944	0.0002484736082	0	
1440.393944	12	14	74	0.003531986583	0.0002484659833	5.036817081	8.778974353	86.18420857	12.02405963	14.01808858	73.95785179										0	0	0	-1440.393944	0.0002484659833	0	
1440.313944	12	14	74	0.003786000989	0.0002484583854	5.037050679	8.781323873	86.18162545	12.02579604	14.01939002	73.95481394										0	0	0	-1440.313944	0.0002484583854	0	
1440.233944	12	14	74	0.004039943523	0.0002484508156	5.037283913	8.783674077	86.17904201	12.02753277	14.02069116	73.95177606										0	0	0	-1440.233944	0.0002484508156	0	
1440.153944	12	14	74	0.004293814232	0.0002484432712	5.037516785	8.786024967	86.17645825	12.02926983	14.021992	73.94873817										0	0	0	-1440.153944	0.0002484432712	0	
1440.073944	12	14	74	0.004547613168	0.0002484357554	5.037749293	8.788376543	86.17387416	12.0310072	14.02329254	73.94570025										0	0	0	-1440.073944	0.0002484357554	0	
1439.993944	12	14	74	0.004801340381	0.0002484282662	5.037981439	8.790728804	86.17128976	12.0327449	14.02459278	73.94266232										0	0	0	-1439.993944	0.0002484282662	0	
1439.913944	12	14	74	0.005054995919	0.0002484208042	5.03821322	8.793081753	86.16870503	12.03448292	14.02589272	73.93962436										0	0	0	-1439.913944	0.0002484208042	0	
1439.833944	12	14	74	0.005308579833	0.0002484133689	5.038444639	8.795435388	86.16611997	12.03622126	14.02719236	73.93658638										0	0	0	-1439.833944	0.0002484133689	0	
1439.753944	12	14	74	0.005562092171	0.0002484059612	5.038675693	8.79778971	86.1635346	12.03795992	14.02849169	73.93354838										0	0	0	-1439.753944	0.0002484059612	0	
1439.673944	12	14	74	0.005815532984	0.0002483985803	5.038906384	8.80014472	86.1609489	12.03969891	14.02979073	73.93051036										0	0	0	-1439.673944	0.0002483985803	0	
1439.593944	12	14	74	0.00606890232	0.0002483912267	5.03913671	8.802500418	86.15836287	12.04143822	14.03108947	73.92747231										0	0	0	-1439.593944	0.0002483912267	0	
