T	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(FE@LIQUID)	w(TI@LIQUID)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
1817.177033	8	92	0	0	2.858862201	97.1411378	8	92			-0.0005603892901	0.0005603892901	-1817.177033	0	45.6935262331099	
1817.167033	8	92	0.0001098658525	0.0001090522856	2.85910849	97.14089151	8.000560247	91.99943975			0	0	-1817.167033	0.0001090522856	137.704739011335	
1817.147033	8	92	0.0003294146958	0.0002179563781	2.859601073	97.14039893	8.001680854	91.99831915			0	0	-1817.147033	0.0002179563781	183.639928398972	
1817.107033	8	92	0.0007682954994	0.0004357926746	2.860586286	97.13941371	8.00392196	91.99607804			0	0	-1817.107033	0.0004357926746	183.663937749115	
1817.027033	8	92	0.00164533914	0.0008711822129	2.862556888	97.13744311	8.008404636	91.99159536			0	0	-1817.027033	0.0008711822129	-110276.717097167	
1816.947033	8	92	0.002520813121	0.0008704555503	2.864527767	97.13547223	8.012886053	91.98711395			0	0	-1816.947033	0.0008704555503	-127536.796341193	
1816.867033	8	92	0.003394953027	0.0008698887513	2.866498867	97.13350113	8.017366734	91.98263327			0	0	-1816.867033	0.0008698887513	-141257.749375576	
1816.787033	8	92	0.00426776191	0.0008693228676	2.868470187	97.13152981	8.021846681	91.97815332			0	0	-1816.787033	0.0008693228676	-141467.406418933	
1816.707033	8	92	0.005139242687	0.0008687577477	2.870441728	97.12955827	8.026325894	91.97367411			0	0	-1816.707033	0.0008687577477	-141658.387271944	
1816.627033	8	92	0.006009398264	0.0008681933888	2.872413491	97.12758651	8.030804374	91.96919563			0	0	-1816.627033	0.0008681933888	-141848.965863673	
1816.547033	8	92	0.006878231538	0.0008676297864	2.874385474	97.12561453	8.035282121	91.96471788			0	0	-1816.547033	0.0008676297864	-142040.516163863	
1816.467033	8	92	0.007745745406	0.0008670669486	2.876357679	97.12364232	8.039759135	91.96024086			0	0	-1816.467033	0.0008670669486	-142232.071855997	
1816.387033	8	92	0.008611942746	0.0008665048633	2.878330105	97.12166989	8.044235417	91.95576458			0	0	-1816.387033	0.0008665048633	-142423.161636449	
1816.307033	8	92	0.009476826436	0.0008659435348	2.880302753	97.11969725	8.048710965	91.95128903			0	0	-1816.307033	0.0008659435348	-142614.928330207	
1816.227033	8	92	0.01034039934	0.0008653829601	2.882275623	97.11772438	8.053185782	91.94681422			0	0	-1816.227033	0.0008653829601	-142806.511266503	
1816.147033	8	92	0.01120266432	0.0008648231367	2.884248715	97.11575129	8.057659867	91.94234013			0	0	-1816.147033	0.0008648231367	-142998.675415581	
1816.067033	8	92	0.01206362422	0.0008642640676	2.886222028	97.11377797	8.06213322	91.93786678			0	0	-1816.067033	0.0008642640676	-143190.674350266	
1815.987033	8	92	0.01292328189	0.0008637057445	2.888195564	97.11180444	8.066605842	91.93339416			0	0	-1815.987033	0.0008637057445	-143382.679932918	
1815.907033	8	92	0.01378164016	0.0008631481717	2.890169321	97.10983068	8.071077733	91.92892227			0	0	-1815.907033	0.0008631481717	-143575.456524192	
1815.827033	8	92	0.01463870186	0.0008625913469	2.892143301	97.1078567	8.075548893	91.92445111			0	0	-1815.827033	0.0008625913469	-143767.717545634	
1815.747033	8	92	0.01549446981	0.0008620352644	2.894117504	97.1058825	8.080019322	91.91998068			0	0	-1815.747033	0.0008620352644	-143960.004593969	
1815.667033	8	92	0.01634894681	0.0008614799261	2.896091929	97.10390807	8.084489021	91.91551098			0	0	-1815.667033	0.0008614799261	-144153.391382511	
1815.587033	8	92	0.01720213567	0.0008609253346	2.898066577	97.10193342	8.088957991	91.91104201			0	0	-1815.587033	0.0008609253346	-144346.304262907	
1815.507033	8	92	0.01805403919	0.0008603714797	2.900041447	97.09995855	8.09342623	91.90657377			0	0	-1815.507033	0.0008603714797	-144538.824832407	
1815.427033	8	92	0.01890466015	0.0008598183646	2.902016541	97.09798346	8.09789374	91.90210626			0	0	-1815.427033	0.0008598183646	-144732.61877455	
1815.347033	8	92	0.01975400132	0.0008592659919	2.903991858	97.09600814	8.10236052	91.89763948			0	0	-1815.347033	0.0008592659919	-144925.996726669	
1815.267033	8	92	0.02060206549	0.0008587143519	2.905967397	97.0940326	8.106826572	91.89317343			0	0	-1815.267033	0.0008587143519	-145119.397428708	
1815.187033	8	92	0.02144885542	0.0008581634505	2.90794316	97.09205684	8.111291895	91.88870811			0	0	-1815.187033	0.0008581634505	-145313.21821464	
1815.107033	8	92	0.02229437386	0.0008576132811	2.909919147	97.09008085	8.115756489	91.88424351			0	0	-1815.107033	0.0008576132811	-145507.018095253	
1815.027033	8	92	0.02313862355	0.0008570638462	2.911895357	97.08810464	8.120220356	91.87977964			0	0	-1815.027033	0.0008570638462	-145701.227400496	
1814.947033	8	92	0.02398160725	0.0008565151425	2.913871791	97.08612821	8.124683494	91.87531651			0	0	-1814.947033	0.0008565151425	-145894.944411951	
1814.867033	8	92	0.02482332768	0.0008559671657	2.915848448	97.08415155	8.129145905	91.8708541			0	0	-1814.867033	0.0008559671657	-146089.180272573	
1814.787033	8	92	0.02566378757	0.0008554199201	2.91782533	97.08217467	8.133607588	91.86639241			0	0	-1814.787033	0.0008554199201	-146283.810260047	
1814.707033	8	92	0.02650298963	0.0008548734005	2.919802435	97.08019756	8.138068544	91.86193146			0	0	-1814.707033	0.0008548734005	-146478.761565659	
