T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1787.904292	10	2	88	0	0	4.091867044	0.7004426974	95.20769026	10	2	88										-0.0005585167665	-0.0001228521713	0.0006813689378	-1787.904292	0	52.6856223815727	
1787.894292	10	2	88	9.618359936E-05	9.45816246E-05	4.092117755	0.7004933147	95.20738893	10.0005584	2.000122815	87.99931878										0	0	0	-1787.894292	9.45816246E-05	158.771942283497	
1787.874292	10	2	88	0.00028839175	0.000189035537	4.092619188	0.7005945604	95.20678625	10.00167528	2.000368488	87.99795623										0	0	0	-1787.874292	0.000189035537	211.699045970216	
1787.834292	10	2	88	0.000672725863	0.0003780624096	4.09362204	0.70079705	95.20558091	10.00390942	2.000859924	87.99523066										0	0	0	-1787.834292	0.0003780624096	211.710883196793	
1787.754292	10	2	88	0.001440607297	0.0007555774017	4.095627618	0.7012020669	95.20317031	10.00837673	2.001842602	87.98978067										0	0	0	-1787.754292	0.0007555774017	-174195.481709296	
1787.674292	10	2	88	0.00220737385	0.0007551175868	4.097633157	0.7016071371	95.20075971	10.01284341	2.002825175	87.98433142										0	0	0	-1787.674292	0.0007551175868	-182715.087994494	
1787.594292	10	2	88	0.002973131439	0.000754698041	4.099638538	0.7020122367	95.19834923	10.01730946	2.003807637	87.9788829										0	0	0	-1787.594292	0.000754698041	-190816.463169335	
1787.514292	10	2	88	0.003737882066	0.0007542790839	4.101643762	0.7024173659	95.19593887	10.02177489	2.004789989	87.97343512										0	0	0	-1787.514292	0.0007542790839	-191049.624078821	
1787.434292	10	2	88	0.004501627581	0.0007538605618	4.10364883	0.7028225247	95.19352865	10.0262397	2.005772231	87.96798807										0	0	0	-1787.434292	0.0007538605618	-191248.207472594	
1787.354292	10	2	88	0.00526436983	0.0007534424743	4.10565374	0.703227713	95.19111855	10.03070389	2.006754363	87.96254175										0	0	0	-1787.354292	0.0007534424743	-191447.296326355	
1787.274292	10	2	88	0.006026110656	0.0007530248222	4.107658494	0.7036329308	95.18870858	10.03516745	2.007736385	87.95709617										0	0	0	-1787.274292	0.0007530248222	-191646.500310907	
1787.194292	10	2	88	0.006786851895	0.0007526076034	4.10966309	0.7040381782	95.18629873	10.03963038	2.008718297	87.95165132										0	0	0	-1787.194292	0.0007526076034	-191845.56806524	
1787.114292	10	2	88	0.007546595381	0.0007521908176	4.11166753	0.7044434552	95.18388902	10.0440927	2.009700098	87.9462072										0	0	0	-1787.114292	0.0007521908176	-192044.426428652	
1787.034292	10	2	88	0.00830534294	0.0007517744624	4.113671812	0.7048487617	95.18147943	10.04855439	2.01068179	87.94076382										0	0	0	-1787.034292	0.0007517744624	-192243.653480972	
1786.954292	10	2	88	0.009063096398	0.00075135854	4.115675937	0.7052540978	95.17906996	10.05301546	2.011663371	87.93532117										0	0	0	-1786.954292	0.00075135854	-192442.434021874	
1786.874292	10	2	88	0.009819857571	0.0007509430445	4.117679906	0.7056594635	95.17666063	10.05747591	2.012644843	87.92987925										0	0	0	-1786.874292	0.0007509430445	-192641.864154556	
1786.794292	10	2	88	0.01057562828	0.0007505279828	4.119683717	0.7060648587	95.17425142	10.06193574	2.013626204	87.92443806										0	0	0	-1786.794292	0.0007505279828	-192841.980897031	
