T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1700.08007	6	9	85	0	0	2.681004229	3.659896062	93.65909971	6	9	85							-0.0001850570832	-0.0002977468047	0.000482803888	-1700.08007	0	89.2111668680287	
1700.07007	6	9	85	5.670540386E-05	5.579283118E-05	2.681098159	3.660068941	93.6588329	6.000184966	9.000297567	84.99951747							0	0	0	-1700.07007	5.579283118E-05	269.257825957544	
1700.05007	6	9	85	0.0001699948887	0.0001114847747	2.68128597	3.660414705	93.65829933	6.000554967	9.000892875	84.99855216							0	0	0	-1700.05007	0.0001114847747	358.908382415945	
1700.01007	6	9	85	0.0003966449214	0.0002230646242	2.681661565	3.661106276	93.65723216	6.001295361	9.002084101	84.99662054							0	0	0	-1700.01007	0.0002230646242	358.674877023361	
1699.93007	6	9	85	0.0008495851068	0.0004458756178	2.682413206	3.66248971	93.65509708	6.002775611	9.004465609	84.99275878							0	0	0	-1699.93007	0.0004458756178	-374480.321345564	
1699.85007	6	9	85	0.001302104939	0.000445661783	2.683164501	3.663873207	93.65296229	6.004255694	9.006846767	84.98889754							0	0	0	-1699.85007	0.000445661783	-471703.099554723	
1699.77007	6	9	85	0.001754270829	0.0004455134664	2.683915703	3.665256863	93.65082743	6.00573561	9.009227578	84.98503681							0	0	0	-1699.77007	0.0004455134664	-539668.614097654	
1699.69007	6	9	85	0.002206083216	0.0004453653046	2.684666811	3.666640677	93.64869251	6.007215357	9.01160804	84.9811766							0	0	0	-1699.69007	0.0004453653046	-540146.156986183	
1699.61007	6	9	85	0.002657542503	0.0004452172502	2.685417826	3.66802465	93.64655752	6.008694937	9.013988154	84.97731691							0	0	0	-1699.61007	0.0004452172502	-540541.418139048	
1699.53007	6	9	85	0.003108649094	0.000445069305	2.686168749	3.669408781	93.64442247	6.01017435	9.016367921	84.97345773							0	0	0	-1699.53007	0.000445069305	-540939.080064796	
1699.45007	6	9	85	0.00355940339	0.0004449214682	2.686919577	3.670793071	93.64228735	6.011653596	9.01874734	84.96959906							0	0	0	-1699.45007	0.0004449214682	-541335.864448937	
1699.37007	6	9	85	0.004009805793	0.0004447737398	2.687670313	3.672177521	93.64015217	6.013132674	9.021126412	84.96574091							0	0	0	-1699.37007	0.0004447737398	-541732.863969058	
1699.29007	6	9	85	0.004459856705	0.0004446261196	2.688420955	3.673562129	93.63801692	6.014611585	9.023505135	84.96188328							0	0	0	-1699.29007	0.0004446261196	-542129.895408125	
1699.21007	6	9	85	0.004909556526	0.0004444786075	2.689171504	3.674946896	93.6358816	6.016090329	9.025883511	84.95802616							0	0	0	-1699.21007	0.0004444786075	-542529.720564836	
1699.13007	6	9	85	0.005358905657	0.0004443312048	2.689921959	3.676331822	93.63374622	6.017568906	9.02826154	84.95416955							0	0	0	-1699.13007	0.0004443312048	-542927.361328071	
1699.05007	6	9	85	0.005807904497	0.0004441839087	2.690672321	3.677716908	93.63161077	6.019047317	9.030639222	84.95031346							0	0	0	-1699.05007	0.0004441839087	-543323.568043994	
1698.97007	6	9	85	0.006256553444	0.0004440367209	2.69142259	3.679102152	93.62947526	6.02052556	9.033016555	84.94645788							0	0	0	-1698.97007	0.0004440367209	-543722.564765928	
1698.89007	6	9	85	0.006704852897	0.0004438896409	2.692172765	3.680487556	93.62733968	6.022003638	9.035393542	84.94260282							0	0	0	-1698.89007	0.0004438896409	-544120.482826365	
1698.81007	6	9	85	0.007152803254	0.0004437426683	2.692922847	3.68187312	93.62520403	6.023481548	9.037770181	84.93874827							0	0	0	-1698.81007	0.0004437426683	-544518.614738164	
1698.73007	6	9	85	0.007600404911	0.0004435958033	2.693672836	3.683258842	93.62306832	6.024959293	9.040146474	84.93489423							0	0	0	-1698.73007	0.0004435958033	-544918.443758885	
1698.65007	6	9	85	0.008047658265	0.0004434490463	2.694422731	3.684644725	93.62093254	6.026436871	9.042522419	84.93104071							0	0	0	-1698.65007	0.0004434490463	-545318.672069094	
1698.57007	6	9	85	0.008494563713	0.0004433023968	2.695172532	3.686030767	93.6187967	6.027914284	9.044898017	84.9271877							0	0	0	-1698.57007	0.0004433023968	-545714.272257597	
1698.49007	6	9	85	0.008941121648	0.0004431558525	2.69592224	3.687416969	93.61666079	6.02939153	9.047273268	84.9233352							0	0	0	-1698.49007	0.0004431558525	-546115.872914483	
1698.41007	6	9	85	0.009387332468	0.0004430094186	2.696671854	3.68880333	93.61452482	6.03086861	9.049648172	84.91948322							0	0	0	-1698.41007	0.0004430094186	-546516.540977709	
1698.33007	6	9	85	0.009833196564	0.0004428630891	2.697421375	3.690189851	93.61238877	6.032345525	9.052022729	84.91563175							0	0	0	-1698.33007	0.0004428630891	-546914.27297362	
1698.25007	6	9	85	0.01027871433	0.0004427168681	2.698170802	3.691576532	93.61025267	6.033822274	9.05439694	84.91178079							0	0	0	-1698.25007	0.0004427168681	-547315.186808175	
1698.17007	6	9	85	0.01072388616	0.0004425707529	2.698920136	3.692963373	93.60811649	6.035298857	9.056770803	84.90793034							0	0	0	-1698.17007	0.0004425707529	-547713.136046991	
1698.09007	6	9	85	0.01116871245	0.0004424247443	2.699669376	3.694350375	93.60598025	6.036775275	9.05914432	84.9040804							0	0	0	-1698.09007	0.0004424247443	-548115.985023578	
1698.01007	6	9	85	0.01161319359	0.0004422788438	2.700418522	3.695737536	93.60384394	6.038251528	9.06151749	84.90023098							0	0	0	-1698.01007	0.0004422788438	-548517.347232697	
1697.93007	6	9	85	0.01205732996	0.0004421330488	2.701167575	3.697124857	93.60170757	6.039727616	9.063890314	84.89638207							0	0	0	-1697.93007	0.0004421330488	-548917.42603768	
