T	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(FE@LIQUID)	w(TI@LIQUID)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
1913.296794	2	98	0	0	0.6161339427	99.38386606	2	98			-0.0006974080469	0.0006974080469	-1913.296794	0	9.88708597606814	
1913.286794	2	98	0.0005048165503	0.0005038178343	0.616357845	99.38364216	2.000697334	97.99930267			0	0	-1913.286794	0.0005038178343	29.8098017448075	
1913.266794	2	98	0.001513264361	0.001006883028	0.6168056578	99.38319434	2.002092036	97.99790796			0	0	-1913.266794	0.001006883028	39.7798125879003	
1913.226794	2	98	0.003525592714	0.002011231929	0.6177013027	99.3822987	2.004881498	97.9951185			0	0	-1913.226794	0.002011231929	39.8835427480516	
1913.146794	2	98	0.007531107547	0.004011404336	0.6194926646	99.38050734	2.010459324	97.98954068			0	0	-1913.146794	0.004011404336	-6169.62636400514	
1913.066794	2	98	0.01150723237	0.003998351858	0.6212841056	99.37871589	2.016036031	97.98396397			0	0	-1913.066794	0.003998351858	-6529.87959598987	
1912.986794	2	98	0.01545594333	0.003986735049	0.6230756223	99.37692438	2.021611621	97.97838838			0	0	-1912.986794	0.003986735049	-6908.07361019878	
1912.906794	2	98	0.01937751257	0.003975190107	0.6248672174	99.37513278	2.027186104	97.9728139			0	0	-1912.906794	0.003975190107	-6949.34566739626	
1912.826794	2	98	0.02327220354	0.003963710923	0.626658891	99.37334111	2.032759478	97.96724052			0	0	-1912.826794	0.003963710923	-6989.07920444775	
1912.746794	2	98	0.02714027636	0.003952296878	0.6284506431	99.37154936	2.038331745	97.96166826			0	0	-1912.746794	0.003952296878	-7028.91614879785	
1912.666794	2	98	0.03098198791	0.003940947445	0.630242474	99.36975753	2.043902904	97.9560971			0	0	-1912.666794	0.003940947445	-7068.8781111596	
1912.586794	2	98	0.0347975919	0.003929662089	0.6320343838	99.36796562	2.049472957	97.95052704			0	0	-1912.586794	0.003929662089	-7108.94821991734	
1912.506794	2	98	0.03858733885	0.003918440241	0.6338263725	99.36617363	2.055041903	97.9449581			0	0	-1912.506794	0.003918440241	-7149.13200636502	
1912.426794	2	98	0.04235147622	0.003907281395	0.6356184403	99.36438156	2.060609743	97.93939026			0	0	-1912.426794	0.003907281395	-7189.4339513975	
1912.346794	2	98	0.04609024839	0.003896185009	0.6374105874	99.36258941	2.066176477	97.93382352			0	0	-1912.346794	0.003896185009	-7229.84762810863	
1912.266794	2	98	0.04980389674	0.003885150568	0.6392028137	99.36079719	2.071742106	97.92825789			0	0	-1912.266794	0.003885150568	-7270.37258441997	
1912.186794	2	98	0.05349265968	0.003874177541	0.6409951196	99.35900488	2.07730663	97.92269337			0	0	-1912.186794	0.003874177541	-7311.01210348418	
1912.106794	2	98	0.05715677272	0.003863265434	0.642787505	99.3572125	2.082870049	97.91712995			0	0	-1912.106794	0.003863265434	-7351.76824687591	
1912.026794	2	98	0.06079646848	0.003852413734	0.6445799701	99.35542003	2.088432364	97.91156764			0	0	-1912.026794	0.003852413734	-7392.63915696735	
1911.946794	2	98	0.06441197677	0.003841621952	0.646372515	99.35362748	2.093993575	97.90600642			0	0	-1911.946794	0.003841621952	-7433.62470924113	
1911.866794	2	98	0.06800352459	0.003830889586	0.6481651399	99.35183486	2.099553682	97.90044632			0	0	-1911.866794	0.003830889586	-7474.71981596916	
1911.786794	2	98	0.0715713362	0.003820216143	0.6499578448	99.35004216	2.105112687	97.89488731			0	0	-1911.786794	0.003820216143	-7515.92903892939	
1911.706794	2	98	0.07511563314	0.003809601145	0.65175063	99.34824937	2.110670588	97.88932941			0	0	-1911.706794	0.003809601145	-7557.25245872181	
1911.626794	2	98	0.07863663431	0.00379904411	0.6535434954	99.3464565	2.116227386	97.88377261			0	0	-1911.626794	0.00379904411	-7598.69328028982	
1911.546794	2	98	0.08213455597	0.003788544579	0.6553364412	99.34466356	2.121783083	97.87821692			0	0	-1911.546794	0.003788544579	-7640.24915249514	
1911.466794	2	98	0.08560961178	0.003778102074	0.6571294676	99.34287053	2.127337678	97.87266232			0	0	-1911.466794	0.003778102074	-7681.91651640879	
1911.386794	2	98	0.08906201287	0.003767716136	0.6589225747	99.34107743	2.132891171	97.86710883			0	0	-1911.386794	0.003767716136	-7723.6947911973	
1911.306794	2	98	0.09249196783	0.003757386296	0.6607157626	99.33928424	2.138443563	97.86155644			0	0	-1911.306794	0.003757386296	-7765.58785190614	
1911.226794	2	98	0.09589968279	0.003747112115	0.6625090314	99.33749097	2.143994855	97.85600514			0	0	-1911.226794	0.003747112115	-7807.59676884481	
1911.146794	2	98	0.09928536144	0.003736893137	0.6643023812	99.33569762	2.149545046	97.85045495			0	0	-1911.146794	0.003736893137	-7849.72270991158	
1911.066794	2	98	0.1026492051	0.003726728935	0.6660958122	99.33390419	2.155094137	97.84490586			0	0	-1911.066794	0.003726728935	-7891.9598671092	
1910.986794	2	98	0.1059914126	0.003716619048	0.6678893244	99.33211068	2.160642129	97.83935787			0	0	-1910.986794	0.003716619048	-7934.31111313817	
1910.906794	2	98	0.1093121805	0.003706563065	0.669682918	99.33031708	2.166189021	97.83381098			0	0	-1910.906794	0.003706563065	-7976.77918161369	
