T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1739.97001	9	5	86	0	0	3.84551036	1.874573387	94.27991625	9	5	86										-0.0003516412947	-0.0002132178112	0.0005648591059	-1739.97001	0	72.9337200100333	
1739.96001	9	5	86	6.947750771E-05	6.826443584E-05	3.845679602	1.87467594	94.27964446	9.000351523	5.000213121	85.99943536										0	0	0	-1739.96001	6.826443584E-05	220.044603971994	
1739.94001	9	5	86	0.0002082930398	0.000136413237	3.846018087	1.874881066	94.27910085	9.001054648	5.000639463	85.99830589										0	0	0	-1739.94001	0.000136413237	293.352857072566	
1739.90001	9	5	86	0.0004859423203	0.0002728820012	3.846695031	1.875291333	94.27801364	9.002461373	5.001492433	85.99604619										0	0	0	-1739.90001	0.0002728820012	293.23829737347	
1739.82001	9	5	86	0.001040772978	0.0005454545795	3.84804883	1.87611192	94.27583925	9.005273974	5.003197856	85.99152817										0	0	0	-1739.82001	0.0005454545795	-253579.769796651	
1739.74001	9	5	86	0.001594977586	0.0005451387305	3.849402703	1.876932611	94.27366469	9.008086172	5.004903033	85.9870108										0	0	0	-1739.74001	0.0005451387305	-305802.258644361	
1739.66001	9	5	86	0.002148641555	0.0005449064577	3.850756437	1.877753365	94.2714902	9.010897966	5.006607966	85.98249407										0	0	0	-1739.66001	0.0005449064577	-344627.068580014	
1739.58001	9	5	86	0.002701765708	0.0005446744602	3.852110032	1.87857418	94.26931579	9.013709356	5.008312654	85.97797799										0	0	0	-1739.58001	0.0005446744602	-344970.742698727	
1739.50001	9	5	86	0.003254350788	0.0005444426501	3.853463487	1.879395058	94.26714145	9.016520344	5.010017097	85.97346256										0	0	0	-1739.50001	0.0005444426501	-345250.557831789	
1739.42001	9	5	86	0.003806397541	0.0005442110285	3.854816803	1.880215999	94.2649672	9.019330929	5.011721297	85.96894777										0	0	0	-1739.42001	0.0005442110285	-345532.394175455	
1739.34001	9	5	86	0.004357906711	0.0005439795964	3.85616998	1.881037002	94.26279302	9.022141112	5.013425251	85.96443364										0	0	0	-1739.34001	0.0005439795964	-345813.565641549	
1739.26001	9	5	86	0.004908879039	0.0005437483513	3.857523018	1.881858067	94.26061891	9.024950892	5.015128962	85.95992015										0	0	0	-1739.26001	0.0005437483513	-346095.726077049	
1739.18001	9	5	86	0.005459315268	0.0005435172964	3.858875917	1.882679195	94.25844489	9.027760269	5.016832428	85.9554073										0	0	0	-1739.18001	0.0005435172964	-346377.363113943	
1739.10001	9	5	86	0.006009216136	0.0005432864272	3.860228676	1.883500385	94.25627094	9.030569245	5.018535649	85.95089511										0	0	0	-1739.10001	0.0005432864272	-346659.620357255	
1739.02001	9	5	86	0.006558582383	0.0005430557484	3.861581296	1.884321638	94.25409707	9.033377818	5.020238626	85.94638356										0	0	0	-1739.02001	0.0005430557484	-346942.175760587	
1738.94001	9	5	86	0.007107414746	0.0005428252551	3.862933776	1.885142953	94.25192327	9.03618599	5.021941359	85.94187265										0	0	0	-1738.94001	0.0005428252551	-347222.63799635	
1738.86001	9	5	86	0.007655713959	0.0005425949488	3.864286118	1.885964331	94.24974955	9.03899376	5.023643848	85.93736239										0	0	0	-1738.86001	0.0005425949488	-347505.289112041	
1738.78001	9	5	86	0.008203480757	0.0005423648303	3.865638319	1.886785772	94.24757591	9.041801128	5.025346092	85.93285278										0	0	0	-1738.78001	0.0005423648303	-347789.004578816	
1738.70001	9	5	86	0.008750715875	0.0005421348996	3.866990382	1.887607275	94.24540234	9.044608095	5.027048092	85.92834381										0	0	0	-1738.70001	0.0005421348996	-348071.135899026	
1738.62001	9	5	86	0.009297420043	0.000541905154	3.868342305	1.88842884	94.24322885	9.04741466	5.028749847	85.92383549										0	0	0	-1738.62001	0.000541905154	-348352.7443987	
1738.54001	9	5	86	0.009843593993	0.0005416755949	3.869694089	1.889250469	94.24105544	9.050220825	5.030451358	85.91932782										0	0	0	-1738.54001	0.0005416755949	-348636.099025311	
1738.46001	9	5	86	0.01038923845	0.0005414462226	3.871045733	1.89007216	94.23888211	9.053026588	5.032152625	85.91482079										0	0	0	-1738.46001	0.0005414462226	-348918.542407899	
1738.38001	9	5	86	0.01093435415	0.000541217035	3.872397238	1.890893913	94.23670885	9.055831951	5.033853648	85.9103144										0	0	0	-1738.38001	0.000541217035	-349202.746743308	
1738.30001	9	5	86	0.01147894181	0.0005409880359	3.873748604	1.89171573	94.23453567	9.058636913	5.035554427	85.90580866										0	0	0	-1738.30001	0.0005409880359	-349485.646399196	
1738.22001	9	5	86	0.01202300217	0.0005407592192	3.87509983	1.892537609	94.23236256	9.061441475	5.037254961	85.90130356										0	0	0	-1738.22001	0.0005407592192	-349767.794524323	
1738.14001	9	5	86	0.01256653594	0.0005405305894	3.876450916	1.893359551	94.23018953	9.064245636	5.038955251	85.89679911										0	0	0	-1738.14001	0.0005405305894	-350052.305161687	
1738.06001	9	5	86	0.01310954384	0.0005403021445	3.877801863	1.894181556	94.22801658	9.067049397	5.040655297	85.89229531										0	0	0	-1738.06001	0.0005403021445	-350334.748500659	
1737.98001	9	5	86	0.01365202661	0.0005400738832	3.879152671	1.895003623	94.22584371	9.069852758	5.042355099	85.88779214										0	0	0	-1737.98001	0.0005400738832	-350618.728630785	
1737.90001	9	5	86	0.01419398495	0.0005398458082	3.880503339	1.895825754	94.22367091	9.072655719	5.044054657	85.88328962										0	0	0	-1737.90001	0.0005398458082	-350904.396111803	
1737.82001	9	5	86	0.0147354196	0.0005396179184	3.881853868	1.896647947	94.22149819	9.075458281	5.04575397	85.87878775										0	0	0	-1737.82001	0.0005396179184	-351187.1350749	
1737.74001	9	5	86	0.01527633126	0.0005393902105	3.883204257	1.897470203	94.21932554	9.078260443	5.047453039	85.87428652										0	0	0	-1737.74001	0.0005393902105	-351470.0289168	
