T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1676.445382	13	5	82	0	0	5.643614813	2.009261997	92.34712319	13	5	82										-0.0003767146028	-0.0001531525084	0.0005298671112	-1676.445382	0	97.0005429839732	
1676.435382	13	5	82	5.2460244E-05	5.12583652E-05	5.643796032	2.009348756	92.34685521	13.00037659	5.000153089	81.99947032										0	0	0	-1676.435382	5.12583652E-05	293.179672916407	
1676.415382	13	5	82	0.0001572444887	0.0001024026088	5.644158512	2.009522295	92.34631919	13.00112987	5.00045933	81.9984108										0	0	0	-1676.415382	0.0001024026088	390.940751348628	
1676.375382	13	5	82	0.0003667629532	0.0002047776155	5.644883446	2.009869386	92.34524717	13.00263637	5.001071781	81.99629185										0	0	0	-1676.375382	0.0002047776155	390.686723431909	
1676.295382	13	5	82	0.000785738673	0.0004095805397	5.646333187	2.010563632	92.34310318	13.00565017	5.00229696	81.99205287										0	0	0	-1676.295382	0.0004095805397	-300692.613603777	
1676.215382	13	5	82	0.001204269074	0.0004093141403	5.647783001	2.011257973	92.34095903	13.00866308	5.003521735	81.98781519										0	0	0	-1676.215382	0.0004093141403	-493635.707536745	
1676.135382	13	5	82	0.001622488065	0.0004091789479	5.649232647	2.01195238	92.33881497	13.01167564	5.004746323	81.98357804										0	0	0	-1676.135382	0.0004091789479	-592051.063933611	
1676.055382	13	5	82	0.002040396007	0.0004090438932	5.650682122	2.012646852	92.33667103	13.01468784	5.005970723	81.97934144										0	0	0	-1676.055382	0.0004090438932	-592533.449610871	
1675.975382	13	5	82	0.002457993227	0.0004089089209	5.652131428	2.013341391	92.33452718	13.01769968	5.007194936	81.97510538										0	0	0	-1675.975382	0.0004089089209	-592900.138774016	
1675.895382	13	5	82	0.002875280054	0.0004087740332	5.653580564	2.014035996	92.33238344	13.02071117	5.008418962	81.97086986										0	0	0	-1675.895382	0.0004087740332	-593272.11565635	
1675.815382	13	5	82	0.003292256816	0.0004086392301	5.655029531	2.014730667	92.3302398	13.02372231	5.0096428	81.96663489										0	0	0	-1675.815382	0.0004086392301	-593647.426576435	
1675.735382	13	5	82	0.003708923841	0.0004085045129	5.656478328	2.015425403	92.32809627	13.02673309	5.010866451	81.96240046										0	0	0	-1675.735382	0.0004085045129	-594017.685128683	
1675.655382	13	5	82	0.004125281454	0.0004083698778	5.657926955	2.016120206	92.32595284	13.02974352	5.012089914	81.95816657										0	0	0	-1675.655382	0.0004083698778	-594389.311139366	
1675.575382	13	5	82	0.004541329984	0.000408235329	5.659375413	2.016815075	92.32380951	13.03275359	5.01331319	81.95393322										0	0	0	-1675.575382	0.000408235329	-594761.821910446	
1675.495382	13	5	82	0.004957069756	0.0004081008625	5.660823701	2.017510009	92.32166629	13.03576331	5.014536279	81.94970041										0	0	0	-1675.495382	0.0004081008625	-595134.822087744	
1675.415382	13	5	82	0.005372501096	0.0004079664823	5.662271819	2.01820501	92.31952317	13.03877268	5.01575918	81.94546814										0	0	0	-1675.415382	0.0004079664823	-595506.936682744	
1675.335382	13	5	82	0.005787624329	0.0004078321838	5.663719767	2.018900077	92.31738016	13.04178169	5.016981894	81.94123642										0	0	0	-1675.335382	0.0004078321838	-595874.431840155	
1675.255382	13	5	82	0.006202439778	0.0004076979693	5.665167546	2.019595211	92.31523724	13.04479034	5.01820442	81.93700524										0	0	0	-1675.255382	0.0004076979693	-596252.157012786	
1675.175382	13	5	82	0.006616947771	0.0004075638409	5.666615155	2.02029041	92.31309444	13.04779865	5.019426759	81.93277459										0	0	0	-1675.175382	0.0004075638409	-596628.121960924	
1675.095382	13	5	82	0.007031148631	0.0004074297955	5.668062594	2.020985676	92.31095173	13.0508066	5.020648911	81.92854449										0	0	0	-1675.095382	0.0004074297955	-596996.326415882	
1675.015382	13	5	82	0.007445042679	0.0004072958325	5.669509863	2.021681008	92.30880913	13.05381419	5.021870875	81.92431493										0	0	0	-1675.015382	0.0004072958325	-597371.018331708	
1674.935382	13	5	82	0.007858630241	0.0004071619552	5.670956962	2.022376406	92.30666663	13.05682143	5.023092652	81.92008591										0	0	0	-1674.935382	0.0004071619552	-597744.150106519	
1674.855382	13	5	82	0.008271911637	0.0004070281594	5.672403892	2.023071871	92.30452424	13.05982832	5.024314242	81.91585743										0	0	0	-1674.855382	0.0004070281594	-598115.980767944	
1674.775382	13	5	82	0.008684887192	0.0004068944485	5.673850651	2.023767402	92.30238195	13.06283486	5.025535644	81.9116295										0	0	0	-1674.775382	0.0004068944485	-598489.376088658	
1674.695382	13	5	82	0.009097557224	0.0004067608196	5.675297241	2.024462999	92.30023976	13.06584104	5.026756859	81.9074021										0	0	0	-1674.695382	0.0004067608196	-598865.947379637	
1674.615382	13	5	82	0.009509922059	0.0004066272768	5.67674366	2.025158663	92.29809768	13.06884687	5.027977887	81.90317524										0	0	0	-1674.615382	0.0004066272768	-599239.37442071	
1674.535382	13	5	82	0.009921982014	0.0004064938144	5.67818991	2.025854393	92.2959557	13.07185235	5.029198728	81.89894892										0	0	0	-1674.535382	0.0004064938144	-599611.949414716	
1674.455382	13	5	82	0.01033373741	0.0004063604375	5.67963599	2.02655019	92.29381382	13.07485748	5.030419381	81.89472314										0	0	0	-1674.455382	0.0004063604375	-599985.635239926	
1674.375382	13	5	82	0.01074518857	0.0004062271413	5.681081899	2.027246053	92.29167205	13.07786225	5.031639847	81.89049791										0	0	0	-1674.375382	0.0004062271413	-600359.588523547	
1674.295382	13	5	82	0.01115633581	0.0004060939305	5.682527639	2.027941983	92.28953038	13.08086667	5.032860125	81.88627321										0	0	0	-1674.295382	0.0004060939305	-600737.369237841	
1674.215382	13	5	82	0.01156717945	0.0004059608019	5.683973209	2.02863798	92.28738881	13.08387074	5.034080216	81.88204905										0	0	0	-1674.215382	0.0004059608019	-601107.729740025	
