T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1677.961072	10	7	83	0	0	4.409613615	2.85447683	92.73590956	10	7	83				-0.0002850654312	-0.0002113878323	0.0004964532634	-1677.961072	0	97.4501195214861	
1677.951072	10	7	83	5.208372934E-05	5.10360303E-05	4.409753844	2.854600714	92.73564544	10.00028495	7.000211282	82.99950377				0	0	0	-1677.951072	5.10360303E-05	294.429889217787	
1677.931072	10	7	83	0.0001561222358	0.0001019640285	4.410034302	2.854848498	92.7351172	10.00085494	7.000633951	82.99851111				0	0	0	-1677.931072	0.0001019640285	392.490925236534	
1677.891072	10	7	83	0.0003642429536	0.0002039919751	4.410595182	2.855344099	92.73406072	10.00199539	7.001479618	82.99652499				0	0	0	-1677.891072	0.0002039919751	392.221248866965	
1677.811072	10	7	83	0.0007801904822	0.0004077801929	4.411716865	2.856335372	92.73194776	10.00427559	7.003170371	82.99255403				0	0	0	-1677.811072	0.0004077801929	-422106.018912208	
1677.731072	10	7	83	0.001195773814	0.0004075904903	4.412838673	2.857326793	92.72983453	10.00655554	7.004860866	82.98858359				0	0	0	-1677.731072	0.0004075904903	-534751.90867448	
1677.651072	10	7	83	0.001611052901	0.0004074598933	4.413960339	2.858318318	92.72772134	10.00883523	7.006551104	82.98461367				0	0	0	-1677.651072	0.0004074598933	-612873.311593708	
1677.571072	10	7	83	0.0020260281	0.0004073294248	4.415081863	2.859309947	92.72560819	10.01111465	7.008241085	82.98064426				0	0	0	-1677.571072	0.0004073294248	-613379.237787342	
1677.491072	10	7	83	0.002440699733	0.0004071990432	4.416203244	2.860301679	92.72349508	10.01339383	7.009930809	82.97667537				0	0	0	-1677.491072	0.0004071990432	-613781.357420254	
1677.411072	10	7	83	0.00285506812	0.0004070687456	4.417324483	2.861293514	92.721382	10.01567274	7.011620277	82.97270699				0	0	0	-1677.411072	0.0004070687456	-614181.189672714	
1677.331072	10	7	83	0.00326913358	0.0004069385337	4.418445579	2.862285453	92.71926897	10.01795139	7.013309488	82.96873912				0	0	0	-1677.331072	0.0004069385337	-614581.769102202	
1677.251072	10	7	83	0.003682896434	0.0004068084059	4.419566533	2.863277495	92.71715597	10.02022979	7.014998442	82.96477177				0	0	0	-1677.251072	0.0004068084059	-614978.62095529	
1677.171072	10	7	83	0.004096356997	0.000406678362	4.420687344	2.864269641	92.71504302	10.02250793	7.01668714	82.96080493				0	0	0	-1677.171072	0.000406678362	-615379.067744342	
