T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
896.3284652	94	0	6	0	0	99.33871247	0	0.6612875281	94	0	6				0.001517575513		-0.001517575513	-896.3284652	0	35.1644274650339	
896.3084652	94	0	6	0.0005695674948	0.0005683720102	99.33834581	0	0.6616541876	93.99696489	0	6.003035107				0		0	-896.3084652	0.0005683720102	35.2120148687262	
896.2884652	94	0	6	0.001138366119	0.001135976928	99.33797915	0	0.6620208538	93.99393001	0	6.006069994				0		0	-896.2884652	0.001135976928	35.2501163279709	
896.2484652	94	0	6	0.002274576794	0.002269803591	99.33724578	0	0.662754223	93.98786083	0	6.012139168				0		0	-896.2484652	0.002269803591	35.3122515502787	
896.1684652	94	0	6	0.004540555017	0.004531029284	99.33577887	0	0.6642211309	93.97572495	0	6.024275054				0		0	-896.1684652	0.004531029284	35.4673730485476	
896.0884652	94	0	6	0.006795299724	0.006781047623	99.33431175	0	0.6656882505	93.96359235	0	6.036407651				0		0	-896.0884652	0.006781047623	35.6309697711286	
896.0084652	94	0	6	0.009040501108	0.009021545245	99.33284442	0	0.6671555822	93.95146304	0	6.048536961				0		0	-896.0084652	0.009021545245	35.7822308791411	
895.9284652	94	0	6	0.01127621797	0.01125258081	99.33137687	0	0.6686231267	93.93933701	0	6.060662987				0		0	-895.9284652	0.01125258081	35.9338195844693	
895.8484652	94	0	6	0.01350251099	0.01347421486	99.32990912	0	0.670090884	93.92721427	0	6.072785732				0		0	-895.8484652	0.01347421486	36.0857171427994	
895.7684652	94	0	6	0.01571944031	0.01568650739	99.32844115	0	0.6715588545	93.9150948	0	6.084905195				0		0	-895.7684652	0.01568650739	36.23792343039	
895.6884652	94	0	6	0.01792706558	0.01788951792	99.32697296	0	0.6730270382	93.90297862	0	6.097021379				0		0	-895.6884652	0.01788951792	36.390438363876	
895.6084652	94	0	6	0.02012544594	0.02008330543	99.32550456	0	0.6744954355	93.89086572	0	6.109134284				0		0	-895.6084652	0.02008330543	36.543261814271	
895.5284652	94	0	6	0.02231464002	0.02226792844	99.32403595	0	0.6759640463	93.87875609	0	6.121243911				0		0	-895.5284652	0.02226792844	36.6963935822059	
895.4484652	94	0	6	0.02449470598	0.02444344495	99.32256713	0	0.677432871	93.86664974	0	6.133350262				0		0	-895.4484652	0.02444344495	36.8498337160322	
895.3684652	94	0	6	0.02666570146	0.02660991248	99.32109809	0	0.6789019096	93.85454666	0	6.145453337				0		0	-895.3684652	0.02660991248	37.003582017716	
895.2884652	94	0	6	0.02882768365	0.02876738807	99.31962884	0	0.6803711624	93.84244686	0	6.157553138				0		0	-895.2884652	0.02876738807	37.1576383738323	
895.2084652	94	0	6	0.03098070925	0.03091592828	99.31815937	0	0.6818406296	93.83035033	0	6.169649665				0		0	-895.2084652	0.03091592828	37.3120025823327	
895.1284652	94	0	6	0.03312483446	0.03305558921	99.31668969	0	0.6833103113	93.81825708	0	6.18174292				0		0	-895.1284652	0.03305558921	37.4666746162119	
895.0484652	94	0	6	0.03526011505	0.03518642647	99.31521979	0	0.6847802077	93.8061671	0	6.193832904				0		0	-895.0484652	0.03518642647	37.6216543548444	
894.9684652	94	0	6	0.0373866063	0.03730849523	99.31374968	0	0.686250319	93.79408038	0	6.205919618				0		0	-894.9684652	0.03730849523	37.7769416805671	
894.8884652	94	0	6	0.03950436305	0.03942185018	99.31227935	0	0.6877206454	93.78199694	0	6.218003063				0		0	-894.8884652	0.03942185018	37.9325364646461	
894.8084652	94	0	6	0.04161343967	0.04152654558	99.31080881	0	0.689191187	93.76991676	0	6.23008324				0		0	-894.8084652	0.04152654558	38.0884384875472	
894.7284652	94	0	6	0.0437138901	0.04362263523	99.30933806	0	0.690661944	93.75783985	0	6.24216015				0		0	-894.7284652	0.04362263523	38.2446477907991	
894.6484652	94	0	6	0.04580576781	0.04571017248	99.30786708	0	0.6921329166	93.74576621	0	6.254233794				0		0	-894.6484652	0.04571017248	38.4011642284442	
894.5684652	94	0	6	0.04788912585	0.04778921025	99.3063959	0	0.6936041049	93.73369583	0	6.266304174				0		0	-894.5684652	0.04778921025	38.5579875531399	
894.4884652	94	0	6	0.04996401682	0.04985980103	99.30492449	0	0.6950755093	93.72162871	0	6.27837129				0		0	-894.4884652	0.04985980103	38.7151177857169	
894.4084652	94	0	6	0.0520304929	0.05192199686	99.30345287	0	0.6965471297	93.70956486	0	6.290435144				0		0	-894.4084652	0.05192199686	38.8725546511085	
894.3284652	94	0	6	0.05408860585	0.05397584939	99.30198103	0	0.6980189664	93.69750426	0	6.302495736				0		0	-894.3284652	0.05397584939	39.0302981531791	
894.2484652	94	0	6	0.05613840698	0.0560214098	99.30050898	0	0.6994910197	93.68544693	0	6.314553068				0		0	-894.2484652	0.0560214098	39.1883482732161	
894.1684652	94	0	6	0.05817994721	0.05805872889	99.29903671	0	0.7009632896	93.67339286	0	6.326607142				0		0	-894.1684652	0.05805872889	39.3467046043864	
894.0884652	94	0	6	0.06021327703	0.06008785704	99.29756422	0	0.7024357763	93.66134204	0	6.338657957				0		0	-894.0884652	0.06008785704	39.5053671009526	
894.0084652	94	0	6	0.06223844652	0.06210884422	99.29609152	0	0.70390848	93.64929448	0	6.350705516				0		0	-894.0084652	0.06210884422	39.6643358029352	
893.9284652	94	0	6	0.06425550537	0.06412173998	99.2946186	0	0.7053814009	93.63725018	0	6.362749818				0		0	-893.9284652	0.06412173998	39.8236106352343	
893.8484652	94	0	6	0.06626450286	0.06612659348	99.29314546	0	0.7068545391	93.62520913	0	6.374790867				0		0	-893.8484652	0.06612659348	39.9831912068882	
893.7684652	94	0	6	0.06826548785	0.0681234535	99.29167211	0	0.7083278949	93.61317134	0	6.386828661				0		0	-893.7684652	0.0681234535	40.143077403558	
893.6884652	94	0	6	0.07025850886	0.07011236841	99.29019853	0	0.7098014685	93.6011368	0	6.398863204				0		0	-893.6884652	0.07011236841	40.3032692887494	
893.6084652	94	0	6	0.07224361396	0.07209338619	99.28872474	0	0.7112752599	93.5891055	0	6.410894495				0		0	-893.6084652	0.07209338619	40.4637666023823	
893.5284652	94	0	6	0.07422085087	0.07406655445	99.28725073	0	0.7127492693	93.57707746	0	6.422922537				0		0	-893.5284652	0.07406655445	40.624569370853	
