T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1676.898472	6	10	84	0	0	2.711368103	4.220941905	93.06768999	6	10	84							-0.0001676561632	-0.0002946175153	0.0004622736784	-1676.898472	0	97.5488342057608	
1676.888472	6	10	84	5.188018616E-05	5.101502196E-05	2.711452707	4.221128254	93.06741904	6.000167567	10.00029443	83.999538							0	0	0	-1676.888472	5.101502196E-05	294.492553440087	
1676.868472	6	10	84	0.0001555252704	0.0001019341904	2.711621916	4.221500971	93.06687711	6.000502774	10.00088348	83.99861375							0	0	0	-1676.868472	0.0001019341904	392.53304285598	
1676.828472	6	10	84	0.0003628920233	0.0002039647476	2.711960307	4.222246457	93.06579324	6.001173568	10.0020622	83.99676423							0	0	0	-1676.828472	0.0002039647476	392.244444671612	
1676.748472	6	10	84	0.0007773132712	0.0004077065361	2.712637561	4.223737764	93.06362467	6.002514677	10.00441868	83.99306664							0	0	0	-1676.748472	0.0004077065361	-448473.961296177	
1676.668472	6	10	84	0.001191383123	0.0004075279968	2.713314458	4.225229159	93.06145638	6.003855665	10.00677482	83.98936951							0	0	0	-1676.668472	0.0004075279968	-580873.46463669	
1676.588472	6	10	84	0.001605161327	0.0004074085438	2.71399126	4.226720747	93.05928799	6.00519653	10.00913062	83.98567285							0	0	0	-1676.588472	0.0004074085438	-670064.807415354	
1676.508472	6	10	84	0.002018648218	0.0004072892138	2.714667969	4.228212528	93.0571195	6.006537273	10.01148609	83.98197664							0	0	0	-1676.508472	0.0004072892138	-670639.242421021	
1676.428472	6	10	84	0.002431844098	0.0004071699654	2.715344584	4.229704502	93.05495091	6.007877893	10.01384121	83.97828089							0	0	0	-1676.428472	0.0004071699654	-671105.355622407	
1676.348472	6	10	84	0.00284474927	0.0004070508011	2.716021105	4.23119667	93.05278223	6.009218392	10.016196	83.97458561							0	0	0	-1676.348472	0.0004070508011	-671575.202585732	
1676.268472	6	10	84	0.003257364037	0.0004069317195	2.716697531	4.232689031	93.05061344	6.010558768	10.01855045	83.97089078							0	0	0	-1676.268472	0.0004069317195	-672041.761551629	
1676.188472	6	10	84	0.003669688701	0.0004068127206	2.717373864	4.234181585	93.04844455	6.011899023	10.02090456	83.96719641							0	0	0	-1676.188472	0.0004068127206	-672517.461373794	
1676.108472	6	10	84	0.004081723566	0.0004066938074	2.718050102	4.235674333	93.04627556	6.013239156	10.02325834	83.96350251							0	0	0	-1676.108472	0.0004066938074	-672988.425280678	
1676.028472	6	10	84	0.004493468931	0.000406574975	2.718726246	4.237167275	93.04410648	6.014579167	10.02561177	83.95980906							0	0	0	-1676.028472	0.000406574975	-673456.681720053	
1675.948472	6	10	84	0.0049049251	0.0004064562271	2.719402296	4.238660411	93.04193729	6.015919056	10.02796487	83.95611607							0	0	0	-1675.948472	0.0004064562271	-673930.393288	
1675.868472	6	10	84	0.005316092372	0.0004063375617	2.720078252	4.24015374	93.03976801	6.017258825	10.03031763	83.95242354							0	0	0	-1675.868472	0.0004063375617	-674400.802451831	
1675.788472	6	10	84	0.005726971048	0.0004062189794	2.720754113	4.241647263	93.03759862	6.018598471	10.03267006	83.94873147							0	0	0	-1675.788472	0.0004062189794	-674870.723794946	
1675.708472	6	10	84	0.006137561428	0.0004061004792	2.721429881	4.24314098	93.03542914	6.019937997	10.03502214	83.94503986							0	0	0	-1675.708472	0.0004061004792	-675344.733915872	
1675.628472	6	10	84	0.006547863812	0.0004059820633	2.722105554	4.244634892	93.03325955	6.021277402	10.03737389	83.94134871							0	0	0	-1675.628472	0.0004059820633	-675821.679576755	
1675.548472	6	10	84	0.0069578785	0.0004058637303	2.722781133	4.246128997	93.03108987	6.022616685	10.0397253	83.93765802							0	0	0	-1675.548472	0.0004058637303	-676285.284298602	
1675.468472	6	10	84	0.007367605787	0.0004057454767	2.723456617	4.247623297	93.02892009	6.023955848	10.04207637	83.93396778							0	0	0	-1675.468472	0.0004057454767	-676760.44604615	
1675.388472	6	10	84	0.007777045977	0.0004056273098	2.724132007	4.249117791	93.0267502	6.025294889	10.04442711	83.930278							0	0	0	-1675.388472	0.0004056273098	-677236.217161075	
1675.308472	6	10	84	0.008186199363	0.0004055092223	2.724807303	4.250612479	93.02458022	6.02663381	10.0467775	83.92658869							0	0	0	-1675.308472	0.0004055092223	-677708.979433978	
1675.228472	6	10	84	0.008595066248	0.0004053912202	2.725482504	4.252107363	93.02241013	6.027972611	10.04912756	83.92289983							0	0	0	-1675.228472	0.0004053912202	-678187.247512869	
1675.148472	6	10	84	0.009003646925	0.0004052732992	2.726157611	4.25360244	93.02023995	6.02931129	10.05147729	83.91921142							0	0	0	-1675.148472	0.0004052732992	-678654.695257553	
1675.068472	6	10	84	0.009411941693	0.0004051554596	2.726832624	4.255097713	93.01806966	6.03064985	10.05382667	83.91552348							0	0	0	-1675.068472	0.0004051554596	-679128.558631735	
1674.988472	6	10	84	0.009819950847	0.0004050377031	2.727507542	4.25659318	93.01589928	6.031988289	10.05617572	83.91183599							0	0	0	-1674.988472	0.0004050377031	-679602.781440245	
1674.908472	6	10	84	0.01022767468	0.0004049200279	2.728182365	4.258088842	93.01372879	6.033326608	10.05852443	83.90814896							0	0	0	-1674.908472	0.0004049200279	-680077.392054969	
1674.828472	6	10	84	0.0106351135	0.0004048024357	2.728857094	4.259584699	93.01155821	6.034664807	10.06087281	83.90446238							0	0	0	-1674.828472	0.0004048024357	-680559.319503593	
1674.748472	6	10	84	0.01104226759	0.0004046849271	2.729531729	4.261080751	93.00938752	6.036002886	10.06322085	83.90077627							0	0	0	-1674.748472	0.0004046849271	-681031.765620531	
1674.668472	6	10	84	0.01144913725	0.000404567498	2.730206269	4.262576999	93.00721673	6.037340845	10.06556855	83.89709061							0	0	0	-1674.668472	0.000404567498	-681501.994287352	
1674.588472	6	10	84	0.01185572277	0.0004044501515	2.730880714	4.264073441	93.00504584	6.038678684	10.06791591	83.8934054							0	0	0	-1674.588472	0.0004044501515	-681979.833844698	
1674.508472	6	10	84	0.01226202445	0.0004043328869	2.731555065	4.265570079	93.00287486	6.040016404	10.07026294	83.88972066							0	0	0	-1674.508472	0.0004043328869	-682456.017661571	
1674.428472	6	10	84	0.01266804258	0.0004042157041	2.732229321	4.267066912	93.00070377	6.041354004	10.07260963	83.88603636							0	0	0	-1674.428472	0.0004042157041	-682931.408217264	
1674.348472	6	10	84	0.01307377745	0.0004040986027	2.732903482	4.268563941	92.99853258	6.042691485	10.07495599	83.88235253							0	0	0	-1674.348472	0.0004040986027	-683410.095624491	
