T	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI							
1817.177134	8	92	0	0	2.858867156	97.14113284	8	92	-0.000560389749	0.000560389749	-1817.177134	0	90.9946471970802	-1817.177134	0	45.6934496126774	
1817.167134	8	92	0.0001098660472	0.0001090524797	2.859113445	97.14088655	8.000560248	91.99943975	0	0	-1817.167134	0.0001098660472	91.0452141585745	-1817.167134	0.0001090524797	137.704489205414	
1817.147134	8	92	0.0003294152842	0.0002179567705	2.859606029	97.14039397	8.001680855	91.99831914	0	0	-1817.147134	0.0003294152842	91.1107499831511	-1817.147134	0.0002179567705	183.639596473966	
1817.107134	8	92	0.0007682968702	0.0004357934549	2.860591244	97.13940876	8.003921963	91.99607804	0	0	-1817.107134	0.0007682968702	91.1656406480929	-1817.107134	0.0004357934549	183.663610418261	
1817.027134	8	92	0.001645342071	0.0008711837705	2.862561852	97.13743815	8.008404643	91.99159536	0	0	-1817.027134	0.001645342071	91.2807855868565	-1817.027134	0.0008711837705	183.871067818485	
1816.867134	8	92	0.003395671916	0.001740152439	2.866503775	97.13349622	8.017366754	91.98263325	0	0	-1816.867134	0.003395671916	91.5359130223174	-1816.867134	0.001740152439	184.33435159008	
1816.547134	8	92	0.006882116704	0.003472231996	2.874390462	97.12560954	8.035281878	91.96471812	0	0	-1816.547134	0.006882116704	92.0328537376222	-1816.547134	0.003472231996	185.172970654028	
1815.907134	8	92	0.01379905541	0.006912812864	2.890174545	97.10982545	8.071077933	91.92892207	0	0	-1815.907134	0.01379905541	93.0691191869577	-1815.907134	0.006912812864	187.014730850292	
1814.627134	8	92	0.02739642691	0.01368592334	2.921784993	97.07821501	8.142528838	91.85747116	0	0	-1814.627134	0.02739642691	95.2049090572781	-1814.627134	0.01368592334	190.80146235328	
1812.067134	8	92	0.05371382185	0.02685878564	2.98517877	97.01482123	8.284873644	91.71512636	0	0	-1812.067134	0.05371382185	99.6028479949678	-1812.067134	0.02685878564	-5429.12972218208	
1809.507134	8	92	0.07885437964	0.02636834165	3.049055461	96.95094454	8.426671538	91.57332846	0	0	-1809.507134	0.07885437964	104.361565635311	-1809.507134	0.02636834165	-4995.06252176595	
1806.947134	8	92	0.1028293226	0.02582917193	3.112927057	96.88707294	8.567558875	91.43244112	0	0	-1806.947134	0.1028293226	109.304588434907	-1806.947134	0.02582917193	-5024.19842485928	
1804.387134	8	92	0.1257438973	0.02534366772	3.177039688	96.82296031	8.707725701	91.2922743	0	0	-1804.387134	0.1257438973	114.306951313022	-1804.387134	0.02534366772	-5385.12334694065	
1801.827134	8	92	0.1476650041	0.02487760998	3.2413989	96.7586011	8.847183213	91.15281679	0	0	-1801.827134	0.1476650041	119.43295978851	-1801.827134	0.02487760998	-5603.90051646078	
1799.267134	8	92	0.1686536431	0.02442932752	3.306008616	96.69399138	8.985939126	91.01406087	0	0	-1799.267134	0.1686536431	124.683994322567	-1799.267134	0.02442932752	-5825.09250007065	
1796.707134	8	92	0.1887661504	0.02399800055	3.370873118	96.62912688	9.124001774	90.87599823	0	0	-1796.707134	0.1887661504	130.060043774741	-1796.707134	0.02399800055	-6052.28151138919	
1794.147134	8	92	0.2080545362	0.02358275482	3.435996725	96.56400328	9.26137944	90.73862056	0	0	-1794.147134	0.2080545362	135.561323731605	-1794.147134	0.02358275482	-6284.87676253996	
1791.587134	8	92	0.2265668852	0.02318277501	3.501383789	96.49861621	9.398080353	90.60191965	0	0	-1791.587134	0.2265668852	141.1880163232	-1791.587134	0.02318277501	-6522.97508781383	
1789.027134	8	92	0.244347714	0.02279730128	3.567038698	96.4329613	9.534112687	90.46588731	0	0	-1789.027134	0.244347714	146.940266161119	-1789.027134	0.02279730128	-6766.68785758615	
1786.467134	8	92	0.2614382914	0.02242562448	3.632965877	96.36703412	9.669484566	90.33051543	0	0	-1786.467134	0.2614382914	152.818179342035	-1786.467134	0.02242562448	-7016.13120249531	
1783.907134	8	92	0.2778769246	0.02206708204	3.699169788	96.30083021	9.80420406	90.19579594	0	0	-1783.907134	0.2778769246	158.82182654666	-1783.907134	0.02206708204	-7271.42816864374	
1781.347134	8	92	0.2936992158	0.02172105427	3.765654929	96.23434507	9.938279192	90.06172081	0	0	-1781.347134	0.2936992158	164.951206681665	-1781.347134	0.02172105427	-7532.80348770975	
1778.787134	8	92	0.3089382994	0.02138696894	3.83242584	96.16757416	10.07171794	89.92828206	0	0	-1778.787134	0.3089382994	171.206349256788	-1778.787134	0.02138696894	-7800.19311412004	
1776.227134	8	92	0.3236250317	0.02106426587	3.899487099	96.1005129	10.20452822	89.79547178	0	0	-1776.227134	0.3236250317	177.587237707184	-1776.227134	0.02106426587	-8073.76764723064	
1773.667134	8	92	0.3377881971	0.02075244339	3.966843327	96.03315667	10.33671793	89.66328207	0	0	-1773.667134	0.3377881971	184.093755989281	-1773.667134	0.02075244339	-8353.85593318694	
1771.107134	8	92	0.3514546711	0.02045102249	4.034499187	95.96550081	10.46829489	89.53170511	0	0	-1771.107134	0.3514546711	190.725782256537	-1771.107134	0.02045102249	-8640.5273729137	
1768.547134	8	92	0.3646495733	0.020159553	4.102459382	95.89754062	10.59926692	89.40073308	0	0	-1768.547134	0.3646495733	197.483153380437	-1768.547134	0.020159553	-8933.95532453379	
1765.987134	8	92	0.3773964068	0.01987761151	4.170728664	95.82927134	10.72964175	89.27035825	0	0	-1765.987134	0.3773964068	204.365665529747	-1765.987134	0.01987761151	-9234.32287702593	
1763.427134	8	92	0.3897171839	0.01960479939	4.239311826	95.76068817	10.8594271	89.1405729	0	0	-1763.427134	0.3897171839	211.373076001314	-1763.427134	0.01960479939	-9541.8241721901	
1760.867134	8	92	0.4016325408	0.01934074109	4.308213709	95.69178629	10.98863066	89.01136934	0	0	-1760.867134	0.4016325408	218.5051002522	-1760.867134	0.01934074109	-9856.66586845082	
1758.307134	8	92	0.4131618419	0.01908508252	4.377439201	95.6225608	11.11726006	88.88273994	0	0	-1758.307134	0.4131618419	225.761410624911	-1758.307134	0.01908508252	-10179.0677175487	
1755.747134	8	92	0.424323275	0.0188374896	4.446993239	95.55300676	11.2453229	88.7546771	0	0	-1755.747134	0.424323275	233.141640676481	-1755.747134	0.0188374896	-10509.262465	
1753.187134	8	92	0.4351339376	0.01859764685	4.516880807	95.48311919	11.37282675	88.62717325	0	0	-1753.187134	0.4351339376	240.645377929035	-1753.187134	0.01859764685	-10847.4978103436	
1750.627134	8	92	0.4456099169	0.01836525621	4.587106941	95.41289306	11.49977915	88.50022085	0	0	-1750.627134	0.4456099169	248.272168817953	-1750.627134	0.01836525621	-11194.0388097958	
1748.067134	8	92	0.4557663615	0.0181400359	4.657676728	95.34232327	11.62618761	88.37381239	0	0	-1748.067134	0.4557663615	256.02151458761	-1748.067134	0.0181400359	-11549.1659013185	
1745.507134	8	92	0.4656175487	0.01792171929	4.728595308	95.27140469	11.7520596	88.2479404	0	0	-1745.507134	0.4656175487	263.892873211445	-1745.507134	0.01792171929	-11913.1790676328	
1742.947134	8	92	0.4751769446	0.01771005404	4.799867873	95.20013213	11.87740257	88.12259743	0	0	-1742.947134	0.4751769446	271.88565939561	-1742.947134	0.01771005404	-12286.3987552185	
1740.387134	8	92	0.4844572607	0.01750480112	4.871499671	95.12850033	12.00222395	87.99777605	0	0	-1740.387134	0.4844572607	279.999237448743	-1740.387134	0.01750480112	-12669.165945912	
1737.827134	8	92	0.4934705051	0.01730573402	4.943496005	95.056504	12.12653112	87.87346888	0	0	-1737.827134	0.4934705051	288.232930803111	-1737.827134	0.01730573402	-13061.8458634264	
1735.267134	8	92	0.5022280297	0.01711263798	5.015862234	94.98413777	12.25033146	87.74966854	0	0	-1735.267134	0.5022280297	296.586013652529	-1735.267134	0.01711263798	-13464.8296623346	
1732.707134	8	92	0.5107405741	0.0169253093	5.088603777	94.91139622	12.37363232	87.62636768	0	0	-1732.707134	0.5107405741	305.05771383586	-1732.707134	0.0169253093	-13878.534269706	
1730.147134	8	92	0.5190183055	0.01674355462	5.16172611	94.83827389	12.49644103	87.50355897	0	0	-1730.147134	0.5190183055	313.647211493822	-1730.147134	0.01674355462	-14303.4079641891	
1727.587134	8	92	0.5270708561	0.01656719041	5.23523477	94.76476523	12.6187649	87.3812351	0	0	-1727.587134	0.5270708561	322.353633179301	-1727.587134	0.01656719041	-14739.9321239603	
1725.027134	8	92	0.5349073574	0.01639604233	5.309135355	94.69086465	12.74061122	87.25938878	0	0	-1725.027134	0.5349073574	331.176065058676	-1725.027134	0.01639604233	-15188.6212031349	
1722.467134	8	92	0.5425364715	0.01622994472	5.383433526	94.61656647	12.86198728	87.13801272	0	0	-1722.467134	0.5425364715	340.11353883316	-1722.467134	0.01622994472	-15650.0298648508	
1719.907134	8	92	0.5499664211	0.01606874014	5.458135008	94.54186499	12.98290033	87.01709967	0	0	-1719.907134	0.5499664211	349.165032173269	-1719.907134	0.01606874014	-16124.755324954	
1717.347134	8	92	0.5572050163	0.0159122789	5.533245589	94.46675441	13.10335763	86.89664237	0	0	-1717.347134	0.5572050163	358.329476796295	-1717.347134	0.0159122789	-16613.4390918815	
1714.787134	8	92	0.56425968	0.01576041862	5.608771125	94.39122888	13.22336641	86.77663359	0	0	-1714.787134	0.56425968	367.605747484364	-1714.787134	0.01576041862	-17116.7750097207	
1712.227134	8	92	0.5711374714	0.01561302389	5.684717538	94.31528246	13.34293391	86.65706609	0	0	-1712.227134	0.5711374714	376.992675195065	-1712.227134	0.01561302389	-17635.5106662702	
1709.667134	8	92	0.5778451074	0.01546996583	5.761090819	94.23890918	13.46206734	86.53793266	0	0	-1709.667134	0.5778451074	386.489029403983	-1709.667134	0.01546996583	-18170.4538925777	
1707.107134	8	92	0.5843889835	0.01533112181	5.837897029	94.16210297	13.58077393	86.41922607	0	0	-1707.107134	0.5843889835	396.093520561213	-1707.107134	0.01533112181	-18722.4828897082	
1704.547134	8	92	0.5907751922	0.01519637513	5.9151423	94.0848577	13.69906088	86.30093912	0	0	-1704.547134	0.5907751922	405.804821811498	-1704.547134	0.01519637513	-19292.5451942617	
1701.987134	8	92	0.5970095404	0.01506561466	5.992832836	94.00716716	13.81693541	86.18306459	0	0	-1701.987134	0.5970095404	415.621538979965	-1701.987134	0.01506561466	-19881.6718090224	
1699.427134	8	92	0.6030975663	0.01493873465	6.070974914	93.92902509	13.93440472	86.06559528	0	0	-1699.427134	0.6030975663	425.542220536981	-1699.427134	0.01493873465	-20490.9835750131	
1696.867134	8	92	0.6090445542	0.01481563439	6.149574888	93.85042511	14.05147603	85.94852397	0	0	-1696.867134	0.6090445542	435.565360381362	-1696.867134	0.01481563439	-21121.7003439067	
1694.307134	8	92	0.6148555491	0.01469621803	6.228639185	93.77136081	14.16815655	85.83184345	0	0	-1694.307134	0.6148555491	445.689398672007	-1694.307134	0.01469621803	-21775.1548782994	
1691.747134	8	92	0.6205353696	0.01458039432	6.308174313	93.69182569	14.28445349	85.71554651	0	0	-1691.747134	0.6205353696	455.912710518197	-1691.747134	0.01458039432	-22452.8019947946	
1689.187134	8	92	0.6260886209	0.01446807641	6.388186857	93.61181314	14.40037408	85.59962592	0	0	-1689.187134	0.6260886209	466.233617695048	-1689.187134	0.01446807641	-23156.2342487279	
1686.627134	8	92	0.6315197058	0.01435918164	6.468683483	93.53131652	14.51592555	85.48407445	0	0	-1686.627134	0.6315197058	476.650382445792	-1686.627134	0.01435918164	-23887.1990565868	
