T	w(CU)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(TI@CUTI2)	w(CU@CUTI)	w(TI@CUTI)	dwdT_L(CU@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	SI	SI				
1788.474179	13	87	0	0	5.241699383	94.75830062	13	87					-0.0007755577981	0.0007755577981	-1788.474179	0	49.8089203751827	
1788.464179	13	87	0.0001020137209	0.0001000318375	5.242036768	94.75796323	13.00077556	86.99922444					0	0	-1788.464179	0.0001000318375	150.127424890711	
1788.444179	13	87	0.0003058665272	0.000199923708	5.242711537	94.75728846	13.00232669	86.99767331					0	0	-1788.444179	0.000199923708	200.202294663033	
1788.404179	13	87	0.0007133903397	0.0003997499673	5.244061054	94.75593895	13.00542885	86.99457115					0	0	-1788.404179	0.0003997499673	200.238740279086	
1788.324179	13	87	0.001527680792	0.0007990146984	5.246759996	94.75324	13.01163276	86.98836724					0	0	-1788.324179	0.0007990146984	-171255.886565856	
1788.244179	13	87	0.002340771224	0.0007985470127	5.249458794	94.75054121	13.01783618	86.98216382					0	0	-1788.244179	0.0007985470127	-177061.859639326	
1788.164179	13	87	0.003152761369	0.0007981091034	5.252157473	94.74784253	13.02403899	86.97596101					0	0	-1788.164179	0.0007981091034	-182808.334051859	
1788.084179	13	87	0.003963653416	0.0007976717783	5.254856033	94.74514397	13.03024119	86.96975881					0	0	-1788.084179	0.0007976717783	-183023.90527101	
1788.004179	13	87	0.004773449414	0.0007972349002	5.257554475	94.74244552	13.03644279	86.96355721					0	0	-1788.004179	0.0007972349002	-183210.782148873	
1787.924179	13	87	0.005582151408	0.0007967984668	5.260252799	94.7397472	13.04264379	86.95735621					0	0	-1787.924179	0.0007967984668	-183398.253663618	
1787.844179	13	87	0.006389761441	0.0007963624814	5.262951004	94.737049	13.04884418	86.95115582					0	0	-1787.844179	0.0007963624814	-183585.55758782	
1787.764179	13	87	0.007196281546	0.0007959269381	5.265649091	94.73435091	13.05504397	86.94495603					0	0	-1787.764179	0.0007959269381	-183772.361232971	
1787.684179	13	87	0.008001713752	0.0007954918386	5.268347059	94.73165294	13.06124316	86.93875684					0	0	-1787.684179	0.0007954918386	-183959.586346355	
1787.604179	13	87	0.008806060085	0.0007950571814	5.271044908	94.72895509	13.06744174	86.93255826					0	0	-1787.604179	0.0007950571814	-184147.470714299	
1787.524179	13	87	0.009609322568	0.0007946229693	5.273742639	94.72625736	13.07363971	86.92636029					0	0	-1787.524179	0.0007946229693	-184335.119700156	
1787.444179	13	87	0.01041150321	0.0007941891966	5.27644025	94.72355975	13.07983709	86.92016291					0	0	-1787.444179	0.0007941891966	-184522.303498936	
1787.364179	13	87	0.01121260404	0.000793755865	5.279137743	94.72086226	13.08603386	86.91396614					0	0	-1787.364179	0.000793755865	-184710.400540851	
1787.284179	13	87	0.01201262704	0.0007933229753	5.281835117	94.71816488	13.09223002	86.90776998					0	0	-1787.284179	0.0007933229753	-184898.602419594	
1787.204179	13	87	0.01281157423	0.0007928905254	5.284532372	94.71546763	13.09842559	86.90157441					0	0	-1787.204179	0.0007928905254	-185086.03151566	
1787.124179	13	87	0.0136094476	0.000792458512	5.287229508	94.71277049	13.10462054	86.89537946					0	0	-1787.124179	0.000792458512	-185274.080332125	
1787.044179	13	87	0.01440624914	0.0007920269395	5.289926524	94.71007348	13.1108149	86.8891851					0	0	-1787.044179	0.0007920269395	-185462.572434844	
1786.964179	13	87	0.01520198084	0.0007915958038	5.292623421	94.70737658	13.11700865	86.88299135					0	0	-1786.964179	0.0007915958038	-185650.588641949	
1786.884179	13	87	0.01599664468	0.000791165105	5.295320199	94.7046798	13.12320179	86.87679821					0	0	-1786.884179	0.000791165105	-185838.013073231	
1786.804179	13	87	0.01679024264	0.0007907348385	5.298016858	94.70198314	13.12939434	86.87060566					0	0	-1786.804179	0.0007907348385	-186026.752264812	
1786.724179	13	87	0.0175827767	0.0007903050132	5.300713397	94.6992866	13.13558628	86.86441372					0	0	-1786.724179	0.0007903050132	-186216.149696266	
1786.644179	13	87	0.01837424882	0.0007898756215	5.303409816	94.69659018	13.14177761	86.85822239					0	0	-1786.644179	0.0007898756215	-186404.416622742	
1786.564179	13	87	0.01916466096	0.000789446664	5.306106116	94.69389388	13.14796834	86.85203166					0	0	-1786.564179	0.000789446664	-186592.824236928	
1786.484179	13	87	0.01995401509	0.000789018139	5.308802296	94.6911977	13.15415847	86.84584153					0	0	-1786.484179	0.000789018139	-186781.330566778	
