T	w(CU)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(TI@CUTI2)	w(CU@CUTI)	w(TI@CUTI)	dwdT_L(CU@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	SI	SI				
1919.360909	2	98	0	0	0.7393613289	99.26063867	2	98					-0.0009110851621	0.0009110851621	-1919.360909	0	6.89054583353287	
1919.350909	2	98	0.0007246925018	0.0007224358368	0.7397049804	99.26029502	2.00091106	97.99908894					0	0	-1919.350909	0.0007224358368	20.793573615152	
1919.330909	2	98	0.00217186875	0.001443601779	0.7403922836	99.25960772	2.002733172	97.99726683					0	0	-1919.330909	0.001443601779	27.7565796667749	
1919.290909	2	98	0.005057076385	0.00288224983	0.7417669076	99.25823309	2.006377276	97.99362272					0	0	-1919.290909	0.00288224983	27.851881341576	
1919.210909	2	98	0.01079113746	0.005744771367	0.7445162205	99.25548378	2.013664991	97.98633501					0	0	-1919.210909	0.005744771367	-3406.11271226159	
1919.130909	2	98	0.01646824072	0.005721086604	0.7472656136	99.25273439	2.020951858	97.97904814					0	0	-1919.130909	0.005721086604	-3613.51626744101	
1919.050909	2	98	0.02209217491	0.00570015474	0.7500150872	99.24998491	2.028237925	97.97176208					0	0	-1919.050909	0.00570015474	-3836.88175534898	
1918.970909	2	98	0.02766363861	0.005679384817	0.7527646458	99.24723535	2.035523203	97.9644768					0	0	-1918.970909	0.005679384817	-3865.82651121958	
1918.890909	2	98	0.03318330959	0.005658765343	0.7555142894	99.24448571	2.042807693	97.95719231					0	0	-1918.890909	0.005658765343	-3893.97831157959	
1918.810909	2	98	0.03865185441	0.005638294656	0.7582640176	99.24173598	2.050091394	97.94990861					0	0	-1918.810909	0.005638294656	-3922.22994202047	
1918.730909	2	98	0.04406992871	0.00561797116	0.7610138304	99.23898617	2.057374309	97.94262569					0	0	-1918.730909	0.00561797116	-3950.58302079354	
1918.650909	2	98	0.04943817738	0.005597793258	0.7637637275	99.23623627	2.064656436	97.93534356					0	0	-1918.650909	0.005597793258	-3979.04003870848	
1918.570909	2	98	0.05475723482	0.005577759424	0.7665137088	99.23348629	2.071937776	97.92806222					0	0	-1918.570909	0.005577759424	-4007.60146846812	
1918.490909	2	98	0.06002772513	0.005557868111	0.7692637741	99.23073623	2.079218329	97.92078167					0	0	-1918.490909	0.005557868111	-4036.26175355706	
1918.410909	2	98	0.06525026228	0.005538117781	0.7720139233	99.22798608	2.086498095	97.9135019					0	0	-1918.410909	0.005538117781	-4065.02422534582	
1918.330909	2	98	0.07042545036	0.005518506963	0.7747641561	99.22523584	2.093777076	97.90622292					0	0	-1918.330909	0.005518506963	-4093.89029866528	
1918.250909	2	98	0.07555388375	0.005499034176	0.7775144723	99.22248553	2.101055271	97.89894473					0	0	-1918.250909	0.005499034176	-4122.85682390798	
1918.170909	2	98	0.0806361473	0.00547969796	0.7802648719	99.21973513	2.10833268	97.89166732					0	0	-1918.170909	0.00547969796	-4151.92832147526	
1918.090909	2	98	0.08567281655	0.005460496917	0.7830153546	99.21698465	2.115609303	97.8843907					0	0	-1918.090909	0.005460496917	-4181.100879593	
1918.010909	2	98	0.09066445785	0.005441429592	0.7857659202	99.21423408	2.122885142	97.87711486					0	0	-1918.010909	0.005441429592	-4210.37361831106	
1917.930909	2	98	0.09561162859	0.005422494617	0.7885165686	99.21148343	2.130160196	97.8698398					0	0	-1917.930909	0.005422494617	-4239.7492214337	
1917.850909	2	98	0.1005148774	0.005403690602	0.7912672996	99.2087327	2.137434465	97.86256553					0	0	-1917.850909	0.005403690602	-4269.22448016922	
1917.770909	2	98	0.1053747441	0.005385016188	0.794018113	99.20598189	2.144707951	97.85529205					0	0	-1917.770909	0.005385016188	-4298.80867526645	
1917.690909	2	98	0.1101917604	0.005366470103	0.7967690086	99.20323099	2.151980652	97.84801935					0	0	-1917.690909	0.005366470103	-4328.49274305159	
1917.610909	2	98	0.1149664493	0.005348050948	0.7995199863	99.20048001	2.15925257	97.84074743					0	0	-1917.610909	0.005348050948	-4358.27510534398	
1917.530909	2	98	0.1196993258	0.005329757471	0.8022710459	99.19772895	2.166523704	97.8334763					0	0	-1917.530909	0.005329757471	-4388.16119825127	
1917.450909	2	98	0.1243908971	0.005311588358	0.8050221872	99.19497781	2.173794056	97.82620594					0	0	-1917.450909	0.005311588358	-4418.1507320724	
1917.370909	2	98	0.1290416623	0.005293542387	0.8077734101	99.19222659	2.181063624	97.81893638					0	0	-1917.370909	0.005293542387	-4448.24157372175	
1917.290909	2	98	0.1336521128	0.005275618263	0.8105247142	99.18947529	2.18833241	97.81166759					0	0	-1917.290909	0.005275618263	-4478.43210733811	
1917.210909	2	98	0.1382227326	0.005257814783	0.8132760996	99.1867239	2.195600414	97.80439959					0	0	-1917.210909	0.005257814783	-4508.73017831701	
1917.130909	2	98	0.1427539983	0.005240130749	0.816027566	99.18397243	2.202867636	97.79713236					0	0	-1917.130909	0.005240130749	-4539.1278604476	
1917.050909	2	98	0.147246379	0.005222564928	0.8187791132	99.18122089	2.210134076	97.78986592					0	0	-1917.050909	0.005222564928	-4569.62692371399	
1916.970909	2	98	0.151700337	0.005205116167	0.8215307411	99.17846926	2.217399735	97.78260026					0	0	-1916.970909	0.005205116167	-4600.22581669753	
1916.890909	2	98	0.1561163272	0.005187783255	0.8242824494	99.17571755	2.224664613	97.77533539					0	0	-1916.890909	0.005187783255	-4630.93107663534	
1916.810909	2	98	0.1604947979	0.005170565117	0.8270342381	99.17296576	2.23192871	97.76807129					0	0	-1916.810909	0.005170565117	-4661.73891383394	
1916.730909	2	98	0.1648361905	0.005153460547	0.8297861068	99.17021389	2.239192027	97.76080797					0	0	-1916.730909	0.005153460547	-4692.64289055506	
1916.650909	2	98	0.16914094	0.00513646845	0.8325380556	99.16746194	2.246454563	97.75354544					0	0	-1916.650909	0.00513646845	-4723.65447688975	
1916.570909	2	98	0.1734094746	0.005119587735	0.8352900841	99.16470992	2.253716319	97.74628368					0	0	-1916.570909	0.005119587735	-4754.76475154271	
1916.490909	2	98	0.1776422162	0.005102817272	0.8380421922	99.16195781	2.260977296	97.7390227					0	0	-1916.490909	0.005102817272	-4785.98093463792	
1916.410909	2	98	0.1818395807	0.005086156048	0.8407943797	99.15920562	2.268237493	97.73176251					0	0	-1916.410909	0.005086156048	-4817.29893748745	
1916.330909	2	98	0.1860019773	0.005069602935	0.8435466465	99.15645335	2.275496911	97.72450309					0	0	-1916.330909	0.005069602935	-4848.71585694639	
1916.250909	2	98	0.1901298097	0.005053156925	0.8462989924	99.15370101	2.28275555	97.71724445					0	0	-1916.250909	0.005053156925	-4880.2354843462	
1916.170909	2	98	0.1942234752	0.005036816946	0.8490514172	99.15094858	2.290013411	97.70998659					0	0	-1916.170909	0.005036816946	-4911.85618378007	
1916.090909	2	98	0.1982833657	0.005020582004	0.8518039207	99.14819608	2.297270493	97.70272951					0	0	-1916.090909	0.005020582004	-4943.58053436648	
1916.010909	2	98	0.202309867	0.005004451072	0.8545565027	99.1454435	2.304526797	97.6954732					0	0	-1916.010909	0.005004451072	-4975.41050451329	
1915.930909	2	98	0.2063033595	0.004988423193	0.8573091631	99.14269084	2.311782323	97.68821768					0	0	-1915.930909	0.004988423193	-5007.34114596094	
1915.850909	2	98	0.210264218	0.004972497335	0.8600619018	99.1399381	2.319037072	97.68096293					0	0	-1915.850909	0.004972497335	-5039.36774571546	
1915.770909	2	98	0.2141928118	0.004956672535	0.8628147184	99.13718528	2.326291044	97.67370896					0	0	-1915.770909	0.004956672535	-5071.502894367	
1915.690909	2	98	0.218089505	0.004940947866	0.865567613	99.13443239	2.333544239	97.66645576					0	0	-1915.690909	0.004940947866	-5103.73728155455	
1915.610909	2	98	0.2219546563	0.004925322332	0.8683205851	99.13167941	2.340796657	97.65920334					0	0	-1915.610909	0.004925322332	-5136.07263725068	
1915.530909	2	98	0.2257886193	0.004909795039	0.8710736348	99.12892637	2.348048299	97.6519517					0	0	-1915.530909	0.004909795039	-5168.51502590142	
1915.450909	2	98	0.2295917428	0.004894365053	0.8738267619	99.12617324	2.355299164	97.64470084					0	0	-1915.450909	0.004894365053	-5201.05590936977	
1915.370909	2	98	0.2333643701	0.004879031451	0.8765799661	99.12342003	2.362549254	97.63745075					0	0	-1915.370909	0.004879031451	-5233.69898326775	
1915.290909	2	98	0.2371068402	0.004863793344	0.8793332472	99.12066675	2.369798568	97.63020143					0	0	-1915.290909	0.004863793344	-5266.44511122509	
1915.210909	2	98	0.2408194868	0.004848649837	0.8820866052	99.11791339	2.377047107	97.62295289					0	0	-1915.210909	0.004848649837	-5299.29099422494	
1915.130909	2	98	0.2445026392	0.004833600044	0.8848400398	99.11515996	2.384294871	97.61570513					0	0	-1915.130909	0.004833600044	-5332.24161773887	
1915.050909	2	98	0.248156622	0.00481864312	0.8875935508	99.11240645	2.39154186	97.60845814					0	0	-1915.050909	0.00481864312	-5365.29503216183	
1914.970909	2	98	0.2517817551	0.00480377819	0.8903471382	99.10965286	2.398788074	97.60121193					0	0	-1914.970909	0.00480377819	-5398.4484620685	
1914.890909	2	98	0.255378354	0.004789004414	0.8931008016	99.1068992	2.406033514	97.59396649					0	0	-1914.890909	0.004789004414	-5431.70547785872	
1914.810909	2	98	0.2589467299	0.004774320958	0.895854541	99.10414546	2.413278181	97.58672182					0	0	-1914.810909	0.004774320958	-5465.06095112581	
1914.730909	2	98	0.2624871895	0.004759726975	0.8986083562	99.10139164	2.420522073	97.57947793					0	0	-1914.730909	0.004759726975	-5498.52227056031	
1914.650909	2	98	0.2660000354	0.00474522169	0.9013622469	99.09863775	2.427765193	97.57223481					0	0	-1914.650909	0.00474522169	-5532.08639743125	
1914.570909	2	98	0.269485566	0.004730804261	0.9041162131	99.09588379	2.435007539	97.56499246					0	0	-1914.570909	0.004730804261	-5565.7500709685	
1914.490909	2	98	0.2729440753	0.004716473914	0.9068702545	99.09312975	2.442249112	97.55775089					0	0	-1914.490909	0.004716473914	-5599.51464097434	
1914.410909	2	98	0.2763758537	0.004702229835	0.909624371	99.09037563	2.449489912	97.55051009					0	0	-1914.410909	0.004702229835	-5633.38350736247	
1914.330909	2	98	0.2797811873	0.004688071285	0.9123785623	99.08762144	2.456729941	97.54327006					0	0	-1914.330909	0.004688071285	-5667.35607864991	
1914.250909	2	98	0.2831603585	0.004673997467	0.9151328284	99.08486717	2.463969197	97.5360308					0	0	-1914.250909	0.004673997467	-5701.42853372258	
1914.170909	2	98	0.2865136456	0.00466000764	0.917887169	99.08211283	2.471207681	97.52879232					0	0	-1914.170909	0.00466000764	-5735.6053063866	
