T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1532.835344	8	14	78	0	0	3.600744171	7.486549392	88.91270644	8	14	78							-0.0001573966803	-0.0002330319271	0.0003904286074	-1532.835344	0	139.042407764036	
1532.825344	8	14	78	3.655746308E-05	3.580124198E-05	3.600797447	7.486809352	88.9123932	8.000157258	14.0002329	77.99960984							0	0	0	-1532.825344	3.580124198E-05	419.597429679442	
1532.805344	8	14	78	0.0001095939063	7.153930648E-05	3.600904078	7.487329264	88.91176666	8.00047196	14.0006988	77.99882924							0	0	0	-1532.805344	7.153930648E-05	559.239680862938	
1532.765344	8	14	78	0.000255743813	0.0001431645106	3.601117315	7.488369165	88.91051352	8.0011018	14.00163114	77.99726706							0	0	0	-1532.765344	0.0001431645106	558.727779654304	
1532.685344	8	14	78	0.0005478808064	0.0002862113638	3.601544336	7.490449568	88.9080061	8.002361189	14.00349498	77.99414383							0	0	0	-1532.685344	0.0002862113638	-1114599.92733608	
1532.605344	8	14	78	0.0008398604532	0.0002861395531	3.60197085	7.492530279	88.90549887	8.003620675	14.00535856	77.99102076							0	0	0	-1532.605344	0.0002861395531	-2122105.34748349	
1532.525344	8	14	78	0.001131723486	0.0002861083113	3.602397191	7.494611441	88.90299137	8.004880262	14.00722187	77.98789786							0	0	0	-1532.525344	0.0002861083113	-2562075.79211834	
1532.445344	8	14	78	0.001423469991	0.0002860771037	3.602823359	7.496693055	88.90048359	8.00613995	14.00908492	77.98477513							0	0	0	-1532.445344	0.0002860771037	-2564773.83656666	
1532.365344	8	14	78	0.001715100054	0.0002860459276	3.603249353	7.49877512	88.89797553	8.00739974	14.0109477	77.98165256							0	0	0	-1532.365344	0.0002860459276	-2567333.54703837	
1532.285344	8	14	78	0.002006613757	0.0002860147822	3.603675173	7.500857637	88.89546719	8.00865963	14.01281021	77.97853016							0	0	0	-1532.285344	0.0002860147822	-2569923.32102975	
1532.205344	8	14	78	0.002298011185	0.0002859836689	3.60410082	7.502940606	88.89295857	8.009919623	14.01467246	77.97540792							0	0	0	-1532.205344	0.0002859836689	-2572513.94717067	
1532.125344	8	14	78	0.002589292422	0.0002859525862	3.604526293	7.505024027	88.89044968	8.011179717	14.01653444	77.97228584							0	0	0	-1532.125344	0.0002859525862	-2575085.13461818	
1532.045344	8	14	78	0.002880457552	0.000285921535	3.604951592	7.5071079	88.88794051	8.012439912	14.01839616	77.96916393							0	0	0	-1532.045344	0.000285921535	-2577673.80040261	
1531.965344	8	14	78	0.003171506656	0.0002858905147	3.605376718	7.509192226	88.88543106	8.01370021	14.02025761	77.96604218							0	0	0	-1531.965344	0.0002858905147	-2580296.96444268	
1531.885344	8	14	78	0.003462439821	0.0002858595266	3.60580167	7.511277005	88.88292133	8.014960611	14.0221188	77.96292059							0	0	0	-1531.885344	0.0002858595266	-2582908.54047939	
1531.805344	8	14	78	0.003753257129	0.000285828569	3.606226447	7.513362236	88.88041132	8.016221113	14.02397972	77.95979917							0	0	0	-1531.805344	0.000285828569	-2585467.08486298	
