T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1560.55491	8	13	79	0	0	3.635822494	6.587883772	89.77629373	8	13	79							-0.0001618998207	-0.000237867928	0.0003997677487	-1560.55491	0	134.018025925751	
1560.54491	8	13	79	3.78993076E-05	3.712513608E-05	3.635886329	6.588117389	89.77599628	8.000161777	13.00023773	78.99960049							0	0	0	-1560.54491	3.712513608E-05	404.700538145888	
1560.52491	8	13	79	0.000113608939	7.417750693E-05	3.636014086	6.588584648	89.77540127	8.000485481	13.00071331	78.99880121							0	0	0	-1560.52491	7.417750693E-05	539.398329793954	
1560.48491	8	13	79	0.0002651020205	0.0001484385617	3.636269571	6.589519236	89.77421119	8.00113331	13.00166499	78.9972017							0	0	0	-1560.48491	0.0001484385617	538.89743606874	
1560.40491	8	13	79	0.0005679110986	0.0002967485083	3.636781106	6.591388902	89.77182999	8.002428629	13.00356752	78.99400385							0	0	0	-1560.40491	0.0002967485083	-931118.856615793	
1560.32491	8	13	79	0.0008705421565	0.0002966625403	3.63729215	6.59325882	89.76944903	8.003723986	13.00546978	78.99080623							0	0	0	-1560.32491	0.0002966625403	-1517828.53190267	
1560.24491	8	13	79	0.001173037357	0.0002966185447	3.637803037	6.595129107	89.76706786	8.005019383	13.00737177	78.98760884							0	0	0	-1560.24491	0.0002966185447	-1819183.10606584	
1560.16491	8	13	79	0.001475396808	0.0002965745887	3.638313767	6.596999764	89.76468647	8.006314822	13.00927349	78.98441169							0	0	0	-1560.16491	0.0002965745887	-1820698.22368527	
1560.08491	8	13	79	0.001777620612	0.0002965306663	3.638824339	6.598870791	89.76230487	8.007610301	13.01117493	78.98121477							0	0	0	-1560.08491	0.0002965306663	-1822116.50449355	
1560.00491	8	13	79	0.002079708872	0.0002964867787	3.639334754	6.600742189	89.75992306	8.008905821	13.01307611	78.97801807							0	0	0	-1560.00491	0.0002964867787	-1823530.67453481	
1559.92491	8	13	79	0.002381661688	0.0002964429244	3.639845012	6.602613956	89.75754103	8.010201382	13.014977	78.97482161							0	0	0	-1559.92491	0.0002964429244	-1824936.7143771	
1559.84491	8	13	79	0.002683479164	0.0002963991044	3.640355113	6.604486094	89.75515879	8.011496985	13.01687763	78.97162538							0	0	0	-1559.84491	0.0002963991044	-1826340.68412658	
1559.76491	8	13	79	0.0029851614	0.0002963553175	3.640865056	6.606358603	89.75277634	8.012792629	13.01877799	78.96842939							0	0	0	-1559.76491	0.0002963553175	-1827748.9840598	
1559.68491	8	13	79	0.003286708497	0.000296311565	3.641374842	6.608231483	89.75039368	8.014088314	13.02067807	78.96523362							0	0	0	-1559.68491	0.000296311565	-1829169.84542123	
1559.60491	8	13	79	0.003588120559	0.0002962678461	3.64188447	6.610104733	89.7480108	8.015384042	13.02257788	78.96203808							0	0	0	-1559.60491	0.0002962678461	-1830595.0674352	
1559.52491	8	13	79	0.003889397686	0.0002962241617	3.64239394	6.611978355	89.7456277	8.016679811	13.02447741	78.95884278							0	0	0	-1559.52491	0.0002962241617	-1832022.45330953	
1559.44491	8	13	79	0.00419053998	0.0002961805109	3.642903253	6.613852349	89.7432444	8.017975622	13.02637668	78.9556477							0	0	0	-1559.44491	0.0002961805109	-1833424.7713271	
1559.36491	8	13	79	0.004491547541	0.0002961368933	3.643412408	6.615726713	89.74086088	8.019271475	13.02827567	78.95245286							0	0	0	-1559.36491	0.0002961368933	-1834854.55301595	
1559.28491	8	13	79	0.004792420472	0.0002960933105	3.643921405	6.61760145	89.73847714	8.020567371	13.03017439	78.94925824							0	0	0	-1559.28491	0.0002960933105	-1836282.23994789	
1559.20491	8	13	79	0.005093158873	0.0002960497607	3.644430244	6.619476559	89.7360932	8.021863309	13.03207284	78.94606386							0	0	0	-1559.20491	0.0002960497607	-1837695.35613952	
1559.12491	8	13	79	0.005393762846	0.0002960062449	3.644938926	6.621352039	89.73370904	8.02315929	13.03397101	78.9428697							0	0	0	-1559.12491	0.0002960062449	-1839140.22558046	
1559.04491	8	13	79	0.00569423249	0.0002959627635	3.645447449	6.623227892	89.73132466	8.024455313	13.03586891	78.93967577							0	0	0	-1559.04491	0.0002959627635	-1840566.13629483	
1558.96491	8	13	79	0.005994567908	0.0002959193151	3.645955814	6.625104117	89.72894007	8.025751379	13.03776654	78.93648208							0	0	0	-1558.96491	0.0002959193151	-1841992.22791135	
1558.88491	8	13	79	0.006294769199	0.000295875901	3.646464021	6.626980715	89.72655526	8.027047488	13.0396639	78.93328861							0	0	0	-1558.88491	0.000295875901	-1843431.08128472	
1558.80491	8	13	79	0.006594836466	0.0002958325204	3.64697207	6.628857685	89.72417025	8.02834364	13.04156099	78.93009537							0	0	0	-1558.80491	0.0002958325204	-1844848.80192094	
1558.72491	8	13	79	0.006894769806	0.000295789173	3.64747996	6.630735029	89.72178501	8.029639836	13.0434578	78.92690236							0	0	0	-1558.72491	0.000295789173	-1846292.19654486	
1558.64491	8	13	79	0.007194569322	0.0002957458602	3.647987692	6.632612745	89.71939956	8.030936075	13.04535434	78.92370958							0	0	0	-1558.64491	0.0002957458602	-1847742.03229048	
1558.56491	8	13	79	0.007494235115	0.0002957025808	3.648495266	6.634490835	89.7170139	8.032232357	13.04725061	78.92051703							0	0	0	-1558.56491	0.0002957025808	-1849181.38396641	
1558.48491	8	13	79	0.007793767283	0.0002956593354	3.649002681	6.636369299	89.71462802	8.033528683	13.04914661	78.91732471							0	0	0	-1558.48491	0.0002956593354	-1850612.22094806	
1558.40491	8	13	79	0.008093165928	0.0002956161229	3.649509937	6.638248136	89.71224193	8.034825053	13.05104233	78.91413261							0	0	0	-1558.40491	0.0002956161229	-1852047.49408115	
1558.32491	8	13	79	0.008392431149	0.0002955729445	3.650017035	6.640127346	89.70985562	8.036121467	13.05293779	78.91094075							0	0	0	-1558.32491	0.0002955729445	-1853508.57065513	
1558.24491	8	13	79	0.008691563047	0.0002955298001	3.650523974	6.642006931	89.70746909	8.037417925	13.05483297	78.90774911							0	0	0	-1558.24491	0.0002955298001	-1854959.03752072	
1558.16491	8	13	79	0.008990561721	0.0002954866892	3.651030755	6.64388689	89.70508236	8.038714427	13.05672787	78.9045577							0	0	0	-1558.16491	0.0002954866892	-1856401.02361822	
1558.08491	8	13	79	0.009289427271	0.0002954436118	3.651537377	6.645767223	89.7026954	8.040010974	13.05862251	78.90136652							0	0	0	-1558.08491	0.0002954436118	-1857840.93220061	
1558.00491	8	13	79	0.009588159798	0.0002954005677	3.652043839	6.647647931	89.70030823	8.041307565	13.06051688	78.89817556							0	0	0	-1558.00491	0.0002954005677	-1859293.90957574	
1557.92491	8	13	79	0.0098867594	0.0002953575576	3.652550143	6.649529013	89.69792084	8.042604201	13.06241097	78.89498483							0	0	0	-1557.92491	0.0002953575576	-1860755.61612686	
