T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1886.473115	1	3	96	0	0	0.3897725374	0.9565348878	98.65369257	1	3	96				-0.0001566175609	-0.0005244746544	0.0006810922153	-1886.473115	0	19.4827750983998	
1886.463115	1	3	96	0.0002577546936	0.0002566105167	0.3898383816	0.9567152658	98.65344635	1.000156566	3.000524279	95.99931916				0	0	0	-1886.463115	0.0002566105167	58.45635326306	
1886.443115	1	3	96	0.0007731156661	0.0005132104613	0.389970061	0.9570760475	98.65295389	1.000469834	3.00157338	95.99795679				0	0	0	-1886.443115	0.0005132104613	77.9926450047421	
1886.403115	1	3	96	0.001802385577	0.001025419857	0.3902334788	0.9577976897	98.65196883	1.001096177	3.003671081	95.99523274				0	0	0	-1886.403115	0.001025419857	78.1394572212189	
1886.323115	1	3	96	0.003855981996	0.002048018218	0.3907601855	0.9592409839	98.64999883	1.002348532	3.007865989	95.98978548				0	0	0	-1886.323115	0.002048018218	-23432.5151466927	
1886.243115	1	3	96	0.00590176804	0.002044592645	0.3912868159	0.9606843704	98.64802881	1.003600464	3.012060216	95.98433932				0	0	0	-1886.243115	0.002044592645	-24751.1451170454	
1886.163115	1	3	96	0.007940292765	0.002041516434	0.3918133773	0.9621278445	98.64605878	1.004851992	3.016253746	95.97889426				0	0	0	-1886.163115	0.002041516434	-26050.0019112881	
1886.083115	1	3	96	0.009971593859	0.002038450576	0.3923398703	0.9635714071	98.64408872	1.006103117	3.020446583	95.9734503				0	0	0	-1886.083115	0.002038450576	-26132.2292724552	
1886.003115	1	3	96	0.01199570749	0.0020353937	0.392866295	0.9650150582	98.64211865	1.007353841	3.024638727	95.96800743				0	0	0	-1886.003115	0.0020353937	-26209.0018440347	
1885.923115	1	3	96	0.01401266961	0.002032345777	0.3933926514	0.9664587979	98.64014855	1.008604163	3.028830177	95.96256566				0	0	0	-1885.923115	0.002032345777	-26285.8634264285	
1885.843115	1	3	96	0.0160225159	0.002029306752	0.3939189395	0.9679026262	98.63817843	1.009854084	3.033020934	95.95712498				0	0	0	-1885.843115	0.002029306752	-26362.8260380809	
1885.763115	1	3	96	0.01802528186	0.002026276599	0.3944451596	0.9693465431	98.6362083	1.011103604	3.037210998	95.9516854				0	0	0	-1885.763115	0.002026276599	-26439.9211606334	
1885.683115	1	3	96	0.02002100273	0.002023255271	0.3949713115	0.9707905485	98.63423814	1.012352724	3.041400369	95.94624691				0	0	0	-1885.683115	0.002023255271	-26517.0951907574	
1885.603115	1	3	96	0.02200971352	0.00202024273	0.3954973956	0.9722346426	98.63226796	1.013601444	3.045589047	95.94080951				0	0	0	-1885.603115	0.00202024273	-26594.4162263047	
1885.523115	1	3	96	0.02399144904	0.002017238945	0.3960234117	0.9736788253	98.63029776	1.014849764	3.049777032	95.9353732				0	0	0	-1885.523115	0.002017238945	-26671.8691118609	
1885.443115	1	3	96	0.02596624386	0.002014243875	0.39654936	0.9751230967	98.62832754	1.016097685	3.053964324	95.92993799				0	0	0	-1885.443115	0.002014243875	-26749.4167394028	
1885.363115	1	3	96	0.02793413233	0.002011257481	0.3970752405	0.9765674567	98.6263573	1.017345207	3.058150922	95.92450387				0	0	0	-1885.363115	0.002011257481	-26827.0793338839	
1885.283115	1	3	96	0.02989514859	0.002008279727	0.3976010534	0.9780119054	98.62438704	1.018592331	3.062336829	95.91907084				0	0	0	-1885.283115	0.002008279727	-26904.8457036663	
1885.203115	1	3	96	0.03184932656	0.002005310572	0.3981267987	0.9794564427	98.62241676	1.019839057	3.066522042	95.9136389				0	0	0	-1885.203115	0.002005310572	-26982.7368703102	
1885.123115	1	3	96	0.03379669992	0.002002349985	0.3986524765	0.9809010688	98.62044645	1.021085385	3.070706563	95.90820805				0	0	0	-1885.123115	0.002002349985	-27060.7321357382	
1885.043115	1	3	96	0.03573730217	0.001999397921	0.3991780868	0.9823457835	98.61847613	1.022331316	3.074890391	95.90277829				0	0	0	-1885.043115	0.001999397921	-27138.8579083853	
1884.963115	1	3	96	0.03767116659	0.001996454355	0.3997036298	0.983790587	98.61650578	1.02357685	3.079073526	95.89734962				0	0	0	-1884.963115	0.001996454355	-27217.0928420148	
1884.883115	1	3	96	0.03959832623	0.001993519238	0.4002291055	0.9852354792	98.61453542	1.024821987	3.083255969	95.89192204				0	0	0	-1884.883115	0.001993519238	-27295.4596183724	
1884.803115	1	3	96	0.04151881395	0.00199059255	0.400754514	0.9866804602	98.61256503	1.026066729	3.087437719	95.88649555				0	0	0	-1884.803115	0.00199059255	-27373.9267876597	
1884.723115	1	3	96	0.04343266239	0.001987674236	0.4012798553	0.9881255299	98.61059461	1.027311074	3.091618777	95.88107015				0	0	0	-1884.723115	0.001987674236	-27452.4751247655	
1884.643115	1	3	96	0.04533990399	0.001984764272	0.4018051296	0.9895706884	98.60862418	1.028555025	3.095799143	95.87564583				0	0	0	-1884.643115	0.001984764272	-27531.1862100191	
1884.563115	1	3	96	0.047240571	0.001981862621	0.4023303369	0.9910159358	98.60665373	1.02979858	3.099978816	95.8702226				0	0	0	-1884.563115	0.001981862621	-27610.0117506121	
