T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	w(CU@BCC_B2#3)	w(FE@BCC_B2#3)	w(TI@BCC_B2#3)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1467.19905	15	5	80	0.4662946542	0.0002193877716	9.234028391	3.793481263	86.97249035	21.09455613	6.898295656	72.00714821													0	0	0	-1467.19905	0.0002193877716	-2200486.55950031	
1467.11905	15	5	80	0.4664159243	0.0002193514247	9.234970431	3.794434307	86.97059526	21.09715812	6.898976642	72.00386524													0	0	0	-1467.11905	0.0002193514247	-2201540.22959989	
1467.03905	15	5	80	0.4665371472	0.0002193150952	9.235912144	3.795387592	86.96870026	21.09976004	6.899657454	72.00058251													0	0	0	-1467.03905	0.0002193150952	-2202597.94431521	
1466.95905	15	5	80	0.4666583229	0.0002192787832	9.236853528	3.796341117	86.96680535	21.10236189	6.900338095	71.99730001													0	0	0	-1466.95905	0.0002192787832	-2203668.82212392	
1466.87905	15	5	80	0.4667794516	0.000219242489	9.237794584	3.797294883	86.96491053	21.10496368	6.901018562	71.99401776													0	0	0	-1466.87905	0.000219242489	-2204713.3561898	
1466.79905	15	5	80	0.4669005332	0.0002192062114	9.238735312	3.79824889	86.9630158	21.1075654	6.901698858	71.99073574													0	0	0	-1466.79905	0.0002192062114	-2205758.95013362	
1466.71905	15	5	80	0.4670215679	0.0002191699516	9.239675712	3.799203137	86.96112115	21.11016705	6.90237898	71.98745397													0	0	0	-1466.71905	0.0002191699516	-2206842.02720963	
1466.63905	15	5	80	0.4671425555	0.0002191337096	9.240615783	3.800157626	86.95922659	21.11276864	6.90305893	71.98417243													0	0	0	-1466.63905	0.0002191337096	-2207895.67139529	
1466.55905	15	5	80	0.4672634961	0.0002190974844	9.241555525	3.801112355	86.95733212	21.11537016	6.903738707	71.98089113													0	0	0	-1466.55905	0.0002190974844	-2208947.32777574	
1466.47905	15	5	80	0.4673843898	0.0002190612769	9.242494938	3.802067326	86.95543774	21.11797162	6.904418312	71.97761007													0	0	0	-1466.47905	0.0002190612769	-2210030.48935746	
1466.39905	15	5	80	0.4675052366	0.0002190250872	9.243434022	3.803022539	86.95354344	21.12057301	6.905097744	71.97432924													0	0	0	-1466.39905	0.0002190250872	-2211078.00595701	
1466.31905	15	5	80	0.4676260366	0.000218988914	9.244372777	3.803977993	86.95164923	21.12317434	6.905777003	71.97104866													0	0	0	-1466.31905	0.000218988914	-2212129.65289207	
1466.23905	15	5	80	0.4677467896	0.0002189527587	9.245311202	3.804933689	86.94975511	21.1257756	6.906456089	71.96776831													0	0	0	-1466.23905	0.0002189527587	-2213215.92638864	
1466.15905	15	5	80	0.4678674959	0.000218916621	9.246249298	3.805889627	86.94786107	21.12837679	6.907135003	71.96448821													0	0	0	-1466.15905	0.000218916621	-2214266.47714716	
1466.07905	15	5	80	0.4679881553	0.0002188805	9.247187064	3.806845808	86.94596713	21.13097792	6.907813744	71.96120833													0	0	0	-1466.07905	0.0002188805	-2215333.42976155	
1465.99905	15	5	80	0.468108768	0.0002188443971	9.248124501	3.80780223	86.94407327	21.13357899	6.908492312	71.9579287													0	0	0	-1465.99905	0.0002188443971	-2216398.25515304	
1465.91905	15	5	80	0.468229334	0.0002188083108	9.249061607	3.808758895	86.9421795	21.13617999	6.909170708	71.95464931													0	0	0	-1465.91905	0.0002188083108	-2217461.11702135	
1465.83905	15	5	80	0.4683498533	0.0002187722425	9.249998383	3.809715803	86.94028581	21.13878092	6.909848931	71.95137015													0	0	0	-1465.83905	0.0002187722425	-2218543.39056332	
1465.75905	15	5	80	0.4684703258	0.0002187361914	9.250934829	3.810672953	86.93839222	21.14138179	6.910526981	71.94809123													0	0	0	-1465.75905	0.0002187361914	-2219586.70155146	
1465.67905	15	5	80	0.4685907518	0.000218700157	9.251870944	3.811630346	86.93649871	21.1439826	6.911204858	71.94481255													0	0	0	-1465.67905	0.000218700157	-2220664.95920427	
1465.59905	15	5	80	0.4687111311	0.0002186641409	9.252806729	3.812587983	86.93460529	21.14658334	6.911882562	71.9415341													0	0	0	-1465.59905	0.0002186641409	-2221756.52109487	
1465.51905	15	5	80	0.4688314638	0.0002186281419	9.253742182	3.813545862	86.93271196	21.14918402	6.912560093	71.93825589													0	0	0	-1465.51905	0.0002186281419	-2222799.77194702	
1465.43905	15	5	80	0.4689517499	0.0002185921596	9.254677305	3.814503985	86.93081871	21.15178463	6.913237452	71.93497792													0	0	0	-1465.43905	0.0002185921596	-2223862.58987532	
1465.35905	15	5	80	0.4690719895	0.000218556195	9.255612097	3.815462352	86.92892555	21.15438518	6.913914637	71.93170018													0	0	0	-1465.35905	0.000218556195	-2224951.14078259	
1465.27905	15	5	80	0.4691921827	0.0002185202479	9.256546558	3.816420962	86.92703248	21.15698567	6.91459165	71.92842268													0	0	0	-1465.27905	0.0002185202479	-2226028.36986742	
1465.19905	15	5	80	0.4693123293	0.0002184843181	9.257480687	3.817379816	86.9251395	21.15958609	6.915268489	71.92514542													0	0	0	-1465.19905	0.0002184843181	-2227078.72839924	
1465.11905	15	5	80	0.4694324295	0.0002184484049	9.258414484	3.818338915	86.9232466	21.16218645	6.915945156	71.92186839													0	0	0	-1465.11905	0.0002184484049	-2228161.17934739	
1465.03905	15	5	80	0.4695524833	0.00021841251	9.25934795	3.819298257	86.92135379	21.16478675	6.91662165	71.9185916													0	0	0	-1465.03905	0.00021841251	-2229250.79810885	
1464.95905	15	5	80	0.4696724906	0.0002183766319	9.260281084	3.820257844	86.91946107	21.16738698	6.917297971	71.91531505													0	0	0	-1464.95905	0.0002183766319	-2230316.67764238	
1464.87905	15	5	80	0.4697924516	0.0002183407713	9.261213886	3.821217676	86.91756844	21.16998715	6.917974119	71.91203873													0	0	0	-1464.87905	0.0002183407713	-2231367.96140565	
1464.79905	15	5	80	0.4699123663	0.000218304927	9.262146356	3.822177752	86.91567589	21.17258726	6.918650093	71.90876265													0	0	0	-1464.79905	0.000218304927	-2232457.72332831	
1464.71905	15	5	80	0.4700322347	0.0002182691014	9.263078494	3.823138073	86.91378343	21.1751873	6.919325895	71.9054868													0	0	0	-1464.71905	0.0002182691014	-2233560.88744385	
1464.63905	15	5	80	0.4701520568	0.0002182332925	9.264010298	3.824098639	86.91189106	21.17778728	6.920001524	71.90221119													0	0	0	-1464.63905	0.0002182332925	-2234599.66033725	
1464.55905	15	5	80	0.4702718326	0.0002181975002	9.264941771	3.82505945	86.90999878	21.1803872	6.920676979	71.89893582													0	0	0	-1464.55905	0.0002181975002	-2235683.18233633	
1464.47905	15	5	80	0.4703915623	0.000218161726	9.26587291	3.826020507	86.90810658	21.18298706	6.921352262	71.89566068													0	0	0	-1464.47905	0.000218161726	-2236777.05433317	
1464.39905	15	5	80	0.4705112457	0.0002181259687	9.266803717	3.826981809	86.90621447	21.18558686	6.922027371	71.89238577													0	0	0	-1464.39905	0.0002181259687	-2237850.13892159	
1464.31905	15	5	80	0.470630883	0.0002180902288	9.26773419	3.827943357	86.90432245	21.18818659	6.922702308	71.8891111													0	0	0	-1464.31905	0.0002180902288	-2238921.0876275	
1464.23905	15	5	80	0.4707504741	0.0002180545057	9.26866433	3.82890515	86.90243052	21.19078626	6.923377071	71.88583667													0	0	0	-1464.23905	0.0002180545057	-2240008.79338258	
1464.15905	15	5	80	0.4708700192	0.0002180188005	9.269594137	3.82986719	86.90053867	21.19338587	6.924051661	71.88256247													0	0	0	-1464.15905	0.0002180188005	-2241094.34738572	
1464.07905	15	5	80	0.4709895181	0.000217983112	9.27052361	3.830829476	86.89864691	21.19598542	6.924726078	71.8792885													0	0	0	-1464.07905	0.000217983112	-2242165.30117726	
1463.99905	15	5	80	0.471108971	0.0002179474409	9.271452749	3.831792008	86.89675524	21.19858491	6.925400321	71.87601477													0	0	0	-1463.99905	0.0002179474409	-2243249.82920819	
1463.91905	15	5	80	0.4712283779	0.0002179117869	9.272381554	3.832754786	86.89486366	21.20118433	6.926074392	71.87274127													0	0	0	-1463.91905	0.0002179117869	-2244348.03029429	
1463.83905	15	5	80	0.4713477388	0.0002178761507	9.273310026	3.833717811	86.89297216	21.2037837	6.926748289	71.86946801													0	0	0	-1463.83905	0.0002178761507	-2245428.33868496	
1463.75905	15	5	80	0.4714670537	0.000217840531	9.274238163	3.834681083	86.89108075	21.206383	6.927422013	71.86619498													0	0	0	-1463.75905	0.000217840531	-2246484.50812246	
1463.67905	15	5	80	0.4715863227	0.0002178049283	9.275165965	3.835644602	86.88918943	21.20898225	6.928095564	71.86292219													0	0	0	-1463.67905	0.0002178049283	-2247592.2065742	
1463.59905	15	5	80	0.4717055458	0.0002177693437	9.276093433	3.836608368	86.8872982	21.21158143	6.928768941	71.85964963													0	0	0	-1463.59905	0.0002177693437	-2248672.45957774	
1463.51905	15	5	80	0.471824723	0.0002177337752	9.277020567	3.837572382	86.88540705	21.21418055	6.929442145	71.8563773													0	0	0	-1463.51905	0.0002177337752	-2249753.87312067	
1463.43905	15	5	80	0.4719438543	0.0002176982248	9.277947365	3.838536642	86.88351599	21.21677961	6.930115176	71.85310521													0	0	0	-1463.43905	0.0002176982248	-2250861.56060234	
1463.35905	15	5	80	0.4720629399	0.0002176626913	9.278873829	3.839501151	86.88162502	21.21937862	6.930788033	71.84983335													0	0	0	-1463.35905	0.0002176626913	-2251929.16967212	
1463.27905	15	5	80	0.4721819796	0.0002176271746	9.279799957	3.840465907	86.87973414	21.22197756	6.931460717	71.84656172													0	0	0	-1463.27905	0.0002176271746	-2253020.02730046	
1463.19905	15	5	80	0.4723009735	0.0002175916755	9.28072575	3.841430911	86.87784334	21.22457644	6.932133228	71.84329033													0	0	0	-1463.19905	0.0002175916755	-2254124.60785141	
1463.11905	15	5	80	0.4724199218	0.0002175561936	9.281651208	3.842396163	86.87595263	21.22717526	6.932805565	71.84001917													0	0	0	-1463.11905	0.0002175561936	-2255195.29718238	
1463.03905	15	5	80	0.4725388243	0.0002175207282	9.28257633	3.843361664	86.87406201	21.22977402	6.933477729	71.83674825													0	0	0	-1463.03905	0.0002175207282	-2256286.1557443	
1462.95905	15	5	80	0.4726576811	0.0002174852806	9.283501116	3.844327413	86.87217147	21.23237273	6.93414972	71.83347755													0	0	0	-1462.95905	0.0002174852806	-2257397.11738962	
1462.87905	15	5	80	0.4727764923	0.0002174498501	9.284425566	3.84529341	86.87028102	21.23497137	6.934821537	71.83020709													0	0	0	-1462.87905	0.0002174498501	-2258467.73367137	
1462.79905	15	5	80	0.4728952578	0.0002174144361	9.285349679	3.846259657	86.86839066	21.23756996	6.93549318	71.82693686													0	0	0	-1462.79905	0.0002174144361	-2259568.14966725	
1462.71905	15	5	80	0.4730139777	0.0002173790401	9.286273457	3.847226152	86.86650039	21.24016848	6.93616465	71.82366687													0	0	0	-1462.71905	0.0002173790401	-2260672.74227589	
1462.63905	15	5	80	0.4731326521	0.0002173436607	9.287196898	3.848192896	86.86461021	21.24276695	6.936835947	71.8203971													0	0	0	-1462.63905	0.0002173436607	-2261749.69922553	
1462.55905	15	5	80	0.4732512809	0.0002173082984	9.288120003	3.84915989	86.86272011	21.24536536	6.93750707	71.81712757													0	0	0	-1462.55905	0.0002173082984	-2262843.66886178	
1462.47905	15	5	80	0.4733698643	0.0002172729532	9.28904277	3.850127133	86.8608301	21.24796371	6.93817802	71.81385827													0	0	0	-1462.47905	0.0002172729532	-2263948.31685879	
1462.39905	15	5	80	0.4734884021	0.0002172376254	9.289965201	3.851094626	86.85894017	21.250562	6.938848796	71.81058921													0	0	0	-1462.39905	0.0002172376254	-2265044.39628064	
1462.31905	15	5	80	0.4736068944	0.0002172023144	9.290887295	3.852062368	86.85705034	21.25316023	6.939519398	71.80732037													0	0	0	-1462.31905	0.0002172023144	-2266141.57484083	
1462.23905	15	5	80	0.4737253414	0.0002171670208	9.291809051	3.85303036	86.85516059	21.2557584	6.940189827	71.80405177													0	0	0	-1462.23905	0.0002171670208	-2267236.56371979	
1462.15905	15	5	80	0.4738437429	0.0002171317439	9.29273047	3.853998603	86.85327093	21.25835652	6.940860082	71.8007834													0	0	0	-1462.15905	0.0002171317439	-2268332.65480433	
1462.07905	15	5	80	0.473962099	0.0002170964844	9.293651552	3.854967095	86.85138135	21.26095458	6.941530164	71.79751526													0	0	0	-1462.07905	0.0002170964844	-2269432.98465051	
1461.99905	15	5	80	0.4740804098	0.0002170612417	9.294572295	3.855935838	86.84949187	21.26355258	6.942200072	71.79424735													0	0	0	-1461.99905	0.0002170612417	-2270527.9695574	
1461.91905	15	5	80	0.4741986753	0.0002170260162	9.295492701	3.856904832	86.84760247	21.26615053	6.942869806	71.79097967													0	0	0	-1461.91905	0.0002170260162	-2271633.67159131	
1461.83905	15	5	80	0.4743168955	0.0002169908078	9.296412769	3.857874076	86.84571316	21.26874841	6.943539367	71.78771222													0	0	0	-1461.83905	0.0002169908078	-2272733.99441246	
1461.75905	15	5	80	0.4744350704	0.0002169556164	9.297332498	3.858843571	86.84382393	21.27134624	6.944208754	71.78444501													0	0	0	-1461.75905	0.0002169556164	-2273838.62455526	
1461.67905	15	5	80	0.4745532001	0.0002169204422	9.298251889	3.859813318	86.84193479	21.27394401	6.944877967	71.78117802													0	0	0	-1461.67905	0.0002169204422	-2274944.31641975	
1461.59905	15	5	80	0.4746712846	0.000216885285	9.299170942	3.860783315	86.84004574	21.27654173	6.945547006	71.77791127													0	0	0	-1461.59905	0.000216885285	-2276034.89245218	
1461.51905	15	5	80	0.4747893239	0.0002168501445	9.300089655	3.861753564	86.83815678	21.27913939	6.946215872	71.77464474													0	0	0	-1461.51905	0.0002168501445	-2277142.75335514	
1461.43905	15	5	80	0.474907318	0.0002168150215	9.30100803	3.862724065	86.8362679	21.28173699	6.946884564	71.77137845													0	0	0	-1461.43905	0.0002168150215	-2278254.8898742	
1461.35905	15	5	80	0.475025267	0.0002167799153	9.301926066	3.863694817	86.83437912	21.28433453	6.947553082	71.76811239													0	0	0	-1461.35905	0.0002167799153	-2279355.15611358	
1461.27905	15	5	80	0.4751431709	0.0002167448262	9.302843763	3.864665821	86.83249042	21.28693202	6.948221426	71.76484655													0	0	0	-1461.27905	0.0002167448262	-2280453.21336581	
1461.19905	15	5	80	0.4752610298	0.0002167097538	9.30376112	3.865637078	86.8306018	21.28952945	6.948889597	71.76158095													0	0	0	-1461.19905	0.0002167097538	-2281568.63750398	
1461.11905	15	5	80	0.4753788436	0.000216674699	9.304678138	3.866608586	86.82871328	21.29212683	6.949557594	71.75831558													0	0	0	-1461.11905	0.000216674699	-2282685.09599185	
1461.03905	15	5	80	0.4754966123	0.0002166396609	9.305594816	3.867580347	86.82682484	21.29472415	6.950225416	71.75505043													0	0	0	-1461.03905	0.0002166396609	-2283786.38983419	
1460.95905	15	5	80	0.4756143361	0.0002166046399	9.306511154	3.868552361	86.82493649	21.29732141	6.950893065	71.75178552													0	0	0	-1460.95905	0.0002166046399	-2284875.65763021	
1460.87905	15	5	80	0.475732015	0.0002165696352	9.307427152	3.869524627	86.82304822	21.29991862	6.95156054	71.74852084													0	0	0	-1460.87905	0.0002165696352	-2286005.24746396	
1460.79905	15	5	80	0.4758496488	0.0002165346488	9.30834281	3.870497146	86.82116004	21.30251578	6.952227841	71.74525638													0	0	0	-1460.79905	0.0002165346488	-2287122.73600581	
1460.71905	15	5	80	0.4759672378	0.0002164996783	9.309258128	3.871469919	86.81927195	21.30511287	6.952894968	71.74199216													0	0	0	-1460.71905	0.0002164996783	-2288211.98873323	
1460.63905	15	5	80	0.4760847819	0.0002164647252	9.310173105	3.872442944	86.81738395	21.30770992	6.953561922	71.73872816													0	0	0	-1460.63905	0.0002164647252	-2289334.97275027	
1460.55905	15	5	80	0.4762022812	0.000216429789	9.311087741	3.873416223	86.81549604	21.31030691	6.954228701	71.73546439													0	0	0	-1460.55905	0.000216429789	-2290445.9634013	
1460.47905	15	5	80	0.4763197356	0.0002163948698	9.312002037	3.874389756	86.81360821	21.31290384	6.954895306	71.73220086													0	0	0	-1460.47905	0.0002163948698	-2291567.88223863	
1460.39905	15	5	80	0.4764371453	0.0002163599678	9.312915991	3.875363542	86.81172047	21.31550072	6.955561737	71.72893755													0	0	0	-1460.39905	0.0002163599678	-2292671.15750734	
1460.31905	15	5	80	0.4765545101	0.0002163250822	9.313829605	3.876337582	86.80983281	21.31809754	6.956227994	71.72567447													0	0	0	-1460.31905	0.0002163250822	-2293785.42129736	
1460.23905	15	5	80	0.4766718302	0.0002162902141	9.314742877	3.877311876	86.80794525	21.32069431	6.956894077	71.72241161													0	0	0	-1460.23905	0.0002162902141	-2294907.28777658	
1460.15905	15	5	80	0.4767891057	0.0002162553626	9.315655807	3.878286425	86.80605777	21.32329102	6.957559987	71.71914899													0	0	0	-1460.15905	0.0002162553626	-2296017.11778951	
1460.07905	15	5	80	0.4769063364	0.0002162205282	9.316568396	3.879261228	86.80417038	21.32588769	6.958225721	71.71588659													0	0	0	-1460.07905	0.0002162205282	-2297134.59221168	
1459.99905	15	5	80	0.4770235224	0.0002161857106	9.317480643	3.880236286	86.80228307	21.32848429	6.958891282	71.71262443													0	0	0	-1459.99905	0.0002161857106	-2298253.1741935	
1459.91905	15	5	80	0.4771406639	0.0002161509101	9.318392548	3.881211598	86.80039585	21.33108084	6.959556669	71.70936249													0	0	0	-1459.91905	0.0002161509101	-2299386.05755725	
1459.83905	15	5	80	0.4772577607	0.0002161161268	9.319304111	3.882187165	86.79850872	21.33367734	6.960221882	71.70610077													0	0	0	-1459.83905	0.0002161161268	-2300477.01125515	
1459.75905	15	5	80	0.4773748129	0.0002160813593	9.320215332	3.883162988	86.79662168	21.33627379	6.96088692	71.70283929													0	0	0	-1459.75905	0.0002160813593	-2301608.85915997	
1459.67905	15	5	80	0.4774918206	0.0002160466102	9.32112621	3.884139066	86.79473472	21.33887018	6.961551784	71.69957803													0	0	0	-1459.67905	0.0002160466102	-2302751.60337894	
1459.59905	15	5	80	0.4776087838	0.0002160118772	9.322036745	3.885115399	86.79284786	21.34146652	6.962216474	71.696317													0	0	0	-1459.59905	0.0002160118772	-2303835.86153528	
1459.51905	15	5	80	0.4777257025	0.0002159771608	9.322946938	3.886091987	86.79096107	21.34406281	6.96288099	71.6930562													0	0	0	-1459.51905	0.0002159771608	-2304970.96560372	
1459.43905	15	5	80	0.4778425767	0.000215942462	9.323856788	3.887068832	86.78907438	21.34665904	6.963545331	71.68979563													0	0	0	-1459.43905	0.000215942462	-2306100.46928435	
1459.35905	15	5	80	0.4779594064	0.0002159077796	9.324766294	3.888045933	86.78718777	21.34925522	6.964209499	71.68653528													0	0	0	-1459.35905	0.0002159077796	-2307217.8371745	
1459.27905	15	5	80	0.4780761918	0.0002158731144	9.325675457	3.889023289	86.78530125	21.35185135	6.964873492	71.68327516													0	0	0	-1459.27905	0.0002158731144	-2308346.23711834	
1459.19905	15	5	80	0.4781929327	0.0002158384659	9.326584277	3.890000902	86.78341482	21.35444742	6.96553731	71.68001527													0	0	0	-1459.19905	0.0002158384659	-2309469.10028713	
1459.11905	15	5	80	0.4783096293	0.0002158038344	9.327492753	3.890978772	86.78152848	21.35704345	6.966200955	71.6767556													0	0	0	-1459.11905	0.0002158038344	-2310599.71695573	
1459.03905	15	5	80	0.4784262816	0.0002157692198	9.328400885	3.891956898	86.77964222	21.35963942	6.966864425	71.67349616													0	0	0	-1459.03905	0.0002157692198	-2311714.73134925	
1458.95905	15	5	80	0.4785428895	0.0002157346217	9.329308673	3.892935281	86.77775605	21.36223533	6.96752772	71.67023695													0	0	0	-1458.95905	0.0002157346217	-2312850.92778239	
1458.87905	15	5	80	0.4786594532	0.0002157000411	9.330216117	3.89391392	86.77586996	21.3648312	6.968190842	71.66697796													0	0	0	-1458.87905	0.0002157000411	-2313974.77694067	
1458.79905	15	5	80	0.4787759726	0.0002156654766	9.331123217	3.894892818	86.77398397	21.36742701	6.968853788	71.6637192													0	0	0	-1458.79905	0.0002156654766	-2315096.45679981	
1458.71905	15	5	80	0.4788924478	0.0002156309295	9.332029972	3.895871972	86.77209806	21.37002278	6.969516561	71.66046066													0	0	0	-1458.71905	0.0002156309295	-2316232.56503351	
1458.63905	15	5	80	0.4790088788	0.0002155963989	9.332936382	3.896851384	86.77021223	21.37261849	6.970179159	71.65720235													0	0	0	-1458.63905	0.0002155963989	-2317373.20794969	
1458.55905	15	5	80	0.4791252657	0.0002155618858	9.333842448	3.897831053	86.7683265	21.37521415	6.970841582	71.65394427													0	0	0	-1458.55905	0.0002155618858	-2318501.45728261	
1458.47905	15	5	80	0.4792416084	0.0002155273888	9.334748169	3.898810981	86.76644085	21.37780976	6.971503832	71.65068641													0	0	0	-1458.47905	0.0002155273888	-2319614.06610266	
1458.39905	15	5	80	0.4793579069	0.0002154929088	9.335653544	3.899791166	86.76455529	21.38040532	6.972165906	71.64742878													0	0	0	-1458.39905	0.0002154929088	-2320761.37914262	
1458.31905	15	5	80	0.4794741614	0.0002154584459	9.336558574	3.90077161	86.76266982	21.38300082	6.972827806	71.64417137													0	0	0	-1458.31905	0.0002154584459	-2321889.58436994	
1458.23905	15	5	80	0.4795903718	0.0002154239994	9.337463259	3.901752312	86.76078443	21.38559628	6.973489532	71.64091419													0	0	0	-1458.23905	0.0002154239994	-2323025.6852399	
1458.15905	15	5	80	0.4797065382	0.0002153895702	9.338367598	3.902733272	86.75889913	21.38819169	6.974151083	71.63765723													0	0	0	-1458.15905	0.0002153895702	-2324162.83897118	
1458.07905	15	5	80	0.4798226605	0.0002153551574	9.339271591	3.903714491	86.75701392	21.39078704	6.974812459	71.6344005													0	0	0	-1458.07905	0.0002153551574	-2325284.25253449	
1457.99905	15	5	80	0.4799387389	0.0002153207614	9.340175238	3.904695969	86.75512879	21.39338235	6.975473661	71.63114399													0	0	0	-1457.99905	0.0002153207614	-2326430.42421913	
1457.91905	15	5	80	0.4800547733	0.0002152863825	9.341078539	3.905677706	86.75324375	21.3959776	6.976134688	71.62788771													0	0	0	-1457.91905	0.0002152863825	-2327564.14931425	
1457.83905	15	5	80	0.4801707638	0.00021525202	9.341981494	3.906659703	86.7513588	21.39857281	6.976795541	71.62463165													0	0	0	-1457.83905	0.00021525202	-2328715.98980046	
1457.75905	15	5	80	0.4802867104	0.0002152176751	9.342884102	3.907641958	86.74947394	21.40116796	6.977456219	71.62137582													0	0	0	-1457.75905	0.0002152176751	-2329851.91104486	
1457.67905	15	5	80	0.4804026131	0.0002151833461	9.343786363	3.908624474	86.74758916	21.40376307	6.978116722	71.61812021													0	0	0	-1457.67905	0.0002151833461	-2330968.65762535	
1457.59905	15	5	80	0.480518472	0.0002151490341	9.344688277	3.909607249	86.74570447	21.40635812	6.97877705	71.61486483													0	0	0	-1457.59905	0.0002151490341	-2332113.62289423	
1457.51905	15	5	80	0.480634287	0.0002151147388	9.345589845	3.910590284	86.74381987	21.40895313	6.979437204	71.61160967													0	0	0	-1457.51905	0.0002151147388	-2333269.95153135	
1457.43905	15	5	80	0.4807500582	0.0002150804608	9.346491065	3.911573579	86.74193536	21.41154809	6.980097183	71.60835473													0	0	0	-1457.43905	0.0002150804608	-2334413.74996608	
1457.35905	15	5	80	0.4808657857	0.0002150461991	9.347391938	3.912557134	86.74005093	21.414143	6.980756988	71.60510002													0	0	0	-1457.35905	0.0002150461991	-2335531.4364382	
1457.27905	15	5	80	0.4809814694	0.0002150119539	9.348292463	3.91354095	86.73816659	21.41673786	6.981416617	71.60184553													0	0	0	-1457.27905	0.0002150119539	-2336680.92321429	
1457.19905	15	5	80	0.4810971094	0.0002149777259	9.349192641	3.914525026	86.73628233	21.41933267	6.982076072	71.59859126													0	0	0	-1457.19905	0.0002149777259	-2337845.17202403	
1457.11905	15	5	80	0.4812127058	0.0002149435148	9.350092471	3.915509363	86.73439817	21.42192743	6.982735352	71.59533722													0	0	0	-1457.11905	0.0002149435148	-2338979.79807474	
1457.03905	15	5	80	0.4813282584	0.00021490932	9.350991952	3.916493962	86.73251409	21.42452214	6.983394457	71.5920834													0	0	0	-1457.03905	0.00021490932	-2340108.71398548	
1456.95905	15	5	80	0.4814437674	0.0002148751419	9.351891086	3.917478821	86.73063009	21.42711681	6.984053387	71.58882981													0	0	0	-1456.95905	0.0002148751419	-2341276.41610753	
1456.87905	15	5	80	0.4815592328	0.0002148409812	9.352789871	3.918463941	86.72874619	21.42971142	6.984712143	71.58557643													0	0	0	-1456.87905	0.0002148409812	-2342424.64022938	
1456.79905	15	5	80	0.4816746547	0.0002148068366	9.353688307	3.919449324	86.72686237	21.43230599	6.985370723	71.58232328													0	0	0	-1456.79905	0.0002148068366	-2343536.28218857	
1456.71905	15	5	80	0.4817900329	0.0002147727083	9.354586395	3.920434967	86.72497864	21.43490051	6.986029129	71.57907036													0	0	0	-1456.71905	0.0002147727083	-2344714.31514909	
1456.63905	15	5	80	0.4819053677	0.000214738598	9.355484134	3.921420873	86.72309499	21.43749499	6.986687359	71.57581765													0	0	0	-1456.63905	0.000214738598	-2345869.31662395	
1456.55905	15	5	80	0.4820206589	0.0002147045033	9.356381524	3.92240704	86.72121144	21.44008941	6.987345415	71.57256517													0	0	0	-1456.55905	0.0002147045033	-2347004.94113023	
1456.47905	15	5	80	0.4821359067	0.000214670426	9.357278564	3.92339347	86.71932797	21.44268379	6.988003296	71.56931291													0	0	0	-1456.47905	0.000214670426	-2348151.893482	
1456.39905	15	5	80	0.482251111	0.0002146363646	9.358175255	3.924380162	86.71744458	21.44527812	6.988661001	71.56606087													0	0	0	-1456.39905	0.0002146363646	-2349303.52157768	
1456.31905	15	5	80	0.4823662718	0.0002146023207	9.359071597	3.925367117	86.71556129	21.44787241	6.989318532	71.56280906													0	0	0	-1456.31905	0.0002146023207	-2350476.90879257	
1456.23905	15	5	80	0.4824813893	0.0002145682933	9.359967588	3.926354335	86.71367808	21.45046665	6.989975888	71.55955747													0	0	0	-1456.23905	0.0002145682933	-2351613.4799209	
1456.15905	15	5	80	0.4825964634	0.0002145342823	9.36086323	3.927341815	86.71179496	21.45306084	6.990633068	71.5563061													0	0	0	-1456.15905	0.0002145342823	-2352758.08351956	
1456.07905	15	5	80	0.4827114942	0.000214500288	9.361758522	3.928329558	86.70991192	21.45565498	6.991290074	71.55305495													0	0	0	-1456.07905	0.000214500288	-2353931.51370487	
1455.99905	15	5	80	0.4828264816	0.0002144663109	9.362653463	3.929317565	86.70802897	21.45824908	6.991946904	71.54980402													0	0	0	-1455.99905	0.0002144663109	-2355085.26101268	
1455.91905	15	5	80	0.4829414258	0.0002144323499	9.363548054	3.930305835	86.70614611	21.46084313	6.99260356	71.54655331													0	0	0	-1455.91905	0.0002144323499	-2356219.37464428	
1455.83905	15	5	80	0.4830563267	0.0002143984055	9.364442294	3.931294369	86.70426334	21.46343713	6.99326004	71.54330283													0	0	0	-1455.83905	0.0002143984055	-2357385.83735379	
1455.75905	15	5	80	0.4831711843	0.0002143644781	9.365336183	3.932283166	86.70238065	21.46603109	6.993916345	71.54005256													0	0	0	-1455.75905	0.0002143644781	-2358567.34882081	
