T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1767.811235	13	1	86	0	0	5.325673057	0.3562689233	94.31805802	13	1	86							-0.0006535063269	-5.481689378E-05	0.0007083232206	-1767.811235	0	58.452812263067	
1767.801235	13	1	86	8.696544601E-05	8.521082858E-05	5.325964954	0.3562923087	94.31774274	13.00065342	1.000054804	85.99929178							0	0	0	-1767.801235	8.521082858E-05	176.259140821685	
1767.781235	13	1	86	0.0002607361249	0.0001702911194	5.32654874	0.3563390816	94.31711218	13.0019603	1.000164428	85.99787527							0	0	0	-1767.781235	0.0001702911194	235.04576304542	
1767.741235	13	1	86	0.0006081427133	0.0003405088591	5.327716287	0.3564326305	94.31585108	13.00457398	1.000383669	85.99504235							0	0	0	-1767.741235	0.0003405088591	235.042029077517	
1767.661235	13	1	86	0.001302482347	0.0006807320529	5.330051421	0.3566197562	94.31332882	13.00980159	1.000822176	85.98937623							0	0	0	-1767.661235	0.0006807320529	-192581.876911449	
1767.581235	13	1	86	0.00199586362	0.0006803161361	5.332386313	0.3568068905	94.3108068	13.01502822	1.001260608	85.98371118							0	0	0	-1767.581235	0.0006803161361	-217644.196353267	
1767.501235	13	1	86	0.002688426721	0.000679980118	5.334721045	0.3569940407	94.30828491	13.02025423	1.001698995	85.97804678							0	0	0	-1767.501235	0.000679980118	-238223.840995648	
1767.421235	13	1	86	0.003380173071	0.0006796444984	5.337055616	0.357181207	94.30576318	13.02547962	1.002137335	85.97238304							0	0	0	-1767.421235	0.0006796444984	-238474.55544462	
1767.341235	13	1	86	0.004071104011	0.0006793091866	5.339390027	0.3573683893	94.30324158	13.0307044	1.002575631	85.96671997							0	0	0	-1767.341235	0.0006793091866	-238691.637867159	
1767.261235	13	1	86	0.004761220873	0.0006789741772	5.341724279	0.3575555876	94.30072013	13.03592857	1.00301388	85.96105755							0	0	0	-1767.261235	0.0006789741772	-238908.515322763	
1767.181235	13	1	86	0.005450524989	0.0006786394739	5.34405837	0.3577428019	94.29819883	13.04115212	1.003452084	85.9553958							0	0	0	-1767.181235	0.0006786394739	-239125.102196592	
1767.101235	13	1	86	0.006139017687	0.0006783050711	5.3463923	0.3579300323	94.29567767	13.04637505	1.003890242	85.94973471							0	0	0	-1767.101235	0.0006783050711	-239340.618818819	
1767.021235	13	1	86	0.00682670029	0.0006779709703	5.348726071	0.3581172786	94.29315665	13.05159738	1.004328354	85.94407427							0	0	0	-1767.021235	0.0006779709703	-239557.851822564	
1766.941235	13	1	86	0.007513574123	0.0006776371737	5.351059681	0.358304541	94.29063578	13.05681908	1.00476642	85.9384145							0	0	0	-1766.941235	0.0006776371737	-239774.288741566	
1766.861235	13	1	86	0.008199640503	0.0006773036758	5.353393131	0.3584918195	94.28811505	13.06204018	1.005204441	85.93275538							0	0	0	-1766.861235	0.0006773036758	-239990.475135577	
1766.781235	13	1	86	0.008884900747	0.0006769704803	5.355726421	0.3586791139	94.28559446	13.06726066	1.005642416	85.92709692							0	0	0	-1766.781235	0.0006769704803	-240208.419750542	
1766.701235	13	1	86	0.009569356173	0.0006766375873	5.35805955	0.3588664244	94.28307403	13.07248053	1.006080345	85.92143913							0	0	0	-1766.701235	0.0006766375873	-240425.059368063	
1766.621235	13	1	86	0.01025300809	0.000676304992	5.360392519	0.3590537509	94.28055373	13.07769978	1.006518228	85.91578199							0	0	0	-1766.621235	0.000676304992	-240641.878821104	
1766.541235	13	1	86	0.0109358578	0.0006759726986	5.362725328	0.3592410935	94.27803358	13.08291842	1.006956066	85.91012552							0	0	0	-1766.541235	0.0006759726986	-240859.265813131	
1766.461235	13	1	86	0.01161790662	0.0006756407034	5.365057975	0.359428452	94.27551357	13.08813644	1.007393858	85.9044697							0	0	0	-1766.461235	0.0006756407034	-241075.486038078	
1766.381235	13	1	86	0.01229915585	0.0006753090058	5.367390463	0.3596158266	94.27299371	13.09335386	1.007831603	85.89881454							0	0	0	-1766.381235	0.0006753090058	-241293.37151516	
1766.301235	13	1	86	0.01297960678	0.0006749776099	5.369722789	0.3598032172	94.27047399	13.09857066	1.008269303	85.89316004							0	0	0	-1766.301235	0.0006749776099	-241511.86492056	
1766.221235	13	1	86	0.01365926072	0.0006746465122	5.372054955	0.3599906239	94.26795442	13.10378684	1.008706957	85.8875062							0	0	0	-1766.221235	0.0006746465122	-241728.636979054	
1766.141235	13	1	86	0.01433811897	0.0006743157104	5.374386961	0.3601780466	94.26543499	13.10900241	1.009144566	85.88185302							0	0	0	-1766.141235	0.0006743157104	-241945.618281998	
1766.061235	13	1	86	0.0150161828	0.0006739852063	5.376718805	0.3603654853	94.26291571	13.11421737	1.009582128	85.8762005							0	0	0	-1766.061235	0.0006739852063	-242164.015203886	
1765.981235	13	1	86	0.01569345352	0.0006736550009	5.379050489	0.36055294	94.26039657	13.11943172	1.010019644	85.87054864							0	0	0	-1765.981235	0.0006736550009	-242381.407644213	
1765.901235	13	1	86	0.01636993241	0.0006733250894	5.381382012	0.3607404108	94.25787758	13.12464545	1.010457115	85.86489743							0	0	0	-1765.901235	0.0006733250894	-242599.491892006	
1765.821235	13	1	86	0.01704562075	0.0006729954774	5.383713374	0.3609278976	94.25535873	13.12985857	1.010894539	85.85924689							0	0	0	-1765.821235	0.0006729954774	-242817.333942616	
1765.741235	13	1	86	0.01772051983	0.0006726661576	5.386044576	0.3611154005	94.25284002	13.13507108	1.011331918	85.853597							0	0	0	-1765.741235	0.0006726661576	-243035.503279429	
1765.661235	13	1	86	0.01839463092	0.0006723371371	5.388375616	0.3613029193	94.25032146	13.14028297	1.01176925	85.84794778							0	0	0	-1765.661235	0.0006723371371	-243254.203773698	
1765.581235	13	1	86	0.01906795531	0.0006720084092	5.390706495	0.3614904542	94.24780305	13.14549426	1.012206537	85.84229921							0	0	0	-1765.581235	0.0006720084092	-243471.896739325	
1765.501235	13	1	86	0.01974049426	0.0006716799768	5.393037214	0.3616780052	94.24528478	13.15070492	1.012643777	85.8366513							0	0	0	-1765.501235	0.0006716799768	-243690.347654689	
1765.421235	13	1	86	0.02041224904	0.000671351838	5.395367771	0.3618655722	94.24276666	13.15591498	1.013080972	85.83100405							0	0	0	-1765.421235	0.000671351838	-243908.895466491	
1765.341235	13	1	86	0.02108322093	0.0006710239939	5.397698167	0.3620531552	94.24024868	13.16112443	1.01351812	85.82535745							0	0	0	-1765.341235	0.0006710239939	-244127.610265892	
1765.261235	13	1	86	0.02175341119	0.0006706964428	5.400028402	0.3622407542	94.23773084	13.16633326	1.013955223	85.81971152							0	0	0	-1765.261235	0.0006706964428	-244345.486317697	
1765.181235	13	1	86	0.02242282108	0.0006703691831	5.402358476	0.3624283693	94.23521315	13.17154148	1.014392279	85.81406624							0	0	0	-1765.181235	0.0006703691831	-244564.390386821	
1765.101235	13	1	86	0.02309145187	0.0006700422181	5.404688389	0.3626160004	94.23269561	13.17674909	1.014829289	85.80842162							0	0	0	-1765.101235	0.0006700422181	-244783.757635686	
1765.021235	13	1	86	0.0237593048	0.0006697155447	5.40701814	0.3628036476	94.23017821	13.18195608	1.015266254	85.80277766							0	0	0	-1765.021235	0.0006697155447	-245002.357841654	
1764.941235	13	1	86	0.02442638114	0.0006693891629	5.409347731	0.3629913108	94.22766096	13.18716247	1.015703172	85.79713436							0	0	0	-1764.941235	0.0006693891629	-245221.988897219	
1764.861235	13	1	86	0.02509268215	0.0006690630744	5.411677159	0.36317899	94.22514385	13.19236824	1.016140044	85.79149171							0	0	0	-1764.861235	0.0006690630744	-245440.729377266	
1764.781235	13	1	86	0.02575820906	0.0006687372741	5.414006427	0.3633666853	94.22262689	13.1975734	1.01657687	85.78584973							0	0	0	-1764.781235	0.0006687372741	-245659.640591509	
1764.701235	13	1	86	0.02642296313	0.0006684117665	5.416335533	0.3635543966	94.22011007	13.20277795	1.017013649	85.7802084							0	0	0	-1764.701235	0.0006684117665	-245878.179548791	
1764.621235	13	1	86	0.0270869456	0.0006680865451	5.418664477	0.363742124	94.2175934	13.20798189	1.017450383	85.77456773							0	0	0	-1764.621235	0.0006680865451	-246098.026536487	
1764.541235	13	1	86	0.02775015771	0.0006677616188	5.42099326	0.3639298673	94.21507687	13.21318522	1.01788707	85.76892771							0	0	0	-1764.541235	0.0006677616188	-246319.394583163	
1764.461235	13	1	86	0.02841260072	0.0006674369817	5.423321882	0.3641176268	94.21256049	13.21838793	1.018323712	85.76328836							0	0	0	-1764.461235	0.0006674369817	-246537.782258196	
1764.381235	13	1	86	0.02907427584	0.0006671126308	5.425650342	0.3643054023	94.21004426	13.22359003	1.018760307	85.75764966							0	0	0	-1764.381235	0.0006671126308	-246756.675943554	
1764.301235	13	1	86	0.02973518431	0.0006667885694	5.42797864	0.3644931938	94.20752817	13.22879153	1.019196855	85.75201162							0	0	0	-1764.301235	0.0006667885694	-246976.527067565	
1764.221235	13	1	86	0.03039532738	0.0006664647957	5.430306777	0.3646810014	94.20501222	13.23399241	1.019633358	85.74637423							0	0	0	-1764.221235	0.0006664647957	-247197.308389155	
1764.141235	13	1	86	0.03105470626	0.0006661413129	5.432634752	0.364868825	94.20249642	13.23919268	1.020069814	85.74073751							0	0	0	-1764.141235	0.0006661413129	-247416.449079642	
1764.061235	13	1	86	0.03171332219	0.0006658181125	5.434962565	0.3650566646	94.19998077	13.24439234	1.020506224	85.73510144							0	0	0	-1764.061235	0.0006658181125	-247636.52775555	
1763.981235	13	1	86	0.03237117639	0.0006654952044	5.437290216	0.3652445203	94.19746526	13.24959139	1.020942588	85.72946603							0	0	0	-1763.981235	0.0006654952044	-247858.100217295	
1763.901235	13	1	86	0.03302827008	0.0006651725816	5.439617706	0.3654323921	94.1949499	13.25478982	1.021378906	85.72383127							0	0	0	-1763.901235	0.0006651725816	-248077.073587223	
1763.821235	13	1	86	0.03368460449	0.0006648502433	5.441945034	0.3656202799	94.19243469	13.25998765	1.021815177	85.71819717							0	0	0	-1763.821235	0.0006648502433	-248297.052905836	
1763.741235	13	1	86	0.03434018082	0.0006645281919	5.444272199	0.3658081837	94.18991962	13.26518487	1.022251402	85.71256373							0	0	0	-1763.741235	0.0006645281919	-248517.999448851	
1763.661235	13	1	86	0.03499500029	0.0006642064265	5.446599203	0.3659961036	94.18740469	13.27038147	1.02268758	85.70693095							0	0	0	-1763.661235	0.0006642064265	-248738.914677056	
1763.581235	13	1	86	0.03564906412	0.0006638849469	5.448926045	0.3661840395	94.18488992	13.27557747	1.023123712	85.70129882							0	0	0	-1763.581235	0.0006638849469	-248958.671027518	
1763.501235	13	1	86	0.03630237352	0.0006635637493	5.451252725	0.3663719915	94.18237528	13.28077285	1.023559798	85.69566735							0	0	0	-1763.501235	0.0006635637493	-249179.870883309	
1763.421235	13	1	86	0.03695492968	0.0006632428402	5.453579243	0.3665599596	94.1798608	13.28596763	1.023995838	85.69003653							0	0	0	-1763.421235	0.0006632428402	-249400.325818174	
1763.341235	13	1	86	0.03760673382	0.0006629222102	5.455905599	0.3667479437	94.17734646	13.29116179	1.024431831	85.68440638							0	0	0	-1763.341235	0.0006629222102	-249621.730341746	
1763.261235	13	1	86	0.03825778715	0.0006626018701	5.458231792	0.3669359438	94.17483226	13.29635535	1.024867778	85.67877687							0	0	0	-1763.261235	0.0006626018701	-249843.435192333	
1763.181235	13	1	86	0.03890809085	0.0006622818089	5.460557824	0.36712396	94.17231822	13.30154829	1.025303678	85.67314803							0	0	0	-1763.181235	0.0006622818089	-250062.887110987	
1763.101235	13	1	86	0.03955764612	0.0006619620308	5.462883693	0.3673119923	94.16980432	13.30674063	1.025739532	85.66751984							0	0	0	-1763.101235	0.0006619620308	-250284.562451617	
1763.021235	13	1	86	0.04020645417	0.0006616425363	5.4652094	0.3675000406	94.16729056	13.31193235	1.026175339	85.66189231							0	0	0	-1763.021235	0.0006616425363	-250506.119692283	
1762.941235	13	1	86	0.04085451618	0.0006613233236	5.467534944	0.3676881049	94.16477695	13.31712347	1.0266111	85.65626543							0	0	0	-1762.941235	0.0006613233236	-250727.166763801	
1762.861235	13	1	86	0.04150183334	0.0006610043922	5.469860327	0.3678761853	94.16226349	13.32231397	1.027046815	85.65063921							0	0	0	-1762.861235	0.0006610043922	-250949.038702394	
1762.781235	13	1	86	0.04214840685	0.0006606857437	5.472185546	0.3680642818	94.15975017	13.32750387	1.027482483	85.64501365							0	0	0	-1762.781235	0.0006606857437	-251170.590453757	
1762.701235	13	1	86	0.04279423788	0.0006603673747	5.474510604	0.3682523943	94.157237	13.33269316	1.027918105	85.63938874							0	0	0	-1762.701235	0.0006603673747	-251392.182368979	
1762.621235	13	1	86	0.04343932761	0.0006600492877	5.476835499	0.3684405229	94.15472398	13.33788184	1.02835368	85.63376448							0	0	0	-1762.621235	0.0006600492877	-251613.924304331	
1762.541235	13	1	86	0.04408367724	0.0006597314796	5.479160232	0.3686286675	94.1522111	13.3430699	1.028789208	85.62814089							0	0	0	-1762.541235	0.0006597314796	-251834.910559377	
1762.461235	13	1	86	0.04472728793	0.0006594139506	5.481484802	0.3688168282	94.14969837	13.34825736	1.02922469	85.62251795							0	0	0	-1762.461235	0.0006594139506	-252057.637507689	
1762.381235	13	1	86	0.04537016086	0.0006590967039	5.483809209	0.369005005	94.14718579	13.35344421	1.029660126	85.61689566							0	0	0	-1762.381235	0.0006590967039	-252280.07684986	
1762.301235	13	1	86	0.04601229721	0.0006587797346	5.486133454	0.3691931978	94.14467335	13.35863045	1.030095515	85.61127403							0	0	0	-1762.301235	0.0006587797346	-252501.758381384	
1762.221235	13	1	86	0.04665369815	0.0006584630447	5.488457536	0.3693814067	94.14216106	13.36381609	1.030530857	85.60565306							0	0	0	-1762.221235	0.0006584630447	-252724.306900103	
1762.141235	13	1	86	0.04729436484	0.0006581466334	5.490781455	0.3695696316	94.13964891	13.36900111	1.030966153	85.60003274							0	0	0	-1762.141235	0.0006581466334	-252946.127536408	
1762.061235	13	1	86	0.04793429844	0.0006578304987	5.493105212	0.3697578726	94.13713692	13.37418552	1.031401402	85.59441307							0	0	0	-1762.061235	0.0006578304987	-253168.059813472	
1761.981235	13	1	86	0.04857350013	0.0006575146419	5.495428806	0.3699461297	94.13462506	13.37936933	1.031836605	85.58879407							0	0	0	-1761.981235	0.0006575146419	-253391.304642267	
1761.901235	13	1	86	0.04921197107	0.000657199064	5.497752237	0.3701344028	94.13211336	13.38455253	1.03227176	85.58317571							0	0	0	-1761.901235	0.000657199064	-253613.452110628	
1761.821235	13	1	86	0.04984971241	0.0006568837603	5.500075506	0.370322692	94.1296018	13.38973512	1.03270687	85.57755801							0	0	0	-1761.821235	0.0006568837603	-253836.520516013	
1761.741235	13	1	86	0.05048672531	0.0006565687368	5.502398611	0.3705109973	94.12709039	13.3949171	1.033141932	85.57194097							0	0	0	-1761.741235	0.0006565687368	-254059.609450495	
1761.661235	13	1	86	0.05112301092	0.0006562539866	5.504721554	0.3706993186	94.12457913	13.40009847	1.033576948	85.56632458							0	0	0	-1761.661235	0.0006562539866	-254281.521801417	
1761.581235	13	1	86	0.0517585704	0.0006559395127	5.507044333	0.370887656	94.12206801	13.40527923	1.034011918	85.56070885							0	0	0	-1761.581235	0.0006559395127	-254505.358957368	
1761.501235	13	1	86	0.05239340489	0.0006556253159	5.50936695	0.3710760095	94.11955704	13.41045939	1.03444684	85.55509377							0	0	0	-1761.501235	0.0006556253159	-254728.289386229	
1761.421235	13	1	86	0.05302751555	0.0006553113922	5.511689403	0.371264379	94.11704622	13.41563894	1.034881716	85.54947935							0	0	0	-1761.421235	0.0006553113922	-254950.843161089	
1761.341235	13	1	86	0.05366090351	0.0006549977437	5.514011694	0.3714527646	94.11453554	13.42081788	1.035316545	85.54386558							0	0	0	-1761.341235	0.0006549977437	-255174.027779073	
1761.261235	13	1	86	0.05429356992	0.0006546843689	5.516333821	0.3716411663	94.11202501	13.42599621	1.035751328	85.53825247							0	0	0	-1761.261235	0.0006546843689	-255398.259064064	
1761.181235	13	1	86	0.05492551592	0.0006543712709	5.518655785	0.371829584	94.10951463	13.43117393	1.036186063	85.53264001							0	0	0	-1761.181235	0.0006543712709	-255621.039377927	
1761.101235	13	1	86	0.05555674265	0.0006540584421	5.520977586	0.3720180178	94.1070044	13.43635105	1.036620752	85.5270282							0	0	0	-1761.101235	0.0006540584421	-255844.383467628	
1761.021235	13	1	86	0.05618725124	0.0006537458905	5.523299224	0.3722064677	94.10449431	13.44152756	1.037055394	85.52141705							0	0	0	-1761.021235	0.0006537458905	-256068.88672931	
1760.941235	13	1	86	0.05681704283	0.00065343361	5.525620698	0.3723949337	94.10198437	13.44670346	1.03748999	85.51580655							0	0	0	-1760.941235	0.00065343361	-256292.435960454	
1760.861235	13	1	86	0.05744611855	0.0006531216034	5.527942009	0.3725834157	94.09947458	13.45187875	1.037924538	85.51019671							0	0	0	-1760.861235	0.0006531216034	-256516.12465054	
1760.781235	13	1	86	0.05807447952	0.0006528098673	5.530263157	0.3727719138	94.09696493	13.45705344	1.03835904	85.50458752							0	0	0	-1760.781235	0.0006528098673	-256738.558282456	
1760.701235	13	1	86	0.05870212687	0.0006524984011	5.532584141	0.372960428	94.09445543	13.46222752	1.038793495	85.49897899							0	0	0	-1760.701235	0.0006524984011	-256963.776650877	
1760.621235	13	1	86	0.05932906174	0.0006521872112	5.534904962	0.3731489583	94.09194608	13.46740099	1.039227903	85.49337111							0	0	0	-1760.621235	0.0006521872112	-257188.552962243	
1760.541235	13	1	86	0.05995528522	0.0006518762892	5.53722562	0.3733375046	94.08943688	13.47257385	1.039662264	85.48776388							0	0	0	-1760.541235	0.0006518762892	-257412.158542868	
1760.461235	13	1	86	0.06058079846	0.0006515656397	5.539546114	0.3735260671	94.08692782	13.47774611	1.040096578	85.48215731							0	0	0	-1760.461235	0.0006515656397	-257636.853112814	
1760.381235	13	1	86	0.06120560257	0.0006512552598	5.541866444	0.3737146456	94.08441891	13.48291776	1.040530846	85.47655139							0	0	0	-1760.381235	0.0006512552598	-257860.071150646	
1760.301235	13	1	86	0.06182969865	0.0006509451479	5.544186611	0.3739032402	94.08191015	13.48808881	1.040965066	85.47094613							0	0	0	-1760.301235	0.0006509451479	-258084.804593372	
1760.221235	13	1	86	0.06245308783	0.0006506353083	5.546506614	0.3740918508	94.07940153	13.49325924	1.04139924	85.46534152							0	0	0	-1760.221235	0.0006506353083	-258309.631429399	
1760.141235	13	1	86	0.06307577121	0.000650325736	5.548826454	0.3742804776	94.07689307	13.49842908	1.041833367	85.45973756							0	0	0	-1760.141235	0.000650325736	-258534.648352556	
1760.061235	13	1	86	0.0636977499	0.0006500164355	5.55114613	0.3744691204	94.07438475	13.5035983	1.042267446	85.45413425							0	0	0	-1760.061235	0.0006500164355	-258760.134926846	
1759.981235	13	1	86	0.06431902501	0.0006497074025	5.553465642	0.3746577793	94.07187658	13.50876692	1.042701479	85.4485316							0	0	0	-1759.981235	0.0006497074025	-258983.753794463	
1759.901235	13	1	86	0.06493959765	0.0006493986359	5.55578499	0.3748464543	94.06936856	13.51393493	1.043135465	85.44292961							0	0	0	-1759.901235	0.0006493986359	-259208.139687213	
1759.821235	13	1	86	0.0655594689	0.0006490901377	5.558104175	0.3750351454	94.06686068	13.51910233	1.043569404	85.43732826							0	0	0	-1759.821235	0.0006490901377	-259433.83888025	
1759.741235	13	1	86	0.06617863988	0.0006487819081	5.560423196	0.3752238526	94.06435295	13.52426913	1.044003296	85.43172757							0	0	0	-1759.741235	0.0006487819081	-259659.635676323	
1759.661235	13	1	86	0.06679711169	0.0006484739462	5.562742052	0.3754125758	94.06184537	13.52943532	1.044437141	85.42612754							0	0	0	-1759.661235	0.0006484739462	-259883.839755939	
1759.581235	13	1	86	0.06741488541	0.0006481662482	5.565060745	0.3756013152	94.05933794	13.53460091	1.044870938	85.42052815							0	0	0	-1759.581235	0.0006481662482	-260109.368805416	
