T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1668.6828	15	4	81	0	0	6.474249737	1.612082917	91.91366735	15	4	81										-0.0004269562539	-0.0001195825272	0.0005465387811	-1668.6828	0	99.1566351541747	
1668.6728	15	4	81	5.141655618E-05	5.013049213E-05	6.474452943	1.612151197	91.91339586	15.00042684	4.000119539	80.99945363										0	0	0	-1668.6728	5.013049213E-05	299.802145224785	
1668.6528	15	4	81	0.0001541100094	0.0001001441179	6.474859349	1.612287767	91.91285288	15.0012806	4.00035866	80.99836074										0	0	0	-1668.6528	0.0001001441179	399.771276853098	
1668.6128	15	4	81	0.0003594484584	0.0002002613632	6.475672132	1.612560916	91.91176695	15.00298806	4.000836877	80.99617506										0	0	0	-1668.6128	0.0002002613632	399.509587649148	
1668.5328	15	4	81	0.000770048119	0.0004005289108	6.477297569	1.613107259	91.90959517	15.00640372	4.001793476	80.9918028										0	0	0	-1668.5328	0.0004005289108	-321892.310340589	
1668.4528	15	4	81	0.00118022701	0.0004002800709	6.478923036	1.613653683	91.90742328	15.00981847	4.002749784	80.98743175										0	0	0	-1668.4528	0.0004002800709	-512397.312176842	
1668.3728	15	4	81	0.001590105966	0.0004001494771	6.48054832	1.614200159	91.90525152	15.01323282	4.003705943	80.98306124										0	0	0	-1668.3728	0.0004001494771	-612876.340366595	
1668.2928	15	4	81	0.001999685323	0.0004000190067	6.482173423	1.614746687	91.90307989	15.01664677	4.004661954	80.97869128										0	0	0	-1668.2928	0.0004000190067	-613348.172181268	
1668.2128	15	4	81	0.002408965389	0.0003998886138	6.483798343	1.615293267	91.90090839	15.02006032	4.005617817	80.97432186										0	0	0	-1668.2128	0.0003998886138	-613718.249604531	
1668.1328	15	4	81	0.002817946475	0.0003997583007	6.485423082	1.615839899	91.89873702	15.02347348	4.006573533	80.96995299										0	0	0	-1668.1328	0.0003997583007	-614088.760805186	
1668.0528	15	4	81	0.003226628889	0.0003996280651	6.487047639	1.616386582	91.89656578	15.02688624	4.0075291	80.96558466										0	0	0	-1668.0528	0.0003996280651	-614456.188838234	
1667.9728	15	4	81	0.003635012938	0.0003994979078	6.488672015	1.616933318	91.89439467	15.0302986	4.008484519	80.96121688										0	0	0	-1667.9728	0.0003994979078	-614824.052297067	
1667.8928	15	4	81	0.00404309893	0.000399367828	6.490296208	1.617480106	91.89222369	15.03371056	4.009439791	80.95684965										0	0	0	-1667.8928	0.000399367828	-615195.202939383	
1667.8128	15	4	81	0.004450887173	0.0003992378277	6.491920219	1.618026946	91.89005283	15.03712213	4.010394914	80.95248296										0	0	0	-1667.8128	0.0003992378277	-615564.656560215	
1667.7328	15	4	81	0.004858377972	0.000399107904	6.493544049	1.618573838	91.88788211	15.0405333	4.01134989	80.94811681										0	0	0	-1667.7328	0.000399107904	-615933.383720867	
1667.6528	15	4	81	0.005265571636	0.0003989780593	6.495167696	1.619120783	91.88571152	15.04394407	4.012304717	80.94375121										0	0	0	-1667.6528	0.0003989780593	-616306.579761183	
1667.5728	15	4	81	0.005672468471	0.0003988482929	6.496791162	1.619667779	91.88354106	15.04735445	4.013259397	80.93938615										0	0	0	-1667.5728	0.0003988482929	-616674.521141045	
1667.4928	15	4	81	0.00607906878	0.0003987186031	6.498414446	1.620214827	91.88137073	15.05076443	4.014213928	80.93502164										0	0	0	-1667.4928	0.0003987186031	-617041.9587724	
1667.4128	15	4	81	0.00648537287	0.0003985889912	6.500037547	1.620761928	91.87920052	15.05417401	4.015168312	80.93065767										0	0	0	-1667.4128	0.0003985889912	-617411.496864089	
1667.3328	15	4	81	0.006891381045	0.0003984594566	6.501660467	1.621309081	91.87703045	15.0575832	4.016122548	80.92629425										0	0	0	-1667.3328	0.0003984594566	-617782.914206167	
1667.2528	15	4	81	0.00729709361	0.0003983300005	6.503283204	1.621856286	91.87486051	15.06099199	4.017076635	80.92193137										0	0	0	-1667.2528	0.0003983300005	-618156.20644332	
1667.1728	15	4	81	0.007702510869	0.0003982006223	6.50490576	1.622403543	91.8726907	15.06440039	4.018030575	80.91756904										0	0	0	-1667.1728	0.0003982006223	-618526.601963694	
1667.0928	15	4	81	0.008107633126	0.0003980713212	6.506528133	1.622950853	91.87052101	15.06780839	4.018984367	80.91320724										0	0	0	-1667.0928	0.0003980713212	-618896.247800112	
1667.0128	15	4	81	0.008512460684	0.0003979420975	6.508150325	1.623498215	91.86835146	15.07121599	4.019938011	80.908846										0	0	0	-1667.0128	0.0003979420975	-619264.654237373	
1666.9328	15	4	81	0.008916993844	0.0003978129502	6.509772334	1.624045629	91.86618204	15.0746232	4.020891507	80.90448529										0	0	0	-1666.9328	0.0003978129502	-619635.187039636	
1666.8528	15	4	81	0.009321232911	0.000397683881	6.511394161	1.624593096	91.86401274	15.07803001	4.021844855	80.90012513										0	0	0	-1666.8528	0.000397683881	-620007.115904761	
1666.7728	15	4	81	0.009725178185	0.0003975548886	6.513015806	1.625140614	91.86184358	15.08143643	4.022798055	80.89576551										0	0	0	-1666.7728	0.0003975548886	-620379.258201885	
1666.6928	15	4	81	0.01012882997	0.0003974259742	6.514637269	1.625688186	91.85967454	15.08484245	4.023751107	80.89140644										0	0	0	-1666.6928	0.0003974259742	-620751.599446584	
1666.6128	15	4	81	0.01053218857	0.0003972971365	6.51625855	1.626235809	91.85750564	15.08824808	4.024704012	80.88704791										0	0	0	-1666.6128	0.0003972971365	-621122.464135612	
1666.5328	15	4	81	0.01093525427	0.000397168376	6.517879649	1.626783485	91.85533687	15.09165331	4.025656768	80.88268992										0	0	0	-1666.5328	0.000397168376	-621491.110715614	
1666.4528	15	4	81	0.01133802739	0.0003970396911	6.519500565	1.627331214	91.85316822	15.09505815	4.026609376	80.87833248										0	0	0	-1666.4528	0.0003970396911	-621863.834154134	
1666.3728	15	4	81	0.01174050822	0.0003969110849	6.521121299	1.627878995	91.85099971	15.09846259	4.027561837	80.87397558										0	0	0	-1666.3728	0.0003969110849	-622238.682844076	
1666.2928	15	4	81	0.01214269706	0.000396782555	6.522741851	1.628426828	91.84883132	15.10186663	4.028514149	80.86961922										0	0	0	-1666.2928	0.000396782555	-622605.992999515	
1666.2128	15	4	81	0.01254459422	0.0003966541005	6.524362221	1.628974714	91.84666306	15.10527029	4.029466313	80.8652634										0	0	0	-1666.2128	0.0003966541005	-622980.542193808	
1666.1328	15	4	81	0.01294619998	0.0003965257251	6.525982409	1.629522653	91.84449494	15.10867354	4.03041833	80.86090813										0	0	0	-1666.1328	0.0003965257251	-623353.57555839	
1666.0528	15	4	81	0.01334751465	0.0003963974243	6.527602414	1.630070644	91.84232694	15.11207641	4.031370199	80.8565534										0	0	0	-1666.0528	0.0003963974243	-623721.96986949	
1665.9728	15	4	81	0.01374853853	0.0003962692005	6.529222237	1.630618688	91.84015908	15.11547887	4.032321919	80.85219921										0	0	0	-1665.9728	0.0003962692005	-624098.585205989	
1665.8928	15	4	81	0.01414927191	0.0003961410545	6.530841878	1.631166784	91.83799134	15.11888095	4.033273492	80.84784556										0	0	0	-1665.8928	0.0003961410545	-624471.258582064	
1665.8128	15	4	81	0.0145497151	0.0003960129837	6.532461336	1.631714933	91.83582373	15.12228263	4.034224917	80.84349245										0	0	0	-1665.8128	0.0003960129837	-624841.705015179	
1665.7328	15	4	81	0.01494986838	0.0003958849896	6.534080612	1.632263134	91.83365625	15.12568391	4.035176194	80.83913989										0	0	0	-1665.7328	0.0003958849896	-625211.84874355	
1665.6528	15	4	81	0.01534973205	0.0003957570704	6.535699706	1.632811388	91.83148891	15.12908481	4.036127323	80.83478787										0	0	0	-1665.6528	0.0003957570704	-625585.380410629	
1665.5728	15	4	81	0.01574930642	0.0003956292291	6.537318617	1.633359695	91.82932169	15.13248531	4.037078304	80.83043639										0	0	0	-1665.5728	0.0003956292291	-625964.735168741	
1665.4928	15	4	81	0.01614859178	0.0003955014649	6.538937346	1.633908055	91.8271546	15.13588541	4.038029137	80.82608545										0	0	0	-1665.4928	0.0003955014649	-626334.735852935	
1665.4128	15	4	81	0.01654758841	0.0003953737746	6.540555893	1.634456467	91.82498764	15.13928512	4.038979822	80.82173506										0	0	0	-1665.4128	0.0003953737746	-626704.94700606	
1665.3328	15	4	81	0.01694629662	0.0003952461613	6.542174257	1.635004932	91.82282081	15.14268444	4.039930359	80.8173852										0	0	0	-1665.3328	0.0003952461613	-627081.237344542	
1665.2528	15	4	81	0.01734471671	0.0003951186242	6.543792439	1.63555345	91.82065411	15.14608337	4.040880748	80.81303589										0	0	0	-1665.2528	0.0003951186242	-627451.579336124	
1665.1728	15	4	81	0.01774284896	0.0003949911615	6.545410438	1.636102021	91.81848754	15.1494819	4.04183099	80.80868711										0	0	0	-1665.1728	0.0003949911615	-627826.315895715	
1665.0928	15	4	81	0.01814069367	0.0003948637766	6.547028255	1.636650644	91.8163211	15.15288004	4.042781083	80.80433888										0	0	0	-1665.0928	0.0003948637766	-628204.196636771	
1665.0128	15	4	81	0.01853825113	0.0003947364672	6.548645889	1.637199321	91.81415479	15.15627778	4.043731029	80.79999119										0	0	0	-1665.0128	0.0003947364672	-628576.612389223	
1664.9328	15	4	81	0.01893552164	0.0003946092332	6.550263341	1.63774805	91.81198861	15.15967513	4.044680826	80.79564404										0	0	0	-1664.9328	0.0003946092332	-628947.985381079	
1664.8528	15	4	81	0.01933250549	0.0003944820741	6.55188061	1.638296832	91.80982256	15.16307209	4.045630476	80.79129743										0	0	0	-1664.8528	0.0003944820741	-629324.013420868	
