T	w(CU)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(TI@CUTI2)	dwdT_L(CU@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
1726.984997	1	99	0.9907658585	0.0005569562374	7.2767852	92.7232148	17.59188999	82.40811001			0	0	-1726.984997	0.0005569562374	-350974.188213312	
1726.904997	1	99	0.990771136	0.0005567283831	7.27937656	92.72062344	17.59763445	82.40236555			0	0	-1726.904997	0.0005567283831	-351226.968887364	
1726.824997	1	99	0.9907764084	0.0005565006914	7.281967763	92.71803224	17.60337833	82.39662167			0	0	-1726.824997	0.0005565006914	-351479.115192799	
1726.744997	1	99	0.9907816757	0.0005562731639	7.284558809	92.71544119	17.6091216	82.3908784			0	0	-1726.744997	0.0005562731639	-351731.3879405	
1726.664997	1	99	0.9907869379	0.0005560457987	7.287149699	92.7128503	17.61486428	82.38513572			0	0	-1726.664997	0.0005560457987	-351981.390842169	
1726.584997	1	99	0.9907921949	0.0005558185943	7.289740431	92.71025957	17.62060637	82.37939363			0	0	-1726.584997	0.0005558185943	-352235.868441224	
1726.504997	1	99	0.9907974469	0.0005555915575	7.292331007	92.70766899	17.62634786	82.37365214			0	0	-1726.504997	0.0005555915575	-352489.843581825	
1726.424997	1	99	0.9908026937	0.0005553646804	7.294921426	92.70507857	17.63208876	82.36791124			0	0	-1726.424997	0.0005553646804	-352739.997439773	
1726.344997	1	99	0.9908079355	0.0005551379655	7.297511688	92.70248831	17.63782906	82.36217094			0	0	-1726.344997	0.0005551379655	-352995.024453152	
1726.264997	1	99	0.9908131722	0.0005549114161	7.300101793	92.69989821	17.64356877	82.35643123			0	0	-1726.264997	0.0005549114161	-353246.898527806	
1726.184997	1	99	0.9908184038	0.0005546850244	7.302691741	92.69730826	17.64930789	82.35069211			0	0	-1726.184997	0.0005546850244	-353497.820044615	
1726.104997	1	99	0.9908236303	0.0005544587965	7.305281531	92.69471847	17.6550464	82.3449536			0	0	-1726.104997	0.0005544587965	-353751.591045354	
1726.024997	1	99	0.9908288518	0.0005542327295	7.307871165	92.69212883	17.66078433	82.33921567			0	0	-1726.024997	0.0005542327295	-354005.968503426	
1725.944997	1	99	0.9908340682	0.0005540068266	7.310460642	92.68953936	17.66652165	82.33347835			0	0	-1725.944997	0.0005540068266	-354259.52661059	
1725.864997	1	99	0.9908392796	0.0005537810831	7.313049962	92.68695004	17.67225839	82.32774161			0	0	-1725.864997	0.0005537810831	-354511.88551716	
1725.784997	1	99	0.990844486	0.0005535555017	7.315639124	92.68436088	17.67799453	82.32200547			0	0	-1725.784997	0.0005535555017	-354764.992030235	
1725.704997	1	99	0.9908496873	0.0005533300802	7.318228129	92.68177187	17.68373007	82.31626993			0	0	-1725.704997	0.0005533300802	-355017.281870942	
1725.624997	1	99	0.9908548835	0.0005531048193	7.320816977	92.67918302	17.68946502	82.31053498			0	0	-1725.624997	0.0005531048193	-355272.141197062	
1725.544997	1	99	0.9908600748	0.0005528797211	7.323405668	92.67659433	17.69519937	82.30480063			0	0	-1725.544997	0.0005528797211	-355525.305045983	
1725.464997	1	99	0.990865261	0.0005526547809	7.325994202	92.6740058	17.70093313	82.29906687			0	0	-1725.464997	0.0005526547809	-355778.761330132	
1725.384997	1	99	0.9908704423	0.0005524300033	7.328582578	92.67141742	17.7066663	82.2933337			0	0	-1725.384997	0.0005524300033	-356033.838250125	
1725.304997	1	99	0.9908756185	0.0005522053853	7.331170797	92.6688292	17.71239887	82.28760113			0	0	-1725.304997	0.0005522053853	-356284.918221191	
1725.224997	1	99	0.9908807897	0.0005519809244	7.333758859	92.66624114	17.71813084	82.28186916			0	0	-1725.224997	0.0005519809244	-356540.1772687	
1725.144997	1	99	0.990885956	0.0005517566279	7.336346763	92.66365324	17.72386222	82.27613778			0	0	-1725.144997	0.0005517566279	-356795.94504603	
1725.064997	1	99	0.9908911172	0.0005515324887	7.338934509	92.66106549	17.72959301	82.27040699			0	0	-1725.064997	0.0005515324887	-357048.345989456	
1724.984997	1	99	0.9908962735	0.0005513085092	7.341522099	92.6584779	17.7353232	82.2646768			0	0	-1724.984997	0.0005513085092	-357302.137605866	
1724.904997	1	99	0.9909014249	0.0005510846883	7.344109531	92.65589047	17.7410528	82.2589472			0	0	-1724.904997	0.0005510846883	-357555.092511472	
1724.824997	1	99	0.9909065712	0.0005508610256	7.346696805	92.65330319	17.7467818	82.2532182			0	0	-1724.824997	0.0005508610256	-357810.169632818	
1724.744997	1	99	0.9909117126	0.0005506375237	7.349283922	92.65071608	17.7525102	82.2474898			0	0	-1724.744997	0.0005506375237	-358066.246974911	
1724.664997	1	99	0.9909168491	0.0005504141808	7.351870881	92.64812912	17.75823802	82.24176198			0	0	-1724.664997	0.0005504141808	-358320.364784673	
1724.584997	1	99	0.9909219806	0.0005501909958	7.354457683	92.64554232	17.76396523	82.23603477			0	0	-1724.584997	0.0005501909958	-358574.685103044	
1724.504997	1	99	0.9909271072	0.0005499679696	7.357044327	92.64295567	17.76969186	82.23030814			0	0	-1724.504997	0.0005499679696	-358828.719931242	
1724.424997	1	99	0.9909322288	0.0005497451005	7.359630813	92.64036919	17.77541788	82.22458212			0	0	-1724.424997	0.0005497451005	-359082.553926504	
1724.344997	1	99	0.9909373455	0.0005495223895	7.362217142	92.63778286	17.78114332	82.21885668			0	0	-1724.344997	0.0005495223895	-359337.795627998	
1724.264997	1	99	0.9909424573	0.0005492998369	7.364803313	92.63519669	17.78686816	82.21313184			0	0	-1724.264997	0.0005492998369	-359593.561621931	
1724.184997	1	99	0.9909475642	0.0005490774426	7.367389326	92.63261067	17.7925924	82.2074076			0	0	-1724.184997	0.0005490774426	-359848.881728266	
1724.104997	1	99	0.9909526662	0.0005488552057	7.369975182	92.63002482	17.79831605	82.20168395			0	0	-1724.104997	0.0005488552057	-360102.862340242	
1724.024997	1	99	0.9909577633	0.000548633125	7.37256088	92.62743912	17.8040391	82.1959609			0	0	-1724.024997	0.000548633125	-360358.342346313	
1723.944997	1	99	0.9909628556	0.0005484112031	7.375146419	92.62485358	17.80976156	82.19023844			0	0	-1723.944997	0.0005484112031	-360613.039657328	
1723.864997	1	99	0.9909679429	0.000548189436	7.377731802	92.6222682	17.81548343	82.18451657			0	0	-1723.864997	0.000548189436	-360868.677018332	
1723.784997	1	99	0.9909730253	0.0005479678284	7.380317026	92.61968297	17.8212047	82.1787953			0	0	-1723.784997	0.0005479678284	-361123.686772705	
1723.704997	1	99	0.9909781029	0.0005477463744	7.382902092	92.61709791	17.82692537	82.17307463			0	0	-1723.704997	0.0005477463744	-361378.580369069	
1723.624997	1	99	0.9909831756	0.0005475250793	7.385487	92.614513	17.83264545	82.16735455			0	0	-1723.624997	0.0005475250793	-361636.8503552	
1723.544997	1	99	0.9909882435	0.0005473039415	7.388071751	92.61192825	17.83836494	82.16163506			0	0	-1723.544997	0.0005473039415	-361890.411402828	
1723.464997	1	99	0.9909933065	0.0005470829564	7.390656343	92.60934366	17.84408383	82.15591617			0	0	-1723.464997	0.0005470829564	-362145.488038271	
1723.384997	1	99	0.9909983647	0.00054686213	7.393240778	92.60675922	17.84980213	82.15019787			0	0	-1723.384997	0.00054686213	-362403.294398898	
1723.304997	1	99	0.991003418	0.0005466414592	7.395825054	92.60417495	17.85551983	82.14448017			0	0	-1723.304997	0.0005466414592	-362657.112511207	
1723.224997	1	99	0.9910084665	0.0005464209418	7.398409172	92.60159083	17.86123694	82.13876306			0	0	-1723.224997	0.0005464209418	-362912.445534646	
1723.144997	1	99	0.9910135101	0.0005462005814	7.400993132	92.59900687	17.86695345	82.13304655			0	0	-1723.144997	0.0005462005814	-363170.358799278	
1723.064997	1	99	0.991018549	0.0005459803771	7.403576935	92.59642307	17.87266937	82.12733063			0	0	-1723.064997	0.0005459803771	-363427.401014295	
1722.984997	1	99	0.991023583	0.0005457603283	7.406160578	92.59383942	17.8783847	82.1216153			0	0	-1722.984997	0.0005457603283	-363682.325276925	
1722.904997	1	99	0.9910286122	0.0005455404326	7.408744064	92.59125594	17.88409943	82.11590057			0	0	-1722.904997	0.0005455404326	-363938.19329081	
1722.824997	1	99	0.9910336366	0.0005453206931	7.411327392	92.58867261	17.88981356	82.11018644			0	0	-1722.824997	0.0005453206931	-364194.663399335	
1722.744997	1	99	0.9910386563	0.000545101107	7.413910561	92.58608944	17.8955271	82.1044729			0	0	-1722.744997	0.000545101107	-364451.335520524	
1722.664997	1	99	0.9910436711	0.0005448816769	7.416493572	92.58350643	17.90124005	82.09875995			0	0	-1722.664997	0.0005448816769	-364706.532143938	
1722.584997	1	99	0.9910486812	0.000544662398	7.419076425	92.58092358	17.9069524	82.0930476			0	0	-1722.584997	0.000544662398	-364964.015065539	
1722.504997	1	99	0.9910536864	0.0005444432774	7.421659119	92.57834088	17.91266416	82.08733584			0	0	-1722.504997	0.0005444432774	-365222.42947141	
1722.424997	1	99	0.9910586869	0.0005442243087	7.424241655	92.57575834	17.91837532	82.08162468			0	0	-1722.424997	0.0005442243087	-365477.964663016	
1722.344997	1	99	0.9910636827	0.0005440054944	7.426824033	92.57317597	17.92408589	82.07591411			0	0	-1722.344997	0.0005440054944	-365735.023884092	
1722.264997	1	99	0.9910686737	0.0005437868334	7.429406252	92.57059375	17.92979586	82.07020414			0	0	-1722.264997	0.0005437868334	-365990.519327314	
1722.184997	1	99	0.9910736599	0.0005435683245	7.431988313	92.56801169	17.93550524	82.06449476			0	0	-1722.184997	0.0005435683245	-366247.634107887	
1722.104997	1	99	0.9910786414	0.0005433499704	7.434570215	92.56542978	17.94121403	82.05878597			0	0	-1722.104997	0.0005433499704	-366506.449174863	
1722.024997	1	99	0.9910836182	0.00054313177	7.437151959	92.56284804	17.94692222	82.05307778			0	0	-1722.024997	0.00054313177	-366763.780699327	
1721.944997	1	99	0.9910885902	0.0005429137222	7.439733544	92.56026646	17.95262981	82.04737019			0	0	-1721.944997	0.0005429137222	-367019.621659952	
1721.864997	1	99	0.9910935575	0.0005426958259	7.442314971	92.55768503	17.95833681	82.04166319			0	0	-1721.864997	0.0005426958259	-367278.01748605	
1721.784997	1	99	0.9910985201	0.0005424780848	7.444896239	92.55510376	17.96404322	82.03595678			0	0	-1721.784997	0.0005424780848	-367533.809622651	
1721.704997	1	99	0.9911034779	0.0005422604917	7.447477349	92.55252265	17.96974903	82.03025097			0	0	-1721.704997	0.0005422604917	-367792.261234477	
1721.624997	1	99	0.9911084311	0.0005420430565	7.4500583	92.5499417	17.97545425	82.02454575			0	0	-1721.624997	0.0005420430565	-368051.561690472	
1721.544997	1	99	0.9911133796	0.0005418257699	7.452639092	92.54736091	17.98115887	82.01884113			0	0	-1721.544997	0.0005418257699	-368306.835283364	
1721.464997	1	99	0.9911183233	0.000541608636	7.455219726	92.54478027	17.9868629	82.0131371			0	0	-1721.464997	0.000541608636	-368565.599214093	
1721.384997	1	99	0.9911232624	0.0005413916544	7.457800201	92.5421998	17.99256633	82.00743367			0	0	-1721.384997	0.0005413916544	-368822.76978198	
1721.304997	1	99	0.9911281968	0.0005411748232	7.460380517	92.53961948	17.99826917	82.00173083			0	0	-1721.304997	0.0005411748232	-369081.41235721	
1721.224997	1	99	0.9911331265	0.0005409581456	7.462960675	92.53703933	18.00397142	81.99602858			0	0	-1721.224997	0.0005409581456	-369339.556532561	
1721.144997	1	99	0.9911380515	0.0005407416174	7.465540673	92.53445933	18.00967307	81.99032693			0	0	-1721.144997	0.0005407416174	-369597.730107396	
1721.064997	1	99	0.9911429719	0.0005405252424	7.468120513	92.53187949	18.01537413	81.98462587			0	0	-1721.064997	0.0005405252424	-369855.742101642	
1720.984997	1	99	0.9911478876	0.0005403090162	7.470700194	92.52929981	18.02107459	81.97892541			0	0	-1720.984997	0.0005403090162	-370112.581856004	
1720.904997	1	99	0.9911527987	0.0005400929414	7.473279716	92.52672028	18.02677446	81.97322554			0	0	-1720.904997	0.0005400929414	-370371.661150572	
1720.824997	1	99	0.9911577051	0.0005398770176	7.47585908	92.52414092	18.03247373	81.96752627			0	0	-1720.824997	0.0005398770176	-370630.932422039	
1720.744997	1	99	0.9911626069	0.000539661245	7.478438284	92.52156172	18.03817241	81.96182759			0	0	-1720.744997	0.000539661245	-370889.44723277	
1720.664997	1	99	0.991167504	0.0005394456221	7.481017329	92.51898267	18.0438705	81.9561295			0	0	-1720.664997	0.0005394456221	-371147.981667237	
1720.584997	1	99	0.9911723965	0.00053923015	7.483596216	92.51640378	18.04956799	81.95043201			0	0	-1720.584997	0.00053923015	-371406.701471203	
1720.504997	1	99	0.9911772844	0.0005390148274	7.486174943	92.51382506	18.05526488	81.94473512			0	0	-1720.504997	0.0005390148274	-371663.796904631	
1720.424997	1	99	0.9911821677	0.0005387996533	7.488753512	92.51124649	18.06096118	81.93903882			0	0	-1720.424997	0.0005387996533	-371923.415290325	
1720.344997	1	99	0.9911870464	0.0005385846312	7.491331921	92.50866808	18.06665689	81.93334311			0	0	-1720.344997	0.0005385846312	-372184.601906299	
1720.264997	1	99	0.9911919204	0.000538369759	7.493910171	92.50608983	18.072352	81.927648			0	0	-1720.264997	0.000538369759	-372441.993499945	
1720.184997	1	99	0.9911967899	0.000538155034	7.496488262	92.50351174	18.07804652	81.92195348			0	0	-1720.184997	0.000538155034	-372700.182520208	
1720.104997	1	99	0.9912016548	0.0005379404594	7.499066194	92.50093381	18.08374045	81.91625955			0	0	-1720.104997	0.0005379404594	-372959.940836514	
1720.024997	1	99	0.9912065151	0.0005377260334	7.501643967	92.49835603	18.08943378	81.91056622			0	0	-1720.024997	0.0005377260334	-373218.496629233	
1719.944997	1	99	0.9912113708	0.000537511756	7.504221581	92.49577842	18.09512651	81.90487349			0	0	-1719.944997	0.000537511756	-373479.33177631	
1719.864997	1	99	0.9912162219	0.0005372976294	7.506799035	92.49320096	18.10081865	81.89918135			0	0	-1719.864997	0.0005372976294	-373737.81635631	
1719.784997	1	99	0.9912210685	0.0005370836483	7.509376331	92.49062367	18.1065102	81.8934898			0	0	-1719.784997	0.0005370836483	-373997.197072067	
1719.704997	1	99	0.9912259104	0.0005368698186	7.511953467	92.48804653	18.11220115	81.88779885			0	0	-1719.704997	0.0005368698186	-374258.151008538	
1719.624997	1	99	0.9912307479	0.0005366561358	7.514530443	92.48546956	18.11789151	81.88210849			0	0	-1719.624997	0.0005366561358	-374516.144442862	
1719.544997	1	99	0.9912355808	0.0005364426006	7.517107261	92.48289274	18.12358128	81.87641872			0	0	-1719.544997	0.0005364426006	-374776.513987277	
1719.464997	1	99	0.9912404091	0.0005362292146	7.519683919	92.48031608	18.12927045	81.87072955			0	0	-1719.464997	0.0005362292146	-375037.06583956	
1719.384997	1	99	0.9912452329	0.000536015976	7.522260418	92.47773958	18.13495902	81.86504098			0	0	-1719.384997	0.000536015976	-375296.838645788	
1719.304997	1	99	0.9912500522	0.0005358028853	7.524836757	92.47516324	18.14064701	81.85935299			0	0	-1719.304997	0.0005358028853	-375555.822797444	
1719.224997	1	99	0.9912548669	0.0005355899407	7.527412937	92.47258706	18.14633439	81.85366561			0	0	-1719.224997	0.0005355899407	-375815.611000765	
1719.144997	1	99	0.9912596772	0.0005353771445	7.529988957	92.47001104	18.15202119	81.84797881			0	0	-1719.144997	0.0005353771445	-376076.461382373	
1719.064997	1	99	0.9912644829	0.0005351644952	7.532564818	92.46743518	18.15770738	81.84229262			0	0	-1719.064997	0.0005351644952	-376337.323240995	
1718.984997	1	99	0.9912692841	0.0005349519939	7.53514052	92.46485948	18.16339299	81.83660701			0	0	-1718.984997	0.0005349519939	-376597.390610228	
1718.904997	1	99	0.9912740807	0.0005347396382	7.537716061	92.46228394	18.169078	81.830922			0	0	-1718.904997	0.0005347396382	-376857.734668808	
1718.824997	1	99	0.9912788729	0.0005345274304	7.540291444	92.45970856	18.17476242	81.82523758			0	0	-1718.824997	0.0005345274304	-377118.700303816	
1718.744997	1	99	0.9912836606	0.0005343153685	7.542866667	92.45713333	18.18044624	81.81955376			0	0	-1718.744997	0.0005343153685	-377376.4672855	
1718.664997	1	99	0.9912884439	0.0005341034505	7.54544173	92.45455827	18.18612947	81.81387053			0	0	-1718.664997	0.0005341034505	-377639.500849881	
1718.584997	1	99	0.9912932226	0.0005338916839	7.548016634	92.45198337	18.1918121	81.8081879			0	0	-1718.584997	0.0005338916839	-377902.34641273	
1718.504997	1	99	0.9912979968	0.0005336800606	7.550591377	92.44940862	18.19749414	81.80250586			0	0	-1718.504997	0.0005336800606	-378159.491981085	
1718.424997	1	99	0.9913027666	0.0005334685819	7.553165962	92.44683404	18.20317559	81.79682441			0	0	-1718.424997	0.0005334685819	-378421.913920634	
1718.344997	1	99	0.9913075319	0.000533257252	7.555740386	92.44425961	18.20885644	81.79114356			0	0	-1718.344997	0.000533257252	-378682.715429208	
1718.264997	1	99	0.9913122928	0.0005330460645	7.558314651	92.44168535	18.21453669	81.78546331			0	0	-1718.264997	0.0005330460645	-378943.443123288	
1718.184997	1	99	0.9913170492	0.0005328350253	7.560888756	92.43911124	18.22021636	81.77978364			0	0	-1718.184997	0.0005328350253	-379204.965462382	
1718.104997	1	99	0.9913218012	0.000532624129	7.563462702	92.4365373	18.22589543	81.77410457			0	0	-1718.104997	0.000532624129	-379466.772314661	
1718.024997	1	99	0.9913265487	0.0005324133809	7.566036487	92.43396351	18.2315739	81.7684261			0	0	-1718.024997	0.0005324133809	-379728.476517575	
1717.944997	1	99	0.9913312918	0.0005322027752	7.568610113	92.43138989	18.23725178	81.76274822			0	0	-1717.944997	0.0005322027752	-379987.935635166	
1717.864997	1	99	0.9913360305	0.0005319923148	7.571183579	92.42881642	18.24292907	81.75707093			0	0	-1717.864997	0.0005319923148	-380250.095181736	
1717.784997	1	99	0.9913407647	0.0005317819994	7.573756885	92.42624312	18.24860576	81.75139424			0	0	-1717.784997	0.0005317819994	-380511.983134418	
1717.704997	1	99	0.9913454945	0.0005315718286	7.576330031	92.42366997	18.25428186	81.74571814			0	0	-1717.704997	0.0005315718286	-380773.960844143	
1717.624997	1	99	0.9913502199	0.0005313618025	7.578903017	92.42109698	18.25995736	81.74004264			0	0	-1717.624997	0.0005313618025	-381035.390615965	
1717.544997	1	99	0.9913549409	0.00053115192	7.581475843	92.41852416	18.26563227	81.73436773			0	0	-1717.544997	0.00053115192	-381296.818391989	
1717.464997	1	99	0.9913596575	0.0005309421818	7.58404851	92.41595149	18.27130659	81.72869341			0	0	-1717.464997	0.0005309421818	-381559.150098605	
1717.384997	1	99	0.9913643697	0.0005307325878	7.586621016	92.41337898	18.27698031	81.72301969			0	0	-1717.384997	0.0005307325878	-381821.6607872	
1717.304997	1	99	0.9913690775	0.0005305231379	7.589193362	92.41080664	18.28265344	81.71734656			0	0	-1717.304997	0.0005305231379	-382084.076345951	
1717.224997	1	99	0.991373781	0.0005303138317	7.591765548	92.40823445	18.28832597	81.71167403			0	0	-1717.224997	0.0005303138317	-382345.024003807	
1717.144997	1	99	0.99137848	0.0005301046676	7.594337575	92.40566243	18.29399791	81.70600209			0	0	-1717.144997	0.0005301046676	-382607.523383955	
1717.064997	1	99	0.9913831747	0.0005298956485	7.596909441	92.40309056	18.29966926	81.70033074			0	0	-1717.064997	0.0005298956485	-382869.275244394	
1716.984997	1	99	0.991387865	0.0005296867703	7.599481146	92.40051885	18.30534001	81.69465999			0	0	-1716.984997	0.0005296867703	-383131.395785728	
1716.904997	1	99	0.9913925509	0.0005294780371	7.602052692	92.39794731	18.31101017	81.68898983			0	0	-1716.904997	0.0005294780371	-383395.889052281	
1716.824997	1	99	0.9913972325	0.000529269447	7.604624078	92.39537592	18.31667973	81.68332027			0	0	-1716.824997	0.000529269447	-383658.633736712	
1716.744997	1	99	0.9914019098	0.0005290609996	7.607195303	92.3928047	18.3223487	81.6776513			0	0	-1716.744997	0.0005290609996	-383919.894847194	
1716.664997	1	99	0.9914065826	0.0005288526933	7.609766369	92.39023363	18.32801708	81.67198292			0	0	-1716.664997	0.0005288526933	-384181.516045134	
1716.584997	1	99	0.9914112512	0.0005286445297	7.612337273	92.38766273	18.33368486	81.66631514			0	0	-1716.584997	0.0005286445297	-384444.600008423	
1716.504997	1	99	0.9914159154	0.0005284365084	7.614908018	92.38509198	18.33935204	81.66064796			0	0	-1716.504997	0.0005284365084	-384708.601311878	
1716.424997	1	99	0.9914205753	0.0005282286304	7.617478603	92.3825214	18.34501864	81.65498136			0	0	-1716.424997	0.0005282286304	-384972.777396364	
1716.344997	1	99	0.9914252309	0.0005280208945	7.620049027	92.37995097	18.35068464	81.64931536			0	0	-1716.344997	0.0005280208945	-385234.347417621	
1716.264997	1	99	0.9914298821	0.0005278132987	7.62261929	92.37738071	18.35635004	81.64364996			0	0	-1716.264997	0.0005278132987	-385497.766303147	
1716.184997	1	99	0.9914345291	0.0005276058466	7.625189394	92.37481061	18.36201486	81.63798514			0	0	-1716.184997	0.0005276058466	-385760.512067667	
1716.104997	1	99	0.9914391717	0.0005273985335	7.627759337	92.37224066	18.36767907	81.63232093			0	0	-1716.104997	0.0005273985335	-386023.255120783	
1716.024997	1	99	0.99144381	0.0005271913637	7.630329119	92.36967088	18.3733427	81.6266573			0	0	-1716.024997	0.0005271913637	-386288.493314763	
1715.944997	1	99	0.9914484441	0.0005269843352	7.632898742	92.36710126	18.37900573	81.62099427			0	0	-1715.944997	0.0005269843352	-386550.547747479	
1715.864997	1	99	0.9914530738	0.0005267774462	7.635468203	92.3645318	18.38466816	81.61533184			0	0	-1715.864997	0.0005267774462	-386815.303655943	
1715.784997	1	99	0.9914576993	0.000526570701	7.638037505	92.3619625	18.39033	81.60967			0	0	-1715.784997	0.000526570701	-387079.00490454	
1715.704997	1	99	0.9914623204	0.0005263640938	7.640606645	92.35939335	18.39599125	81.60400875			0	0	-1715.704997	0.0005263640938	-387340.357665536	
1715.624997	1	99	0.9914669373	0.0005261576275	7.643175625	92.35682437	18.40165191	81.59834809			0	0	-1715.624997	0.0005261576275	-387606.287396135	
1715.544997	1	99	0.99147155	0.0005259513037	7.645744445	92.35425555	18.40731197	81.59268803			0	0	-1715.544997	0.0005259513037	-387870.224520566	
1715.464997	1	99	0.9914761583	0.0005257451183	7.648313104	92.3516869	18.41297143	81.58702857			0	0	-1715.464997	0.0005257451183	-388134.249001028	
1715.384997	1	99	0.9914807625	0.0005255390751	7.650881603	92.3491184	18.41863031	81.58136969			0	0	-1715.384997	0.0005255390751	-388396.924056052	
1715.304997	1	99	0.9914853623	0.0005253331685	7.65344994	92.34655006	18.42428859	81.57571141			0	0	-1715.304997	0.0005253331685	-388661.292786703	
1715.224997	1	99	0.9914899579	0.0005251274055	7.656018118	92.34398188	18.42994627	81.57005373			0	0	-1715.224997	0.0005251274055	-388926.476966363	
1715.144997	1	99	0.9914945493	0.0005249217796	7.658586134	92.34141387	18.43560336	81.56439664			0	0	-1715.144997	0.0005249217796	-389189.95446441	
1715.064997	1	99	0.9914991365	0.0005247162951	7.66115399	92.33884601	18.44125986	81.55874014			0	0	-1715.064997	0.0005247162951	-389455.296928235	
1714.984997	1	99	0.9915037194	0.0005245109493	7.663721685	92.33627831	18.44691576	81.55308424			0	0	-1714.984997	0.0005245109493	-389719.962816987	
1714.904997	1	99	0.991508298	0.0005243057438	7.66628922	92.33371078	18.45257107	81.54742893			0	0	-1714.904997	0.0005243057438	-389983.842345709	
1714.824997	1	99	0.9915128725	0.0005241006758	7.668856593	92.33114341	18.45822579	81.54177421			0	0	-1714.824997	0.0005241006758	-390245.989810512	
1714.744997	1	99	0.9915174428	0.0005238957459	7.671423806	92.32857619	18.46387991	81.53612009			0	0	-1714.744997	0.0005238957459	-390513.355951681	
1714.664997	1	99	0.9915220088	0.0005236909586	7.673990858	92.32600914	18.46953344	81.53046656			0	0	-1714.664997	0.0005236909586	-390779.93007293	
1714.584997	1	99	0.9915265706	0.0005234863082	7.676557749	92.32344225	18.47518637	81.52481363			0	0	-1714.584997	0.0005234863082	-391043.05509802	
1714.504997	1	99	0.9915311283	0.0005232817964	7.67912448	92.32087552	18.48083871	81.51916129			0	0	-1714.504997	0.0005232817964	-391307.296955194	
1714.424997	1	99	0.9915356817	0.0005230774223	7.681691049	92.31830895	18.48649046	81.51350954			0	0	-1714.424997	0.0005230774223	-391573.433885956	
1714.344997	1	99	0.991540231	0.0005228731884	7.684257458	92.31574254	18.49214161	81.50785839			0	0	-1714.344997	0.0005228731884	-391837.620403184	
1714.264997	1	99	0.991544776	0.0005226690898	7.686823705	92.31317629	18.49779217	81.50220783			0	0	-1714.264997	0.0005226690898	-392101.983905991	
1714.184997	1	99	0.9915493169	0.0005224651312	7.689389792	92.31061021	18.50344213	81.49655787			0	0	-1714.184997	0.0005224651312	-392369.100897513	
1714.104997	1	99	0.9915538537	0.0005222613104	7.691955718	92.30804428	18.5090915	81.4909085			0	0	-1714.104997	0.0005222613104	-392634.368748024	
1714.024997	1	99	0.9915583862	0.0005220576273	7.694521482	92.30547852	18.51474028	81.48525972			0	0	-1714.024997	0.0005220576273	-392899.899167453	
1713.944997	1	99	0.9915629146	0.0005218540819	7.697087086	92.30291291	18.52038847	81.47961153			0	0	-1713.944997	0.0005218540819	-393163.660667801	
1713.864997	1	99	0.9915674388	0.000521650672	7.699652529	92.30034747	18.52603606	81.47396394			0	0	-1713.864997	0.000521650672	-393431.0759856	
1713.784997	1	99	0.9915719589	0.0005214474032	7.70221781	92.29778219	18.53168305	81.46831695			0	0	-1713.784997	0.0005214474032	-393697.482529108	
1713.704997	1	99	0.9915764749	0.0005212442685	7.704782931	92.29521707	18.53732946	81.46267054			0	0	-1713.704997	0.0005212442685	-393959.800222121	
1713.624997	1	99	0.9915809867	0.0005210412703	7.70734789	92.29265211	18.54297526	81.45702474			0	0	-1713.624997	0.0005210412703	-394228.39465276	
1713.544997	1	99	0.9915854943	0.0005208384123	7.709912689	92.29008731	18.54862048	81.45137952			0	0	-1713.544997	0.0005208384123	-394495.008239516	
1713.464997	1	99	0.9915899979	0.0005206356884	7.712477326	92.28752267	18.5542651	81.4457349			0	0	-1713.464997	0.0005206356884	-394759.267895503	
1713.384997	1	99	0.9915944973	0.0005204331019	7.715041802	92.2849582	18.55990913	81.44009087			0	0	-1713.384997	0.0005204331019	-395027.193612074	
1713.304997	1	99	0.9915989926	0.0005202306529	7.717606117	92.28239388	18.56555256	81.43444744			0	0	-1713.304997	0.0005202306529	-395292.255865949	
1713.224997	1	99	0.9916034837	0.000520028338	7.72017027	92.27982973	18.5711954	81.4288046			0	0	-1713.224997	0.000520028338	-395558.466392462	
1713.144997	1	99	0.9916079708	0.0005198261614	7.722734263	92.27726574	18.57683765	81.42316235			0	0	-1713.144997	0.0005198261614	-395824.730483955	
1713.064997	1	99	0.9916124537	0.0005196241186	7.725298094	92.27470191	18.5824793	81.4175207			0	0	-1713.064997	0.0005196241186	-396089.303212371	
1712.984997	1	99	0.9916169326	0.000519422212	7.727861763	92.27213824	18.58812036	81.41187964			0	0	-1712.984997	0.000519422212	-396359.23784852	
1712.904997	1	99	0.9916214074	0.0005192204443	7.730425272	92.26957473	18.59376083	81.40623917			0	0	-1712.904997	0.0005192204443	-396626.678296909	
1712.824997	1	99	0.991625878	0.0005190188099	7.732988619	92.26701138	18.5994007	81.4005993			0	0	-1712.824997	0.0005190188099	-396890.55133393	
1712.744997	1	99	0.9916303446	0.0005188173104	7.735551805	92.2644482	18.60503998	81.39496002			0	0	-1712.744997	0.0005188173104	-397156.844517001	
1712.664997	1	99	0.9916348072	0.0005186159463	7.738114829	92.26188517	18.61067866	81.38932134			0	0	-1712.664997	0.0005186159463	-397424.778994096	
