T	w(CU)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(TI@CUTI2)	dwdT_L(CU@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
1928.824997	1	99	0.1783984154	0.01029445445	0.4147792411	99.58522076	1.132126653	98.86787335			0	0	-1928.824997	0.01029445445	-1179.40894325427	
1928.744997	1	99	0.1868158243	0.01022706435	0.4175170767	99.58248292	1.139510522	98.86048948			0	0	-1928.744997	0.01022706435	-1194.97997315334	
1928.664997	1	99	0.1950929067	0.01016054955	0.4202550194	99.57974498	1.146893564	98.85310644			0	0	-1928.664997	0.01016054955	-1210.65206825861	
1928.584997	1	99	0.2032328922	0.01009489302	0.4229930688	99.57700693	1.154275781	98.84572422			0	0	-1928.584997	0.01009489302	-1226.42697394123	
1928.504997	1	99	0.211238916	0.01003007841	0.4257312248	99.57426878	1.161657171	98.83834283			0	0	-1928.504997	0.01003007841	-1242.30458292532	
1928.424997	1	99	0.2191140219	0.009966089541	0.4284694873	99.57153051	1.169037736	98.83096226			0	0	-1928.424997	0.009966089541	-1258.28318065867	
1928.344997	1	99	0.2268611659	0.009902910705	0.431207856	99.56879214	1.176417476	98.82358252			0	0	-1928.344997	0.009902910705	-1274.36418761107	
1928.264997	1	99	0.2344832188	0.009840526673	0.4339463308	99.56605367	1.183796392	98.81620361			0	0	-1928.264997	0.009840526673	-1290.547650131	
1928.184997	1	99	0.2419829698	0.00977892252	0.4366849115	99.56331509	1.191174483	98.80882552			0	0	-1928.184997	0.00977892252	-1306.83287633898	
1928.104997	1	99	0.2493631286	0.0097180837	0.4394235979	99.5605764	1.198551749	98.80144825			0	0	-1928.104997	0.0097180837	-1323.22039307242	
1928.024997	1	99	0.2566263288	0.009657996067	0.4421623898	99.55783761	1.205928192	98.79407181			0	0	-1928.024997	0.009657996067	-1339.71059614935	
1927.944997	1	99	0.2637751301	0.009598645817	0.444901287	99.55509871	1.213303812	98.78669619			0	0	-1927.944997	0.009598645817	-1356.30239912525	
1927.864997	1	99	0.270812021	0.009540019393	0.4476402893	99.55235971	1.220678609	98.77932139			0	0	-1927.864997	0.009540019393	-1372.99594380161	
1927.784997	1	99	0.2777394209	0.009482103666	0.4503793966	99.5496206	1.228052582	98.77194742			0	0	-1927.784997	0.009482103666	-1389.79196843448	
1927.704997	1	99	0.2845596828	0.00942488579	0.4531186087	99.54688139	1.235425734	98.76457427			0	0	-1927.704997	0.00942488579	-1406.69038321646	
1927.624997	1	99	0.2912750954	0.00936835325	0.4558579254	99.54414207	1.242798063	98.75720194			0	0	-1927.624997	0.00936835325	-1423.69099625738	
1927.544997	1	99	0.297887885	0.009312493791	0.4585973465	99.54140265	1.250169571	98.74983043			0	0	-1927.544997	0.009312493791	-1440.79307653852	
1927.464997	1	99	0.3044002178	0.009257295429	0.4613368719	99.53866313	1.257540257	98.74245974			0	0	-1927.464997	0.009257295429	-1457.99763724911	
1927.384997	1	99	0.3108142018	0.009202746557	0.4640765012	99.5359235	1.264910122	98.73508988			0	0	-1927.384997	0.009202746557	-1475.30464126199	
1927.304997	1	99	0.3171318889	0.009148835745	0.4668162344	99.53318377	1.272279167	98.72772083			0	0	-1927.304997	0.009148835745	-1492.71331984981	
1927.224997	1	99	0.3233552761	0.009095551864	0.4695560713	99.53044393	1.279647391	98.72035261			0	0	-1927.224997	0.009095551864	-1510.22426761793	
1927.144997	1	99	0.3294863081	0.009042884051	0.4722960117	99.52770399	1.287014794	98.71298521			0	0	-1927.144997	0.009042884051	-1527.83748461356	
1927.064997	1	99	0.3355268782	0.008990821684	0.4750360554	99.52496394	1.294381379	98.70561862			0	0	-1927.064997	0.008990821684	-1545.55291432487	
1926.984997	1	99	0.3414788305	0.008939354388	0.4777762022	99.5222238	1.301747143	98.69825286			0	0	-1926.984997	0.008939354388	-1563.37022011689	
1926.904997	1	99	0.3473439613	0.008888471998	0.480516452	99.51948355	1.309112089	98.69088791			0	0	-1926.904997	0.008888471998	-1581.28901664704	
1926.824997	1	99	0.3531240203	0.00883816458	0.4832568045	99.5167432	1.316476216	98.68352378			0	0	-1926.824997	0.00883816458	-1599.31131799473	
1926.744997	1	99	0.3588207124	0.008788422547	0.4859972596	99.51400274	1.323839524	98.67616048			0	0	-1926.744997	0.008788422547	-1617.435649844	
1926.664997	1	99	0.3644356993	0.008739236316	0.4887378171	99.51126218	1.331202015	98.66879799			0	0	-1926.664997	0.008739236316	-1635.66079424638	
1926.584997	1	99	0.3699706	0.008690596647	0.4914784768	99.50852152	1.338563687	98.66143631			0	0	-1926.584997	0.008690596647	-1653.98875648704	
1926.504997	1	99	0.375426993	0.008642494498	0.4942192385	99.50578076	1.345924542	98.65407546			0	0	-1926.504997	0.008642494498	-1672.4191093977	
