T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1516.947611	10	13	77	0	0	4.461990609	7.023034161	88.51497523	10	13	77				-0.0001869499333	-0.0002017622627	0.000388712196	-1516.947611	0	147.243632816446	
1516.937611	10	13	77	3.457392962E-05	3.378489476E-05	4.462051117	7.02327187	88.51467701	10.00018679	13.00020167	76.99961153				0	0	0	-1516.937611	3.378489476E-05	444.736899964761	
1516.917611	10	13	77	0.0001036372704	6.750134802E-05	4.462172263	7.023747297	88.51408044	10.00056059	13.00060507	76.99883434				0	0	0	-1516.917611	6.750134802E-05	592.769324112584	
1516.877611	10	13	77	0.00024182897	0.0001350755546	4.462414514	7.024698231	88.51288726	10.00130867	13.00141226	76.99727907				0	0	0	-1516.877611	0.0001350755546	592.201890485219	
1516.797611	10	13	77	0.0005180669629	0.0002700462369	4.462899618	7.026600561	88.51049982	10.00280449	13.00302594	76.99416957				0	0	0	-1516.797611	0.0002700462369	-1155459.43053154	
1516.717611	10	13	77	0.0007941592006	0.0002699769648	4.463384125	7.028503237	88.50811264	10.00430041	13.00463936	76.99106023				0	0	0	-1516.717611	0.0002699769648	-2128332.73856207	
1516.637611	10	13	77	0.001070143928	0.0002699457926	4.463868411	7.030406344	88.50572525	10.00579643	13.00625251	76.98795106				0	0	0	-1516.637611	0.0002699457926	-2567712.71355128	
1516.557611	10	13	77	0.001346021224	0.0002699146525	4.464352474	7.032309882	88.50333764	10.00729255	13.0078654	76.98484205				0	0	0	-1516.557611	0.0002699146525	-2570199.60268246	
1516.477611	10	13	77	0.001621791165	0.0002698835406	4.464836316	7.034213853	88.50094983	10.00878877	13.00947803	76.9817332				0	0	0	-1516.477611	0.0002698835406	-2572484.72589332	
1516.397611	10	13	77	0.001897453826	0.0002698524558	4.465319935	7.036118255	88.49856181	10.01028509	13.01109039	76.97862452				0	0	0	-1516.397611	0.0002698524558	-2574765.77636113	
1516.317611	10	13	77	0.002173009281	0.000269821399	4.465803333	7.03802309	88.49617358	10.01178152	13.01270248	76.975516				0	0	0	-1516.317611	0.000269821399	-2577067.37548055	
1516.237611	10	13	77	0.002448457605	0.0002697903697	4.466286508	7.039928356	88.49378514	10.01327804	13.01431432	76.97240764				0	0	0	-1516.237611	0.0002697903697	-2579356.5048199	
1516.157611	10	13	77	0.002723798873	0.000269759368	4.466769461	7.041834056	88.49139648	10.01477467	13.01592588	76.96929945				0	0	0	-1516.157611	0.000269759368	-2581662.20878899	
1516.077611	10	13	77	0.00299903316	0.0002697283941	4.467252191	7.043740188	88.48900762	10.0162714	13.01753718	76.96619142				0	0	0	-1516.077611	0.0002697283941	-2583959.46742034	
1515.997611	10	13	77	0.00327416054	0.0002696974475	4.467734698	7.045646753	88.48661855	10.01776823	13.01914822	76.96308355				0	0	0	-1515.997611	0.0002696974475	-2586277.64471274	
1515.917611	10	13	77	0.003549181087	0.0002696665291	4.468216983	7.047553752	88.48422926	10.01926516	13.020759	76.95997584				0	0	0	-1515.917611	0.0002696665291	-2588574.67810354	
1515.837611	10	13	77	0.003824094877	0.0002696356374	4.468699045	7.049461184	88.48183977	10.02076219	13.0223695	76.9568683				0	0	0	-1515.837611	0.0002696356374	-2590888.6283523	
1515.757611	10	13	77	0.004098901984	0.0002696047742	4.469180885	7.051369049	88.47945007	10.02225933	13.02397975	76.95376092				0	0	0	-1515.757611	0.0002696047742	-2593214.86926349	
