T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1874.06034	2	3	95	0	0	0.7865600182	0.9687800825	98.2446599	2	3	95				-0.0002553406235	-0.0004274303828	0.0006827710063	-1874.06034	0	23.7570608760289	
1874.05034	2	3	95	0.0002116711041	0.0002104176268	0.786668996	0.9689306577	98.24440035	2.000255265	3.000427282	94.99931745				0	0	0	-1874.05034	0.0002104176268	71.2920103645266	
1874.03034	2	3	95	0.0006348993271	0.0004208168125	0.7868869456	0.9692318341	98.24388122	2.000766013	3.001282282	94.99795171				0	0	0	-1874.03034	0.0004208168125	95.1095709787188	
1873.99034	2	3	95	0.001480353529	0.0008409242581	0.7873228356	0.969834202	98.24284296	2.001787223	3.002991895	94.99522088				0	0	0	-1873.99034	0.0008409242581	95.2583265634759	
1873.91034	2	3	95	0.003167940786	0.001679961472	0.7881947243	0.97103911	98.24076617	2.003829192	3.006410769	94.98976004				0	0	0	-1873.91034	0.001679961472	-34907.6460247711	
1873.83034	2	3	95	0.004850242307	0.001677663399	0.7890664104	0.9722440442	98.23868955	2.005870579	3.00982915	94.98430027				0	0	0	-1873.83034	0.001677663399	-36831.7711995825	
1873.75034	2	3	95	0.006527642982	0.001675593601	0.7899380004	0.973449054	98.23661295	2.007911407	3.013247021	94.97884157				0	0	0	-1873.75034	0.001675593601	-38705.8174543565	
1873.67034	2	3	95	0.008200163797	0.001673529637	0.7908094949	0.97465414	98.23453637	2.009951677	3.016664385	94.97338394				0	0	0	-1873.67034	0.001673529637	-38806.9658110056	
1873.59034	2	3	95	0.009867824794	0.001671470618	0.7916808939	0.9758593023	98.2324598	2.011991389	3.020081241	94.96792737				0	0	0	-1873.59034	0.001671470618	-38900.1167870357	
1873.51034	2	3	95	0.01153064591	0.001669416527	0.7925521975	0.9770645409	98.23038326	2.014030545	3.023497589	94.96247187				0	0	0	-1873.51034	0.001669416527	-38993.2210543107	
