T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2#1)	fw(@BCC_A2#2)	w(CU@BCC_A2#1)	w(FE@BCC_A2#1)	w(TI@BCC_A2#1)	w(CU@BCC_A2#2)	w(FE@BCC_A2#2)	w(TI@BCC_A2#2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2#1)_1	fw(@BCC_A2#2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI								
1771.039498	3	8	89	0	0		1.304718301	2.991256453	95.70402525				3	8	89	-0.000134584133	-0.0003976323277	0.0005322164606	-1771.039498	0	124.44532161026	-1771.039498	0			
1771.029498	3	8	89	8.033511766E-05	7.941328129E-05		1.304786262	2.99144802	95.70376572				3.000134516	8.000397381	88.9994681	0	0	0	-1771.029498	8.033511766E-05	124.511804271192	-1771.029498	7.941328129E-05			
1771.009498	3	8	89	0.0002408768062	0.0001587230677		1.304922183	2.991831181	95.70324664				3.000403593	8.001192384	88.99840402	0	0	0	-1771.009498	0.0002408768062	124.568436930775	-1771.009498	0.0001587230677			
1770.969498	3	8	89	0.0005620359629	0.0003175717785		1.305194002	2.992597548	95.70220845				3.00094204	8.002783261	88.9962747	0	0	0	-1770.969498	0.0005620359629	124.593463723202	-1770.969498	0.0003175717785			
1770.889498	3	8	89	0.001203665095	0.000634612863		1.305737943	2.994130618	95.70013144				3.002018478	8.005963689	88.99201783	0	0	0	-1770.889498	0.001203665095	124.744082806594	-1770.889498	0.000634612863			
1770.729498	3	8	89	0.0024850302	0.001268163264		1.306825337	2.997196978	95.69597769				3.004170816	8.012323104	88.98350608	0	0	0	-1770.729498	0.0024850302	124.990032549121	-1770.729498	0.001268163264			
1770.409498	3	8	89	0.005040211947	0.002532087908		1.308999481	3.003331528	95.68766899				3.008473341	8.025036176	88.96649048	0	0	0	-1770.409498	0.005040211947	125.483174542105	-1770.409498	0.002532087908			
1769.769498	3	8	89	0.01012057703	0.00504731252		1.313345203	3.015607965	95.67104683				3.017069822	8.050439304	88.93249087	0	0	0	-1769.769498	0.01012057703	126.474376342584	-1769.769498	0.00504731252			
1768.489498	3	8	89	0.02016285711	0.01002789339		1.322026394	3.040190292	95.63778331				3.034228764	8.101153641	88.8646176	0	0	0	-1768.489498	0.02016285711	128.546624678611	-1768.489498	0.01002789339			
