T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1481.784369	9	15	76	0	0	3.909274957	8.818656692	87.27206835	9	15	76							-0.0001724646759	-0.0002094044056	0.0003818690815	-1481.784369	0	146.974834394764	
1481.774369	9	15	76	3.465814446E-05	3.389550935E-05	3.909313139	8.818954672	87.27173219	9.000172275	15.00020932	75.99961841							0	0	0	-1481.774369	3.389550935E-05	443.073829381454	
1481.754369	9	15	76	0.0001039106133	6.774172459E-05	3.909389659	8.819550636	87.27105971	9.000517114	15.00062798	75.99885491							0	0	0	-1481.754369	6.774172459E-05	590.518780285782	
1481.714369	9	15	76	0.0002424927557	0.0001355683671	3.909542671	8.820742645	87.26971468	9.001207293	15.00146577	75.99732694							0	0	0	-1481.714369	0.0001355683671	590.004592373892	
1481.634369	9	15	76	0.0005195182978	0.0002710386215	3.909849214	8.823127401	87.26702338	9.002587433	15.00314055	75.99427202							0	0	0	-1481.634369	0.0002710386215	-1559227.8773015	
1481.554369	9	15	76	0.0007964158737	0.0002709872946	3.910155182	8.825512594	87.26433222	9.003967792	15.00481506	75.99121715							0	0	0	-1481.554369	0.0002709872946	-5338413.69744027	
1481.474369	9	15	76	0.001073224217	0.0002709745496	3.910460918	8.827898381	87.2616407	9.005348377	15.0064893	75.98816232							0	0	0	-1481.474369	0.0002709745496	-6284558.69963491	
1481.394369	9	15	76	0.001349943391	0.0002709618353	3.910766422	8.830284762	87.25894882	9.006729188	15.00816327	75.98510754							0	0	0	-1481.394369	0.0002709618353	-6299153.83808766	
1481.314369	9	15	76	0.001626573457	0.0002709491493	3.911071695	8.832671737	87.25625657	9.008110227	15.00983697	75.98205281							0	0	0	-1481.314369	0.0002709491493	-6313847.51760538	
1481.234369	9	15	76	0.001903114476	0.0002709364941	3.911376734	8.835059308	87.25356396	9.009491492	15.01151039	75.97899812							0	0	0	-1481.234369	0.0002709364941	-6328855.54137209	
1481.154369	9	15	76	0.002179566512	0.0002709238682	3.911681542	8.837447473	87.25087098	9.010872985	15.01318354	75.97594347							0	0	0	-1481.154369	0.0002709238682	-6343458.52790136	
1481.074369	9	15	76	0.002455929623	0.0002709112712	3.911986117	8.839836234	87.24817765	9.012254705	15.01485643	75.97288887							0	0	0	-1481.074369	0.0002709112712	-6358383.86114545	
1480.994369	9	15	76	0.002732203874	0.0002708987045	3.912290459	8.842225591	87.24548395	9.013636653	15.01652904	75.96983431							0	0	0	-1480.994369	0.0002708987045	-6373605.8147767	
1480.914369	9	15	76	0.003008389325	0.0002708861676	3.912594569	8.844615543	87.24278989	9.01501883	15.01820138	75.9667798							0	0	0	-1480.914369	0.0002708861676	-6388568.84677215	
1480.834369	9	15	76	0.003284486038	0.0002708736597	3.912898446	8.847006092	87.24009546	9.016401234	15.01987344	75.96372532							0	0	0	-1480.834369	0.0002708736597	-6403655.7294392	
1480.754369	9	15	76	0.003560494074	0.0002708611818	3.913202091	8.849397237	87.23740067	9.017783867	15.02154524	75.9606709							0	0	0	-1480.754369	0.0002708611818	-6419044.46616371	
1480.674369	9	15	76	0.003836413495	0.0002708487338	3.913505502	8.851788979	87.23470552	9.019166729	15.02321676	75.95761651							0	0	0	-1480.674369	0.0002708487338	-6434273.60150787	
1480.594369	9	15	76	0.004112244362	0.0002708363149	3.913808681	8.854181318	87.23201	9.02054982	15.02488801	75.95456217							0	0	0	-1480.594369	0.0002708363149	-6449629.39319242	
1480.514369	9	15	76	0.004387986737	0.0002708239261	3.914111626	8.856574254	87.22931412	9.021933141	15.02655899	75.95150787							0	0	0	-1480.514369	0.0002708239261	-6464977.42672276	
1480.434369	9	15	76	0.00466364068	0.0002708115661	3.914414338	8.858967788	87.22661787	9.023316691	15.0282297	75.94845361							0	0	0	-1480.434369	0.0002708115661	-6480639.33358372	
1480.354369	9	15	76	0.004939206254	0.0002707992371	3.914716817	8.861361919	87.22392126	9.02470047	15.02990013	75.9453994							0	0	0	-1480.354369	0.0002707992371	-6496398.18770333	
1480.274369	9	15	76	0.005214683519	0.000270786937	3.915019062	8.863756649	87.22122429	9.02608448	15.03157029	75.94234523							0	0	0	-1480.274369	0.000270786937	-6511759.87665675	
1480.194369	9	15	76	0.005490072536	0.0002707746661	3.915321074	8.866151976	87.21852695	9.02746872	15.03324018	75.93929109							0	0	0	-1480.194369	0.0002707746661	-6527728.82953802	
1480.114369	9	15	76	0.005765373368	0.0002707624261	3.915622852	8.868547903	87.21582925	9.028853191	15.0349098	75.93623701							0	0	0	-1480.114369	0.0002707624261	-6543610.50080834	
1480.034369	9	15	76	0.006040586074	0.0002707502147	3.915924396	8.870944428	87.21313118	9.030237893	15.03657915	75.93318296							0	0	0	-1480.034369	0.0002707502147	-6559251.36138686	
1479.954369	9	15	76	0.006315710716	0.000270738033	3.916225707	8.873341552	87.21043274	9.031622825	15.03824822	75.93012895							0	0	0	-1479.954369	0.000270738033	-6575371.59552286	
1479.874369	9	15	76	0.006590747355	0.0002707258814	3.916526783	8.875739276	87.20773394	9.033007989	15.03991703	75.92707498							0	0	0	-1479.874369	0.0002707258814	-6591488.33017641	
1479.794369	9	15	76	0.006865696052	0.0002707137592	3.916827626	8.878137599	87.20503477	9.034393385	15.04158556	75.92402106							0	0	0	-1479.794369	0.0002707137592	-6607686.13875676	
1479.714369	9	15	76	0.007140556868	0.0002707016671	3.917128235	8.880536522	87.20233524	9.035779012	15.04325381	75.92096717							0	0	0	-1479.714369	0.0002707016671	-6623879.19852756	
1479.634369	9	15	76	0.007415329863	0.0002706896041	3.917428609	8.882936045	87.19963535	9.037164872	15.0449218	75.91791333							0	0	0	-1479.634369	0.0002706896041	-6640071.43968524	
1479.554369	9	15	76	0.007690015099	0.0002706775709	3.917728749	8.885336169	87.19693508	9.038550964	15.04658951	75.91485953							0	0	0	-1479.554369	0.0002706775709	-6656563.77449699	
