T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2#1)	fw(@BCC_A2#2)	w(CU@BCC_A2#1)	w(FE@BCC_A2#1)	w(TI@BCC_A2#1)	w(CU@BCC_A2#2)	w(FE@BCC_A2#2)	w(TI@BCC_A2#2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2#1)_1	fw(@BCC_A2#2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI								
1904.79142	2	1	97	0	0		0.7549065233	0.309349024	98.93574445				2	1	97	-0.0005078401652	-0.0002817061262	0.0007895462915	-1904.79142	0	24.415479787116	-1904.79142	0			
1904.78142	2	1	97	0.0004094498379	0.000407784413		0.7551063173	0.3094398516	98.93545383				2.000507763	1.000281656	96.99921058	0	0	0	-1904.78142	0.0004094498379	24.4305524950274	-1904.78142	0.000407784413			
1904.76142	2	1	97	0.001227592603	0.00081508648		0.755505908	0.3096215203	98.93487257				2.001523311	1.000845024	96.99763166	0	0	0	-1904.76142	0.001227592603	24.4595214818902	-1904.76142	0.00081508648			
1904.72142	2	1	97	0.002861092781	0.001628728244		0.7563050516	0.3099848846	98.93371006				2.003554489	1.001971927	96.99447358	0	0	0	-1904.72142	0.002861092781	24.5183456426972	-1904.72142	0.001628728244			
1904.64142	2	1	97	0.006115743168	0.00325044757		0.7579032931	0.31071174	98.93138497				2.007615607	1.004225534	96.98815886	0	0	0	-1904.64142	0.006115743168	24.6413897241466	-1904.64142	0.00325044757			
1904.48142	2	1	97	0.01257703742	0.006474037125		0.7610990088	0.3121657873	98.9267352				2.015734168	1.008732661	96.97553317	0	0	0	-1904.48142	0.01257703742	24.8962553171584	-1904.48142	0.006474037125			
1904.16142	2	1	97	0.0252962024	0.01282866359		0.7674874869	0.3150755164	98.917437				2.031955646	1.017747022	96.95029733	0	0	0	-1904.16142	0.0252962024	25.421283068412	-1904.16142	0.01282866359			
1903.52142	2	1	97	0.04997759562	0.02521838719		0.7802535184	0.3209012098	98.89884527				2.064338485	1.035775166	96.89988635	0	0	0	-1903.52142	0.04997759562	26.4794346428214	-1903.52142	0.02521838719			
1902.24142	2	1	97	0.09649906719	0.04876727605		0.8057422096	0.332577083	98.86168071				2.128865609	1.071827634	96.79930676	0	0	0	-1902.24142	0.09649906719	28.7095285732556	-1902.24142	0.04876727605			
1899.68142	2	1	97	0.1795020657	0.09148522134		0.856549996	0.356023675	98.78742633				2.256984696	1.143907352	96.59910795	0	0	0	-1899.68142	0.1795020657	33.684838123334	-1899.68142	0.09148522134			
1897.12142	2	1	97	0.2503915137	0.08601530746		0.9071853205	0.3795614359	98.71325324				2.384014544	1.215840069	96.40014539	0	0	0	-1897.12142	0.2503915137	39.2131873870624	-1897.12142	0.08601530746			
1894.56142	2	1	97	0.3115092008	0.08115046404		0.9576537148	0.4031857679	98.63916052				2.509987061	1.2876116	96.20240134	0	0	0	-1894.56142	0.3115092008	45.2521123076101	-1894.56142	0.08115046404			
