T	w(CU)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI							
1826.277431	10	90	0	0	3.954498143	96.04550186	10	90	-0.0008116755933	0.0008116755933	-1826.277431	0	73.305992533248	-1826.277431	0	37.118603527499	
1826.267431	10	90	0.0001363812455	0.0001343245138	3.954841363	96.04515864	10.00081168	89.99918832	0	0	-1826.267431	0.0001363812455	73.3417369742656	-1826.267431	0.0001343245138	111.77454660711	
1826.247431	10	90	0.0004089445269	0.0002684981425	3.955527788	96.04447221	10.00243505	89.99756495	0	0	-1826.247431	0.0004089445269	73.3919531013624	-1826.247431	0.0002684981425	149.064605928273	
1826.207431	10	90	0.000953748293	0.0005368237034	3.956900625	96.04309937	10.00568168	89.99431832	0	0	-1826.207431	0.000953748293	73.4508445952638	-1826.207431	0.0005368237034	149.13232194793	
1826.127431	10	90	0.002042026751	0.00107283157	3.959646239	96.04035376	10.01217453	89.98782547	0	0	-1826.127431	0.002042026751	73.5689490526503	-1826.127431	0.00107283157	149.342491673798	
1825.967431	10	90	0.004213421013	0.002142893459	3.96513722	96.03486278	10.02515853	89.97484147	0	0	-1825.967431	0.004213421013	73.8025269803528	-1825.967431	0.002142893459	149.717865775615	
1825.647431	10	90	0.008535658829	0.004274749043	3.976118192	96.02388181	10.05111977	89.94888023	0	0	-1825.647431	0.008535658829	74.2737601839467	-1825.647431	0.004274749043	150.501583325277	
1825.007431	10	90	0.01709806831	0.008505019576	3.998076151	96.00192385	10.1030112	89.8969888	0	0	-1825.007431	0.01709806831	75.2621539236937	-1825.007431	0.008505019576	152.211413822957	
1823.727431	10	90	0.03387942973	0.01681560283	4.041977603	95.9580224	10.2066747	89.7933253	0	0	-1823.727431	0.03387942973	77.3021214757175	-1823.727431	0.01681560283	155.710363111116	
1821.167431	10	90	0.06617071543	0.03291779086	4.129718161	95.87028184	10.41352664	89.58647336	0	0	-1821.167431	0.06617071543	81.5986156633668	-1821.167431	0.03291779086	-3795.88486533856	
1818.607431	10	90	0.09672188637	0.03221105831	4.217376589	95.78262341	10.61975275	89.38024725	0	0	-1818.607431	0.09672188637	86.19645477273	-1818.607431	0.03221105831	-3692.09778060628	
1816.047431	10	90	0.1256575873	0.03153008907	4.304943166	95.69505683	10.82534031	89.17465969	0	0	-1816.047431	0.1256575873	90.9524985385138	-1816.047431	0.03153008907	-3841.70008040766	
1813.487431	10	90	0.1530946337	0.03087713849	4.39241811	95.60758189	11.03029797	88.96970203	0	0	-1813.487431	0.1530946337	95.8654276589706	-1813.487431	0.03087713849	-4001.28489715117	
1810.927431	10	90	0.1791383404	0.03024949987	4.479798412	95.52020159	11.23462713	88.76537287	0	0	-1810.927431	0.1791383404	100.938686688861	-1810.927431	0.03024949987	-4160.8406315034	
