T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2#1)	fw(@BCC_A2#2)	w(CU@BCC_A2#1)	w(FE@BCC_A2#1)	w(TI@BCC_A2#1)	w(CU@BCC_A2#2)	w(FE@BCC_A2#2)	w(TI@BCC_A2#2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2#1)_1	fw(@BCC_A2#2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI								
1848.663989	4	3	93	0	0		1.59932804	0.9938745214	97.40679744				4	3	93	-0.0003687155421	-0.0003081209716	0.0006768365137	-1848.663989	0	64.5132934809233	-1848.663989	0			
1848.653989	4	3	93	0.0001549745482	0.0001536030059		1.599489563	0.9939884841	97.40652195				4.000368599	3.000308002	92.9993234	0	0	0	-1848.653989	0.0001549745482	64.540155825934	-1848.653989	0.0001536030059			
1848.633989	4	3	93	0.000464730299	0.0003070693413		1.599812612	0.9942164287	97.40597096				4.001105863	3.000924119	92.99797002	0	0	0	-1848.633989	0.000464730299	64.5754582277168	-1848.633989	0.0003070693413			
1848.593989	4	3	93	0.001083998534	0.0006140868999		1.600458684	0.994672338	97.40486898				4.002580743	3.002156695	92.99526256	0	0	0	-1848.593989	0.001083998534	64.6274015061004	-1848.593989	0.0006140868999			
1848.513989	4	3	93	0.002320525025	0.001226838261		1.601751008	0.9955842935	97.4026647				4.005529533	3.004621215	92.98984925	0	0	0	-1848.513989	0.002320525025	64.7592611050105	-1848.513989	0.001226838261			
1848.353989	4	3	93	0.004786513309	0.002449686132		1.604334997	0.9974083085	97.39825669				4.01142512	3.009549359	92.97902552	0	0	0	-1848.353989	0.004786513309	65.0070685947339	-1848.353989	0.002449686132			
1848.033989	4	3	93	0.009690399337	0.004883484846		1.609501423	1.001057139	97.38944144				4.023208339	3.019402057	92.9573896	0	0	0	-1848.033989	0.009690399337	65.5053156802619	-1848.033989	0.004883484846			
1847.393989	4	3	93	0.0193871453	0.009704011242		1.619828074	1.008358002	97.37181392				4.04674303	3.039093084	92.91416389	0	0	0	-1847.393989	0.0193871453	66.5492368712948	-1847.393989	0.009704011242			
1846.113989	4	3	93	0.03831688441	0.01913301373		1.640454544	1.022973357	97.3365721				4.093680881	3.078420194	92.82789893	0	0	0	-1846.113989	0.03831688441	68.7115963445206	-1846.113989	0.01913301373			
