T	w(CU)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(TI@CUTI2)	w(CU@CUTI)	w(TI@CUTI)	dwdT_L(CU@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	SI	SI				
1826.277431	10	90	0	0	3.954498143	96.04550186	10	90					-0.0008116755933	0.0008116755933	-1826.277431	0	37.118603527499	
1826.267431	10	90	0.0001363812455	0.0001343245138	3.954841363	96.04515864	10.00081168	89.99918832					0	0	-1826.267431	0.0001343245138	111.77454660711	
1826.247431	10	90	0.0004089445269	0.0002684981425	3.955527788	96.04447221	10.00243505	89.99756495					0	0	-1826.247431	0.0002684981425	149.064605928273	
1826.207431	10	90	0.000953748293	0.0005368237034	3.956900625	96.04309937	10.00568168	89.99431832					0	0	-1826.207431	0.0005368237034	149.13232194793	
1826.127431	10	90	0.002042026751	0.00107283157	3.959646239	96.04035376	10.01217453	89.98782547					0	0	-1826.127431	0.00107283157	-96429.4654374656	
1826.047431	10	90	0.003128197827	0.001072000658	3.962391755	96.03760825	10.01866686	89.98133314					0	0	-1826.047431	0.001072000658	-100565.247018779	
1825.967431	10	90	0.004212422385	0.001071235204	3.965137192	96.03486281	10.02515857	89.97484143					0	0	-1825.967431	0.001071235204	-104602.457581244	
1825.887431	10	90	0.005294705501	0.001070471055	3.967882552	96.03211745	10.03164966	89.96835034					0	0	-1825.887431	0.001070471055	-104763.906328848	
1825.807431	10	90	0.006375051989	0.001069707959	3.970627835	96.02937217	10.03814012	89.96185988					0	0	-1825.807431	0.001069707959	-104908.018853934	
1825.727431	10	90	0.007453466645	0.001068945908	3.97337304	96.02662696	10.04462997	89.95537003					0	0	-1825.727431	0.001068945908	-105051.632306666	
1825.647431	10	90	0.008529954245	0.001068184897	3.976118167	96.02388183	10.05111919	89.94888081					0	0	-1825.647431	0.001068184897	-105195.641390959	
1825.567431	10	90	0.009604519559	0.001067424931	3.978863217	96.02113678	10.05760779	89.94239221					0	0	-1825.567431	0.001067424931	-105339.90485711	
1825.487431	10	90	0.01067716734	0.001066666003	3.981608188	96.01839181	10.06409578	89.93590422					0	0	-1825.487431	0.001066666003	-105484.288278558	
1825.407431	10	90	0.01174790231	0.001065908116	3.984353082	96.01564692	10.07058314	89.92941686					0	0	-1825.407431	0.001065908116	-105628.507497438	
1825.327431	10	90	0.01281672921	0.001065151259	3.987097897	96.0129021	10.07706988	89.92293012					0	0	-1825.327431	0.001065151259	-105772.494774916	
1825.247431	10	90	0.01388365272	0.001064395434	3.989842635	96.01015737	10.083556	89.916444					0	0	-1825.247431	0.001064395434	-105917.225910194	
1825.167431	10	90	0.01494867755	0.001063640644	3.992587294	96.00741271	10.0900415	89.9099585					0	0	-1825.167431	0.001063640644	-106061.929517288	
1825.087431	10	90	0.01601180838	0.00106288688	3.995331874	96.00466813	10.09652638	89.90347362					0	0	-1825.087431	0.00106288688	-106206.325599854	
1825.007431	10	90	0.01707304985	0.001062134141	3.998076376	96.00192362	10.10301064	89.89698936					0	0	-1825.007431	0.001062134141	-106351.39931231	
1824.927431	10	90	0.01813240662	0.001061382432	4.0008208	95.9991792	10.10949428	89.89050572					0	0	-1824.927431	0.001061382432	-106496.228267015	
1824.847431	10	90	0.01918988332	0.001060631739	4.003565145	95.99643486	10.1159773	89.8840227					0	0	-1824.847431	0.001060631739	-106641.101275274	
1824.767431	10	90	0.02024548456	0.001059882071	4.006309411	95.99369059	10.12245969	89.87754031					0	0	-1824.767431	0.001059882071	-106786.43695305	
1824.687431	10	90	0.02129921496	0.00105913342	4.009053598	95.9909464	10.12894147	89.87105853					0	0	-1824.687431	0.00105913342	-106931.384171303	
1824.607431	10	90	0.02235107909	0.001058385783	4.011797706	95.98820229	10.13542263	89.86457737					0	0	-1824.607431	0.001058385783	-107076.511020905	
1824.527431	10	90	0.02340108154	0.00105763916	4.014541735	95.98545827	10.14190317	89.85809683					0	0	-1824.527431	0.00105763916	-107221.672096384	
1824.447431	10	90	0.02444922685	0.001056893546	4.017285684	95.98271432	10.14838308	89.85161692					0	0	-1824.447431	0.001056893546	-107367.445977729	
1824.367431	10	90	0.02549551958	0.001056148949	4.020029555	95.97997045	10.15486238	89.84513762					0	0	-1824.367431	0.001056148949	-107513.251430836	
1824.287431	10	90	0.02653996426	0.001055405356	4.022773346	95.97722665	10.16134106	89.83865894					0	0	-1824.287431	0.001055405356	-107658.368989855	
1824.207431	10	90	0.02758256541	0.001054662765	4.025517057	95.97448294	10.16781911	89.83218089					0	0	-1824.207431	0.001054662765	-107804.170943064	
1824.127431	10	90	0.02862332752	0.001053921182	4.028260689	95.97173931	10.17429655	89.82570345					0	0	-1824.127431	0.001053921182	-107950.292954676	
1824.047431	10	90	0.02966225508	0.0010531806	4.031004242	95.96899576	10.18077337	89.81922663					0	0	-1824.047431	0.0010531806	-108095.789207303	
1823.967431	10	90	0.03069935258	0.001052441012	4.033747714	95.96625229	10.18724957	89.81275043					0	0	-1823.967431	0.001052441012	-108241.754380431	
1823.887431	10	90	0.03173462446	0.001051702426	4.036491106	95.96350889	10.19372514	89.80627486					0	0	-1823.887431	0.001051702426	-108388.25836324	
1823.807431	10	90	0.03276807519	0.001050964836	4.039234419	95.96076558	10.2002001	89.7997999					0	0	-1823.807431	0.001050964836	-108534.275985992	
1823.727431	10	90	0.03379970918	0.001050228236	4.041977651	95.95802235	10.20667444	89.79332556					0	0	-1823.727431	0.001050228236	-108680.393863957	
1823.647431	10	90	0.03482953087	0.001049492628	4.044720804	95.9552792	10.21314816	89.78685184					0	0	-1823.647431	0.001049492628	-108826.904907861	
1823.567431	10	90	0.03585754465	0.00104875801	4.047463875	95.95253612	10.21962126	89.78037874					0	0	-1823.567431	0.00104875801	-108973.36578416	
1823.487431	10	90	0.03688375491	0.001048024378	4.050206867	95.94979313	10.22609374	89.77390626					0	0	-1823.487431	0.001048024378	-109119.92453054	
1823.407431	10	90	0.03790816604	0.001047291732	4.052949778	95.94705022	10.2325656	89.7674344					0	0	-1823.407431	0.001047291732	-109266.503920449	
1823.327431	10	90	0.0389307824	0.001046560067	4.055692608	95.94430739	10.23903684	89.76096316					0	0	-1823.327431	0.001046560067	-109413.329602328	
1823.247431	10	90	0.03995160834	0.001045829386	4.058435358	95.94156464	10.24550746	89.75449254					0	0	-1823.247431	0.001045829386	-109560.398749859	
1823.167431	10	90	0.0409706482	0.001045099684	4.061178027	95.93882197	10.25197746	89.74802254					0	0	-1823.167431	0.001045099684	-109706.960720916	
